id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/8/value,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/12/value,qualifier/11/value,qualifier/13/value,assist,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/16/value
2538099265,1,34,16,0,0,bi1fxjrncd0ram0oi7ja1jyuo,1,0,0,2023-04-23T14:40:54.623Z,2023-04-23T16:02:13Z,4214402285,197,16613,4214007161,59,"30, 17, 25, 42, 6, 93, 29, 28, 77, 11, 22, 1, 4, 7, 13, 14, 16, 18, 21, 27, 31, 32, 84, 97",4214007163,130,4,4214007157,30,"3nfxhugbxid6o0r92txslivh1, a9jc36ub52lh0jgq2ya56wyui, 1oszv53od5pulbhx566ht984q, 4x1tm440b5cshi5gxkx5k9m95, bkz9b4cqf8f970myv8r49f561, 8mlps3xgwbxa7svajxfk2exud, 6e4y15kfry8fzixh99zpala6t, 9ik51limpi4f3blp1r60hb27d, cv8wgka2bmkeqajg3eo9lb4k5, 6gjr3yxp34gj52xx8xfm9nt91, cntcffa67r95rbcf1154r92zu, 3iveuhunq47tg8lg0lm3d31sl, 9h01w81t6g5f5owrtipn9ybpx, 5cjx2i2perp5vr62en4cyer1m, 44g3gj1lpougjwjpq9houab4l, 3ail949zww61xhkymcg66bca1, dd7i0ps16hldpriliccyvxct0, 9tsvcw4xthhtoqgdowmhef7bp, 9t753r5hnyq6qe5o7csuurw15, 44f0q2ucrld1rwcwx63vgs7hl, a6jwnrv86cly1ti085c9dnn6c, d9sakxlp96siw0z1jltszdlgp, e3o8o5b5sxbjd2s17w14rmga, 90pjbz2aq8vz4qapqu1yt2ynd",4214007167,194,4x1tm440b5cshi5gxkx5k9m95,4214007159,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4214007169,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4214007165,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538101001,1,34,16,0,0,9dntj5dioj5ex52yrgwzxrq9l,1,0,0,2023-04-23T14:42:05.210Z,2023-04-23T15:58:44Z,4214015939,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4214015935,59,"16, 20, 19, 8, 28, 23, 30, 33, 12, 10, 17, 1, 4, 5, 7, 11, 14, 24, 25, 27, 40, 46, 56, 83, 90",4214015929,30,"3fpnfgoy4lbpapv2th6g60cet, b33rlpjo3kx4477alx82si5wq, 3tpmw6tlijytn0ahwztvedkut, 9sxg58hszjq17avxgumftdu22, cfpaejad8i9p2r1fj0wx0g222, 3sezchmdtivxl4kusvgc6j7x1, 17au7v1ocl4zab872g59821yi, 3v1fnp5e9pxfzgou5ebrgprrp, eyra5urhrm92240e7qbll736d, 3jln1gzc0859ymphvq83i0mp5, 11o903vztwpnmvgrinn208qnd, 7kph61hobc93t2c2tl8l5j105, cknjube5flk1r5ppqthj82c5, dmrj53hcw8vcffxx0lfudbob9, 9ncagt0ezp4f41hz3b64af1t5, 9sbx7dlressy910i8uuztf93p, wr2f0yl1bf68r73hkjee2pqt, ehztjmhg6fsddm1fqb00547o5, ad1n9czqhmfe1saleourqmzth, 1dwwsz1i6v8zwh802ujwf7emt, 72vim7cq99zdjjwivwtr773vu, enqcaecpt5hy0qv9x5pzmkjc9, 9vnr9uog5fmggich2i4vjxwbt, 68cu39v9m8pykapkh2b97ltqt, 7ox43isyywsnrfcd56nm65be",4214015931,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4214394647,197,578,4214015943,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4214015941,194,3tpmw6tlijytn0ahwztvedkut,4214015937,130,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538176669,2,32,1,0,0,bi1fxjrncd0ram0oi7ja1jyuo,1,0,0,2023-04-23T16:00:51.483Z,2023-04-23T16:00:55Z,4214403985,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538176659,2,32,1,0,0,9dntj5dioj5ex52yrgwzxrq9l,1,0,0,2023-04-23T16:00:51.483Z,2023-04-23T22:08:41Z,4214403933,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538176687,3,1,1,0,0,bi1fxjrncd0ram0oi7ja1jyuo,1,50.3,50.9,2023-04-23T16:00:51.573Z,2023-04-23T23:41:25Z,4214404091,141,55.5,4214404093,212,15.0,4214404087,56,Back,4214404097,279,S,4216148191,178,,4214404089,140,36.3,4214404095,213,2.9,,,,6e4y15kfry8fzixh99zpala6t,A. Blin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538176753,4,1,1,0,3,bi1fxjrncd0ram0oi7ja1jyuo,0,32.9,54.8,2023-04-23T16:00:54.576Z,2023-04-23T23:41:30Z,4214404477,56,Left,4214404485,213,0.4,4214404483,212,47.7,4214404475,155,,4214404481,141,82.7,4216148335,178,,4214404479,140,74.6,4214404487,1,,bkz9b4cqf8f970myv8r49f561,F. Baschirotto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538176763,3,44,1,0,6,9dntj5dioj5ex52yrgwzxrq9l,1,24.9,14.6,2023-04-23T16:00:57.719Z,2023-04-24T00:31:58Z,4214404521,285,,4214404691,233,5,4214404519,56,Back,,,,,,,,,,,,,,,,cfpaejad8i9p2r1fj0wx0g222,M. Thiaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538176789,5,44,1,0,6,bi1fxjrncd0ram0oi7ja1jyuo,0,75.1,85.4,2023-04-23T16:00:57.720Z,2023-04-23T23:43:36Z,4214404741,233,3,4214404639,286,,4214404637,56,Left,,,,,,,,,,,,,,,,cntcffa67r95rbcf1154r92zu,L. Banda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538176779,4,12,1,0,6,9dntj5dioj5ex52yrgwzxrq9l,1,24.4,12.1,2023-04-23T16:00:57.824Z,2023-04-24T00:31:58Z,4214404607,213,4.5,4214404601,212,9.0,4214404593,140,22.6,4214404591,56,Back,4216153541,388,,4214404595,141,0.0,4214405191,15,,4214404663,167,,cfpaejad8i9p2r1fj0wx0g222,M. Thiaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538176791,5,5,1,0,8,9dntj5dioj5ex52yrgwzxrq9l,0,22.9,-1.4,2023-04-23T16:00:59.770Z,2023-04-23T23:43:45Z,4214404645,56,Back,4214404647,347,,4214405953,233,6,,,,,,,,,,,,,,,,cfpaejad8i9p2r1fj0wx0g222,M. Thiaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538177057,6,5,1,0,8,bi1fxjrncd0ram0oi7ja1jyuo,1,77.1,101.4,2023-04-23T16:00:59.770Z,2023-04-23T23:43:44Z,4214405913,233,5,4214405875,56,Left,4214405877,347,,,,,,,,,,,,,,,,,cntcffa67r95rbcf1154r92zu,L. Banda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538177107,7,1,1,0,19,bi1fxjrncd0ram0oi7ja1jyuo,0,80.6,100,2023-04-23T16:01:10.766Z,2023-04-23T23:43:51Z,4214406181,141,88.6,4214406183,212,16.5,4214406165,107,,4214406179,140,93.9,4214406177,56,Left,4214406185,213,5.7,,,,,,,1oszv53od5pulbhx566ht984q,A. Gallo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538177077,6,8,1,0,20,9dntj5dioj5ex52yrgwzxrq9l,1,5.2,14.6,2023-04-23T16:01:12.061Z,2023-04-23T23:44:07Z,4216155213,21,,4215182813,383,,4216155215,178,,4214406025,56,Back,,,,,,,,,,,,,cfpaejad8i9p2r1fj0wx0g222,M. Thiaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538177095,7,49,1,0,21,9dntj5dioj5ex52yrgwzxrq9l,1,3.2,11.6,2023-04-23T16:01:13.310Z,2023-04-23T23:44:16Z,,,,,,,,,,,,,,,,,,,,,,,,,cfpaejad8i9p2r1fj0wx0g222,M. Thiaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538177221,8,1,1,0,23,9dntj5dioj5ex52yrgwzxrq9l,0,4.2,6.7,2023-04-23T16:01:15.419Z,2023-04-23T23:44:21Z,4216155877,178,,4214406747,141,63.5,4214406743,56,Center,4214406741,155,,4214406745,140,60.8,4214406751,213,0.6,4214406749,212,70.9,4214406753,1,,cfpaejad8i9p2r1fj0wx0g222,M. Thiaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538177113,8,43,1,0,24,bi1fxjrncd0ram0oi7ja1jyuo,1,0,0,2023-04-23T16:01:15.621Z,2023-04-23T16:01:46Z,4214408939,144,61,4214406201,56,Left,,,,,,,,,,,,,,,,,,,cv8wgka2bmkeqajg3eo9lb4k5,A. Ceesay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538177179,9,49,1,0,29,bi1fxjrncd0ram0oi7ja1jyuo,1,39,51.3,2023-04-23T16:01:20.654Z,2023-04-23T23:44:34Z,,,,,,,,,,,,,,,,,,,,,,,,,bkz9b4cqf8f970myv8r49f561,F. Baschirotto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538177293,10,1,1,0,33,bi1fxjrncd0ram0oi7ja1jyuo,1,41.8,26.7,2023-04-23T16:01:24.786Z,2023-04-23T23:44:38Z,4216156637,178,,4214407145,212,29.0,4214407139,56,Right,4214407143,141,4.4,4214407141,140,65.3,4214407147,213,5.7,,,,,,,bkz9b4cqf8f970myv8r49f561,F. Baschirotto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538177297,11,61,1,0,34,bi1fxjrncd0ram0oi7ja1jyuo,0,66.5,4.4,2023-04-23T16:01:26.170Z,2023-04-23T23:44:48Z,4214407165,56,Right,4216157113,388,,,,,,,,,,,,,,,,,,,,a9jc36ub52lh0jgq2ya56wyui,V. Gendrey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538177335,9,49,1,0,35,9dntj5dioj5ex52yrgwzxrq9l,1,29.1,93.3,2023-04-23T16:01:27.222Z,2023-04-23T23:44:58Z,,,,,,,,,,,,,,,,,,,,,,,,,3tpmw6tlijytn0ahwztvedkut,T. Hernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538177339,10,1,1,0,35,9dntj5dioj5ex52yrgwzxrq9l,0,29.1,93.3,2023-04-23T16:01:27.298Z,2023-04-23T23:45:02Z,4214407385,141,96.0,4216157719,178,,4214407387,212,7.4,4214407389,213,0.3,4214407383,140,35.9,4214407381,56,Back,,,,,,,3tpmw6tlijytn0ahwztvedkut,T. Hernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538177343,12,49,1,0,36,bi1fxjrncd0ram0oi7ja1jyuo,1,64.2,5.3,2023-04-23T16:01:28.016Z,2023-04-24T00:28:59Z,,,,,,,,,,,,,,,,,,,,,,,,,6gjr3yxp34gj52xx8xfm9nt91,F. Di Francesco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538177429,13,1,1,0,37,bi1fxjrncd0ram0oi7ja1jyuo,1,70.5,4.4,2023-04-23T16:01:29.262Z,2023-04-23T23:45:14Z,4216158119,178,,4214407953,213,0.5,4214407951,212,32.8,4214407949,141,28.5,4214407945,56,Center,4214407943,155,,4214407955,1,,4214407947,140,97.6,6gjr3yxp34gj52xx8xfm9nt91,F. Di Francesco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538177435,14,61,1,0,41,bi1fxjrncd0ram0oi7ja1jyuo,1,97.4,29.8,2023-04-23T16:01:33.025Z,2023-04-23T23:45:42Z,4214407979,56,Center,4216159085,178,,,,,,,,,,,,,,,,,,,,a9jc36ub52lh0jgq2ya56wyui,V. Gendrey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538177437,11,56,1,0,42,9dntj5dioj5ex52yrgwzxrq9l,1,0,0,2023-04-23T16:01:34.468Z,2023-04-23T23:45:47Z,4214407983,56,Back,,,,,,,,,,,,,,,,,,,,,,3sezchmdtivxl4kusvgc6j7x1,F. Tomori,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538177449,12,5,1,0,44,9dntj5dioj5ex52yrgwzxrq9l,1,-0.8,69.8,2023-04-23T16:01:36.272Z,2023-04-23T23:45:50Z,4214408057,346,,4214408055,56,Back,4214408091,233,15,,,,,,,,,,,,,,,,3sezchmdtivxl4kusvgc6j7x1,F. Tomori,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538177445,15,5,1,0,44,bi1fxjrncd0ram0oi7ja1jyuo,0,100.8,30.2,2023-04-23T16:01:36.272Z,2023-04-23T23:45:51Z,4214408037,56,Center,4214408039,346,,4214408119,233,12,,,,,,,,,,,,,,,,cv8wgka2bmkeqajg3eo9lb4k5,A. Ceesay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538177695,13,1,1,0,52,9dntj5dioj5ex52yrgwzxrq9l,1,5,44.6,2023-04-23T16:01:44.311Z,2023-04-23T23:45:57Z,4214409569,141,29.0,4214409565,56,Back,4214409563,124,,4214409571,212,11.9,4214410273,189,,4214409573,213,5.2,4214409577,237,,4214409567,140,10.1,3fpnfgoy4lbpapv2th6g60cet,M. Maignan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538177739,14,1,1,0,59,9dntj5dioj5ex52yrgwzxrq9l,1,32.9,34.4,2023-04-23T16:01:50.974Z,2023-04-23T23:46:03Z,4214409777,56,Back,4214409785,213,1.7,4214409783,212,24.1,4214409781,141,69.6,4216160105,178,,4214409779,140,29.9,,,,,,,cfpaejad8i9p2r1fj0wx0g222,M. Thiaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538177761,15,1,1,1,4,9dntj5dioj5ex52yrgwzxrq9l,1,35.4,83.3,2023-04-23T16:01:55.533Z,2023-04-23T23:46:10Z,4214409923,56,Back,4214409927,141,96.0,4214409931,213,0.9,4214409929,212,11.1,4214409925,140,42.0,4216160311,178,,,,,,,,3sezchmdtivxl4kusvgc6j7x1,F. Tomori,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
