id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/10/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/16/value,assist,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2506232747,1,34,16,0,0,8xeuwzxnm7hdlbjjuezgfkz3w,1,0,0,2023-02-11T14:15:02.544Z,2023-02-13T13:28:38Z,4024410743,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",4024410751,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4024410757,197,4867,4024410745,59,"1, 2, 4, 16, 5, 29, 20, 15, 9, 8, 10, 6, 11, 12, 14, 21, 22, 25",4024410741,30,"af0te77bq4mgr7rkkqateiswl, dqgptypyedqzff38kn24en3s9, dhty303ilcb4cocqv68324xk9, cqbxzfg7eb97z1rx01kms6ay1, 3nxrsmys3v8ci6xeqsx8yaac5, 1vni33hvf1nchb5gou5n5b2i2, a06js9xdgcoqq2mjjp9bbozu2, 8f5io2957l6ye5u7bsan0ecfe, 3ft5brlvxvw8otiyjppxkk6ad, b9apqidquztaojf6e3my6v7bp, 5x46bjvslvsozkw1o5ddni12h, a69q0jj7tjwzxpo6b4i1ed3h1, epb1j3o8uv7qo4yu31eoquicq, 6s5n6ri7p16dbqb35b2dpl0wl, 5pf4sma6x95qcuhx6wmqqzu1h, b1or5u4dfuf4pvg7cgqnp3nxl, 1225w9qp3uzp1fkblmyidsfhm, apgbqplqtvuc1dmdxi5gqhd04",4024410747,130,13,4024410759,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4024410755,194,dqgptypyedqzff38kn24en3s9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506232935,1,34,16,0,0,17zuelixesst1z59fwcix2dil,1,0,0,2023-02-11T14:15:10.867Z,2023-02-11T14:30:58Z,4024411903,130,8,4024411909,197,16115,4024411905,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4024411901,59,"31, 3, 12, 4, 5, 23, 2, 33, 21, 25, 11, 6, 7, 14, 17, 24, 30, 39",4024411907,194,cwimbfv671qph6cxdcl32elzp,4024411897,30,"dgcocw72ey734nwc3omi02sid, 3x8j3d4oygoxsu75ipz0idt6, 5j1eftktnca9eso1vvhu2hf55, cwimbfv671qph6cxdcl32elzp, 3dy32ujo7srhl6rq7vb9e97xm, 9e0t58fp461sn2pele7we3fu1, 5kg7eu8b1wktru5ohpid8e9qt, d41ua67591gafg6gb9iwg3p7u, 4luphb29oi2p9ftkag6xb69jp, 43knl3z17afypz27sz4qzkxnu, 41ntkkxxtjznfdz7966j64161, 5vi8t2fffmk5kjfukazcmyo5x, c3a6jpeg16b9zn02uf1yf9cyx, 1pvtzz67xdo2wonyds33h9iei, cqgg8fu39fn7k9blog2zjpk2x, dirgn9z2tdz1603md8x3dni6t, 1oxfxpbvol3526lbe42wxxze2, 1u0dx8gnofeuqn1oceth322y2",4024411911,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4024411899,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506274959,2,32,1,0,0,17zuelixesst1z59fwcix2dil,1,0,0,2023-02-11T15:00:49.255Z,2023-02-11T15:00:51Z,4024619725,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506274935,2,32,1,0,0,8xeuwzxnm7hdlbjjuezgfkz3w,1,0,0,2023-02-11T15:00:49.255Z,2023-02-14T00:37:17Z,4024619623,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506274989,3,1,1,0,0,17zuelixesst1z59fwcix2dil,1,50.5,50,2023-02-11T15:00:49.256Z,2023-02-14T03:45:54Z,4024619833,213,3.2,4024619835,279,S,4024619831,212,16.4,4024619825,56,Back,4024619829,141,49.7,4024619827,140,34.9,4031739655,178,,,,,43knl3z17afypz27sz4qzkxnu,M. Peart-Harris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506275009,4,1,1,0,2,17zuelixesst1z59fwcix2dil,0,35.8,47.6,2023-02-11T15:00:51.774Z,2023-02-14T03:46:18Z,4024619883,140,77.3,4024619889,213,0.5,4024619885,141,79.4,4024619887,212,48.6,4024619881,56,Left,4024619891,1,,4024619879,157,,4031739715,178,,cwimbfv671qph6cxdcl32elzp,D. McGeouch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506275067,3,1,1,0,5,8xeuwzxnm7hdlbjjuezgfkz3w,0,23.9,21.8,2023-02-11T15:00:54.409Z,2023-02-14T03:46:23Z,4024620125,56,Back,4024620129,141,4.7,4024620127,140,33.9,4031739729,388,,4030855891,3,,4024620133,213,5.4,4024620131,212,15.7,,,,1vni33hvf1nchb5gou5n5b2i2,D. Simeu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506275081,5,1,1,0,7,17zuelixesst1z59fwcix2dil,0,67.5,95.4,2023-02-11T15:00:56.944Z,2023-02-14T03:46:31Z,4024620189,56,Left,4024620193,141,88.0,4030856137,155,,4024620195,212,14.4,4031739755,178,,4024620191,140,80.3,4024620197,213,5.9,,,,5j1eftktnca9eso1vvhu2hf55,J. Robson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506275095,4,49,1,0,9,8xeuwzxnm7hdlbjjuezgfkz3w,1,23.7,15.5,2023-02-11T15:00:58.599Z,2023-02-14T06:38:51Z,,,,,,,,,,,,,,,,,,,,,,,,,1vni33hvf1nchb5gou5n5b2i2,D. Simeu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506275115,5,1,1,0,10,8xeuwzxnm7hdlbjjuezgfkz3w,0,20.4,8.9,2023-02-11T15:00:59.444Z,2023-02-14T03:47:59Z,4024620349,56,Back,4024620351,140,26.6,4024620357,213,6.2,4024620355,212,6.5,4031739813,178,,4024620353,141,8.5,,,,,,,1vni33hvf1nchb5gou5n5b2i2,D. Simeu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
