id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/8/value,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,keyPass,qualifier/11/value,qualifier/9/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,assist
2477256545,1,34,16,0,0,5qwskbjpa17fvmtuu5qijy7cz,1,0,0,2022-10-25T18:00:05.427Z,2022-10-26T16:55:58Z,3871950319,197,16212,3871950315,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3871950311,59,"40, 16, 2, 6, 34, 5, 7, 10, 8, 4, 11, 1, 14, 17, 18, 22, 27, 50",3871950317,194,dzitwscdk6ogkf6bstbrik53p,3871950321,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3871950313,130,7,3871950307,30,"1aq6osi0b0c580dlu9ugnjaei, a2g77lv071rnz76ujh30364tl, 2asjeedy6igcuixqktdmk5k2x, 6ipjgy0ewyx7mnmolu0pp0mw9, 74x5iaolqfr7r3on2uuriooyy, 23s9kwgzvgh27d393ymk0006h, 7uhajc3suc68vemamuc3dyvp, 4i9u8cvqi0326gzqouf7uqju1, 8i4qnoil4877e0wpwx3fj5b10, 7d9la6gbbobi9yie2ejf9uj1l, dzitwscdk6ogkf6bstbrik53p, 3wew9tjsjrsoyioiuzd7ve356, 8w9kh0cuund2pw8wzs0rjrbah, 1vigb3e3dsxufbtvt4ed48e09, 9sbbk3dgso5zk3g48c8q8ypcl, a5cmnj0nhdbux68291ipqcei2, emr44tyxp0paz40ay1336hh0q, ag8f1ksvfel1a0y49d0iypuui",3871950309,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477256547,1,34,16,0,0,5jjqm8h6qm1w4s5f93uubhdrj,1,0,0,2022-10-25T18:00:06.121Z,2022-10-25T20:55:55Z,3871950339,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3871950345,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3871950335,59,"1, 12, 3, 7, 4, 6, 11, 8, 9, 16, 10, 2, 5, 14, 22, 24, 26, 28",3871950341,194,dxndu5lwom3srja7xhiadmdw5,3871950331,30,"2f49etxdi4l2tsobpmsg5i5pm, 93hm64q02lz37wj7xzbkv1m1h, 2k02tiy3x2a7o11h0kxw33fmd, 9iwkidg6lykej8vrhfz6z4ct1, em0i6q0h6q80melaxwx2nvz3e, 6cfr9qa1khqzv5oxsi8d3ug9h, 37ea7qzvbzt3zr4y2q4o5boq, 4y9ghbncgfgpv4qd604g8jw15, dxndu5lwom3srja7xhiadmdw5, czsjz7u9u01z5a4pyue7tu5wq, 6ictgtdi9ogl7n8dqh4dm1fxl, cee3wxxx7lrluzh7kog7g07ah, azp9bk80ozwjy2xx7tvqot5gp, e8whj7tdfmuk66shr30htmhud, ewtroels9b5fc9hv9c2laj90q, 1zpxu396rz1b3gymuheg69h3p, 1ur2h01o6jgewwzydb2caggoa, 45i2fz3wya2x8gsa1hn8yd65m",3871950337,130,8,3871950333,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",3871950343,197,16178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477265687,2,32,1,0,0,5qwskbjpa17fvmtuu5qijy7cz,1,0,0,2022-10-25T18:45:59.245Z,2022-10-25T18:46:00Z,3871999381,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477265669,2,32,1,0,0,5jjqm8h6qm1w4s5f93uubhdrj,1,0,0,2022-10-25T18:45:59.245Z,2022-10-27T06:31:43Z,3871999321,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477265713,3,1,1,0,0,5jjqm8h6qm1w4s5f93uubhdrj,1,49.7,50,2022-10-25T18:45:59.266Z,2022-10-27T09:09:26Z,3871999503,213,2.8,3871999495,56,Back,3871999499,141,60.3,3871999505,279,S,3871999501,212,19.1,3874837825,178,,3871999497,140,32.8,,,,czsjz7u9u01z5a4pyue7tu5wq,H. Burrows,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477265767,4,1,1,0,2,5jjqm8h6qm1w4s5f93uubhdrj,1,29.3,65.1,2022-10-25T18:46:02.171Z,2022-10-27T09:09:32Z,3874838187,178,,3871999765,212,53.1,3871999761,140,65.0,3871999769,1,,3871999759,56,Right,3871999767,213,5.5,3871999763,141,9.8,3871999757,157,,em0i6q0h6q80melaxwx2nvz3e,R. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477265777,5,44,1,0,5,5jjqm8h6qm1w4s5f93uubhdrj,1,70.8,9.2,2022-10-25T18:46:05.013Z,2022-10-28T10:33:50Z,3871999797,286,,3871999943,233,3,3871999795,56,Right,,,,,,,,,,,,,,,,dxndu5lwom3srja7xhiadmdw5,J. Clarke-Harris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477265801,3,44,1,0,5,5qwskbjpa17fvmtuu5qijy7cz,0,29.2,90.8,2022-10-25T18:46:05.014Z,2022-10-27T09:09:40Z,3871999921,56,Back,3871999977,233,5,3871999923,285,,,,,,,,,,,,,,,,,2asjeedy6igcuixqktdmk5k2x,M. Clark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477265789,6,1,1,0,5,5jjqm8h6qm1w4s5f93uubhdrj,0,64.2,9.7,2022-10-25T18:46:05.112Z,2022-10-28T10:33:50Z,3871999863,56,Right,3871999867,141,0.0,3874838831,388,,3871999859,3,,3871999861,168,,3871999871,213,5.2,3871999865,140,68.7,3871999869,212,9.3,dxndu5lwom3srja7xhiadmdw5,J. Clarke-Harris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477265939,4,5,1,0,7,5qwskbjpa17fvmtuu5qijy7cz,1,24.9,102,2022-10-25T18:46:06.456Z,2022-10-27T09:09:48Z,3872000611,56,Back,3872000615,233,7,3872000613,347,,,,,,,,,,,,,,,,,2asjeedy6igcuixqktdmk5k2x,M. Clark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
