id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/9/value,assist,qualifier/13/value,qualifier/16/value,qualifier/19/id,qualifier/19/qualifierId
2472007729,1,34,16,0,0,8w89tsles26jm12aoelwvlttt,1,0,0,2022-10-15T13:14:57.455Z,2022-10-15T13:17:37Z,3844143273,197,2083,3844143275,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3844143265,130,13,3844143259,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",3844143269,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3844143261,59,"1, 12, 21, 33, 3, 5, 6, 14, 9, 19, 11, 4, 7, 8, 15, 16, 23, 30",3844143271,194,5obqs1ezswoc3ns0c9k4qai8l,3844143257,30,"32sqctjujedqsab4xwy1pwlbd, am1da6dm0zympt2yt120h94yy, 9j8icoctjp1icwle91r62q76x, 9r28zj6fz3z8dzojktwambsut, 5obqs1ezswoc3ns0c9k4qai8l, 2hhatd33vvokrbemn4echivhl, 8uch2zjj8vxmfi2l544j5ipxx, 9qeg65oa5skmypxvt73vckfrp, 6evqqxq5e0y1uvigg6bss4frp, 9y8gvjzrsvgxkcfvq99mivdyi, 299g43uwcj4dblia1bihagmol, 1vfuzp09s9oj95ruav4ln9ch6, 3jitoqthsisleiprkhni7gycp, 5v9byi3v430ysdqb058eww3c9, 17k0ldfwlx2u83s56lwfh1fmy, 9mgcugydtvdr5wk7qii9wpd2i, enjlm4kjscxmu04a1tz7vo3fu, 87t5bq8gb92jo9vdj3wfc6jxm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472009137,1,34,16,0,0,5g1fnexeromjl0lvnxp8hpnhi,1,0,0,2022-10-15T13:16:08.745Z,2022-10-17T15:03:37Z,3844150963,194,5udpap0himq2ggsw4f0o5hqdx,3844150955,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",3844150957,59,"1, 17, 8, 7, 21, 5, 4, 20, 11, 19, 18, 9, 15, 16, 22, 25, 36, 44",3844150959,130,17,3844150953,30,"247o80ri7od76lxfrkmccz2ay, 4lz9m2nwif7tql9hqsv2u7vft, 5udpap0himq2ggsw4f0o5hqdx, 9llmzvk9nw1kwy73o8z9f8usp, 4cyf8fcefkz6433g76okyd65m, oe0lbxtc4qftnd886dzfm385, 2q6bsyszm27v5uvs30j5ty311, ab9z3kubalp5l33vbi4a8n0iy, 6rzq8xkkst4hgbh2ysj52gwyx, ady374prjuht3fs9va8n303jd, 4mjzjj2p0pzyw0hcq4no9y0o9, 9w0nk2mz77jqc62v4gv1h0vkl, ck0ialh1trb7rflysbsm6g6vp, 4xxoasz03erxlyonu2t8y5fqh, 48pxorkarv5aq03l6179bes45, 82h98ebusz83rox95oi9kafh1, 9bl6406oyhyfevbfsu3r2ketw, 56y2duyhs0m5k084fnyorx2j8",3844150965,197,16367,3844150961,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3844150967,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472052987,2,32,1,0,0,8w89tsles26jm12aoelwvlttt,1,0,0,2022-10-15T14:00:28.018Z,2022-10-17T23:39:07Z,3844379013,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472052971,2,32,1,0,0,5g1fnexeromjl0lvnxp8hpnhi,1,0,0,2022-10-15T14:00:28.018Z,2022-10-15T14:00:30Z,3844378951,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472052999,3,1,1,0,0,5g1fnexeromjl0lvnxp8hpnhi,1,50,50,2022-10-15T14:00:28.045Z,2022-10-18T03:10:28Z,3844379069,279,S,3844379063,141,50.1,3853098011,178,,3844379059,56,Back,3844379065,212,13.8,3844379067,213,3.1,3844379061,140,36.9,,,,ady374prjuht3fs9va8n303jd,M. Whittaker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472053103,4,1,1,0,1,5g1fnexeromjl0lvnxp8hpnhi,1,36.9,50.1,2022-10-15T14:00:29.499Z,2022-10-18T03:10:35Z,3844379619,56,Left,3853098069,178,,3844379629,1,,3844379623,141,87.5,3844379627,213,0.8,3844379621,140,61.4,3844379625,212,36.2,3844379617,155,,2q6bsyszm27v5uvs30j5ty311,J. Houghton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473561289,903,61,1,0,3,5g1fnexeromjl0lvnxp8hpnhi,0,63,93.4,2022-10-15T14:00:31.706Z,2022-10-18T03:10:44Z,3852329817,56,Left,3853098103,178,,,,,,,,,,,,,,,,,,,,6rzq8xkkst4hgbh2ysj52gwyx,N. Ennis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472053079,3,61,1,0,3,8w89tsles26jm12aoelwvlttt,1,34.2,6.7,2022-10-15T14:00:31.736Z,2022-10-18T03:10:52Z,3853098121,178,,3853098119,21,,3844379503,56,Back,,,,,,,,,,,,,,,,am1da6dm0zympt2yt120h94yy,D. Oyegoke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472053231,4,4,1,0,5,8w89tsles26jm12aoelwvlttt,1,33.9,9.4,2022-10-15T14:00:33.164Z,2022-10-18T03:11:00Z,3844380213,233,6,3844380185,56,Back,3844380187,152,,3844380183,13,,3844380189,265,,3844380191,286,,,,,,,,am1da6dm0zympt2yt120h94yy,D. Oyegoke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472053211,6,4,1,0,5,5g1fnexeromjl0lvnxp8hpnhi,0,66.1,90.6,2022-10-15T14:00:33.165Z,2022-10-18T03:11:00Z,3844380083,13,,3844380089,265,,3844380247,233,4,3853098139,178,,3844380087,152,,3844380245,285,,3844380085,56,Left,,,,6rzq8xkkst4hgbh2ysj52gwyx,N. Ennis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472053111,5,43,1,0,6,5g1fnexeromjl0lvnxp8hpnhi,1,0,0,2022-10-15T14:00:34.065Z,2022-10-15T14:00:42Z,3844379653,56,Left,3844380463,144,61,,,,,,,,,,,,,,,,,,,6rzq8xkkst4hgbh2ysj52gwyx,N. Ennis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472053345,5,1,1,0,14,8w89tsles26jm12aoelwvlttt,1,34.8,7.4,2022-10-15T14:00:42.550Z,2022-10-18T03:11:04Z,3844380765,56,Back,3844380761,5,,3844380771,212,30.6,3844380767,140,28.1,3844380773,213,1.8,3844380763,152,,3844380769,141,51.2,3853098159,178,,8uch2zjj8vxmfi2l544j5ipxx,J. McEachran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472053393,6,1,1,0,17,8w89tsles26jm12aoelwvlttt,1,28.1,51.5,2022-10-15T14:00:45.135Z,2022-10-18T03:11:12Z,3844381051,213,1.0,3844381043,56,Back,3844381049,212,25.5,3853098179,178,,3844381047,141,82.7,3844381045,140,41.5,,,,,,,5obqs1ezswoc3ns0c9k4qai8l,D. Lewington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472053473,7,1,1,0,19,8w89tsles26jm12aoelwvlttt,1,41.5,82.7,2022-10-15T14:00:47.064Z,2022-10-18T03:11:16Z,3844381371,141,55.2,3853098187,178,,3844381367,56,Back,3844381375,213,4.2,3844381373,212,22.0,3844381369,140,30.5,,,,,,,9r28zj6fz3z8dzojktwambsut,Z. Jules,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472053505,8,1,1,0,22,8w89tsles26jm12aoelwvlttt,1,30.5,54.8,2022-10-15T14:00:50.383Z,2022-10-18T03:11:21Z,3844381571,212,12.4,3844381561,56,Back,3844381565,140,41.8,3844381569,141,49.7,3844381573,213,6.0,3853098207,178,,,,,,,,5obqs1ezswoc3ns0c9k4qai8l,D. Lewington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472053527,9,1,1,0,23,8w89tsles26jm12aoelwvlttt,1,41.8,49.7,2022-10-15T14:00:51.200Z,2022-10-18T03:11:31Z,3844381685,140,28.0,3853098295,178,,3844381687,141,28.3,3844381683,56,Back,3844381689,212,20.5,3844381691,213,3.9,,,,,,,9qeg65oa5skmypxvt73vckfrp,B. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472053597,10,1,1,0,24,8w89tsles26jm12aoelwvlttt,1,28,28.3,2022-10-15T14:00:52.837Z,2022-10-18T03:11:41Z,3844382019,56,Back,3844382023,141,6.8,3844382021,140,41.3,3844382027,213,5.5,3853098355,178,,3844382025,212,20.2,,,,,,,2hhatd33vvokrbemn4echivhl,W. O'Hora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472053839,11,1,1,0,27,8w89tsles26jm12aoelwvlttt,1,41.3,6.8,2022-10-15T14:00:55.515Z,2022-10-18T03:11:50Z,3844383087,1,,3844383077,56,Right,3844383081,141,9.8,3844383085,213,0.0,3844383075,155,,3853098393,178,,3844383083,212,43.7,3844383079,140,82.9,am1da6dm0zympt2yt120h94yy,D. Oyegoke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
