id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,keyPass,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/10/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/14/value,qualifier/15/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId
2501303911,1,34,16,0,0,ejm092fnt9zoxbpuklzd52ji8,1,0,0,2023-01-28T14:10:05.202Z,2023-01-28T15:03:48Z,3998514693,130,17,3998514697,194,6xjftfuwhkbs39xfc3phdbyl1,3998514691,59,"25, 7, 11, 5, 6, 2, 8, 14, 19, 26, 33, 1, 13, 15, 17, 27, 28, 29",3998514687,30,"1etperk4v88ohoddjdb5dj2l1, 6ln898p7stih8l7ikzloet0b9, 5ozfcga88glwzazkg65ahwa8l, 89agv6797txmlw6m4nyhhsa2, 6xjftfuwhkbs39xfc3phdbyl1, a2gluxzt6a3z5xwgu2q482rqh, aclrl318d420oqe1fjgl1m3xm, agvyoqarq5zhflge7bm1hn36d, 1yzyn48jb8yd8bc0xywrhg0r9, 4m9vn1q30f1c8ksiyxtei63ft, 1788amerrk9fg3f9qddyxz8x5, 41lv87i23sxmdyrs4xxh96m3u, 71pv32h5sxhopm6aetxjm50ph, 5n4s7vdp0dx0ndkph7oyg7v1l, bybpo6v76mntngcl9xwpil7u1, 8nzkkwhmox9lgbmwomq1rruju, 3c39xbxf28d4q28qjpj2jbdw4, 3avfwbde1n5ti7w690ve0cges",3998514689,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",3998514695,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3998514701,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3998514699,197,4681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501308747,1,34,16,0,0,fvr504m6gaxsfmtx4fwm7iq1,1,0,0,2023-01-28T14:15:14.944Z,2023-01-30T17:00:28Z,3998541305,197,4843,3998541297,59,"1, 32, 15, 2, 14, 5, 28, 36, 10, 9, 23, 17, 3, 7, 20, 22, 26, 30",3998541293,30,"dtl2jirk97xct4idsoj2vxbs9, cjwflve6ukph4h2az1irm099l, 4i81y9jhkouk3zmd03gjp1gx5, 75c432elegprf4f6hn72icset, 552cgdv8qya776at130r2d0mi, af7cmpeqlk4lcxz3bxgzjh8lx, 75lptyj9mjvb2zyupi4fnnox5, 8ceatyytb6gk5odzls21u2w2x, 7617zihboc2wywyoyou6nhuqd, dgnkrsmri0xznduprfjwfro8a, btlomqnhw2ft72iwg7xbaoh2i, 458sjwuhbhei0203uyja2afbo, eslpks0nl5y4vnn6xi13iuqqx, ea28jq8w3nc9koizvgffy5a7d, 9fdbjgbp780ql3ugygbuhie3t, 9em8141j1bdvykowhmoyeob85, 5r7zhmb338nvjaawyyvbuh5yi, 1nvaqc5633cmmgqu2bpvly5ex",3998541299,130,12,3998541307,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3998541301,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3998541303,194,75c432elegprf4f6hn72icset,3998541295,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501349709,2,32,1,0,0,ejm092fnt9zoxbpuklzd52ji8,1,0,0,2023-01-28T15:00:01.624Z,2023-01-28T15:00:05Z,3998750455,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501349701,2,32,1,0,0,fvr504m6gaxsfmtx4fwm7iq1,1,0,0,2023-01-28T15:00:01.624Z,2023-01-30T20:34:59Z,3998750415,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501349735,3,1,1,0,0,ejm092fnt9zoxbpuklzd52ji8,1,49.9,50.9,2023-01-28T15:00:01.648Z,2023-01-31T04:50:08Z,3998750515,212,12.3,4005002799,178,,3998750519,279,S,3998750509,56,Back,3998750517,213,3.6,3998750511,140,39.6,3998750513,141,42.3,,,,4m9vn1q30f1c8ksiyxtei63ft,D. Butterworth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501349783,4,1,1,0,1,ejm092fnt9zoxbpuklzd52ji8,1,28,41.3,2023-01-28T15:00:02.823Z,2023-01-31T03:59:44Z,3998750777,141,56.0,3998750773,56,Back,3998750781,213,1.7,4005002849,178,,3998750775,140,26.8,3998750779,212,10.1,,,,,,,a2gluxzt6a3z5xwgu2q482rqh,L. Cass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501349853,5,1,1,0,5,ejm092fnt9zoxbpuklzd52ji8,1,29.6,57,2023-01-28T15:00:06.905Z,2023-01-31T03:59:49Z,3998751087,212,20.7,3998751081,56,Back,3998751083,140,28.4,4005002869,178,,3998751085,141,87.4,3998751089,213,1.6,,,,,,,6xjftfuwhkbs39xfc3phdbyl1,N. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501349935,6,1,1,0,10,ejm092fnt9zoxbpuklzd52ji8,0,29.7,94.2,2023-01-28T15:00:11.630Z,2023-01-31T04:00:06Z,4005002937,178,,3998751341,140,98.3,3998751347,213,0.1,3998751343,141,100.0,3998751339,56,Left,3998751345,212,72.2,3998751337,155,,3998751349,1,,89agv6797txmlw6m4nyhhsa2,A. Donnelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501350071,3,5,1,0,15,fvr504m6gaxsfmtx4fwm7iq1,1,3.4,-1.2,2023-01-28T15:00:17.123Z,2023-01-31T04:00:18Z,3998752073,233,7,3998752035,56,Back,3998752037,347,,,,,,,,,,,,,,,,,af7cmpeqlk4lcxz3bxgzjh8lx,C. Raglan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501349947,7,5,1,0,15,ejm092fnt9zoxbpuklzd52ji8,0,96.6,101.2,2023-01-28T15:00:17.123Z,2023-01-31T04:00:18Z,3998751403,347,,3998751401,56,Left,3998752077,233,3,,,,,,,,,,,,,,,,89agv6797txmlw6m4nyhhsa2,A. Donnelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
