id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/9/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,keyPass,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/14/value,qualifier/13/value,assist,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2521390399,1,34,16,0,0,b3vbyitzi3nrw9ehj1eoko219,1,0,0,2023-03-18T12:15:20.244Z,2023-03-18T12:48:56Z,4104508769,130,13,4104508765,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",4104508771,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4104508767,59,"1, 21, 24, 15, 5, 4, 26, 12, 18, 27, 19, 3, 6, 9, 10, 28, 29, 32",4104508775,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4104508763,30,"9tlowuu89l3fnv5iowela1ca2, 6g8w8yuvkuayxcegsvzcjmmzt, 1y7e8a23pc4xlc6ori1o1b8tm, dwp8bqc4rdleti92n0s6q9rdh, e9zi7fb2t4akk1pzjpuhe4bf9, 8q4vt9778kxds17wm6e9hdoiy, 5dsht0mnmpm2asallpju46ms5, cz9jf3ozld7o0hns2xmn54b56, 43dtg3eg858i3agncnpq3p1wp, 6dhwu4p5uu6oiada4q13g5tk9, 4wzaq9gqohygfo22tjibldfjd, 91mshvbc4rk9cf0chhgukakiy, 76j19abwcie5w5hptkewlh0bt, 4db9vewyt9kiqtqd5e0rloodm, 2sqsqi4h0d982a171bfuqnd91, uc2ekz3foqyl9djmicme4t4a, 8mxu20zdh9wrguq79ib8y5m21, 322ut6dhdlh98w6dh7a2wcmqc",4104508773,197,4637,4104514455,194,dwp8bqc4rdleti92n0s6q9rdh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521390435,1,34,16,0,0,5jjqm8h6qm1w4s5f93uubhdrj,1,0,0,2023-03-18T12:15:21.837Z,2023-03-18T12:46:41Z,4104508945,194,dxndu5lwom3srja7xhiadmdw5,4104508949,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4104508941,130,8,4104508947,197,17268,4104508939,59,"1, 12, 15, 8, 6, 4, 23, 18, 9, 16, 10, 5, 11, 22, 24, 26, 28, 39",4104508943,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4104508935,30,"4s848k6xkf7jqp11jkoit2a51, 93hm64q02lz37wj7xzbkv1m1h, 9ofz3mgz4077lbkuba1l3kru1, 4y9ghbncgfgpv4qd604g8jw15, 6cfr9qa1khqzv5oxsi8d3ug9h, em0i6q0h6q80melaxwx2nvz3e, kxfjnow9ky2mxefjujv392ol, boc9kr63xs5j2lx89tl1vjxsl, dxndu5lwom3srja7xhiadmdw5, czsjz7u9u01z5a4pyue7tu5wq, 6ictgtdi9ogl7n8dqh4dm1fxl, azp9bk80ozwjy2xx7tvqot5gp, 37ea7qzvbzt3zr4y2q4o5boq, ewtroels9b5fc9hv9c2laj90q, 1zpxu396rz1b3gymuheg69h3p, 1ur2h01o6jgewwzydb2caggoa, 45i2fz3wya2x8gsa1hn8yd65m, dzboc2cmovo7k3g70y5socpn9",4104508937,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521426437,2,32,1,0,0,5jjqm8h6qm1w4s5f93uubhdrj,1,0,0,2023-03-18T13:02:24.150Z,2023-03-18T13:02:27Z,4104688461,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521426433,4,32,1,0,0,b3vbyitzi3nrw9ehj1eoko219,1,0,0,2023-03-18T13:02:24.150Z,2023-03-20T21:35:33Z,4104688441,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521426451,3,1,1,0,0,5jjqm8h6qm1w4s5f93uubhdrj,1,50.3,49.7,2023-03-18T13:02:24.168Z,2023-03-21T03:36:05Z,4104688525,56,Back,4104688531,212,16.2,4104688529,141,48.9,4104688535,279,S,4104688527,140,34.9,4113619545,178,,4104688533,213,3.2,,,,4y9ghbncgfgpv4qd604g8jw15,J. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521426479,4,1,1,0,2,5jjqm8h6qm1w4s5f93uubhdrj,1,35,56.3,2023-03-18T13:02:26.747Z,2023-03-21T03:36:09Z,4104688715,212,12.5,4104688719,213,4.9,4104688711,140,37.2,4104688713,141,38.2,4113619571,178,,4104688709,56,Back,,,,,,,9ofz3mgz4077lbkuba1l3kru1,N. Ogbeta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521426531,5,1,1,0,3,5jjqm8h6qm1w4s5f93uubhdrj,1,36.1,39.2,2023-03-18T13:02:27.734Z,2023-03-21T03:36:12Z,4104688953,56,Back,4104688959,212,10.4,4104688955,140,34.3,4113619617,178,,4104688957,141,54.2,4104688961,213,1.8,,,,,,,em0i6q0h6q80melaxwx2nvz3e,R. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521426655,6,1,1,0,5,5jjqm8h6qm1w4s5f93uubhdrj,1,34.9,63.4,2023-03-18T13:02:29.597Z,2023-03-21T03:36:16Z,4104689659,56,Left,4104689665,212,30.0,4104689661,140,59.1,4104689667,213,0.6,4113619655,178,,4104689663,141,86.9,,,,,,,9ofz3mgz4077lbkuba1l3kru1,N. Ogbeta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521426739,7,1,1,0,12,5jjqm8h6qm1w4s5f93uubhdrj,1,72.9,93.4,2023-03-18T13:02:36.702Z,2023-03-21T03:36:20Z,4104690165,1,,4104690155,56,Back,4104690159,141,77.9,4104690161,212,33.1,4104690157,140,43.0,4104690163,213,3.5,4113619701,178,,,,,6ictgtdi9ogl7n8dqh4dm1fxl,E. Mason-Clark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521426771,8,1,1,0,16,5jjqm8h6qm1w4s5f93uubhdrj,1,34.1,79.4,2023-03-18T13:02:40.948Z,2023-03-21T03:36:24Z,4104690363,212,10.1,4113619731,178,,4104690361,141,65.5,4104690357,56,Back,4104690359,140,30.8,4104690365,213,4.4,,,,,,,9ofz3mgz4077lbkuba1l3kru1,N. Ogbeta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521426803,9,1,1,0,19,5jjqm8h6qm1w4s5f93uubhdrj,1,28.3,63.3,2023-03-18T13:02:43.307Z,2023-03-21T03:36:28Z,4104690499,56,Back,4104690503,141,56.3,4113619759,178,,4104690505,212,17.0,4104690501,140,12.8,4104690507,213,3.4,,,,,,,em0i6q0h6q80melaxwx2nvz3e,R. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521426949,10,1,1,0,20,5jjqm8h6qm1w4s5f93uubhdrj,0,12.3,57.2,2023-03-18T13:02:45.112Z,2023-03-21T03:36:30Z,4104691305,213,0.2,4104691297,56,Back,4104691307,1,,4104691295,157,,4104691301,141,65.2,4104691299,140,42.2,4104691303,212,31.9,4113619791,178,,4s848k6xkf7jqp11jkoit2a51,W. Norris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2523109679,738,67,1,0,27,b3vbyitzi3nrw9ehj1eoko219,1,48.9,37.3,2023-03-18T13:02:51.606Z,2023-03-21T04:59:20Z,4113634637,233,845,,,,,,,,,,,,,,,,,,,,,,8q4vt9778kxds17wm6e9hdoiy,L. Montsma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2523109677,845,67,1,0,27,5jjqm8h6qm1w4s5f93uubhdrj,0,51.1,62.7,2023-03-18T13:02:51.607Z,2023-03-21T04:08:36Z,4113634649,233,738,,,,,,,,,,,,,,,,,,,,,,czsjz7u9u01z5a4pyue7tu5wq,H. Burrows,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521426961,5,1,1,0,27,b3vbyitzi3nrw9ehj1eoko219,1,49,36.9,2023-03-18T13:02:51.617Z,2023-03-21T04:59:21Z,4104691379,56,Back,4104691383,141,20.9,4104691381,140,37.7,4104691387,213,3.9,4113619853,178,,4104691385,212,16.1,,,,,,,8q4vt9778kxds17wm6e9hdoiy,L. Montsma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521426965,6,49,1,0,28,b3vbyitzi3nrw9ehj1eoko219,1,37.7,20.9,2023-03-18T13:02:53.011Z,2023-03-21T03:36:37Z,,,,,,,,,,,,,,,,,,,,,,,,,6g8w8yuvkuayxcegsvzcjmmzt,L. Sørensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521427015,7,1,1,0,28,b3vbyitzi3nrw9ehj1eoko219,0,37.7,20.9,2023-03-18T13:02:53.041Z,2023-03-21T03:36:39Z,4104691709,212,61.6,4113619895,178,,4104691705,140,91.4,4104691701,155,,4104691707,141,57.3,4104691713,1,,4104691711,213,0.4,4104691703,56,Center,6g8w8yuvkuayxcegsvzcjmmzt,L. Sørensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521427019,11,52,1,0,33,5jjqm8h6qm1w4s5f93uubhdrj,1,9.5,41.2,2023-03-18T13:02:57.751Z,2023-03-21T03:36:42Z,4111926055,377,,4113619917,178,,,,,,,,,,,,,,,,,,,,4s848k6xkf7jqp11jkoit2a51,W. Norris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521427155,12,1,1,0,34,5jjqm8h6qm1w4s5f93uubhdrj,1,10.2,42.8,2023-03-18T13:02:58.831Z,2023-03-21T03:36:44Z,4104692419,123,,4113619957,178,,4104692423,140,20.2,4104692427,212,17.6,4104692421,56,Back,4104692429,213,0.9,4104692425,141,63.6,,,,4s848k6xkf7jqp11jkoit2a51,W. Norris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521427209,13,1,1,0,39,5jjqm8h6qm1w4s5f93uubhdrj,1,21.9,62.9,2023-03-18T13:03:03.281Z,2023-03-21T03:36:47Z,4104692749,140,31.1,4104692755,213,5.5,4104692751,141,49.0,4104692747,56,Back,4104692753,212,13.5,4113619991,178,,,,,,,,em0i6q0h6q80melaxwx2nvz3e,R. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521427271,14,1,1,0,41,5jjqm8h6qm1w4s5f93uubhdrj,1,28.3,49.7,2023-03-18T13:03:05.856Z,2023-03-21T03:36:52Z,4104693077,140,22.1,4104693083,213,4.3,4104693079,141,29.4,4104693075,56,Back,4113620047,178,,4104693081,212,15.3,,,,,,,boc9kr63xs5j2lx89tl1vjxsl,O. Norburn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
