id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/9/value,keyPass,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,assist,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/16/value,qualifier/18/value,qualifier/17/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/15/value
2520195829,1,34,16,0,0,8mbtyq0has0uu0565fm9t5cdo,1,0,0,2023-03-14T19:00:01.269Z,2023-03-14T19:00:01Z,4098206475,194,8nudzikxeestbjz4yww8r13v9,4098206465,30,"biwjsmk8ytz2k4d9f141jw15h, a6sikfu3j1pp7mlfcdte2inoq, dkzos23k1n5ufrdg886p2dxt6, 18loyx03olyhtkt6scybwr8q1, 2di9tk08yuqcb4wn9dvmwh97t, 8nudzikxeestbjz4yww8r13v9, a6w8k42asmtixpi0orgxh7aj8, 8wnv741y7ghjolf8g5c7psru1, byem8e04h7nlgk9ythcswoley, 4eg87cdkpgishec2gc9stm8oa, h4g0ji8lk43f7zcpl79henai, 3yamg9wboimwxyklpekdxgxxx, 1uqgky0sxqjs8bqd2h75rnmjt, 5djouum2kdazpcjf79gbk2ju1, 8fx84vh2k1x9c0dn66tivtzop, 102xw59l2wg2jsd03w6vkgine, enwfqkgv2m6hfwwjmbvfx9m1h, 3gecp9ekr3ge4dk1zl4gt8amt",4098206473,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4098206469,59,"34, 37, 44, 12, 5, 2, 25, 7, 18, 8, 17, 1, 10, 11, 14, 16, 21, 38",4098206467,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",4098206471,130,17,4098206479,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4098206477,197,4823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520195837,1,34,16,0,0,5jjqm8h6qm1w4s5f93uubhdrj,1,0,0,2023-03-14T19:00:04.935Z,2023-03-14T19:00:05Z,4098206525,194,dxndu5lwom3srja7xhiadmdw5,4098206515,30,"4s848k6xkf7jqp11jkoit2a51, 93hm64q02lz37wj7xzbkv1m1h, 9ofz3mgz4077lbkuba1l3kru1, 4y9ghbncgfgpv4qd604g8jw15, 6cfr9qa1khqzv5oxsi8d3ug9h, em0i6q0h6q80melaxwx2nvz3e, kxfjnow9ky2mxefjujv392ol, boc9kr63xs5j2lx89tl1vjxsl, dxndu5lwom3srja7xhiadmdw5, czsjz7u9u01z5a4pyue7tu5wq, 6ictgtdi9ogl7n8dqh4dm1fxl, azp9bk80ozwjy2xx7tvqot5gp, 9iwkidg6lykej8vrhfz6z4ct1, 37ea7qzvbzt3zr4y2q4o5boq, 1zpxu396rz1b3gymuheg69h3p, 1ur2h01o6jgewwzydb2caggoa, 45i2fz3wya2x8gsa1hn8yd65m, dzboc2cmovo7k3g70y5socpn9",4098206519,59,"1, 12, 15, 8, 6, 4, 23, 18, 9, 16, 10, 5, 7, 11, 24, 26, 28, 39",4098206517,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",4098206523,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4098206529,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4098206521,130,8,4098206527,197,16178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520201645,2,32,1,0,0,5jjqm8h6qm1w4s5f93uubhdrj,1,0,0,2023-03-14T19:44:41.728Z,2023-03-14T19:44:41Z,4098239117,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520201647,2,32,1,0,0,8mbtyq0has0uu0565fm9t5cdo,1,0,0,2023-03-14T19:44:41.728Z,2023-03-16T03:58:11Z,4098239123,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520201659,3,1,1,0,0,5jjqm8h6qm1w4s5f93uubhdrj,1,50.2,49.9,2023-03-14T19:44:41.769Z,2023-03-16T07:34:52Z,4098239155,213,3.4,4098239149,140,34.6,4098239147,56,Back,4098239153,212,16.9,4100430273,178,,4098239157,279,S,4098239151,141,43.6,,,,4y9ghbncgfgpv4qd604g8jw15,J. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520201665,4,1,1,0,2,5jjqm8h6qm1w4s5f93uubhdrj,1,34.6,41.5,2023-03-14T19:44:43.878Z,2023-03-16T07:34:59Z,4098239193,140,35.1,4100430301,178,,4098239197,212,18.3,4098239199,213,4.7,4098239191,56,Back,4098239195,141,14.6,,,,,,,9ofz3mgz4077lbkuba1l3kru1,N. Ogbeta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520201677,5,1,1,0,5,5jjqm8h6qm1w4s5f93uubhdrj,0,34,11.6,2023-03-14T19:44:47.107Z,2023-03-16T07:35:02Z,4098239259,1,,4098239251,140,74.8,4098239257,213,6.1,4100430323,178,,4098239253,141,0.0,4098239249,56,Right,4098239247,155,,4098239255,212,43.7,6cfr9qa1khqzv5oxsi8d3ug9h,F. Kent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520201687,3,5,1,0,9,8mbtyq0has0uu0565fm9t5cdo,1,26,101.6,2023-03-14T19:44:50.875Z,2023-03-16T07:35:08Z,4098239293,56,Back,4098239295,347,,4098239297,233,6,,,,,,,,,,,,,,,,18loyx03olyhtkt6scybwr8q1,J. Moon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520201679,6,5,1,0,9,5jjqm8h6qm1w4s5f93uubhdrj,0,74,-1.6,2023-03-14T19:44:50.875Z,2023-03-16T07:35:09Z,4098239263,347,,4098239301,233,3,4098239261,56,Right,,,,,,,,,,,,,,,,6cfr9qa1khqzv5oxsi8d3ug9h,F. Kent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520201759,4,1,1,0,27,8mbtyq0has0uu0565fm9t5cdo,0,24.6,100,2023-03-14T19:45:08.749Z,2023-03-16T07:35:16Z,4098239695,213,6.0,4098239685,107,,4098239693,212,17.2,4098239689,140,40.4,4098239687,56,Back,4098239691,141,95.6,,,,,,,18loyx03olyhtkt6scybwr8q1,J. Moon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520201757,7,44,1,0,28,5jjqm8h6qm1w4s5f93uubhdrj,1,60.6,3.6,2023-03-14T19:45:10.647Z,2023-03-16T21:27:12Z,4098239715,233,5,4098239677,56,Right,4098239679,286,,,,,,,,,,,,,,,,,kxfjnow9ky2mxefjujv392ol,J. Ward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520201763,5,44,1,0,28,8mbtyq0has0uu0565fm9t5cdo,0,39.4,96.4,2023-03-14T19:45:10.648Z,2023-03-16T07:35:25Z,4098239703,56,Back,4098239705,285,,4098239737,233,7,,,,,,,,,,,,,,,,byem8e04h7nlgk9ythcswoley,G. Yahyai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520201765,8,1,1,0,28,5jjqm8h6qm1w4s5f93uubhdrj,0,62.1,3.4,2023-03-14T19:45:10.682Z,2023-03-16T21:27:12Z,4098239719,3,,4098239723,140,60.4,4098239729,213,2.4,4098239721,56,Right,4098239727,212,2.4,4098239725,141,5.8,4100430477,388,,,,,kxfjnow9ky2mxefjujv392ol,J. Ward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520201785,6,44,1,0,31,8mbtyq0has0uu0565fm9t5cdo,1,36.4,92.4,2023-03-14T19:45:13.140Z,2023-03-16T21:27:12Z,4098239825,233,9,4098239809,285,,4098239807,56,Back,,,,,,,,,,,,,,,,dkzos23k1n5ufrdg886p2dxt6,Z. Ashworth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520201775,9,44,1,0,31,5jjqm8h6qm1w4s5f93uubhdrj,0,63.6,7.6,2023-03-14T19:45:13.141Z,2023-03-16T07:35:38Z,4098239833,233,6,4098239789,286,,4098239787,56,Right,,,,,,,,,,,,,,,,kxfjnow9ky2mxefjujv392ol,J. Ward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520201793,7,1,1,0,31,8mbtyq0has0uu0565fm9t5cdo,0,37.5,93.2,2023-03-14T19:45:13.172Z,2023-03-16T21:27:13Z,4098239849,3,,4100430579,388,,4098239855,141,100.0,4098239851,56,Left,4098239857,212,20.4,4098239859,213,0.3,4098239853,140,56.1,,,,dkzos23k1n5ufrdg886p2dxt6,Z. Ashworth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520201795,8,5,1,0,32,8mbtyq0has0uu0565fm9t5cdo,0,54.7,101.6,2023-03-14T19:45:14.586Z,2023-03-16T07:35:51Z,4098239861,56,Left,4098239983,233,10,4098239863,347,,,,,,,,,,,,,,,,,dkzos23k1n5ufrdg886p2dxt6,Z. Ashworth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520201819,10,5,1,0,32,5jjqm8h6qm1w4s5f93uubhdrj,1,45.3,-1.6,2023-03-14T19:45:14.586Z,2023-03-16T07:35:50Z,4098239979,233,8,4098239971,347,,4098239969,56,Back,,,,,,,,,,,,,,,,kxfjnow9ky2mxefjujv392ol,J. Ward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520201885,11,1,1,0,46,5jjqm8h6qm1w4s5f93uubhdrj,1,36.6,0,2023-03-14T19:45:27.948Z,2023-03-16T07:36:03Z,4098240301,140,23.7,4098240307,213,2.6,4098240303,141,11.9,4098240305,212,16.2,4098240297,107,,4098240299,56,Back,,,,,,,93hm64q02lz37wj7xzbkv1m1h,N. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
