id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/11/value,qualifier/13/value,assist,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/12/value,qualifier/14/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2486658285,1,34,16,0,0,69t8imcdaqlgfbds2p58596my,1,0,0,2022-11-19T14:15:13.128Z,2022-11-19T16:02:02Z,3921230165,130,18,3921230159,30,"1c4nu9s3t3p83pufjf3n3xqay, 5tbz2hexz7vind39ot6govqzu, dlek4e9wgzy10smm0ph933nu2, do0vklx8voqfr05b3j04ilex, aqu903olqgqkljzwr658cogd1, 9eaozqsxv2347nryh9pkmg251, 6q06inb8ukzfsrxy0arxl78q1, 7ybjr8x5s8j4zj17p544h6rmy, 16rur8pbshrs9xypsq7mnxzhl, b1yok7nf3a2fu9voe0oy7o6ad, az767vfe6ig8vwir9uu2eu3th, 64tpd90skhh1yj8yztefhahn9, 9bpm5m1tsplxq77m3cbpfm4t1, 4qafo1hp52b8lqsqkxym0d8lx, 7iruezvsore21eboc96g7oqtx, 7h6eazahfe5epf6zgx1b1urpx, 74vpeqcguo2sb2qgpt3b6zq3t, dxk79tuyij7y3gg7j1ad651t6",3921230173,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3921230167,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3921230163,59,"19, 21, 30, 6, 5, 2, 16, 25, 17, 10, 24, 3, 4, 7, 8, 9, 18, 14",3921230161,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",3921230169,194,aqu903olqgqkljzwr658cogd1,3921230171,197,16114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486658315,1,34,16,0,0,8rfydplrc9ki0sirqi0drcybk,1,0,0,2022-11-19T14:15:18.906Z,2022-11-19T16:02:01Z,3921230327,197,4826,3921230323,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3921230317,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",3921230315,30,"4e1c6yk50fl8hnwv6u1132j85, 5q6s3r5ychv1d3r1tch4sot05, czwcateaukr5r9yibdem642qd, 2eu3cz65piv0j91gi396p9ega, emuuuhvah1jtq2fqs9ybfovvu, b5j2ib54sum2pmzthjmfmr55h, 74fouzsgp25muot2pp6as5otl, 71or1ne6d9zuo038qdt6vcvoq, f1rmwe24zg4697bqpc3z0y40l, 3je74tc5emuou6ckwdbscsbu, 7ht3grz484ru1bcgp9gn7d2i1, bg9aayv3d1y0qxgqrdohnrcdm, 6tqiy5a5cfpfm90j8r5udl8bu, a70y8ayeh05hzo5yc8gotsbh0, 555ikrgh0veemzf7reasmqok5, 8d6o15wvepi7do7e0ubjeoga2, 8bhf6lrrabp5tw5m8krirsm7e, 937mkgz0gstvxyjiwfe9xiuzu",3921230325,194,f1rmwe24zg4697bqpc3z0y40l,3921230319,59,"13, 26, 3, 32, 18, 22, 24, 16, 8, 7, 10, 1, 4, 11, 14, 19, 20, 28",3921230329,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3921230321,130,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486668819,2,32,1,0,0,69t8imcdaqlgfbds2p58596my,1,0,0,2022-11-19T15:01:51.254Z,2022-11-19T15:01:51Z,3921283537,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486668829,2,32,1,0,0,8rfydplrc9ki0sirqi0drcybk,1,0,0,2022-11-19T15:01:51.254Z,2022-11-21T20:02:07Z,3921283591,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486668893,3,1,1,0,0,69t8imcdaqlgfbds2p58596my,1,50.1,49.9,2022-11-19T15:01:51.286Z,2022-11-22T05:04:04Z,3921283861,56,Back,3921283871,279,S,3921283869,213,3.4,3921283867,212,29.6,3923779251,178,,3921283863,140,22.9,3921283865,141,38.2,,,,16rur8pbshrs9xypsq7mnxzhl,O. Afolayan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486668961,4,1,1,0,3,69t8imcdaqlgfbds2p58596my,0,22.8,39.1,2022-11-19T15:01:54.845Z,2022-11-22T05:04:07Z,3921284193,140,64.2,3921284197,212,51.7,3921284201,1,,3921284199,213,5.7,3921284191,56,Right,3921284195,141,0.0,3923779267,178,,3921284189,155,,do0vklx8voqfr05b3j04ilex,G. Johnston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486669259,3,5,1,0,6,8rfydplrc9ki0sirqi0drcybk,1,34.8,102,2022-11-19T15:01:58.154Z,2022-11-22T05:04:09Z,3921285371,56,Back,3921285373,347,,3921285423,233,5,,,,,,,,,,,,,,,,3je74tc5emuou6ckwdbscsbu,Carlos Gomes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486668965,5,5,1,0,6,69t8imcdaqlgfbds2p58596my,0,65.2,-2,2022-11-19T15:01:58.154Z,2022-11-22T05:04:10Z,3921284207,56,Right,3921284209,347,,3921285497,233,3,,,,,,,,,,,,,,,,do0vklx8voqfr05b3j04ilex,G. Johnston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486669315,4,1,1,0,22,8rfydplrc9ki0sirqi0drcybk,1,32.4,100,2022-11-19T15:02:13.986Z,2022-11-22T05:04:16Z,3921285727,141,90.3,3921285723,140,52.1,3921285733,213,5.9,3921285731,212,22.0,3921285713,107,,3921285735,1,,3921285719,56,Left,,,,2eu3cz65piv0j91gi396p9ega,J. Earl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486669327,5,1,1,0,24,8rfydplrc9ki0sirqi0drcybk,0,52.1,90.3,2022-11-19T15:02:15.814Z,2022-11-22T05:04:24Z,3921285801,212,9.5,3921285795,56,Center,3921285803,213,4.8,3921285797,140,52.5,3923779371,178,,3921285799,141,76.3,,,,,,,7ht3grz484ru1bcgp9gn7d2i1,C. Morton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486669339,6,49,1,0,26,69t8imcdaqlgfbds2p58596my,1,45.9,24.6,2022-11-19T15:02:18.111Z,2022-11-22T05:04:33Z,,,,,,,,,,,,,,,,,,,,,,,,,7ybjr8x5s8j4zj17p544h6rmy,G. Thomason,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486669387,7,1,1,0,27,69t8imcdaqlgfbds2p58596my,1,45.9,24.6,2022-11-19T15:02:18.460Z,2022-11-22T05:04:36Z,3921286117,213,2.1,3921286113,141,46.7,3921286111,140,36.7,3923779443,178,,3921286115,212,17.9,3921286109,56,Back,,,,,,,7ybjr8x5s8j4zj17p544h6rmy,G. Thomason,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486669469,8,1,1,0,29,69t8imcdaqlgfbds2p58596my,1,40.7,48.9,2022-11-19T15:02:20.671Z,2022-11-22T05:04:40Z,3921286533,140,31.1,3921286537,212,17.1,3921286531,56,Back,3921286539,213,4.1,3921286535,141,28.5,3923779479,178,,,,,,,,dlek4e9wgzy10smm0ph933nu2,O. Beck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486669511,9,1,1,0,32,69t8imcdaqlgfbds2p58596my,1,37.3,41.8,2022-11-19T15:02:23.271Z,2022-11-22T05:04:44Z,3921286789,141,26.8,3921286795,213,5.4,3921286787,140,45.1,3923779519,178,,3921286791,212,13.1,3921286785,56,Back,,,,,,,do0vklx8voqfr05b3j04ilex,G. Johnston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486669539,10,1,1,0,32,69t8imcdaqlgfbds2p58596my,1,45.1,26.8,2022-11-19T15:02:24.228Z,2022-11-22T05:04:48Z,3921286913,56,Back,3923779555,178,,3921286919,140,27.6,3921286927,212,18.6,3921286923,141,30.7,3921286931,213,3.0,,,,,,,6q06inb8ukzfsrxy0arxl78q1,A. Morley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486669581,11,1,1,0,35,69t8imcdaqlgfbds2p58596my,1,27.6,30.7,2022-11-19T15:02:26.415Z,2022-11-22T05:04:52Z,3921287185,213,5.1,3921287179,140,33.3,3921287183,212,15.9,3921287177,56,Back,3923779599,178,,3921287181,141,9.1,,,,,,,do0vklx8voqfr05b3j04ilex,G. Johnston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486669697,12,1,1,0,36,69t8imcdaqlgfbds2p58596my,1,33.3,9.1,2022-11-19T15:02:28.197Z,2022-11-22T05:04:57Z,3921287781,213,6.1,3921287777,141,5.9,3921287773,56,Back,3921287779,212,10.2,3921287775,140,42.8,3923779631,178,,,,,,,,aqu903olqgqkljzwr658cogd1,Ricardo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487079229,863,3,1,0,38,69t8imcdaqlgfbds2p58596my,0,42.2,4,2022-11-19T15:02:30.065Z,2022-11-22T05:05:01Z,3923445429,465,,3923445423,56,Back,3923779673,178,,3923445425,286,,3923445433,467,74fouzsgp25muot2pp6as5otl,,,,,,,,,,9eaozqsxv2347nryh9pkmg251,G. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486669707,13,4,1,0,38,69t8imcdaqlgfbds2p58596my,1,45,5.4,2022-11-19T15:02:30.075Z,2022-11-22T05:05:07Z,3921287825,265,,3921287833,233,6,3921287815,13,,3921287823,152,,3921287827,286,,3921287821,56,Back,,,,,,,9eaozqsxv2347nryh9pkmg251,G. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486669627,6,4,1,0,38,8rfydplrc9ki0sirqi0drcybk,0,55,94.6,2022-11-19T15:02:30.076Z,2022-11-22T05:05:07Z,3921287435,152,,3921287433,56,Left,3921287437,265,,3921287863,233,13,3921287431,13,,3923779709,178,,3921287439,285,,,,,74fouzsgp25muot2pp6as5otl,D. Batty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486669837,14,1,1,0,49,69t8imcdaqlgfbds2p58596my,1,42.4,6.4,2022-11-19T15:02:40.862Z,2022-11-22T05:05:10Z,3921288531,212,8.0,3921288529,141,17.9,3921288521,5,,3921288527,140,40.7,3921288523,152,,3921288533,213,1.8,3923779739,178,,3921288525,56,Back,aqu903olqgqkljzwr658cogd1,Ricardo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486669915,15,1,1,0,51,69t8imcdaqlgfbds2p58596my,1,41,17.6,2022-11-19T15:02:42.847Z,2022-11-22T05:05:13Z,3921288909,1,,3921288901,140,43.0,3921288907,213,1.5,3921288903,141,66.1,3923779771,178,,3921288899,56,Back,3921288905,212,33.0,,,,6q06inb8ukzfsrxy0arxl78q1,A. Morley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486670043,16,1,1,0,54,69t8imcdaqlgfbds2p58596my,1,44.2,70,2022-11-19T15:02:46.209Z,2022-11-22T05:05:18Z,3921289491,56,Center,3921289499,213,0.0,3921289493,140,68.7,3921289497,212,25.7,3923779807,178,,3921289495,141,70.2,,,,,,,do0vklx8voqfr05b3j04ilex,G. Johnston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487079315,864,61,1,0,55,69t8imcdaqlgfbds2p58596my,0,63.5,82.4,2022-11-19T15:02:47.253Z,2022-11-22T05:05:51Z,3923779833,178,,3923446033,56,Left,,,,,,,,,,,,,,,,,,,16rur8pbshrs9xypsq7mnxzhl,O. Afolayan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487150537,891,67,1,0,57,8rfydplrc9ki0sirqi0drcybk,1,35.1,18.3,2022-11-19T15:02:48.645Z,2022-11-22T07:03:13Z,3923835145,233,1284,,,,,,,,,,,,,,,,,,,,,,f1rmwe24zg4697bqpc3z0y40l,J. Vela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487150535,1284,67,1,0,57,69t8imcdaqlgfbds2p58596my,0,64.9,81.7,2022-11-19T15:02:48.646Z,2022-11-22T06:40:22Z,3923835153,233,891,,,,,,,,,,,,,,,,,,,,,,16rur8pbshrs9xypsq7mnxzhl,O. Afolayan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
