id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/10/value,keyPass,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/13/value,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/16/value,assist,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2545004141,1,34,16,0,0,69t8imcdaqlgfbds2p58596my,1,0,0,2023-05-07T10:15:07.434Z,2023-05-07T11:00:26Z,4257807643,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",4257807647,130,18,4257807655,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4257807651,194,aqu903olqgqkljzwr658cogd1,4257807649,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4257807653,197,18659,4257807641,30,"8c0rbwtrr5p2em8lyb2uzt785, 9eaozqsxv2347nryh9pkmg251, 64tpd90skhh1yj8yztefhahn9, do0vklx8voqfr05b3j04ilex, aqu903olqgqkljzwr658cogd1, 74vpeqcguo2sb2qgpt3b6zq3t, 7iruezvsore21eboc96g7oqtx, 7ybjr8x5s8j4zj17p544h6rmy, 6q06inb8ukzfsrxy0arxl78q1, awsbedog2zaz7zpjucbcba82y, d866x81xlp0h24rtpg9jbczbp, 9bpm5m1tsplxq77m3cbpfm4t1, b1yok7nf3a2fu9voe0oy7o6ad, cqcwoymcrgf7wdi6091zplecp, 8zcwhxcdh09wxdn29kzpox591, az767vfe6ig8vwir9uu2eu3th, 7edc89hg3r6ueacgnkde7fzvu, dd5h02pcz142eha2peyc0j2s5",4257807645,59,"12, 2, 3, 6, 5, 18, 8, 25, 16, 17, 29, 4, 10, 11, 20, 24, 27, 35",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545004183,1,34,16,0,0,5pfqedkme2kabtqhkln35pf3l,1,0,0,2023-05-07T10:15:12.722Z,2023-05-07T11:03:10Z,4257807947,194,6q5iqhaxdzqhj3jt0eptjvbv9,4257807943,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4257807951,197,4819,4257807937,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",4257807955,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4257807935,30,"byo7r7emgxz5oiauh2z75vpp1, ejmi6qqszz1509excckyj3n1m, f0sa0skucdf742t06hsmi8ne2, 3pxdg41xbkbajeuxovusa2v9x, c4hif6j7tldh0w7oeq8v9pcve, 6hq92cx2829wfuzxmfhg1xpm1, 4n37rih2qtphgtjxzo2id5f55, 6q5iqhaxdzqhj3jt0eptjvbv9, 5pafzbbuucga9ut20l6ckj7u2, 9s6ec1a12gozqwjlsyo7y8gr9, bdquc37ytagmw19zgrehnryz9, 6wax1hh875vpvfi1fbetwmtey, dz04k2zt87y78ku9g14sxm21h, aohds6v2ewiu0xhov9mq9uju1, 9jj7t00bb5zflz78nlz3bvllg, ct9ifm9mk702lkhhmlf12nlxx, 44mf0jzuwreljhmqth0w60iqd, 6axta520v9f4z56hctbq3a4mh",4257807939,59,"1, 30, 3, 8, 5, 17, 21, 6, 40, 7, 10, 2, 9, 11, 22, 23, 25, 35",4257807941,130,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545031093,2,32,1,0,0,69t8imcdaqlgfbds2p58596my,1,0,0,2023-05-07T11:03:41.379Z,2023-05-07T11:03:41Z,4257953289,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545031103,2,32,1,0,0,5pfqedkme2kabtqhkln35pf3l,1,0,0,2023-05-07T11:03:41.379Z,2023-05-10T07:18:16Z,4257953341,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545031139,3,1,1,0,0,69t8imcdaqlgfbds2p58596my,1,50,50,2023-05-07T11:03:41.395Z,2023-05-10T01:03:28Z,4257953543,56,Back,4257953547,141,50.3,4257953555,279,S,4265537237,178,,4257953551,213,3.1,4257953549,212,12.0,4257953545,140,38.6,,,,6q06inb8ukzfsrxy0arxl78q1,A. Morley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545031149,4,1,1,0,1,69t8imcdaqlgfbds2p58596my,1,38.6,50.3,2023-05-07T11:03:43.171Z,2023-05-10T01:03:33Z,4257953597,140,31.1,4257953601,212,16.6,4257953599,141,71.8,4265537393,178,,4257953595,56,Back,4257953603,213,2.1,,,,,,,7iruezvsore21eboc96g7oqtx,J. Sheehan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545031181,5,1,1,0,4,69t8imcdaqlgfbds2p58596my,1,31.1,71.8,2023-05-07T11:03:45.494Z,2023-05-10T01:03:36Z,4257953779,56,Back,4265537455,178,,4257953787,213,6.1,4257953783,141,69.4,4257953785,212,9.1,4257953781,140,39.6,,,,,,,do0vklx8voqfr05b3j04ilex,G. Johnston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545031207,6,1,1,0,5,69t8imcdaqlgfbds2p58596my,1,39.6,69.4,2023-05-07T11:03:46.467Z,2023-05-10T01:03:40Z,4257953941,212,8.7,4257953939,141,70.8,4257953935,56,Back,4257953937,140,31.4,4265537533,178,,4257953943,213,3.0,,,,,,,7ybjr8x5s8j4zj17p544h6rmy,G. Thomason,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545031257,7,1,1,0,8,69t8imcdaqlgfbds2p58596my,1,31.3,66.9,2023-05-07T11:03:50.131Z,2023-05-10T01:03:42Z,4257954219,141,36.0,4257954221,212,23.0,4257954215,56,Back,4265537575,178,,4257954217,140,22.4,4257954223,213,4.3,,,,,,,do0vklx8voqfr05b3j04ilex,G. Johnston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545031327,8,1,1,0,11,69t8imcdaqlgfbds2p58596my,1,22.6,34,2023-05-07T11:03:53.161Z,2023-05-10T01:03:47Z,4257954601,56,Center,4257954605,141,26.7,4257954609,213,6.1,4265537661,178,,4257954603,140,51.7,4257954607,212,31.0,,,,,,,aqu903olqgqkljzwr658cogd1,Ricardo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545822401,724,3,1,0,13,69t8imcdaqlgfbds2p58596my,1,38.6,27.4,2023-05-07T11:03:54.931Z,2023-05-10T01:04:03Z,4262832491,233,771,4262146927,286,,4265538033,178,,4262146925,56,Back,4262147119,464,,,,,,,,,,,6q06inb8ukzfsrxy0arxl78q1,A. Morley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545822405,771,45,1,0,13,5pfqedkme2kabtqhkln35pf3l,0,61.4,72.6,2023-05-07T11:03:54.931Z,2023-05-10T01:04:03Z,4262146947,285,,4262832495,233,724,4262146945,56,Center,,,,,,,,,,,,,,,,6q5iqhaxdzqhj3jt0eptjvbv9,S. Finley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545031351,9,1,1,0,14,69t8imcdaqlgfbds2p58596my,1,43.6,29.8,2023-05-07T11:03:56.191Z,2023-05-10T01:04:13Z,4257954683,56,Back,4257954687,141,41.6,4265538217,178,,4257954689,212,13.9,4257954691,213,2.5,4257954685,140,32.8,,,,,,,6q06inb8ukzfsrxy0arxl78q1,A. Morley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545031403,10,1,1,0,17,69t8imcdaqlgfbds2p58596my,1,32.8,43.4,2023-05-07T11:03:58.783Z,2023-05-10T01:04:24Z,4257955035,213,1.9,4257955031,141,62.4,4257955027,56,Back,4265538417,178,,4257955029,140,28.0,4257955033,212,13.9,,,,,,,7iruezvsore21eboc96g7oqtx,J. Sheehan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545031489,11,1,1,0,20,69t8imcdaqlgfbds2p58596my,1,30.5,71.2,2023-05-07T11:04:01.670Z,2023-05-10T01:04:27Z,4257955479,56,Back,4257955485,212,13.1,4257955481,140,33.0,4265538531,178,,4257955487,213,1.4,4257955483,141,90.0,,,,,,,do0vklx8voqfr05b3j04ilex,G. Johnston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545031541,12,1,1,0,22,69t8imcdaqlgfbds2p58596my,1,35.8,85.6,2023-05-07T11:04:04.207Z,2023-05-10T01:04:33Z,4257955763,56,Back,4257955767,141,61.5,4265538659,178,,4257955769,212,16.4,4257955771,213,4.8,4257955765,140,36.4,,,,,,,64tpd90skhh1yj8yztefhahn9,D. John,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545031593,13,1,1,0,26,69t8imcdaqlgfbds2p58596my,1,39.9,52.2,2023-05-07T11:04:07.675Z,2023-05-10T01:04:35Z,4265538763,178,,4257955997,140,45.0,4257956003,213,4.9,4257956001,212,25.7,4257955999,141,15.2,4257955995,56,Back,,,,,,,7iruezvsore21eboc96g7oqtx,J. Sheehan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545031637,14,1,1,0,28,69t8imcdaqlgfbds2p58596my,1,45,14.6,2023-05-07T11:04:09.844Z,2023-05-10T01:04:39Z,4257956227,56,Back,4257956239,213,2.4,4265538823,178,,4257956235,141,29.8,4257956231,140,33.6,4257956237,212,15.8,,,,,,,74vpeqcguo2sb2qgpt3b6zq3t,E. Toal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545031707,15,1,1,0,31,69t8imcdaqlgfbds2p58596my,1,35,30.9,2023-05-07T11:04:12.739Z,2023-05-10T01:04:43Z,4257956627,140,44.2,4257956631,212,10.3,4257956633,213,0.4,4265538879,178,,4257956629,141,36.3,4257956625,56,Back,,,,,,,aqu903olqgqkljzwr658cogd1,Ricardo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545031767,16,1,1,0,35,69t8imcdaqlgfbds2p58596my,1,46.9,29.8,2023-05-07T11:04:16.911Z,2023-05-10T01:04:46Z,4257956877,213,4.6,4257956873,141,8.3,4265538915,178,,4257956869,56,Back,4257956875,212,14.7,4257956871,140,45.4,,,,,,,7iruezvsore21eboc96g7oqtx,J. Sheehan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545031791,17,1,1,0,38,69t8imcdaqlgfbds2p58596my,1,45.6,9.8,2023-05-07T11:04:19.519Z,2023-05-10T01:04:52Z,4265538989,178,,4257957027,140,47.7,4257957031,212,23.5,4257957033,213,1.5,4257957029,141,44.2,4257957025,56,Back,,,,,,,74vpeqcguo2sb2qgpt3b6zq3t,E. Toal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545031899,18,1,1,0,39,69t8imcdaqlgfbds2p58596my,1,47.7,44.2,2023-05-07T11:04:20.734Z,2023-05-10T01:04:56Z,4257957517,140,28.8,4257957523,213,3.2,4257957521,212,19.9,4257957519,141,41.5,4257957515,56,Back,4265539035,178,,,,,,,,7ybjr8x5s8j4zj17p544h6rmy,G. Thomason,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545031921,19,1,1,0,43,69t8imcdaqlgfbds2p58596my,1,28.8,41.5,2023-05-07T11:04:24.442Z,2023-05-10T01:04:59Z,4257957643,141,48.5,4257957647,213,2.4,4265539089,178,,4257957639,56,Back,4257957641,140,23.7,4257957645,212,7.2,,,,,,,do0vklx8voqfr05b3j04ilex,G. Johnston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545031931,20,1,1,0,43,69t8imcdaqlgfbds2p58596my,1,23.7,48.5,2023-05-07T11:04:25.163Z,2023-05-10T01:05:02Z,4257957711,213,5.3,4257957703,56,Back,4257957707,141,41.2,4257957705,140,27.0,4265539117,178,,4257957709,212,6.1,,,,,,,8c0rbwtrr5p2em8lyb2uzt785,J. Dixon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545032039,21,1,1,0,47,69t8imcdaqlgfbds2p58596my,1,26.6,47.8,2023-05-07T11:04:28.606Z,2023-05-10T01:05:50Z,4257958363,141,52.2,4257958367,213,0.3,4257958359,56,Back,4257958361,140,36.7,4257958365,212,11.0,4265539129,178,,,,,,,,aqu903olqgqkljzwr658cogd1,Ricardo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545032077,22,1,1,0,53,69t8imcdaqlgfbds2p58596my,1,45.8,56.3,2023-05-07T11:04:34.734Z,2023-05-10T01:05:08Z,4257958585,140,42.4,4257958591,213,4.4,4265539207,178,,4257958589,212,10.7,4257958583,56,Back,4257958587,141,41.5,,,,,,,7iruezvsore21eboc96g7oqtx,J. Sheehan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545032123,23,1,1,0,57,69t8imcdaqlgfbds2p58596my,1,44.3,42.3,2023-05-07T11:04:38.500Z,2023-05-10T01:05:11Z,4257958833,140,51.7,4257958837,212,25.5,4257958839,213,5.0,4265539257,178,,4257958831,56,Right,4257958835,141,6.6,,,,,,,aqu903olqgqkljzwr658cogd1,Ricardo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545032161,24,1,1,0,59,69t8imcdaqlgfbds2p58596my,0,52,7.4,2023-05-07T11:04:41.121Z,2023-05-10T01:06:06Z,4257959083,213,0.3,4257959075,56,Center,4257959079,141,28.5,4265539317,178,,4257959081,212,42.3,4257959077,140,89.9,4257959085,1,,4257959073,155,,74vpeqcguo2sb2qgpt3b6zq3t,E. Toal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
