id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/9/value,qualifier/10/value,keyPass,qualifier/13/id,qualifier/13/qualifierId,qualifier/11/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,assist,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/17/value,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId
2524414691,1,34,16,0,0,3ptd7zlc5isrongig0wij2id4,1,0,0,2023-03-25T14:15:23.325Z,2023-03-25T14:58:18Z,4122736801,194,ebsspe8jslej9a253w4xpf55h,4122736803,197,13091,4122736805,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4122736791,30,"2xd9g0s3888o99iq0eb5j6ead, 8thtb5uqqv63f880cwhpc5zv9, h4x8lz5ou8esdao80mvls9yi, bwu80wn3lca4x2txuelku0a21, ebsspe8jslej9a253w4xpf55h, 69lg8jmug501h6biol5itk02y, e2sj7bhk2s9du1bs1vza1b4k5, 8y3obwxpwckjfl7hkrrg97sgl, f2d0i9t2qeyppfqrdv6xzc3px, 6ge15340tp9n57m88z6rli6i2, 6kxph7ulzz58v8tm3aaomy1ka, ddc712ebtmrrpvj4shekecus5, a64e8yqggr7fmtdlyr9v80yxh, 85vh43wsin67z2dj0iod12fop, 13squddw07mvcu7mo6xk5mjqi, 535ecbyyd28elesvxtvbxurpx, 6kz7c7i4wzph7qlzi9nzt266t, akatb6qaa078a72zvl8gapoiy",4122736799,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4122736797,130,8,4122736793,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",4122736795,59,"1, 12, 15, 8, 3, 6, 11, 4, 10, 23, 18, 7, 9, 17, 22, 32, 33, 34",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524414697,1,34,16,0,0,5jjqm8h6qm1w4s5f93uubhdrj,1,0,0,2023-03-25T14:15:24.545Z,2023-03-25T14:15:24Z,4122736839,194,dxndu5lwom3srja7xhiadmdw5,4122736837,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4122736833,59,"1, 12, 15, 8, 6, 5, 23, 18, 9, 16, 10, 3, 11, 17, 22, 24, 28, 39",4122736831,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",4122736829,30,"4s848k6xkf7jqp11jkoit2a51, 93hm64q02lz37wj7xzbkv1m1h, 9ofz3mgz4077lbkuba1l3kru1, 4y9ghbncgfgpv4qd604g8jw15, 6cfr9qa1khqzv5oxsi8d3ug9h, azp9bk80ozwjy2xx7tvqot5gp, kxfjnow9ky2mxefjujv392ol, boc9kr63xs5j2lx89tl1vjxsl, dxndu5lwom3srja7xhiadmdw5, czsjz7u9u01z5a4pyue7tu5wq, 6ictgtdi9ogl7n8dqh4dm1fxl, 2k02tiy3x2a7o11h0kxw33fmd, 37ea7qzvbzt3zr4y2q4o5boq, 3e79d5436l57bfj3ywbjvfr6y, ewtroels9b5fc9hv9c2laj90q, 1zpxu396rz1b3gymuheg69h3p, 45i2fz3wya2x8gsa1hn8yd65m, dzboc2cmovo7k3g70y5socpn9",4122736843,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4122736835,130,8,4122736841,197,16178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524425611,2,32,1,0,0,5jjqm8h6qm1w4s5f93uubhdrj,1,0,0,2023-03-25T15:01:21.126Z,2023-03-27T23:14:54Z,4122792077,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524425601,2,32,1,0,0,3ptd7zlc5isrongig0wij2id4,1,0,0,2023-03-25T15:01:21.126Z,2023-03-25T15:01:21Z,4122792027,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524425647,3,1,1,0,0,3ptd7zlc5isrongig0wij2id4,1,50.7,50.3,2023-03-25T15:01:21.320Z,2023-03-28T05:21:55Z,4122792207,56,Back,4122792209,140,28.3,4122792213,212,23.5,4122792217,213,3.2,4122792221,279,S,4122792211,141,49.4,4138853603,178,,,,,6ge15340tp9n57m88z6rli6i2,H. White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524425687,4,1,1,0,2,3ptd7zlc5isrongig0wij2id4,0,28.3,49.4,2023-03-25T15:01:23.800Z,2023-03-28T05:22:00Z,4138853653,178,,4122792405,213,5.8,4122792397,56,Right,4122792399,140,74.6,4122792407,1,,4122792403,212,54.8,4122792395,155,,4122792401,141,12.3,69lg8jmug501h6biol5itk02y,E. Cashin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524425721,3,1,1,0,5,5jjqm8h6qm1w4s5f93uubhdrj,1,24.5,92.1,2023-03-25T15:01:27.008Z,2023-03-28T05:22:04Z,4122792551,3,,4122792557,141,87.8,4122792553,56,Back,4122792559,212,9.6,4138853699,388,,4122792555,140,33.2,4122792561,213,6.0,,,,9ofz3mgz4077lbkuba1l3kru1,N. Ogbeta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524425729,4,44,1,0,7,5jjqm8h6qm1w4s5f93uubhdrj,1,32.8,87.9,2023-03-25T15:01:28.540Z,2023-03-28T06:36:24Z,4122792603,233,5,4122792573,285,,4122792571,56,Back,,,,,,,,,,,,,,,,6ictgtdi9ogl7n8dqh4dm1fxl,E. Mason-Clark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524425725,5,44,1,0,7,3ptd7zlc5isrongig0wij2id4,0,67.2,12.1,2023-03-25T15:01:28.541Z,2023-03-28T05:22:09Z,4122792565,56,Right,4122792613,233,4,4122792567,286,,,,,,,,,,,,,,,,,8thtb5uqqv63f880cwhpc5zv9,K. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524425749,5,1,1,0,7,5jjqm8h6qm1w4s5f93uubhdrj,0,32.9,88.9,2023-03-25T15:01:28.568Z,2023-03-28T06:36:25Z,4122792667,140,41.3,4122792663,168,,4122792661,3,,4122792675,212,9.0,4138853787,388,,4122792665,56,Back,4122792671,141,91.7,4122792679,213,0.2,6ictgtdi9ogl7n8dqh4dm1fxl,E. Mason-Clark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524425775,6,1,1,0,8,3ptd7zlc5isrongig0wij2id4,0,56,10.2,2023-03-25T15:01:29.788Z,2023-03-28T09:18:33Z,4139940345,388,,4122792843,212,23.8,4122792841,141,8.7,4130255553,157,,4122792845,213,6.2,4122792837,56,Right,4122792839,140,78.6,4130255555,1,,ebsspe8jslej9a253w4xpf55h,C. Forsyth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524425797,6,1,1,0,11,5jjqm8h6qm1w4s5f93uubhdrj,0,24.9,92,2023-03-25T15:01:32.374Z,2023-03-28T05:22:19Z,4122792905,3,,4138853881,178,,4122792907,56,Back,4122792909,140,39.1,4122792911,141,81.1,4122792913,212,16.7,4122792915,213,5.8,,,,azp9bk80ozwjy2xx7tvqot5gp,J. Knight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524425827,7,1,1,0,12,3ptd7zlc5isrongig0wij2id4,0,59.4,20.9,2023-03-25T15:01:33.874Z,2023-03-28T05:22:27Z,4138853977,388,,4122793089,212,17.6,4122793087,141,25.5,4122793083,56,Center,4122793091,213,0.2,4122793081,3,,4122793085,140,75.9,,,,bwu80wn3lca4x2txuelku0a21,M. Bird,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524425837,7,44,1,0,14,5jjqm8h6qm1w4s5f93uubhdrj,1,28.2,73.6,2023-03-25T15:01:35.439Z,2023-03-28T06:36:25Z,4122793147,233,8,4122793127,56,Back,4122793129,285,,,,,,,,,,,,,,,,,boc9kr63xs5j2lx89tl1vjxsl,O. Norburn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524425831,8,44,1,0,14,3ptd7zlc5isrongig0wij2id4,0,71.8,26.4,2023-03-25T15:01:35.440Z,2023-03-28T05:22:31Z,4122793105,286,,4122793217,233,7,4122793103,56,Center,,,,,,,,,,,,,,,,6ge15340tp9n57m88z6rli6i2,H. White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524425845,8,61,1,0,14,5jjqm8h6qm1w4s5f93uubhdrj,1,32.4,72.7,2023-03-25T15:01:35.487Z,2023-03-28T06:36:25Z,4138854233,388,,4122793177,56,Back,4138854231,21,,,,,,,,,,,,,,,,,boc9kr63xs5j2lx89tl1vjxsl,O. Norburn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524425879,9,1,1,0,15,3ptd7zlc5isrongig0wij2id4,0,70,23.7,2023-03-25T15:01:36.927Z,2023-03-28T05:23:11Z,4138854411,178,,4122793317,213,0.2,4122793313,212,4.7,4122793337,233,9,4122793305,56,Center,4122793309,141,25.0,4122793307,140,74.4,,,,8y3obwxpwckjfl7hkrrg97sgl,C. Hourihane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524425853,9,61,1,0,16,5jjqm8h6qm1w4s5f93uubhdrj,1,31,73.6,2023-03-25T15:01:37.273Z,2023-03-28T05:23:19Z,4138854501,178,,4138854499,21,,4122793227,56,Back,,,,,,,,,,,,,,,,boc9kr63xs5j2lx89tl1vjxsl,O. Norburn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525338837,1157,67,1,0,16,5jjqm8h6qm1w4s5f93uubhdrj,1,31.5,78.9,2023-03-25T15:01:37.778Z,2023-03-28T10:09:03Z,4139942377,233,1441,,,,,,,,,,,,,,,,,,,,,,4y9ghbncgfgpv4qd604g8jw15,J. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525338829,1441,67,1,0,16,3ptd7zlc5isrongig0wij2id4,0,68.5,21.1,2023-03-25T15:01:37.779Z,2023-03-28T09:19:23Z,4139942387,233,1157,,,,,,,,,,,,,,,,,,,,,,8y3obwxpwckjfl7hkrrg97sgl,C. Hourihane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524425909,10,1,1,0,16,5jjqm8h6qm1w4s5f93uubhdrj,0,28.6,78.8,2023-03-25T15:01:37.791Z,2023-03-28T10:09:03Z,4122793459,140,26.3,4122793465,213,4.4,4138854567,178,,4122793463,212,8.8,4122793467,1,,4122793457,56,Back,4122793455,157,,4122793461,141,66.4,4y9ghbncgfgpv4qd604g8jw15,J. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525084559,817,1,1,0,18,3ptd7zlc5isrongig0wij2id4,1,71.3,35.2,2023-03-25T15:01:39.611Z,2023-03-28T05:23:29Z,4138854613,388,,4130263585,56,Center,4130263591,212,9.7,4130263587,140,80.3,4130263583,3,,4130263593,213,0.2,4130263589,141,38.3,,,,6ge15340tp9n57m88z6rli6i2,H. White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524428075,29,50,1,0,19,3ptd7zlc5isrongig0wij2id4,1,78.8,37.2,2023-03-25T15:01:40.767Z,2023-03-28T05:23:39Z,4122804547,233,14,4122804165,286,,4122804163,56,Center,,,,,,,,,,,,,,,,f2d0i9t2qeyppfqrdv6xzc3px,D. McGoldrick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524426601,14,7,1,0,19,5jjqm8h6qm1w4s5f93uubhdrj,1,21.2,62.8,2023-03-25T15:01:40.916Z,2023-03-28T05:23:47Z,4138854833,178,,4122796683,285,,4130264531,383,,4122796681,56,Back,4122804523,233,29,,,,,,,,,,6cfr9qa1khqzv5oxsi8d3ug9h,F. Kent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524425911,11,49,1,0,20,5jjqm8h6qm1w4s5f93uubhdrj,1,24,56.3,2023-03-25T15:01:41.422Z,2023-03-28T05:23:52Z,,,,,,,,,,,,,,,,,,,,,,,,,6cfr9qa1khqzv5oxsi8d3ug9h,F. Kent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524426323,12,43,1,0,20,3ptd7zlc5isrongig0wij2id4,1,0,0,2023-03-25T15:01:41.945Z,2023-03-27T10:57:08Z,4122795419,56,Center,4122795417,155,0,4122795421,140,77.4,4122795427,213,0.3,4122795423,141,32.0,4130263315,144,1,4122795425,212,9.1,,,,8y3obwxpwckjfl7hkrrg97sgl,C. Hourihane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525085039,715,3,1,0,21,5jjqm8h6qm1w4s5f93uubhdrj,0,26.1,48.4,2023-03-25T15:01:42.530Z,2023-03-28T05:24:00Z,4130266101,285,,4130266103,465,,4138854969,178,,4130266099,56,Back,4130266105,467,6ge15340tp9n57m88z6rli6i2,,,,,,,,,,6cfr9qa1khqzv5oxsi8d3ug9h,F. Kent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524425957,12,4,1,0,21,5jjqm8h6qm1w4s5f93uubhdrj,1,26.3,63.4,2023-03-25T15:01:42.705Z,2023-03-28T05:24:05Z,4122793685,13,,4122793941,233,11,4122793691,265,,4122793687,56,Back,4122793689,152,,4122793693,285,,,,,,,,6cfr9qa1khqzv5oxsi8d3ug9h,F. Kent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524425997,11,4,1,0,21,3ptd7zlc5isrongig0wij2id4,0,73.7,36.6,2023-03-25T15:01:42.706Z,2023-03-28T05:24:04Z,4122793915,286,,4122793911,152,,4122793913,265,,4122793907,13,,4122793909,56,Center,4122793965,233,12,4138855001,178,,,,,6ge15340tp9n57m88z6rli6i2,H. White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524425927,10,43,1,0,22,3ptd7zlc5isrongig0wij2id4,1,0,0,2023-03-25T15:01:43.928Z,2023-03-25T15:04:23Z,4122793509,56,Center,4122804729,144,61,,,,,,,,,,,,,,,,,,,f2d0i9t2qeyppfqrdv6xzc3px,D. McGoldrick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524426487,13,1,1,1,3,5jjqm8h6qm1w4s5f93uubhdrj,0,24.4,61.4,2023-03-25T15:02:24.815Z,2023-03-28T05:24:08Z,4122796191,212,78.5,4122796181,157,,4122796189,141,25.6,4122796193,213,6.0,4122796187,140,95.5,4122796183,152,,4122796195,1,,4122796185,56,Center,4s848k6xkf7jqp11jkoit2a51,W. Norris,4138855055,178,4122796179,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524426551,13,52,1,1,9,3ptd7zlc5isrongig0wij2id4,1,2.8,73.3,2023-03-25T15:02:30.182Z,2023-03-28T05:24:13Z,4138855109,178,,4130267705,377,,,,,,,,,,,,,,,,,,,,2xd9g0s3888o99iq0eb5j6ead,J. Wildsmith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524426663,14,1,1,1,13,3ptd7zlc5isrongig0wij2id4,1,12.3,50.3,2023-03-25T15:02:34.441Z,2023-03-28T05:24:18Z,4122797007,140,21.3,4122797003,123,,4122797009,141,24.4,4122797005,56,Back,4122797011,212,20.0,4138855161,178,,4122797013,213,5.2,,,,2xd9g0s3888o99iq0eb5j6ead,J. Wildsmith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524426687,15,1,1,1,16,3ptd7zlc5isrongig0wij2id4,1,21.9,23.6,2023-03-25T15:02:37.505Z,2023-03-28T05:24:22Z,4138855203,178,,4122797139,141,9.4,4122797137,140,34.1,4122797143,213,5.6,4122797135,56,Back,4122797141,212,16.0,,,,,,,ebsspe8jslej9a253w4xpf55h,C. Forsyth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524426743,16,1,1,1,18,3ptd7zlc5isrongig0wij2id4,1,34.1,9.4,2023-03-25T15:02:39.607Z,2023-03-28T05:24:25Z,4122797329,140,48.5,4122797327,56,Back,4122797335,213,6.0,4122797333,212,15.6,4122797331,141,4.0,4138855237,178,,,,,,,,8thtb5uqqv63f880cwhpc5zv9,K. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524426747,17,1,1,1,20,3ptd7zlc5isrongig0wij2id4,1,48.7,4.6,2023-03-25T15:02:41.550Z,2023-03-28T05:24:32Z,4122797351,140,59.3,4122797347,155,,4122797349,56,Right,4122797353,141,10.4,4122797357,213,0.3,4138855325,178,,4122797355,212,11.8,,,,e2sj7bhk2s9du1bs1vza1b4k5,N. Mendez-Laing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524426771,18,1,1,1,21,3ptd7zlc5isrongig0wij2id4,1,59.3,10.4,2023-03-25T15:02:42.806Z,2023-03-28T05:24:38Z,4138855409,178,,4122797493,56,Right,4122797497,141,3.7,4122797501,213,4.2,4122797499,212,5.2,4122797495,140,56.9,,,,,,,8y3obwxpwckjfl7hkrrg97sgl,C. Hourihane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524426821,19,1,1,1,22,3ptd7zlc5isrongig0wij2id4,0,56.9,3.7,2023-03-25T15:02:43.639Z,2023-03-28T05:24:42Z,4138855449,178,,4122797759,155,,4122797761,56,Right,4122797763,140,90.2,4122797767,212,36.2,4122797769,213,0.3,4122797765,141,17.3,4122797771,1,,e2sj7bhk2s9du1bs1vza1b4k5,N. Mendez-Laing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525085527,716,59,1,1,26,5jjqm8h6qm1w4s5f93uubhdrj,1,0,0,2023-03-25T15:02:47.621Z,2023-03-28T05:24:46Z,4130268507,56,Back,,,,,,,,,,,,,,,,,,,,,,4s848k6xkf7jqp11jkoit2a51,W. Norris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524426843,15,49,1,1,26,5jjqm8h6qm1w4s5f93uubhdrj,1,8.1,89.4,2023-03-25T15:02:47.742Z,2023-03-28T05:24:49Z,,,,,,,,,,,,,,,,,,,,,,,,,4s848k6xkf7jqp11jkoit2a51,W. Norris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524426945,16,1,1,1,28,5jjqm8h6qm1w4s5f93uubhdrj,0,9.9,93.2,2023-03-25T15:02:49.519Z,2023-03-28T05:24:53Z,4138855565,178,,4122798359,157,,4122798365,141,32.1,4122798373,1,,4122798363,140,74.3,4122798367,212,79.4,4122798369,213,5.7,4122798361,56,Center,4s848k6xkf7jqp11jkoit2a51,W. Norris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524426933,20,49,1,1,33,3ptd7zlc5isrongig0wij2id4,1,30.9,83.2,2023-03-25T15:02:54.933Z,2023-03-28T05:25:01Z,,,,,,,,,,,,,,,,,,,,,,,,,h4x8lz5ou8esdao80mvls9yi,H. Roberts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524426989,21,1,1,1,35,3ptd7zlc5isrongig0wij2id4,1,26.9,81.1,2023-03-25T15:02:56.496Z,2023-03-28T05:25:13Z,4122798555,213,4.7,4122798553,212,10.9,4138855747,178,,4122798547,56,Back,4122798551,141,65.1,4122798549,140,26.9,,,,,,,h4x8lz5ou8esdao80mvls9yi,H. Roberts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524427035,22,1,1,1,37,3ptd7zlc5isrongig0wij2id4,1,26.9,65.1,2023-03-25T15:02:58.330Z,2023-03-28T05:25:20Z,4122798765,56,Back,4122798771,212,19.3,4122798773,213,5.0,4122798767,140,32.3,4122798769,141,37.9,4138855841,178,,,,,,,,69lg8jmug501h6biol5itk02y,E. Cashin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524427101,23,1,1,1,39,3ptd7zlc5isrongig0wij2id4,1,33.6,37.1,2023-03-25T15:03:00.584Z,2023-03-28T05:25:24Z,4138855899,178,,4122799039,141,7.4,4122799037,140,35.8,4122799041,212,20.3,4122799035,56,Back,4122799043,213,4.8,,,,,,,bwu80wn3lca4x2txuelku0a21,M. Bird,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524427219,24,1,1,1,43,3ptd7zlc5isrongig0wij2id4,1,41.6,9.1,2023-03-25T15:03:04.745Z,2023-03-28T05:25:27Z,4122799635,212,47.2,4122799627,56,Right,4122799625,155,,4122799637,213,0.1,4122799633,141,14.4,4122799639,1,,4138855935,178,,4122799631,140,86.4,ebsspe8jslej9a253w4xpf55h,C. Forsyth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524427235,25,1,1,1,50,3ptd7zlc5isrongig0wij2id4,0,95.8,12.3,2023-03-25T15:03:11.573Z,2023-03-28T05:25:41Z,4130269441,224,,4122799709,212,4.5,4122799701,155,,4122799747,286,,4122799743,233,17,4122799705,140,96.2,4138856023,178,,4122799707,141,18.9,e2sj7bhk2s9du1bs1vza1b4k5,N. Mendez-Laing,4122799703,56,4130269443,20,Right,4122799699,2,4122799741,236,4122799711,213,1.5,,,,,,,,,,,,,,,,,,,,,,,,,
2524427225,17,12,1,1,50,5jjqm8h6qm1w4s5f93uubhdrj,1,0.8,90,2023-03-25T15:03:11.694Z,2023-03-28T05:25:37Z,4138856089,178,,4122799773,233,25,4122799663,185,,4122799665,56,Back,,,,,,,,,,,,,azp9bk80ozwjy2xx7tvqot5gp,J. Knight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524427249,18,6,1,1,52,5jjqm8h6qm1w4s5f93uubhdrj,0,0,85.5,2023-03-25T15:03:13.447Z,2023-03-28T05:25:39Z,4122800065,233,26,4122799753,56,Back,4122799777,73,,,,,,,,,,,,,,,,,azp9bk80ozwjy2xx7tvqot5gp,J. Knight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524427295,26,6,1,1,52,3ptd7zlc5isrongig0wij2id4,1,100,14.5,2023-03-25T15:03:13.447Z,2023-03-28T05:25:39Z,4122800045,233,18,4122800015,56,Right,4122800017,75,,,,,,,,,,,,,,,,,e2sj7bhk2s9du1bs1vza1b4k5,N. Mendez-Laing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524427659,27,1,1,2,22,3ptd7zlc5isrongig0wij2id4,0,99.5,0.5,2023-03-25T15:03:43.274Z,2023-03-28T05:25:52Z,4122801979,56,Center,4122801971,2,,4122801985,212,34.5,4122801987,213,1.8,4122801983,141,50.0,4130273899,72,,4122801973,6,,4122801977,223,,8y3obwxpwckjfl7hkrrg97sgl,C. Hourihane,4122801975,155,4122801981,140,,4138856227,178,4122801989,1,,,,92.5,,,,,,,,,,,,,,,,,,,,,,,,
