id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,keyPass,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/13/value,qualifier/14/value,qualifier/12/value,qualifier/15/id,qualifier/15/qualifierId,assist,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/15/value
2524774747,1,34,16,0,0,17zuelixesst1z59fwcix2dil,1,0,0,2023-03-26T11:15:00.567Z,2023-03-26T11:18:18Z,4124635487,59,"31, 3, 12, 4, 22, 23, 17, 27, 48, 25, 11, 15, 20, 21, 24, 29, 30, 34",4124635483,30,"dgcocw72ey734nwc3omi02sid, 3x8j3d4oygoxsu75ipz0idt6, 5j1eftktnca9eso1vvhu2hf55, cwimbfv671qph6cxdcl32elzp, bn65q0jh5fmyit8g8y4k9wsq2, 9e0t58fp461sn2pele7we3fu1, cqgg8fu39fn7k9blog2zjpk2x, 67xd8llko9zszuwg63ffopje2, a90bv7xfjlfi8s3kvbpyjvn8q, 43knl3z17afypz27sz4qzkxnu, 41ntkkxxtjznfdz7966j64161, 2hwlmul5bz8qcxt75954ujiz9, as885sgoqhqie6xuony3pqrfu, 4luphb29oi2p9ftkag6xb69jp, dirgn9z2tdz1603md8x3dni6t, 829ig7aac7nm8a7nb78jsf9at, 1oxfxpbvol3526lbe42wxxze2, b8lnnhs4xge277jgdcyfbmn84",4124635489,130,2,4124635485,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",4124635497,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4124635493,194,cwimbfv671qph6cxdcl32elzp,4124635491,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4124635495,197,16115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524774761,1,34,16,0,0,1musyruv2ufjrjnj6gvdbr8kt,1,0,0,2023-03-26T11:15:02.856Z,2023-03-26T11:15:02Z,4124635579,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4124635575,59,"25, 2, 18, 33, 44, 6, 8, 10, 24, 9, 19, 3, 4, 15, 17, 22, 31, 32",4124635585,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4124635573,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",4124635577,130,12,4124635581,194,ekbsso6hq913ss7jerbusyled,4124635571,30,"4c56c2zanbiv8q28f54i5rp3p, cyrr9517kjkt2l5tuqe966zth, 3fjobcho19bkofw9h042i2v9x, 3hq7q7p30s923cbbvw1070lp1, 77yt60bz6k3rqv316v9qxxyad, 4mg6kr1jernr98unfp5p8shqt, 8lvhd97efhjcg03fj1num1bzd, ekbsso6hq913ss7jerbusyled, 1szy525fae134zxfbt7vyw991, 583ujnml31x2cnl6jxwnbs2xh, 94opm6ljk3l7yqa2rzwq2gw6h, 9r7ngbyjgfukassxtl07wnn55, 2gf1wld07zyiuvq7iikfrvoid, 76tis9hdvmec3jcvgnsf6cdex, 7f87a26gzayk0bfzbm42huuw9, 2nm6gmvnf6bmqpgd286p3yeqc, 24g3kj5853y2af5ncqhwlfbp, dwbbiqw9923azm3rpg2m8aqj9",4124635583,197,16162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524787241,2,32,1,0,0,17zuelixesst1z59fwcix2dil,1,0,0,2023-03-26T12:00:17.127Z,2023-03-27T22:45:20Z,4124699471,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524787235,2,32,1,0,0,1musyruv2ufjrjnj6gvdbr8kt,1,0,0,2023-03-26T12:00:17.127Z,2023-03-26T12:00:17Z,4124699451,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524787255,3,1,1,0,0,17zuelixesst1z59fwcix2dil,1,50,49.9,2023-03-26T12:00:17.296Z,2023-03-28T06:18:17Z,4138892101,178,,4124699527,279,S,4124699523,212,12.6,4124699521,141,49.9,4124699517,56,Back,4124699525,213,3.1,4124699519,140,38.0,,,,a90bv7xfjlfi8s3kvbpyjvn8q,C. Savage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524787283,4,1,1,0,2,17zuelixesst1z59fwcix2dil,1,31.7,44.8,2023-03-26T12:00:19.425Z,2023-03-28T06:19:12Z,4124699705,1,,4124699701,212,43.9,4124699703,213,5.6,4124699699,141,4.9,4124699695,56,Right,4138892849,178,,4124699693,155,,4124699697,140,64.6,9e0t58fp461sn2pele7we3fu1,B. Cooper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524787291,5,1,1,0,5,17zuelixesst1z59fwcix2dil,0,63.4,4.9,2023-03-26T12:00:22.270Z,2023-03-28T06:19:16Z,4138892959,178,,4124699743,1,,4124699741,213,5.8,4124699731,157,,4124699733,56,Right,4124699737,141,0.0,4124699739,212,9.4,4124699735,140,71.2,cqgg8fu39fn7k9blog2zjpk2x,K. McAllister,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524787301,3,5,1,0,8,1musyruv2ufjrjnj6gvdbr8kt,1,30.8,102,2023-03-26T12:00:25.753Z,2023-03-28T06:19:18Z,4124699761,56,Back,4124699765,347,,4124699769,233,6,,,,,,,,,,,,,,,,583ujnml31x2cnl6jxwnbs2xh,L. Gregory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524787293,6,5,1,0,8,17zuelixesst1z59fwcix2dil,0,69.2,-2,2023-03-26T12:00:25.753Z,2023-03-28T06:19:19Z,4124699745,56,Right,4124699777,233,3,4124699747,347,,,,,,,,,,,,,,,,,cqgg8fu39fn7k9blog2zjpk2x,K. McAllister,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524787325,4,1,1,0,16,1musyruv2ufjrjnj6gvdbr8kt,1,32.9,100,2023-03-26T12:00:33.188Z,2023-03-28T06:19:21Z,4124699935,141,91.1,4124699939,213,3.5,4124699931,56,Back,4124699937,212,21.8,4124699933,140,13.4,4124699929,107,,4124699941,1,,,,,3hq7q7p30s923cbbvw1070lp1,R. James,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524787335,5,1,1,0,19,1musyruv2ufjrjnj6gvdbr8kt,1,12.9,82.1,2023-03-26T12:00:36.801Z,2023-03-28T06:19:25Z,4124699967,212,21.6,4124699963,140,7.3,4124699961,56,Back,4124699969,213,4.4,4124699965,141,51.5,4138893171,178,,,,,,,,77yt60bz6k3rqv316v9qxxyad,A. Flint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524787341,6,1,1,0,23,1musyruv2ufjrjnj6gvdbr8kt,1,7.3,51.5,2023-03-26T12:00:40.288Z,2023-03-28T06:19:28Z,4124699995,212,19.6,4124699991,140,13.0,4124699997,213,5.0,4124699993,141,24.1,4124699989,56,Back,4138893243,178,,,,,,,,4c56c2zanbiv8q28f54i5rp3p,C. Dawson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524787363,7,1,1,0,25,1musyruv2ufjrjnj6gvdbr8kt,1,13,24.1,2023-03-26T12:00:42.554Z,2023-03-28T06:19:31Z,4138893311,178,,4124700127,212,25.6,4124700123,140,13.1,4124700121,56,Back,4124700125,141,61.8,4124700129,213,1.6,,,,,,,4mg6kr1jernr98unfp5p8shqt,D. Iorfa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524787367,8,1,1,0,29,1musyruv2ufjrjnj6gvdbr8kt,1,17.4,61.8,2023-03-26T12:00:46.141Z,2023-03-28T06:19:35Z,4124700141,140,21.5,4124700143,141,93.3,4124700147,213,1.4,4138893383,178,,4124700145,212,21.8,4124700139,56,Back,,,,,,,77yt60bz6k3rqv316v9qxxyad,A. Flint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524787379,9,1,1,0,31,1musyruv2ufjrjnj6gvdbr8kt,1,21.5,93.3,2023-03-26T12:00:48.134Z,2023-03-28T06:19:38Z,4124700197,140,12.4,4124700195,56,Back,4124700199,141,76.7,4124700203,213,4.0,4124700201,212,14.8,4138893431,178,,,,,,,,3hq7q7p30s923cbbvw1070lp1,R. James,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
