id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/10/value,qualifier/8/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/15/value,qualifier/13/value,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,assist,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2535564057,1,34,16,0,0,ejm092fnt9zoxbpuklzd52ji8,1,0,0,2023-04-18T18:00:13.653Z,2023-04-18T18:48:16Z,4200538117,130,2,4200538125,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4200538119,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0",4200538111,30,"41lv87i23sxmdyrs4xxh96m3u, 5n4s7vdp0dx0ndkph7oyg7v1l, 5ozfcga88glwzazkg65ahwa8l, 3avfwbde1n5ti7w690ve0cges, 6xjftfuwhkbs39xfc3phdbyl1, 89agv6797txmlw6m4nyhhsa2, 6ln898p7stih8l7ikzloet0b9, a1muz32ocg2650ll5kjc02u39, b0l7hknmc27qttjxv094mi5zp, 4m9vn1q30f1c8ksiyxtei63ft, 1yzyn48jb8yd8bc0xywrhg0r9, 71pv32h5sxhopm6aetxjm50ph, bybpo6v76mntngcl9xwpil7u1, 5lngv6xyqc7xanqv8ytifc3px, bojsqjfaoi810xuyz0qeqs0r9, 1etperk4v88ohoddjdb5dj2l1, 3c39xbxf28d4q28qjpj2jbdw4",4200538123,197,4680,4200538113,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5",4200538115,59,"1, 15, 11, 29, 6, 5, 7, 10, 9, 26, 19, 13, 17, 20, 22, 25, 28",4200538121,194,a1muz32ocg2650ll5kjc02u39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535564073,1,34,16,0,0,8b523ujgl21tbc01me65q0aoh,1,0,0,2023-04-18T18:00:14.954Z,2023-04-18T18:00:15Z,4200538217,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",4200538227,197,4778,4200538221,130,8,4200538215,30,"4905drgcc9husos98ppdup4gl, b7yfyzrvj7yjo48pu8faqnvft, a9352zsh3xr7rcxs0jmho7o8a, 6o9v88iiwvbulajrwpd7uvkr9, 91f9qkusefgcrv2ri2h1nci96, 1244ja0ma2r0071i7d45t6yfp, 6v9kb953ugi8odu4tdly7v3yt, dgzuswl2pnk7t03ts7nguholx, 1feu2co3n49llnckcxffuo79x, 28izur14k14lcgegg8qede7yt, 7fpcipp26a9fqes841ad7lh3p, ab2bx5qzhdzlduh46iacngbf9, 932abz8zmqv4ilfnmq7m2ew9h, 6b7fxcw7upr57pku6gf6dteqd, 1uyg5c61jzqickqaegb07yk15, b7lmlxy1s3atzgtud5ofsc92h, coupcn8k43jf15nqge220qo5x, 6bejhzrjgg7dz6cp6s45rah91",4200538229,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4200538225,194,dgzuswl2pnk7t03ts7nguholx,4200538219,59,"1, 34, 3, 25, 6, 15, 7, 5, 9, 10, 33, 11, 12, 19, 27, 29, 31, 44",4200538223,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535578049,2,32,1,0,0,8b523ujgl21tbc01me65q0aoh,1,0,0,2023-04-18T18:47:16.258Z,2023-04-20T10:35:26Z,4200612087,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535578025,2,32,1,0,0,ejm092fnt9zoxbpuklzd52ji8,1,0,0,2023-04-18T18:47:16.258Z,2023-04-18T18:47:16Z,4200611997,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535578067,3,1,1,0,0,8b523ujgl21tbc01me65q0aoh,1,51.1,49.9,2023-04-18T18:47:16.904Z,2023-04-20T14:20:03Z,4200612177,140,65.0,4200612181,212,15.0,4200612179,141,54.8,4204435709,178,,4200612183,213,0.2,4200612185,279,S,4200612175,56,Center,,,,28izur14k14lcgegg8qede7yt,C. Chaplin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535578209,4,1,1,0,3,8b523ujgl21tbc01me65q0aoh,0,30.9,59.7,2023-04-18T18:47:19.847Z,2023-04-20T14:20:10Z,4200612897,212,47.1,4200612893,140,73.1,4200612887,155,,4200612895,141,83.2,4204436029,178,,4200612899,213,0.3,4200612901,1,,4200612891,56,Left,91f9qkusefgcrv2ri2h1nci96,L. Woolfenden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535578215,3,44,1,0,6,ejm092fnt9zoxbpuklzd52ji8,1,31,19,2023-04-18T18:47:23.068Z,2023-04-20T18:33:07Z,4200612919,285,,4200612947,233,5,4200612917,56,Back,,,,,,,,,,,,,,,,5n4s7vdp0dx0ndkph7oyg7v1l,W. Forrester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535578223,5,44,1,0,6,8b523ujgl21tbc01me65q0aoh,0,69,81,2023-04-18T18:47:23.069Z,2023-04-20T14:20:14Z,4200612937,56,Left,4200612939,286,,4200613081,233,3,,,,,,,,,,,,,,,,1feu2co3n49llnckcxffuo79x,F. Ladapo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535578243,4,1,1,0,6,ejm092fnt9zoxbpuklzd52ji8,1,29.1,23.1,2023-04-18T18:47:23.157Z,2023-04-20T18:33:07Z,4200613013,3,,4200613015,56,Back,4200613019,141,21.7,4200613025,212,6.5,4204436223,388,,4200613017,140,35.2,4200613027,213,6.1,,,,5n4s7vdp0dx0ndkph7oyg7v1l,W. Forrester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535578263,5,49,1,0,7,ejm092fnt9zoxbpuklzd52ji8,1,40.8,10.9,2023-04-18T18:47:23.967Z,2023-04-20T14:20:23Z,,,,,,,,,,,,,,,,,,,,,,,,,3avfwbde1n5ti7w690ve0cges,J. Plant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
