id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/10/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/14/value,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,assist
2493222571,1,34,16,0,0,ahm0t06rup1bkd9z0mxl2lmph,1,0,0,2022-12-26T14:15:20.577Z,2022-12-26T15:04:19Z,3956023363,197,16222,3956023351,30,"exrh01dw52b651aet2am7v015, 50c2v0l2cmkh82vso5tnjv3yt, 987r1vdgx95x30elzrisjrzs9, 50flg4aoq4l0glnh61yzngc7p, bsrhtxhpnlxho2o4zvli5qmeh, cqfbp8me2n00cve66v797omvp, cz30ywnq6p6dig7x3hu6h7cnp, 3jzhwh7lq7xzcz7clm28h0mvp, 5lngv6xyqc7xanqv8ytifc3px, 8g19rw3eni5p8jt5v1j9skwdl, dq21r0ge09ug4d2crb9j6q6dx, dp1q81h7kbbf9qokm7osub0et, 6fphke4c1tsj6xvvp7aki65sl, 4z5onwcaou5pjcz3kxncn8wl, uluqgj69z6yunsl8m505lyi, 1lu7wsceoivdbsvqanykrr07p, 3cy13tw0tdconbwzlwteg6xas, c48yjuxzle51y3k7kr1fcyk4q",3956023355,59,"21, 2, 16, 18, 5, 4, 33, 8, 9, 11, 7, 15, 17, 23, 27, 30, 39, 42",3956023357,130,8,3956023361,194,bsrhtxhpnlxho2o4zvli5qmeh,3956023353,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",3956023365,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3956023359,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493222615,1,34,16,0,0,8b523ujgl21tbc01me65q0aoh,1,0,0,2022-12-26T14:15:24.419Z,2022-12-26T14:19:34Z,3956023623,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3956023615,59,"1, 7, 3, 15, 6, 44, 8, 5, 9, 10, 11, 4, 19, 23, 24, 29, 30, 31",3956023611,30,"4905drgcc9husos98ppdup4gl, 6v9kb953ugi8odu4tdly7v3yt, a9352zsh3xr7rcxs0jmho7o8a, 1244ja0ma2r0071i7d45t6yfp, 91f9qkusefgcrv2ri2h1nci96, 6bejhzrjgg7dz6cp6s45rah91, 7hduohz6mo32mbtdepyv5u7yt, dgzuswl2pnk7t03ts7nguholx, 1feu2co3n49llnckcxffuo79x, 28izur14k14lcgegg8qede7yt, ab2bx5qzhdzlduh46iacngbf9, c4p70bri4hf1ktz4xfv5j87vt, 6b7fxcw7upr57pku6gf6dteqd, 3fwxh0c612fj1flqrbozvja39, 1uv1l0l2zhrv5rjb9dgko0r1l, b7lmlxy1s3atzgtud5ofsc92h, d3si5voqkdc8did5gkp67tg5w, coupcn8k43jf15nqge220qo5x",3956035783,197,4778,3956023621,194,dgzuswl2pnk7t03ts7nguholx,3956023619,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3956023617,130,17,3956023613,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493236899,2,32,1,0,0,ahm0t06rup1bkd9z0mxl2lmph,1,0,0,2022-12-26T15:01:54.549Z,2022-12-26T15:01:55Z,3956101261,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493236885,2,32,1,0,0,8b523ujgl21tbc01me65q0aoh,1,0,0,2022-12-26T15:01:54.549Z,2022-12-28T00:39:18Z,3956101185,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493236993,3,1,1,0,0,8b523ujgl21tbc01me65q0aoh,1,50.3,49.9,2022-12-26T15:01:54.699Z,2022-12-28T07:30:38Z,3956101705,56,Back,3956101715,279,S,3956101711,212,25.4,3956101709,141,36.0,3958239763,178,,3956101713,213,3.5,3956101707,140,27.8,,,,28izur14k14lcgegg8qede7yt,C. Chaplin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493237059,4,1,1,0,4,8b523ujgl21tbc01me65q0aoh,0,33.2,33.3,2022-12-26T15:01:59.057Z,2022-12-28T07:30:43Z,3956101995,56,Center,3958239877,178,,3956102001,212,51.7,3956102005,1,,3956101999,141,71.8,3956102003,213,0.5,3956101997,140,75.7,3956101993,155,,91f9qkusefgcrv2ri2h1nci96,L. Woolfenden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493237063,3,44,1,0,7,ahm0t06rup1bkd9z0mxl2lmph,1,22.9,31.6,2022-12-26T15:02:02.069Z,2022-12-28T09:43:19Z,3956102015,285,,3956102059,233,5,3956102013,56,Back,,,,,,,,,,,,,,,,bsrhtxhpnlxho2o4zvli5qmeh,E. Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493237067,5,44,1,0,7,8b523ujgl21tbc01me65q0aoh,0,77.1,68.4,2022-12-26T15:02:02.070Z,2022-12-28T07:30:49Z,3956102027,56,Center,3956102147,233,3,3956102029,286,,,,,,,,,,,,,,,,,1feu2co3n49llnckcxffuo79x,F. Ladapo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493237095,4,1,1,0,7,ahm0t06rup1bkd9z0mxl2lmph,0,21.5,34.9,2022-12-26T15:02:02.126Z,2022-12-28T09:43:19Z,3956102133,140,39.7,3956102137,212,19.2,3956102139,213,6.2,3958240091,388,,3956102131,56,Back,3956102129,3,,3956102135,141,31.5,,,,bsrhtxhpnlxho2o4zvli5qmeh,E. Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493237181,6,1,1,0,9,8b523ujgl21tbc01me65q0aoh,1,61.4,67.3,2022-12-26T15:02:04.210Z,2022-12-28T07:30:58Z,3956102507,213,1.5,3956102499,56,Left,3956102503,141,92.4,3956102501,140,62.7,3958240217,178,,3956102505,212,17.1,,,,,,,7hduohz6mo32mbtdepyv5u7yt,L. Evans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493237249,7,1,1,0,12,8b523ujgl21tbc01me65q0aoh,1,62.7,92,2022-12-26T15:02:07.335Z,2022-12-28T07:31:02Z,3956102829,141,86.6,3956102831,212,14.2,3956102827,140,49.6,3956102825,56,Back,3956102833,213,3.4,3958240279,178,,,,,,,,dgzuswl2pnk7t03ts7nguholx,Sam Morsy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493237281,8,1,1,0,13,8b523ujgl21tbc01me65q0aoh,1,49.6,86.6,2022-12-26T15:02:08.293Z,2022-12-28T07:31:08Z,3956102999,140,72.9,3956103003,212,24.5,3956102997,56,Left,3956103005,213,6.2,3956103001,141,83.9,3958240337,178,,,,,,,,1244ja0ma2r0071i7d45t6yfp,C. Burgess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493237285,9,61,1,0,14,8b523ujgl21tbc01me65q0aoh,0,72.9,83.9,2022-12-26T15:02:09.430Z,2022-12-28T07:31:13Z,3958240457,178,,3956103025,56,Left,,,,,,,,,,,,,,,,,,,ab2bx5qzhdzlduh46iacngbf9,M. Harness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493237311,5,49,1,0,16,ahm0t06rup1bkd9z0mxl2lmph,1,28.4,26.7,2022-12-26T15:02:10.688Z,2022-12-28T07:31:18Z,,,,,,,,,,,,,,,,,,,,,,,,,8g19rw3eni5p8jt5v1j9skwdl,M. Browne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493237371,6,1,1,0,17,ahm0t06rup1bkd9z0mxl2lmph,0,29.7,30.1,2022-12-26T15:02:12.291Z,2022-12-28T07:31:23Z,3956103439,141,43.3,3956103443,213,0.3,3956103437,140,62.9,3956103433,155,,3956103435,56,Center,3956103445,1,,3958240623,178,,3956103441,212,36.0,8g19rw3eni5p8jt5v1j9skwdl,M. Browne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493237377,10,49,1,0,19,8b523ujgl21tbc01me65q0aoh,1,38,50,2022-12-26T15:02:14.042Z,2022-12-28T07:31:47Z,,,,,,,,,,,,,,,,,,,,,,,,,91f9qkusefgcrv2ri2h1nci96,L. Woolfenden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493237651,11,1,1,0,22,8b523ujgl21tbc01me65q0aoh,1,57.3,65.5,2022-12-26T15:02:16.693Z,2022-12-28T07:31:51Z,3956104883,213,0.3,3956104873,140,97.7,3956104877,141,82.2,3957826767,1,,3956104879,212,43.9,3956104865,155,,3958241099,178,,3956104869,56,Left,91f9qkusefgcrv2ri2h1nci96,L. Woolfenden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493237673,12,1,1,0,32,8b523ujgl21tbc01me65q0aoh,0,93.2,82.1,2022-12-26T15:02:26.744Z,2022-12-28T07:31:54Z,3957826851,20,,3956104977,141,63.3,3956104973,56,Center,3956104979,212,12.8,3958241183,178,,3956104981,213,4.7,3956104971,155,,3957826849,224,,1feu2co3n49llnckcxffuo79x,F. Ladapo,3956104975,140,93.3,3956104969,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493237745,7,12,1,0,33,ahm0t06rup1bkd9z0mxl2lmph,1,7.8,32.1,2022-12-26T15:02:27.666Z,2022-12-28T07:32:00Z,3956105369,141,24.7,3958241311,178,,3956105377,213,5.3,3956105373,212,6.0,3956105361,56,Back,3956105365,140,10.9,3957826989,15,,,,,50c2v0l2cmkh82vso5tnjv3yt,S. Long,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493237757,8,49,1,0,33,ahm0t06rup1bkd9z0mxl2lmph,1,10.9,24.7,2022-12-26T15:02:28.389Z,2022-12-28T07:32:05Z,,,,,,,,,,,,,,,,,,,,,,,,,cz30ywnq6p6dig7x3hu6h7cnp,D. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
