id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/9/value,qualifier/10/value,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/11/value,qualifier/16/value,assist,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/21/id,qualifier/21/qualifierId,qualifier/21/value
2507747583,1,34,16,0,0,8mbtyq0has0uu0565fm9t5cdo,1,0,0,2023-02-14T19:00:08.517Z,2023-02-14T19:00:08Z,4032349347,30,"biwjsmk8ytz2k4d9f141jw15h, a6sikfu3j1pp7mlfcdte2inoq, dkzos23k1n5ufrdg886p2dxt6, 18loyx03olyhtkt6scybwr8q1, 2di9tk08yuqcb4wn9dvmwh97t, 8nudzikxeestbjz4yww8r13v9, 102xw59l2wg2jsd03w6vkgine, 5n4yyffs5f8b7exry819c4xxx, 4eg87cdkpgishec2gc9stm8oa, 8fx84vh2k1x9c0dn66tivtzop, 8wnv741y7ghjolf8g5c7psru1, 50kftihqeteiwadw28i1vzu38, 2kecmwyt730pi8z3pnsqs1l1x, df3lhrpu9m9mqhk1h7hov4ic5, 1uqgky0sxqjs8bqd2h75rnmjt, 56d9rgyp58k1tunb9vm6g2m6t, bkx6hb7gcdmw1v43o6tmgraad, enwfqkgv2m6hfwwjmbvfx9m1h",4032349357,194,8nudzikxeestbjz4yww8r13v9,4032349355,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4032349361,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4032349351,59,"34, 37, 44, 12, 5, 2, 16, 4, 8, 14, 7, 28, 6, 9, 10, 13, 15, 21",4032349359,197,4823,4032349349,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",4032349353,130,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507747603,1,34,16,0,0,80jtkz2echk6yyyb9e2595cxr,1,0,0,2023-02-14T19:00:11.973Z,2023-02-14T19:01:21Z,4032349451,30,"c23tcl4dl40wu4i8vntbv0tm1, 9ovnysf6fd2ophwdyfznztsk5, 541yhibvfn0fv2izdfudm7651, 3zmb22ct3lkf04kbpuxr22hud, cn988bjn09tb806b05wgp7ys5, 9kacd96xriqrc23e0a8vzov3e, dlfoufhh8dc14s10vnbjrfvmd, a70y8ayeh05hzo5yc8gotsbh0, 6d9maq3oecwobp2t2220vf4r9, eswokn90i34kdbfvax0y7365l, 2iy84h1v8wt8l6prv701uohk9, 89wk8a6aqw64nub8dgdj7zjl5, f4l762ob8j0izfocnmofytcyd, 41cihaqh4lxje5nx17g0rbgt1, a2xw5hx9t0bt2cd91r8wmli39, 33h8s55zcj0j535g2dyz9tnqi, dgl4fbdrmolqgg0xzejl7ve8l, 2dpsl9g5lkbafz9a389xo9st0",4032349457,130,4,4032349455,59,"21, 17, 6, 23, 20, 34, 16, 29, 9, 15, 18, 3, 8, 10, 13, 19, 24, 33",4032349461,194,cn988bjn09tb806b05wgp7ys5,4032349465,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4032349453,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",4032349459,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4032349463,197,16220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507751321,2,32,1,0,0,80jtkz2echk6yyyb9e2595cxr,1,0,0,2023-02-14T19:45:32.822Z,2023-02-16T03:22:47Z,4032369565,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507751315,2,32,1,0,0,8mbtyq0has0uu0565fm9t5cdo,1,0,0,2023-02-14T19:45:32.822Z,2023-02-14T19:45:32Z,4032369543,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507751339,3,1,1,0,0,8mbtyq0has0uu0565fm9t5cdo,1,50.1,49.7,2023-02-14T19:45:32.992Z,2023-02-16T05:41:38Z,4032369647,212,21.2,4032369645,141,53.7,4032369639,56,Back,4032369643,140,30.1,4035012697,178,,4032369653,279,S,4032369649,213,3.0,,,,8wnv741y7ghjolf8g5c7psru1,J. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507751363,4,1,1,0,2,8mbtyq0has0uu0565fm9t5cdo,0,33.8,48.2,2023-02-14T19:45:35.658Z,2023-02-16T05:41:41Z,4032369733,213,6.1,4032369729,141,31.5,4032369731,212,58.3,4032369723,157,,4032369727,140,88.3,4032369725,56,Center,4035012755,178,,4032369735,1,,2di9tk08yuqcb4wn9dvmwh97t,S. Hughes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507751369,3,52,1,0,6,80jtkz2echk6yyyb9e2595cxr,1,8,70.6,2023-02-14T19:45:39.673Z,2023-02-16T05:41:45Z,4035012807,388,,4033781377,378,,,,,,,,,,,,,,,,,,,,c23tcl4dl40wu4i8vntbv0tm1,J. Oluwayemi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507751459,4,80,1,0,15,80jtkz2echk6yyyb9e2595cxr,0,13.1,45.4,2023-02-14T19:45:47.911Z,2023-02-16T05:41:49Z,4035012841,178,,,,,,,,,,,,,,,,,,,,,,,c23tcl4dl40wu4i8vntbv0tm1,J. Oluwayemi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507751533,5,1,1,0,21,80jtkz2echk6yyyb9e2595cxr,0,15.4,44.9,2023-02-14T19:45:54.359Z,2023-02-16T05:41:52Z,4032370615,141,40.7,4035012875,178,,4032370617,212,53.8,4032370621,1,,4032370609,155,,4032370611,56,Center,4032370619,213,6.2,4032370613,140,66.6,c23tcl4dl40wu4i8vntbv0tm1,J. Oluwayemi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507751583,5,1,1,0,24,8mbtyq0has0uu0565fm9t5cdo,0,36,47.2,2023-02-14T19:45:57.458Z,2023-02-16T05:41:56Z,4032370805,213,5.5,4035012901,388,,4032370799,140,43.4,4032370801,141,35.5,4032370803,212,11.1,4032370795,3,,4032370797,56,Back,,,,102xw59l2wg2jsd03w6vkgine,C. Shaughnessy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507751605,6,1,1,0,27,80jtkz2echk6yyyb9e2595cxr,0,55.4,73,2023-02-14T19:46:00.291Z,2023-02-16T05:42:00Z,4032370903,141,74.2,4032370897,3,,4032370901,140,69.2,4032370907,213,0.1,4035012931,388,,4032370899,56,Center,4032370905,212,14.5,,,,541yhibvfn0fv2izdfudm7651,C. Ogilvie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507751623,6,44,1,0,29,8mbtyq0has0uu0565fm9t5cdo,1,32.7,35,2023-02-14T19:46:01.881Z,2023-02-17T05:28:32Z,4032371017,233,7,4032370989,285,,4032370987,56,Back,,,,,,,,,,,,,,,,102xw59l2wg2jsd03w6vkgine,C. Shaughnessy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507751611,7,44,1,0,29,80jtkz2echk6yyyb9e2595cxr,0,67.3,65,2023-02-14T19:46:01.882Z,2023-02-16T05:42:05Z,4032370935,286,,4032371025,233,6,4032370933,56,Center,,,,,,,,,,,,,,,,6d9maq3oecwobp2t2220vf4r9,C. Bishop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507751649,7,1,1,0,29,8mbtyq0has0uu0565fm9t5cdo,0,35,44.1,2023-02-14T19:46:01.913Z,2023-02-17T05:28:32Z,4032371107,213,5.9,4032371097,140,37.6,4032371095,56,Back,4035013063,388,,4032371099,141,42.3,4032371103,212,3.0,4032371093,3,,,,,102xw59l2wg2jsd03w6vkgine,C. Shaughnessy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507751615,8,61,1,0,29,80jtkz2echk6yyyb9e2595cxr,1,69.2,74.2,2023-02-14T19:46:01.983Z,2023-02-16T05:42:18Z,4035013153,388,,4032370945,56,Center,4035013151,21,,,,,,,,,,,,,,,,,6d9maq3oecwobp2t2220vf4r9,C. Bishop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508018119,684,49,1,0,30,8mbtyq0has0uu0565fm9t5cdo,1,38.8,32.3,2023-02-14T19:46:02.999Z,2023-02-16T05:42:28Z,,,,,,,,,,,,,,,,,,,,,,,,,102xw59l2wg2jsd03w6vkgine,C. Shaughnessy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
