id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/8/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,keyPass,qualifier/11/value,qualifier/12/value,qualifier/9/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,assist,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/21/id,qualifier/21/qualifierId,qualifier/22/id,qualifier/22/qualifierId
2506231825,1,34,16,0,0,dv9l02o316cd9hbkxaho2u12f,1,0,0,2023-02-11T14:14:01.247Z,2023-02-11T16:09:12Z,4024405365,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4024405367,194,35f2se8cf2zmpxl45zulorpat,4024405369,197,16181,4024405357,30,"8hiqkrsoskyhhoc0n0wp7lql1, enfxh6b65c9hx1rs0scszi2y2, 7qnu4sb2a2vj7nw8gkvv1pxw5, eg2xijdgtcaa44x57pjezy3ft, 1dzmlop3jwm8aeqxkmihjl7xm, 35f2se8cf2zmpxl45zulorpat, ev42016zwnwiow3lbefukrbvt, 3j78tgfptah530cydckvfsauh, dj5ho4am5u4ew23hchm4g549h, adfgsbp3tv9wgatujcr9mfuju, 81d38h08s97e8kl7kxew6si5l, awx668jrec0gnqk5gyg7o0oyy, 56zd7s72x7izgeiybmmgc8acq, 2nvu4o5lbowvig5ddb4563n8q, 3swij7ntrn9x9voc9clilgmvp, 34ur42uwxdk48v051z05no9gp, 4qg1mpymeaajx8gu7jycw5wph, ec2bbo1w8byyuk15u9xrbzmqd",4024405363,130,18,4024405359,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",4024405371,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4024405361,59,"33, 16, 2, 5, 39, 14, 6, 8, 7, 9, 10, 11, 12, 15, 18, 23, 26, 29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506232139,1,34,16,0,0,8mbtyq0has0uu0565fm9t5cdo,1,0,0,2023-02-11T14:14:20.235Z,2023-02-11T14:14:20Z,4024407217,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4024407219,194,8nudzikxeestbjz4yww8r13v9,4024407221,197,4823,4024407211,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",4024407223,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4024407213,59,"34, 37, 44, 12, 5, 2, 15, 4, 8, 14, 17, 7, 9, 10, 16, 21, 24, 28",4024407215,130,17,4024407209,30,"biwjsmk8ytz2k4d9f141jw15h, a6sikfu3j1pp7mlfcdte2inoq, dkzos23k1n5ufrdg886p2dxt6, 18loyx03olyhtkt6scybwr8q1, 2di9tk08yuqcb4wn9dvmwh97t, 8nudzikxeestbjz4yww8r13v9, bkx6hb7gcdmw1v43o6tmgraad, 5n4yyffs5f8b7exry819c4xxx, 4eg87cdkpgishec2gc9stm8oa, 8fx84vh2k1x9c0dn66tivtzop, h4g0ji8lk43f7zcpl79henai, 8wnv741y7ghjolf8g5c7psru1, df3lhrpu9m9mqhk1h7hov4ic5, 1uqgky0sxqjs8bqd2h75rnmjt, 102xw59l2wg2jsd03w6vkgine, enwfqkgv2m6hfwwjmbvfx9m1h, bbmhqdyxk4tx05jrnv9m64rje, 50kftihqeteiwadw28i1vzu38",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506279295,4,32,1,0,0,dv9l02o316cd9hbkxaho2u12f,1,0,0,2023-02-11T15:03:29.941Z,2023-02-11T15:03:30Z,4024639533,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506282393,5,32,1,0,0,8mbtyq0has0uu0565fm9t5cdo,1,0,0,2023-02-11T15:03:29.941Z,2023-02-13T20:32:46Z,4024654619,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506281409,11,43,1,0,0,dv9l02o316cd9hbkxaho2u12f,1,0,0,2023-02-11T15:03:29.941Z,2023-02-11T16:29:15Z,4025515099,144,6,4024649967,56,Back,4024649969,73,0,,,,,,,,,,,,,,,,1dzmlop3jwm8aeqxkmihjl7xm,C. Diabate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506279373,5,1,1,0,0,dv9l02o316cd9hbkxaho2u12f,1,50.3,49.9,2023-02-11T15:03:29.961Z,2023-02-14T06:13:01Z,4031801131,178,,4024639865,56,Back,4024639875,212,23.9,4024639879,213,3.0,4024639869,140,27.9,4024639883,279,S,4024639873,141,56.0,,,,dj5ho4am5u4ew23hchm4g549h,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506279389,6,1,1,0,3,dv9l02o316cd9hbkxaho2u12f,0,25.4,56.5,2023-02-11T15:03:32.987Z,2023-02-14T06:13:06Z,4024639973,141,0.0,4024639971,140,78.9,4024639979,1,,4024639967,157,,4024639977,213,5.7,4024639969,56,Right,4031801159,178,,4024639975,212,68.8,eg2xijdgtcaa44x57pjezy3ft,A. Hartridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506279471,7,5,1,0,7,dv9l02o316cd9hbkxaho2u12f,0,76.6,-1.4,2023-02-11T15:03:37.527Z,2023-02-14T06:13:12Z,4024640379,56,Right,4024640381,347,,4024769875,233,79,,,,,,,,,,,,,,,,eg2xijdgtcaa44x57pjezy3ft,A. Hartridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506305149,79,5,1,0,7,8mbtyq0has0uu0565fm9t5cdo,1,23.4,101.4,2023-02-11T15:03:37.527Z,2023-02-14T06:13:12Z,4024769743,56,Back,4024769747,347,,4024769847,233,7,,,,,,,,,,,,,,,,h4g0ji8lk43f7zcpl79henai,M. Helm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506391243,321,1,1,0,21,8mbtyq0has0uu0565fm9t5cdo,0,32.6,100,2023-02-11T15:03:51.088Z,2023-02-14T06:13:18Z,4025219775,212,16.5,4025219773,141,97.1,4025219771,140,48.2,4025219769,56,Back,4025219777,213,6.1,4025219767,107,,,,,,,,dkzos23k1n5ufrdg886p2dxt6,Z. Ashworth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506508997,894,1,1,0,22,dv9l02o316cd9hbkxaho2u12f,0,54.9,7.3,2023-02-11T15:03:52.624Z,2023-02-14T06:13:54Z,4025839933,3,,4025839941,212,6.6,4025839943,213,5.0,4025839937,140,56.7,4025839939,141,0.0,4025839935,56,Right,4031801539,388,,,,,enfxh6b65c9hx1rs0scszi2y2,H. Kite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506391695,322,5,1,0,23,8mbtyq0has0uu0565fm9t5cdo,1,45,101.7,2023-02-11T15:03:53.484Z,2023-02-14T06:14:04Z,4025221929,56,Back,4025221931,347,,4025840263,233,895,,,,,,,,,,,,,,,,dkzos23k1n5ufrdg886p2dxt6,Z. Ashworth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506509065,895,5,1,0,23,dv9l02o316cd9hbkxaho2u12f,0,55,-1.7,2023-02-11T15:03:53.484Z,2023-02-14T06:14:04Z,4025840237,56,Right,4025840247,347,,4025840283,233,322,,,,,,,,,,,,,,,,enfxh6b65c9hx1rs0scszi2y2,H. Kite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506391735,323,43,1,0,27,8mbtyq0has0uu0565fm9t5cdo,1,0,0,2023-02-11T15:03:57.039Z,2023-02-14T08:59:19Z,4025222099,56,Left,4025222223,1,0,4025222221,107,0,4025222105,212,29.5,4031888749,144,1,4025222107,213,6.1,4025222101,140,80.7,4025222103,141,93.9,dkzos23k1n5ufrdg886p2dxt6,Z. Ashworth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507417709,900,43,1,0,28,dv9l02o316cd9hbkxaho2u12f,1,0,0,2023-02-11T15:03:58.001Z,2023-02-14T08:59:20Z,4031803789,388,0,4030586945,141,0.0,4030586947,212,5.3,4030586949,213,4.8,4030586943,140,58.4,4031888777,144,1,4030586941,56,Right,4030586939,3,0,35f2se8cf2zmpxl45zulorpat,W. Aimson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507417753,633,43,1,0,28,8mbtyq0has0uu0565fm9t5cdo,1,0,0,2023-02-11T15:03:58.215Z,2023-02-14T08:59:23Z,4030587303,347,0,4031084053,233,901,4030587299,56,Back,4031888803,144,5,,,,,,,,,,,,,dkzos23k1n5ufrdg886p2dxt6,Z. Ashworth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
