id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/13/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2502661023,1,34,16,0,0,c9ky1957qli8v2lylfga7io8b,1,0,0,2023-01-31T18:57:37.389Z,2023-01-31T19:49:37Z,4005645819,194,bu7u0edo60hpre8wkhgw79gwl,4005645815,130,7,4005645811,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4005645823,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4005645817,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4005645821,197,15960,4005645813,59,"1, 12, 16, 14, 25, 4, 46, 32, 15, 11, 23, 3, 10, 18, 22, 26, 31, 37, 39, 45",4005645809,30,"bu7u0edo60hpre8wkhgw79gwl, cs5ejx87ge8am8ir8w0lj4wk5, atx6lc3lltktph9wnqv5oihg5, 87aix2c3m5x08nsurhjql51p1, 82m1eir9istcl9x5srqdrtca2, e98evrjmtbjwjrmvlhu1hn36d, 31qdomyqdjk440v2ons5vc7o5, cugnsf9b6g823srxuux5jnofe, 4w3ipvncxgip8rxi2sf0l971l, afowz5wysshf6f5mj5iz1t5h, dnnv0ts8b4ov8id729wyoeuax, 5f1erzxtvzncvf1wtqnv3fgmh, 9eglkkpww5oem5vdrmf8q2bu2, fx0i4f70a096eya9f6irwdt5, 3jppvkr0tv7r8lwraqvc7wtlh, 1xofhzib5lyqx285j8x36xg8a, ba98uem1wm5f638awk1k5caok, dn3d4l4uyymqlsynwf1lfnzf8, a0l4rb2ost4tj3t3jt09utces, bqpk75rhzy7l6oqi8kmbsvy1g",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502661341,1,34,16,0,0,87coxipr6ls77tnlba3eselx0,1,0,0,2023-01-31T19:00:18.601Z,2023-01-31T19:59:49Z,4005646865,194,cgonvdrm0gwjzrsz5fho4cwr9,4005646869,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4005646857,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",4005646867,197,1991,4005646859,59,"1, 2, 16, 6, 5, 15, 8, 22, 10, 27, 26, 17, 49, 4, 11, 14, 19, 21, 25, 30",4005646855,30,"4lp29rlldfr9f8jx6e6qqfgt1, dl2j6mynj9b09ehi3ebi2fc2d, 1hoyso1oinr2bza4lxgkzdiax, 3ka60g1o4fct4t2dc7394sr8p, 43mi8uliaor1b9mejf33if1sl, cgonvdrm0gwjzrsz5fho4cwr9, 1q9c3t3umg0yh0qop886eghxx, a0d1koufzrtx0jcsw09ibtbyt, djjolbwunzmlob0chwp8x21g5, 2r9hayi0ybenx2bj3hrhzbb9x, 6aonl21cpvfg8ma7i00q9ho0l, f48c8vds4wpfu9wl7is4y3sgl, 1wk872a75kcbsb3wsvu10iz2s, bxgp3jpqcyk794ty0zk0o9jv9, djn7515ev4uzfcvizndtrvzkl, 9ciad1fw48orv5aph9o83f6ne, 3jxifism5urj3049zcojb8us5, 1xcvcrq88be0efbkwgi7pirjd, alzbf0uxns1669kbn41xmxiad, atzpueujhh1u79b8ijhufob9w",4005646861,130,18,4005646863,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502667369,2,32,1,0,0,87coxipr6ls77tnlba3eselx0,1,0,0,2023-01-31T19:46:39.963Z,2023-02-01T01:55:54Z,4005680607,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502667359,2,32,1,0,0,c9ky1957qli8v2lylfga7io8b,1,0,0,2023-01-31T19:46:39.963Z,2023-01-31T19:46:40Z,4005680593,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502667397,3,1,1,0,0,c9ky1957qli8v2lylfga7io8b,1,50,50,2023-01-31T19:46:40.023Z,2023-02-01T04:57:31Z,4006228953,178,,4005680735,212,6.0,4005680729,56,Back,4005680739,279,S,4005680737,213,3.5,4005680731,140,44.7,4005680733,141,46.9,,,,afowz5wysshf6f5mj5iz1t5h,J. Newell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502667427,4,1,1,0,1,c9ky1957qli8v2lylfga7io8b,0,44.7,46.9,2023-01-31T19:46:41.532Z,2023-02-01T04:57:34Z,4005680901,140,81.2,4005680899,56,Center,4005680907,213,0.4,4005680909,1,,4005680897,155,,4005680905,212,42.5,4005680903,141,73.8,4006228969,178,,87aix2c3m5x08nsurhjql51p1,J. Jeggo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502667513,3,1,1,0,5,87coxipr6ls77tnlba3eselx0,0,18.3,32.2,2023-01-31T19:46:45.055Z,2023-02-01T04:57:40Z,4005681413,141,10.3,4005681415,212,17.0,4005681411,140,26.2,4005681417,213,5.2,4005681407,3,,4006229015,178,,4005681409,56,Back,,,,cgonvdrm0gwjzrsz5fho4cwr9,K. Watson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502667485,5,1,1,0,7,c9ky1957qli8v2lylfga7io8b,0,71.7,92.6,2023-01-31T19:46:47.219Z,2023-02-01T04:57:47Z,4005681181,141,78.8,4005681185,213,5.2,4005681183,212,10.5,4005681179,140,76.2,4005681175,3,,4005681177,56,Center,4006229085,178,,,,,cugnsf9b6g823srxuux5jnofe,J. Campbell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502667647,5,1,1,0,9,87coxipr6ls77tnlba3eselx0,0,24.9,17.8,2023-01-31T19:46:49.684Z,2023-02-01T04:57:56Z,4006102449,213,0.3,4006229109,178,,4006102443,140,26.4,4006102465,286,,4005682029,56,Back,4006102445,141,18.6,4006102463,236,,4006102441,157,,cgonvdrm0gwjzrsz5fho4cwr9,K. Watson,4006155563,233,8,4006102447,212,1.7,4006102451,1,,,,,,,,,,,,,,,,,,,,,,,
2502667743,8,74,1,0,9,c9ky1957qli8v2lylfga7io8b,1,74.8,81.5,2023-01-31T19:46:49.693Z,2023-02-01T04:57:54Z,4006155567,233,5,4006102457,285,,4006229141,178,,4005682477,56,Left,,,,,,,,,,,,,afowz5wysshf6f5mj5iz1t5h,J. Newell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
