id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,assist,qualifier/10/value,qualifier/13/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/17/value,qualifier/19/value
2449280063,1,34,16,0,0,dvnjvad3p09dugr79gktlrtll,1,0,0,2022-08-21T13:07:58.385Z,2022-08-21T14:06:17Z,3723140507,59,"1, 88, 3, 42, 20, 6, 33, 14, 8, 38, 17, 4, 7, 11, 13, 25, 31, 41, 49, 56",3723140513,194,cx59kxpqiabi3c5vl9mxvlyhh,3723140515,197,805,3723140505,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3723140517,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3723140503,30,"8grd4q334w1ud9vbb6vrli6z9, 9kxuwgequrilkom3ru6sdxall, 9fd3uggpu2opd1cuiwskjbhm1, cx59kxpqiabi3c5vl9mxvlyhh, c4dvhy1z0op9iwj9aqdgzh0q1, bm5w5xsbbflm26pdhmejwgvs9, cm7l7qimy4iysm1khmpc7u961, 9hoygyx51dhic09hlnhlsjend, 96vt6e4xjci5gll0ogsnlfg89, 4x7o9h6ea8ldt9sxgz87vwycp, a1q1se1i8ih65e94xswacghk9, cksi669gcnskpytzh70a43it, 84aebyqt0y9r2jjml4u1z0ij9, czazwj4nt23bydpdi67i0wga2, axicg3mdtrur97rjz423pl8t1, 75fze9pkbgv3baqwnyqnzxbe, 52lu5mlc9xdqjzgh1ne86wtsl, ed81nbya8j93qvelqdk79ustm, 26olsdd9erf8rahc8xfqz01xx, cwmej1d313luxo30tav8ws3jd",3723140511,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3723140509,130,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449288099,1,34,16,0,0,1hcbcuu846pa3iw6qskiws1cu,1,0,0,2022-08-21T13:14:46.085Z,2022-08-21T13:14:58Z,3723178355,30,"7kyujdy1mcqzlevv3f0l0oul1, 9voc3iwmlxkuuln6h03j0fqzu, 9fk3a8f7bhmecbubtfuqs9jvt, awaksdyk1jcvvmlq85x7gcout, emglo360rdevds650u33d2odl, 699t2ytlqawiya0n1ytwk0f6x, ucsmsk8k5wn69tdpz70ytyad, bbgkxdtxxoinxftd09k5lth3p, 4ixfdbtira0k9hyhaj4fov651, 5v4a80qx7x0s2d1dyl9n76y1h, m3s6nw66qyk5wt6tflfpkd79, ey5m0gz111sobrykgcrpt45at, 6a7br2t45mam4765clafr0lp1, 53ipmesg7cuaty2uzqm1a2xn9, 894vnlr3zfyyadmhx9n3y6fl6, en7rrg1epwhzy47dd1zcp9wb9, bgzc9ozb1qel3aw808tip6bu2, a4sdovrrwe7o6j29uisbqrzhm, smqgq7vrbjhdxxapm7jgdhjo, 138ge6nxzt7nipwrfxpdyv95g",3723178363,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3723178359,59,"13, 12, 19, 5, 21, 15, 17, 16, 30, 10, 11, 2, 7, 9, 14, 18, 20, 27, 39, 40",3723178361,130,8,3723178367,197,9339,3723178365,194,awaksdyk1jcvvmlq85x7gcout,3723178369,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3723178357,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449320229,2,32,1,0,0,dvnjvad3p09dugr79gktlrtll,1,0,0,2022-08-21T14:01:31.807Z,2022-08-21T18:21:17Z,3723336567,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449320227,2,32,1,0,0,1hcbcuu846pa3iw6qskiws1cu,1,0,0,2022-08-21T14:01:31.807Z,2022-08-21T14:01:31Z,3723336563,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449320251,3,1,1,0,0,1hcbcuu846pa3iw6qskiws1cu,1,49.9,50,2022-08-21T14:01:31.850Z,2022-08-21T18:30:29Z,3724263063,178,,3723336675,213,2.6,3723336677,279,S,3723336671,141,62.9,3723336669,140,34.7,3723336673,212,18.2,3723336665,56,Back,,,,4ixfdbtira0k9hyhaj4fov651,J. Ginnelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449320335,4,1,1,0,2,1hcbcuu846pa3iw6qskiws1cu,0,33.3,56.5,2022-08-21T14:01:34.726Z,2022-08-21T22:06:44Z,3723337017,213,5.7,3723337011,140,94.0,3723337007,157,,3723337013,141,0.0,3723337009,56,Right,3724263443,178,,3723337015,212,75.1,3723337019,1,,699t2ytlqawiya0n1ytwk0f6x,K. Rowles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449320437,3,5,1,0,10,dvnjvad3p09dugr79gktlrtll,1,5.4,102,2022-08-21T14:01:42.315Z,2022-08-21T18:30:42Z,3723337525,347,,3723337531,233,5,3723337523,56,Back,,,,,,,,,,,,,,,,bm5w5xsbbflm26pdhmejwgvs9,M. Jenz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449320341,5,5,1,0,10,1hcbcuu846pa3iw6qskiws1cu,0,94.6,-2,2022-08-21T14:01:42.315Z,2022-08-21T18:30:43Z,3723337535,233,3,3723337035,56,Right,3723337037,347,,,,,,,,,,,,,,,,,699t2ytlqawiya0n1ytwk0f6x,K. Rowles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449320443,4,1,1,0,21,dvnjvad3p09dugr79gktlrtll,1,6.3,100,2022-08-21T14:01:53.430Z,2022-08-21T22:06:44Z,3723337553,56,Back,3723337551,107,,3723337557,141,95.1,3723337555,140,12.4,3723337559,212,7.9,3723337561,213,5.7,,,,,,,9fd3uggpu2opd1cuiwskjbhm1,G. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449320457,5,1,1,0,22,dvnjvad3p09dugr79gktlrtll,1,10.7,90.8,2022-08-21T14:01:54.462Z,2022-08-21T22:06:43Z,3724264095,178,,3723337621,141,97.8,3723337623,212,7.3,3723337619,140,5.4,3723337617,56,Back,3723337625,213,2.4,,,,,,,9hoygyx51dhic09hlnhlsjend,D. Turnbull,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
