id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/11/value,qualifier/12/value,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/15/value,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,assist,qualifier/17/value,qualifier/19/value
2503709275,1,34,16,0,0,c9ky1957qli8v2lylfga7io8b,1,0,0,2023-02-04T14:01:51.102Z,2023-02-04T14:50:30Z,4011155511,197,15960,4011155495,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4011155503,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4011155507,194,bu7u0edo60hpre8wkhgw79gwl,4011155501,130,8,4011155497,59,"1, 26, 16, 14, 25, 4, 22, 11, 23, 32, 46, 13, 2, 3, 10, 12, 18, 31, 37, 39",4011155491,30,"bu7u0edo60hpre8wkhgw79gwl, 1xofhzib5lyqx285j8x36xg8a, atx6lc3lltktph9wnqv5oihg5, 87aix2c3m5x08nsurhjql51p1, 82m1eir9istcl9x5srqdrtca2, e98evrjmtbjwjrmvlhu1hn36d, 3jppvkr0tv7r8lwraqvc7wtlh, afowz5wysshf6f5mj5iz1t5h, dnnv0ts8b4ov8id729wyoeuax, cugnsf9b6g823srxuux5jnofe, 31qdomyqdjk440v2ons5vc7o5, 9ki0zmbky1zluxnz63008ozmy, 2i835ww5po0e5y9txkdajsnsa, 5f1erzxtvzncvf1wtqnv3fgmh, 9eglkkpww5oem5vdrmf8q2bu2, cs5ejx87ge8am8ir8w0lj4wk5, fx0i4f70a096eya9f6irwdt5, ba98uem1wm5f638awk1k5caok, dn3d4l4uyymqlsynwf1lfnzf8, a0l4rb2ost4tj3t3jt09utces",4011155515,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503733763,1,34,16,0,0,muo4d1nfi1vgyvz5n07tjmoo,1,0,0,2023-02-04T14:22:22.502Z,2023-02-04T14:53:32Z,4011280775,194,3g3cjokfq1lnmycnv4t2gjaol,4011280773,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",4011280765,30,"b3rry494s23b8elnqn3b5s5x, 3jyid2g273zr668fxeeplegnp, 8fsd4fp4wx5o8oqmwdf9ppl91, ewlrnu90xe2127a1erxlz29qt, 9d2p89e7bftxqhk80hy9ldeqd, elt8lu5do3h4jcl9ujgaqlm1h, ctqn305re0qsih8mh5nufg89h, 6lwrvaxo8k9t72aibrsf6cdex, 4g4zufvyime7qp4ks4badls0k, 29zpgzbse1373d9bhj3l2ee39, 3g3cjokfq1lnmycnv4t2gjaol, 5d5ed49lj51ognhobfni5ngx6, 7yq6f41dcfzqz40hblj3j9905, tj1jt0o03ionrc0h7279x2zu, 9stfaq0p7jw8269ms8ijc4a8l, ek22ylba15mmsqdzeqlhm0bv8, dtxvjsp1yrr3njbg7b3l5fo4p, 9n6jx9s4eip7mgken67i9oyc5, 7jwxnx2xf20osocoitwbb26tw",4011280779,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4011280767,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5",4011280777,197,2005,4011280769,59,"1, 23, 3, 18, 13, 22, 11, 17, 21, 10, 6, 16, 9, 5, 8, 25, 27, 31, 35",4011280771,130,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503779809,2,32,1,0,0,c9ky1957qli8v2lylfga7io8b,1,0,0,2023-02-04T15:02:04.067Z,2023-02-04T15:02:06Z,4011505363,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503779785,2,32,1,0,0,muo4d1nfi1vgyvz5n07tjmoo,1,0,0,2023-02-04T15:02:04.067Z,2023-02-04T20:59:01Z,4011505255,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503779853,3,1,1,0,0,c9ky1957qli8v2lylfga7io8b,1,49.6,50.5,2023-02-04T15:02:04.126Z,2023-02-05T00:28:03Z,4011505571,56,Back,4011505587,279,S,4011505581,212,15.4,4011505583,213,3.3,4011505579,141,46.6,4013678167,178,,4011505575,140,35.2,,,,cugnsf9b6g823srxuux5jnofe,J. Campbell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503780049,4,1,1,0,1,c9ky1957qli8v2lylfga7io8b,0,44.3,52.3,2023-02-04T15:02:05.456Z,2023-02-05T00:28:08Z,4011506577,212,35.1,4011506581,1,,4011506565,155,,4011506579,213,5.8,4011506567,56,Center,4013678217,178,,4011506575,141,26.5,4011506573,140,73.2,afowz5wysshf6f5mj5iz1t5h,J. Newell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503780041,3,1,1,0,4,muo4d1nfi1vgyvz5n07tjmoo,0,29,71.1,2023-02-04T15:02:08.618Z,2023-02-05T00:28:13Z,4011506541,140,39.6,4011506547,213,6.1,4013678261,178,,4011506537,3,,4011506539,56,Back,4011506543,141,67.6,4011506545,212,11.4,,,,ewlrnu90xe2127a1erxlz29qt,C. Dunne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503780275,5,1,1,0,7,c9ky1957qli8v2lylfga7io8b,1,67.8,43.6,2023-02-04T15:02:12.054Z,2023-02-05T00:28:20Z,4011507689,212,24.3,4011507691,213,4.5,4013678349,178,,4011507687,141,8.4,4011507685,140,63.9,4011507683,56,Right,,,,,,,afowz5wysshf6f5mj5iz1t5h,J. Newell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503780429,6,1,1,0,11,c9ky1957qli8v2lylfga7io8b,1,63.1,9.7,2023-02-04T15:02:15.299Z,2023-02-05T00:28:22Z,4011508431,141,16.8,4011508429,140,43.9,4013678365,178,,4011508427,56,Back,4011508433,212,20.7,4011508435,213,2.9,,,,,,,1xofhzib5lyqx285j8x36xg8a,C. Egan-Riley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503780683,7,1,1,0,14,c9ky1957qli8v2lylfga7io8b,1,29,30.4,2023-02-04T15:02:18.625Z,2023-02-05T00:28:24Z,4011509619,213,2.8,4011509607,140,8.3,4011509615,212,23.3,4011509611,141,42.6,4013678413,178,,4011509603,56,Back,,,,,,,82m1eir9istcl9x5srqdrtca2,W. Fish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
