id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/8/value,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/11/value,qualifier/9/value,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,assist,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2536918257,1,34,16,0,0,1hcbcuu846pa3iw6qskiws1cu,1,0,0,2023-04-22T10:30:23.726Z,2023-04-22T11:46:54Z,4207747703,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4207747705,59,"28, 12, 19, 5, 21, 15, 88, 14, 30, 9, 18, 3, 7, 8, 13, 16, 17, 29, 61, 72",4207747711,194,53ipmesg7cuaty2uzqm1a2xn9,4207747707,130,8,4207747713,197,9221,4207747715,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4207747701,30,"2dnrfdd702umzunv6rukg0jx1, 9voc3iwmlxkuuln6h03j0fqzu, 9fk3a8f7bhmecbubtfuqs9jvt, awaksdyk1jcvvmlq85x7gcout, emglo360rdevds650u33d2odl, 699t2ytlqawiya0n1ytwk0f6x, 111qxn4nmcj81nfg5grdp165m, 894vnlr3zfyyadmhx9n3y6fl6, 4ixfdbtira0k9hyhaj4fov651, 53ipmesg7cuaty2uzqm1a2xn9, en7rrg1epwhzy47dd1zcp9wb9, a6gle2qqy7154nh3pqso7upqt, 6a7br2t45mam4765clafr0lp1, dldx0lpfwxc7eb0bc092m48a1, 7kyujdy1mcqzlevv3f0l0oul1, bbgkxdtxxoinxftd09k5lth3p, ucsmsk8k5wn69tdpz70ytyad, 578r1t1b7ork624lq5q4k55ux, 1v62lh9e2cpqsaww3ggw5togk, 9ea8t509bssf2bhp1n5xxvrl6",4207747709,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536919037,1,34,16,0,0,87coxipr6ls77tnlba3eselx0,1,0,0,2023-04-22T10:34:54.687Z,2023-04-22T11:48:03Z,4207752353,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4207752343,59,"1, 17, 16, 6, 30, 2, 14, 42, 11, 26, 4, 5, 7, 10, 15, 19, 21, 22, 25, 49",4207752345,130,12,4207752347,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4207752339,30,"4lp29rlldfr9f8jx6e6qqfgt1, f48c8vds4wpfu9wl7is4y3sgl, 1hoyso1oinr2bza4lxgkzdiax, 3ka60g1o4fct4t2dc7394sr8p, atzpueujhh1u79b8ijhufob9w, dl2j6mynj9b09ehi3ebi2fc2d, 9ciad1fw48orv5aph9o83f6ne, cxxhe0dwp3wi35c28spse4l7u, djn7515ev4uzfcvizndtrvzkl, 6aonl21cpvfg8ma7i00q9ho0l, bxgp3jpqcyk794ty0zk0o9jv9, 43mi8uliaor1b9mejf33if1sl, 2n1na0cyvk19401cuwsokmaga, djjolbwunzmlob0chwp8x21g5, cgonvdrm0gwjzrsz5fho4cwr9, 3jxifism5urj3049zcojb8us5, 1xcvcrq88be0efbkwgi7pirjd, a0d1koufzrtx0jcsw09ibtbyt, alzbf0uxns1669kbn41xmxiad, 1wk872a75kcbsb3wsvu10iz2s",4207752341,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4207752349,194,3ka60g1o4fct4t2dc7394sr8p,4207752351,197,16279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536940007,2,32,1,0,0,1hcbcuu846pa3iw6qskiws1cu,1,0,0,2023-04-22T11:31:27.054Z,2023-04-22T18:07:12Z,4207857527,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536940017,2,32,1,0,0,87coxipr6ls77tnlba3eselx0,1,0,0,2023-04-22T11:31:27.054Z,2023-04-22T11:31:29Z,4207857549,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536940043,3,1,1,0,0,1hcbcuu846pa3iw6qskiws1cu,1,50,50,2023-04-22T11:31:27.062Z,2023-04-22T18:13:02Z,4207857673,213,2.8,4207857667,140,42.1,4208104771,279,S,4207857669,141,54.8,4207857665,56,Back,4210244721,178,,4207857671,212,8.9,,,,894vnlr3zfyyadmhx9n3y6fl6,C. Devlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536940111,4,1,1,0,1,1hcbcuu846pa3iw6qskiws1cu,1,45.7,44,2023-04-22T11:31:28.904Z,2023-04-22T18:14:12Z,4207857981,56,Right,4207857989,141,8.6,4207857991,212,25.8,4210251675,178,,4207857993,213,5.1,4207857985,140,54.6,,,,,,,en7rrg1epwhzy47dd1zcp9wb9,B. McKay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537168245,979,3,1,0,6,1hcbcuu846pa3iw6qskiws1cu,0,74.7,4.9,2023-04-22T11:31:33.366Z,2023-04-23T01:48:24Z,4209038759,465,,4209038761,467,djn7515ev4uzfcvizndtrvzkl,4210252941,178,,4209038757,286,,4209038753,56,Right,,,,,,,,,,4ixfdbtira0k9hyhaj4fov651,J. Ginnelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536940117,5,4,1,0,6,1hcbcuu846pa3iw6qskiws1cu,1,65.4,5.2,2023-04-22T11:31:33.462Z,2023-04-22T18:14:38Z,4207858011,56,Right,4207858017,286,,4207858009,13,,4207858015,265,,4207858013,152,,4207858079,233,3,,,,,,,4ixfdbtira0k9hyhaj4fov651,J. Ginnelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536940121,3,4,1,0,6,87coxipr6ls77tnlba3eselx0,0,34.6,94.8,2023-04-22T11:31:33.463Z,2023-04-22T18:14:38Z,4207858037,265,,4207858039,285,,4207858097,233,5,4207858031,13,,4210253983,178,,4207858033,56,Back,4207858035,152,,,,,djn7515ev4uzfcvizndtrvzkl,J. Sims,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536940479,6,1,1,0,38,1hcbcuu846pa3iw6qskiws1cu,1,70.4,4.3,2023-04-22T11:32:05.254Z,2023-04-22T18:14:46Z,4207859677,213,1.5,4210254833,178,,4207859671,140,70.8,4207859665,5,,4207859667,152,,4207859673,141,26.7,4207859669,56,Center,4207859675,212,15.2,en7rrg1epwhzy47dd1zcp9wb9,B. McKay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
