id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,keyPass,qualifier/16/value,qualifier/11/value,qualifier/12/value,qualifier/10/value,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2509068555,1,34,16,0,0,dvnjvad3p09dugr79gktlrtll,1,0,0,2023-02-18T13:58:58.310Z,2023-02-18T14:25:01Z,4039333275,30,"8grd4q334w1ud9vbb6vrli6z9, epwfc94g7m7ed1nbt9wbgo6ei, 9fd3uggpu2opd1cuiwskjbhm1, cx59kxpqiabi3c5vl9mxvlyhh, c4dvhy1z0op9iwj9aqdgzh0q1, cksi669gcnskpytzh70a43it, cm7l7qimy4iysm1khmpc7u961, ed81nbya8j93qvelqdk79ustm, 9qe7czo24c9hz308iuzgx9nxm, a1q1se1i8ih65e94xswacghk9, 4x7o9h6ea8ldt9sxgz87vwycp, 96vt6e4xjci5gll0ogsnlfg89, 8ydeghsg8bdyovqjnr56hz8x5, czazwj4nt23bydpdi67i0wga2, 3g3x2ws0npu7aa51h4nx7nazu, v6ddixs4xh5qjb67smsht23t, 75fze9pkbgv3baqwnyqnzxbe, 9v2ru33bml5fpvpcbjhrahjv9, 26olsdd9erf8rahc8xfqz01xx, cwmej1d313luxo30tav8ws3jd",4039333279,59,"1, 2, 3, 42, 20, 4, 33, 41, 19, 17, 38, 8, 9, 11, 18, 24, 25, 29, 49, 56",4039333287,197,805,4039333289,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4039333277,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",4039333281,130,4,4039333283,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4039333285,194,cx59kxpqiabi3c5vl9mxvlyhh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509085285,1,34,16,0,0,841zp0njrq63yv4fvw6lgf60q,1,0,0,2023-02-18T14:18:48.686Z,2023-02-18T15:02:17Z,4039423967,59,"19, 33, 17, 3, 27, 18, 16, 6, 11, 9, 20, 10, 1, 14, 15, 21, 22, 23, 25, 37",4039423973,194,e8wxyqahq47qd1sfh2qniqac5,4039423971,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4039423979,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4039423977,197,7011,4039423963,30,"ddfwtazsntda1pah2l454py3t, el8iinhsb8c12kgvng4idutat, 1doiom8yk2hn6sn6orlcfypjp, 4e49434kkv98sjq1byj8rnkh6, b9bkrtx5x0g403la5n3h17mxh, bos0z54lr710ov1ppq0rahje2, c4kxfrbrfedilykhbyak3e579, e8wxyqahq47qd1sfh2qniqac5, bkehljspqbj6tz0peqjivkvai, 8cpd4je0ku8wjumqeh3ruv10p, 6ne71gfjoez9m0tk8qozd8e3u, 2ws74z0vjuq4vdt4575cgjbsa, 6xvw6n5wq8bcgg01i87rbfsgl, eh7p84iu66n1ehlisgttnhv1m, 7ie1bwuj4e18xy9bl6mszwt1, 34f03siv3fwkjgxy0d036ncru, su2h9bv6nhltjjkbz5s7lrdh, 9imvdvv7wnaknh1bc4ocun78q, 16x7shxmsfll6pytg8b8v0dbe, 1crz8xx50md5dang7twpdk0kp",4039423965,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4039423969,130,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509122537,2,32,1,0,0,841zp0njrq63yv4fvw6lgf60q,1,0,0,2023-02-18T15:01:16.475Z,2023-02-18T15:01:16Z,4039618251,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509122549,2,32,1,0,0,dvnjvad3p09dugr79gktlrtll,1,0,0,2023-02-18T15:01:16.475Z,2023-02-18T19:26:47Z,4039618319,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509122665,3,1,1,0,0,841zp0njrq63yv4fvw6lgf60q,1,50,50,2023-02-18T15:01:16.575Z,2023-02-18T19:35:59Z,4039618847,213,2.8,4039618839,140,32.0,4041497671,178,,4039618845,212,20.2,4039618843,141,60.3,4039618837,56,Back,4039618849,279,S,,,,6ne71gfjoez9m0tk8qozd8e3u,L. Clarkson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509122791,4,1,1,0,3,841zp0njrq63yv4fvw6lgf60q,0,28.8,57.1,2023-02-18T15:01:19.481Z,2023-02-19T00:21:23Z,4039619357,1,,4039619345,157,,4039619349,140,66.3,4041497991,178,,4039619355,213,5.6,4039619353,212,49.5,4039619347,56,Right,4039619351,141,12.9,4e49434kkv98sjq1byj8rnkh6,J. MacKenzie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509122825,3,44,1,0,6,dvnjvad3p09dugr79gktlrtll,1,38,85.6,2023-02-18T15:01:22.568Z,2023-02-19T00:21:23Z,4039619629,233,5,4039619559,285,,4039619553,56,Back,,,,,,,,,,,,,,,,9fd3uggpu2opd1cuiwskjbhm1,G. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509122807,5,44,1,0,6,841zp0njrq63yv4fvw6lgf60q,0,62,14.4,2023-02-18T15:01:22.569Z,2023-02-19T00:21:22Z,4039619431,56,Right,4039619433,286,,4039619643,233,3,,,,,,,,,,,,,,,,8cpd4je0ku8wjumqeh3ruv10p,B. Miovski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509122865,4,1,1,0,6,dvnjvad3p09dugr79gktlrtll,0,38,86.1,2023-02-18T15:01:22.631Z,2023-02-19T00:21:22Z,4039619729,140,41.1,4041499441,388,,4039619733,212,11.2,4039619735,213,1.3,4039619731,141,100.0,4039619725,3,,4039619727,56,Back,,,,9fd3uggpu2opd1cuiwskjbhm1,G. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509122877,5,5,1,0,7,dvnjvad3p09dugr79gktlrtll,0,41,101.9,2023-02-18T15:01:24.166Z,2023-02-18T19:36:23Z,4039619771,56,Back,4039621731,233,6,4039619773,347,,,,,,,,,,,,,,,,,9fd3uggpu2opd1cuiwskjbhm1,G. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
