id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/9/value,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/11/value,assist,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/15/value,qualifier/16/value,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2454853927,1,34,16,0,0,ez46dadmx0virt38cgeq2n6pf,1,0,0,2022-09-03T13:08:44.024Z,2022-09-03T13:12:22Z,3752885301,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3752885293,130,17,3752885289,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3752885297,194,7xxqn9xu5izixdi9spsjf1t5h,3752885299,197,1983,3752885295,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3752885287,30,"3vt38r8n9081i3a4dj89lx905, 2ezi9zjj3pmt475woji11gi51, 56b1gs6obdcpx4j3c02bi4bqi, cxjlus7adz4r6y0j3x5v2y0gl, 9wjmsi05ex83iw3iy5bgkdrvu, 4gxhbsq4ocdqnrj3yrro2jf11, 7xxqn9xu5izixdi9spsjf1t5h, a0cvnq9q83z3x0e1p938uu5ed, 27ldss0bvyuhn929cd0j8u47p, cqbhq4xh00uqxhenp0nc24xjp, cyg7icft0ojp9wdbyq9nlkwyd, d0ped35vke09xx92otkq63pm2, 1tbuc25mv5qc48uawml7aqu3t, 1yqdq8dtuvh9wmn8cgyv3t8tl, tywvq45nw3cobufa7zkhsq8l, e5jvpbvdxhuq0m80bpqwv015h, 7bpoyv7zrd3ffl4j4e520jdud, 2r6suw717hgzqsp8ogvwdfk6h, c4g43ghalkakgcgv1jzaum11x, dc1kk0l9t57lspx5qzzbscm0a",3752885291,59,"1, 14, 19, 4, 5, 13, 22, 23, 7, 37, 29, 34, 26, 2, 6, 11, 12, 17, 21, 27",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454855879,1,34,16,0,0,muo4d1nfi1vgyvz5n07tjmoo,1,0,0,2022-09-03T13:11:43.304Z,2022-09-03T14:19:48Z,3752897161,59,"1, 23, 2, 18, 31, 22, 17, 6, 7, 10, 16, 3, 4, 8, 9, 11, 12, 13, 21, 27",3752897165,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3752897157,30,"b3rry494s23b8elnqn3b5s5x, 3jyid2g273zr668fxeeplegnp, 55p0px4ulmisr3btbblrexbyt, ewlrnu90xe2127a1erxlz29qt, 9n6jx9s4eip7mgken67i9oyc5, elt8lu5do3h4jcl9ujgaqlm1h, 6lwrvaxo8k9t72aibrsf6cdex, 3g3cjokfq1lnmycnv4t2gjaol, 3n02ng7medocg9rmg70pw2j1l, 29zpgzbse1373d9bhj3l2ee39, cz9jf3ozld7o0hns2xmn54b56, 8fsd4fp4wx5o8oqmwdf9ppl91, dgrjf6wf81uuk32qxqunfoded, 9stfaq0p7jw8269ms8ijc4a8l, 2r9hayi0ybenx2bj3hrhzbb9x, ctqn305re0qsih8mh5nufg89h, eabkzadgzvnw3xb7k1hjppsoa, 9d2p89e7bftxqhk80hy9ldeqd, e6533sc7r8o043y5bgozlvt3o, dtxvjsp1yrr3njbg7b3l5fo4p",3752897169,197,16369,3752897167,194,3g3cjokfq1lnmycnv4t2gjaol,3752897171,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3752897159,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3752897163,130,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454897781,2,32,1,0,0,muo4d1nfi1vgyvz5n07tjmoo,1,0,0,2022-09-03T14:00:27.083Z,2022-09-03T14:00:29Z,3753109203,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454897737,2,32,1,0,0,ez46dadmx0virt38cgeq2n6pf,1,0,0,2022-09-03T14:00:27.083Z,2022-09-03T20:06:52Z,3753109081,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454897921,3,1,1,0,0,ez46dadmx0virt38cgeq2n6pf,1,50.2,49.7,2022-09-03T14:00:27.171Z,2022-09-03T20:44:15Z,3753109819,140,34.6,3753109821,141,46.1,3753109825,213,3.3,3753109829,279,S,3755585733,178,,3753109823,212,16.6,3753109817,56,Back,,,,cyg7icft0ojp9wdbyq9nlkwyd,J. Murphy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454897959,4,1,1,0,2,ez46dadmx0virt38cgeq2n6pf,0,34.6,46.1,2022-09-03T14:00:29.243Z,2022-09-03T20:44:39Z,3755586073,178,,3753109965,212,53.6,3753109957,157,,3753109961,140,75.0,3753109971,1,,3753109959,56,Right,3753109963,141,0.0,3753109967,213,5.6,a0cvnq9q83z3x0e1p938uu5ed,G. Carey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454898457,3,5,1,0,5,muo4d1nfi1vgyvz5n07tjmoo,1,24.8,102,2022-09-03T14:00:32.832Z,2022-09-03T20:44:45Z,3753112375,233,5,3753112315,347,,3753112313,56,Back,,,,,,,,,,,,,,,,55p0px4ulmisr3btbblrexbyt,R. Tait,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454897969,5,5,1,0,5,ez46dadmx0virt38cgeq2n6pf,0,75.2,-2,2022-09-03T14:00:32.832Z,2022-09-03T20:44:45Z,3753112403,233,3,3753110007,347,,3753110005,56,Right,,,,,,,,,,,,,,,,a0cvnq9q83z3x0e1p938uu5ed,G. Carey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454898553,4,1,1,0,27,muo4d1nfi1vgyvz5n07tjmoo,0,24.7,100,2022-09-03T14:00:54.464Z,2022-09-03T20:44:50Z,3753112791,213,6.0,3753112787,141,90.9,3753112783,56,Back,3753112781,107,,3753112785,140,47.1,3753112789,212,24.7,3753112793,1,,,,,ewlrnu90xe2127a1erxlz29qt,C. Dunne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454898581,6,44,1,0,29,ez46dadmx0virt38cgeq2n6pf,1,54.3,6.4,2022-09-03T14:00:56.407Z,2022-09-04T05:58:27Z,3753112919,56,Right,3753113075,233,5,3753112921,286,,,,,,,,,,,,,,,,,2ezi9zjj3pmt475woji11gi51,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
