id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/10/value,qualifier/13/value,assist,qualifier/15/id,qualifier/15/qualifierId,qualifier/14/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/16/value
2465180701,1,34,16,0,0,66bsnl0zjb7l5akwo00h0y5me,1,0,0,2022-09-30T19:17:05.059Z,2022-09-30T22:13:49Z,3807705253,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3807705251,194,58i5y98ceb55anpucpru7skb9,3807939911,197,367,3807705245,59,"99, 17, 22, 8, 3, 4, 28, 46, 30, 9, 11, 2, 7, 12, 13, 14, 16, 19, 25, 29",3807705249,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3807705241,30,"d79vlrccz170hzdh35nhsf1ed, 5m1fht9uevn186asz8awhxjah, av5ng2yhu8q1lqacekmxci0ut, el6dn7kq3815p2zd4rppzzw7p, 58i5y98ceb55anpucpru7skb9, 9iqmeo87l56hr3gymmxgkxysq, 8ffuqi4wbdmvnxsy2nhi566s5, cpmfjroqtibaahb1dr66pl2i1, 2wl0uylmkzi2ls7v4amgaa1yi, 97vuoqg0x9nx56dmd9u5e12hh, a6r2hqalh9ydoy2a8uv9rztux, 3enoici51osego5k1w41fuaqd, 8ut3v3ezaj8th41g2kqhhhd9m, 19s3ei718jouszy30uxli8xd5, 2j8v4lkqeg1bcqp77ezseo8vd, xbk4zraauvq1cj1w5yz08kb9, 5966ij9cde66bhi1g39kxia51, f3zl8ymo5ttze20sffzk044q1, 8y0e1y90ih393h7zv7srfot79, 1nd8l0ofw9x779c0ufwbbo4ph",3807705247,130,21,3807705243,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465183681,1,34,16,0,0,26t6lvlpql4w5wu1ih73qpy36,1,0,0,2022-09-30T19:20:02.353Z,2022-09-30T20:14:13Z,3807945947,197,372,3807721775,30,"5nlzolv5bg03eiopba58rs251, dq41kziilg4jki9erxel9d3ze, c8s3kzk7jpdpp5ctzqkzh9vit, 8gkc9l566rjg7nifxwsq5vdud, 8t404ou7dw8vprk9h7jjuqjt, 2psarhoauswcdof4nb22sw7ah, 5kcytruttikppbpkeg9rhd4gl, 33qmom9yrc1ft1cte9qju1djp, cnriqwh17pqgz7p2gt74uar6c, 43xutn1unln5o3gwx3cl4lo0l, 5l9ilx0kwbny81lykqksoz9w5, 1wtikted5kmtz3bpu17enlvc9, 2apqk2zobhs8ypnaw0bzkch9m, e5xv1rmy69kwuxjxin653ojqh, c3pxiexbciif7uu845ivx5hhx, 23d0t7gqlra3jkskn18bh752i, 51rs6ozeux61yyjfk9ci86311, 2irms3moqosywa14re7n2awh5, 5r7q0eg6pmoq0safxa9tnm5l, 5bo84b7398nyv87ztwd8wxh3p",3807721779,59,"1, 70, 6, 8, 3, 4, 45, 10, 99, 23, 21, 2, 7, 9, 12, 14, 15, 18, 19, 88",3807721777,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3807721785,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3807721789,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3807721787,194,5l9ilx0kwbny81lykqksoz9w5,3807721783,130,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465227061,2,32,1,0,0,66bsnl0zjb7l5akwo00h0y5me,1,0,0,2022-09-30T20:17:01.437Z,2022-10-02T21:34:38Z,3807954541,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465227045,2,32,1,0,0,26t6lvlpql4w5wu1ih73qpy36,1,0,0,2022-09-30T20:17:01.437Z,2022-09-30T20:17:01Z,3807954447,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465227085,3,1,1,0,0,66bsnl0zjb7l5akwo00h0y5me,1,50.1,50,2022-09-30T20:17:01.700Z,2022-10-03T07:00:18Z,3807954655,279,S,3807954653,213,3.6,3816983373,178,,3807954651,212,12.5,3807954647,140,39.2,3807954649,141,42.5,3807954645,56,Back,,,,2wl0uylmkzi2ls7v4amgaa1yi,Evanilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465227091,4,1,1,0,2,66bsnl0zjb7l5akwo00h0y5me,1,39.2,42.5,2022-09-30T20:17:03.848Z,2022-10-03T07:00:25Z,3816983447,178,,3807954697,56,Left,3807954705,213,0.8,3807954699,140,67.8,3807954707,1,,3807954695,155,,3807954701,141,88.3,3807954703,212,43.3,8ffuqi4wbdmvnxsy2nhi566s5,Bruno Costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465227121,5,1,1,0,6,66bsnl0zjb7l5akwo00h0y5me,1,72.2,93.1,2022-09-30T20:17:08.304Z,2022-10-03T07:00:38Z,3807954843,56,Center,3807954845,140,79.3,3807954849,141,63.3,3816983633,178,,3807954853,212,21.6,3807954857,213,5.1,,,,,,,58i5y98ceb55anpucpru7skb9,Pepe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465244623,423,1,1,0,8,66bsnl0zjb7l5akwo00h0y5me,1,79.4,65.7,2022-09-30T20:17:09.526Z,2022-10-03T07:00:50Z,3808046805,56,Center,3808046811,212,3.9,3808046809,141,71.5,3808046813,213,1.5,3816983847,178,,3808046807,140,79.5,,,,,,,2wl0uylmkzi2ls7v4amgaa1yi,Evanilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465227127,6,1,1,0,8,66bsnl0zjb7l5akwo00h0y5me,0,80.8,71.5,2022-09-30T20:17:10.430Z,2022-10-03T07:01:03Z,3807954889,212,0.4,3807954885,140,81.2,3807954883,56,Center,3807954891,213,0.0,3816984065,178,,3807954887,141,71.5,,,,,,,97vuoqg0x9nx56dmd9u5e12hh,M. Taremi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465244867,384,61,1,0,9,26t6lvlpql4w5wu1ih73qpy36,1,18.4,38,2022-09-30T20:17:10.588Z,2022-10-03T07:01:36Z,3816984533,178,,3808048023,56,Back,,,,,,,,,,,,,,,,,,,2psarhoauswcdof4nb22sw7ah,S. Niakaté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
