id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,keyPass,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/13/value,qualifier/10/value,qualifier/15/value,assist,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2515929697,1,34,16,0,0,agh9ifb2mw3ivjusgedj7c3fe,1,0,0,2023-03-05T14:10:59.089Z,2023-03-05T15:17:41Z,4075546847,30,"2e55g4q93y382cg7h0yk5rtud, cscn06kwqfzo09h0dc5ybt1pl, bzgh5psb1janz9y3btpswngbu, calrbl0kagr6zgnw2l8k626s5, awsod0zmnrukk21d4882ji7e1, 1av9mmv19jwvc4xdr0p9owyxh, 4q6kuikopbgls8y2rwqiu415h, ezviixcyaaj162saxs2yl27s9, 2szgrzcosfeifh664tgt3mfvt, 2wl6h1rlrfnn2mr65vuo3t815, 308krssmz6irpfntht1ka78tm, 4mxx1oxkiexm0ha34utcmb17t, 9i7lb16qty1t21bnc5h7skclx, 4o6f3mnd39fx700o3jvj0wct1, 4ct72ovumvt09au6gpulwpjv9, 4ggz7e009bq3yltc9o6mifbah, 5kodjbsarkql4vhs126p2vhwq, 4ffmlhvbjvfjjnhr0byktvt62, bnl1o2m4xcvwgaopuva7rnsb8, e2tgmngp5fa465yi3ma6qhhqs",4075546849,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",4075546859,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4075546857,194,calrbl0kagr6zgnw2l8k626s5,4075546855,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4075946453,197,16152,4075546851,59,"1, 23, 28, 5, 4, 15, 20, 21, 11, 22, 10, 13, 17, 18, 19, 24, 32, 36, 38, 39",4075546853,130,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515934061,1,34,16,0,0,ba5e91hjacvma2sjvixn00pjo,1,0,0,2023-03-05T14:13:40.763Z,2023-03-05T15:20:26Z,4075569713,130,5,4075569715,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4075569709,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4075569707,30,"20o2dr1mdk18xhxmkujzgak89, wlqj34ev5mucxtfx6j4tr9at, d6kzekcwqw0q8fq6wt6rmyusq, 64ctdbd0w5ikj0fkcuu9jdbhm, 5uig03vbbv71f0q31cp3vfbv9, csqsdjsa4leo6z86qphjuectm, 8vmrboswsfyb5bfoq07s6susp, 9dc4qkvh0vk5kwymibji00kp, 7yieh5r0uzk6d6x9o060c2bfu, e7del0ovpcpntqdgh8idxok4p, 7yngrviue4iji7w0f9ql07j6x, 23zkmpw4902qf9xvd8z5wptcl, b2e12l3s3dxgyr8d2rk5qb9ey, 5qgc6zjc38a5xjl35gs7h3vu1, 9z3aqwq5swt9qklwnzuhqcogl, eucssbf7wamb41y1gixfodivp, bqrz2xmu25taby17bl7cycjqh, 66fshzi5f86wt1lwa4kdhiooa, 6o76owze8y78ue9sb49g8kyz8, b4k7aa5fph5t3usotjsw8ygyy, aqqd7tq7z6bj3wn3u3sz3uuqc, 10ajc7czhwojjz22cxokqkvf8",4075569711,59,"25, 20, 21, 8, 24, 15, 2, 18, 19, 6, 16, 1, 4, 9, 11, 12, 13, 29, 33, 34, 36, 43",4075943987,197,1597,4075569719,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4075569717,194,8vmrboswsfyb5bfoq07s6susp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516008193,2,32,1,0,0,ba5e91hjacvma2sjvixn00pjo,1,0,0,2023-03-05T15:16:10.216Z,2023-03-05T15:16:10Z,4075963877,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516008199,2,32,1,0,0,agh9ifb2mw3ivjusgedj7c3fe,1,0,0,2023-03-05T15:16:10.216Z,2023-03-06T04:40:18Z,4075963909,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516008257,3,1,1,0,0,ba5e91hjacvma2sjvixn00pjo,1,50,50,2023-03-05T15:16:10.259Z,2023-03-06T07:20:22Z,4075964181,140,35.3,4077866431,178,,4075964187,213,2.5,4075964189,279,S,4075964185,212,19.2,4075964179,56,Back,4075964183,141,66.8,,,,9dc4qkvh0vk5kwymibji00kp,André Almeida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516008311,4,1,1,0,3,ba5e91hjacvma2sjvixn00pjo,0,39.6,66.2,2023-03-05T15:16:13.250Z,2023-03-06T07:20:28Z,4075964463,56,Right,4075964471,213,5.6,4075964465,140,75.1,4075964469,212,48.6,4075964467,141,20.3,4077866593,178,,4075964461,155,,4075964473,1,,csqsdjsa4leo6z86qphjuectm,C. Özkacar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516008327,3,1,1,0,6,agh9ifb2mw3ivjusgedj7c3fe,0,24.1,80,2023-03-05T15:16:16.729Z,2023-03-06T07:20:33Z,4077866829,388,,4075964555,213,5.7,4075964553,212,15.7,4075964549,140,37.0,4075964547,56,Back,4075964545,3,,4075964551,141,68.2,,,,calrbl0kagr6zgnw2l8k626s5,Sergio Busquets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516008471,5,1,1,0,9,ba5e91hjacvma2sjvixn00pjo,1,68.8,46.3,2023-03-05T15:16:19.474Z,2023-03-06T07:20:42Z,4075965269,212,16.0,4075965267,141,69.1,4077867033,178,,4075965263,56,Center,4075965271,213,1.8,4075965265,140,65.0,,,,,,,9dc4qkvh0vk5kwymibji00kp,André Almeida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516008519,6,1,1,0,15,ba5e91hjacvma2sjvixn00pjo,1,73.5,92.1,2023-03-05T15:16:25.987Z,2023-03-06T07:20:52Z,4075965533,213,3.4,4077867337,178,,4075965525,56,Left,4075965527,140,69.0,4075965529,141,90.3,4075965531,212,4.9,,,,,,,d6kzekcwqw0q8fq6wt6rmyusq,Jesús Vázquez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516376897,822,67,1,0,16,ba5e91hjacvma2sjvixn00pjo,1,69.5,90.6,2023-03-05T15:16:26.837Z,2023-03-06T10:02:00Z,4077941637,233,868,,,,,,,,,,,,,,,,,,,,,,7yngrviue4iji7w0f9ql07j6x,Samuel Lino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516376889,868,67,1,0,16,agh9ifb2mw3ivjusgedj7c3fe,0,30.5,9.4,2023-03-05T15:16:26.838Z,2023-03-06T08:00:14Z,4077941657,233,822,,,,,,,,,,,,,,,,,,,,,,4q6kuikopbgls8y2rwqiu415h,Sergi Roberto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516008531,7,1,1,0,16,ba5e91hjacvma2sjvixn00pjo,0,68.7,92.1,2023-03-05T15:16:26.867Z,2023-03-06T10:02:01Z,4075965589,141,100.0,4075965587,140,74.2,4075965593,213,0.8,4077867419,178,,4075965585,56,Left,4075965591,212,8.3,,,,,,,7yngrviue4iji7w0f9ql07j6x,Samuel Lino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516008583,4,5,1,0,18,agh9ifb2mw3ivjusgedj7c3fe,1,25.1,-1.4,2023-03-05T15:16:28.402Z,2023-03-06T07:20:59Z,4075966015,233,8,4075965931,347,,4075965927,56,Back,,,,,,,,,,,,,,,,4q6kuikopbgls8y2rwqiu415h,Sergi Roberto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516008535,8,5,1,0,18,ba5e91hjacvma2sjvixn00pjo,0,74.9,101.4,2023-03-05T15:16:28.402Z,2023-03-06T07:21:00Z,4075965613,347,,4075966059,233,4,4075965609,56,Left,,,,,,,,,,,,,,,,7yngrviue4iji7w0f9ql07j6x,Samuel Lino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516008871,5,1,1,0,29,agh9ifb2mw3ivjusgedj7c3fe,1,25.4,0,2023-03-05T15:16:40.073Z,2023-03-06T07:21:02Z,4075967423,141,7.6,4075967425,212,7.6,4075967417,56,Back,4075967421,140,29.5,4075967413,107,,4075967427,213,1.0,,,,,,,cscn06kwqfzo09h0dc5ybt1pl,J. Koundé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516008895,6,1,1,0,30,agh9ifb2mw3ivjusgedj7c3fe,1,29.5,7.6,2023-03-05T15:16:40.935Z,2023-03-06T07:21:06Z,4075967559,213,3.4,4075967557,212,7.5,4075967551,56,Back,4077867891,178,,4075967553,140,22.7,4075967555,141,4.3,,,,,,,2szgrzcosfeifh664tgt3mfvt,Ferran Torres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516008915,7,1,1,0,31,agh9ifb2mw3ivjusgedj7c3fe,1,22.9,4.3,2023-03-05T15:16:41.562Z,2023-03-06T07:21:09Z,4075967657,140,31.3,4075967659,141,4.3,4075967663,213,0,4075967661,212,8.8,4075967655,56,Back,4077868025,178,,,,,,,,cscn06kwqfzo09h0dc5ybt1pl,J. Koundé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516008943,8,1,1,0,32,agh9ifb2mw3ivjusgedj7c3fe,1,31.4,4.3,2023-03-05T15:16:43.046Z,2023-03-06T07:21:13Z,4075967785,56,Back,4075967809,213,1.8,4075967795,141,41.5,4075967801,212,26.3,4077868193,178,,4075967787,140,24.5,,,,,,,2szgrzcosfeifh664tgt3mfvt,Ferran Torres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516009001,9,1,1,0,34,agh9ifb2mw3ivjusgedj7c3fe,1,24.5,41.9,2023-03-05T15:16:45.115Z,2023-03-06T07:21:16Z,4075968145,56,Back,4075968153,213,1.2,4075968151,212,28.8,4077868347,178,,4075968149,141,80.9,4075968147,140,35.1,,,,,,,1av9mmv19jwvc4xdr0p9owyxh,A. Christensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516009107,10,1,1,0,39,agh9ifb2mw3ivjusgedj7c3fe,1,37,82.7,2023-03-05T15:16:49.841Z,2023-03-06T07:21:19Z,4075968711,212,11.3,4075968703,56,Back,4075968709,141,93.9,4075968707,140,45.0,4075968713,213,0.7,4077868543,178,,,,,,,,bzgh5psb1janz9y3btpswngbu,Alejandro Balde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516009117,11,50,1,0,42,agh9ifb2mw3ivjusgedj7c3fe,1,57,91.4,2023-03-05T15:16:52.607Z,2023-03-06T07:21:25Z,4075968773,56,Left,4075968775,286,,4075969117,233,9,,,,,,,,,,,,,,,,308krssmz6irpfntht1ka78tm,Ansu Fati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516009143,9,7,1,0,42,ba5e91hjacvma2sjvixn00pjo,1,43,8.6,2023-03-05T15:16:53.100Z,2023-03-06T08:02:58Z,4075969061,233,11,4077080187,383,,4077868907,178,,4075968915,285,,4075968913,56,Back,,,,,,,,,,8vmrboswsfyb5bfoq07s6susp,Thierry Correia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516009153,10,49,1,0,44,ba5e91hjacvma2sjvixn00pjo,1,43.9,12.6,2023-03-05T15:16:54.804Z,2023-03-06T07:21:33Z,,,,,,,,,,,,,,,,,,,,,,,,,8vmrboswsfyb5bfoq07s6susp,Thierry Correia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516009301,11,1,1,0,46,ba5e91hjacvma2sjvixn00pjo,1,44.6,19.6,2023-03-05T15:16:56.523Z,2023-03-06T07:21:36Z,4075969805,56,Back,4075969811,212,10.8,4075969813,213,2.0,4075969807,140,39.9,4077869163,178,,4075969809,141,33.8,,,,,,,8vmrboswsfyb5bfoq07s6susp,Thierry Correia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516009377,12,1,1,0,51,ba5e91hjacvma2sjvixn00pjo,0,39.7,32.8,2023-03-05T15:17:01.272Z,2023-03-06T07:21:42Z,4075970251,140,70.4,4075970259,1,,4075970257,213,5.6,4075970255,212,40.0,4075970253,141,0.0,4075970247,155,,4077869355,178,,4075970249,56,Right,e7del0ovpcpntqdgh8idxok4p,Hugo Guillamón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516009437,12,5,1,0,53,agh9ifb2mw3ivjusgedj7c3fe,1,29,101.8,2023-03-05T15:17:04.139Z,2023-03-06T07:21:46Z,4075970551,56,Back,4075970553,347,,4075970625,233,13,,,,,,,,,,,,,,,,308krssmz6irpfntht1ka78tm,Ansu Fati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516009383,13,5,1,0,53,ba5e91hjacvma2sjvixn00pjo,0,71,-1.8,2023-03-05T15:17:04.139Z,2023-03-06T07:21:46Z,4075970291,347,,4075970289,56,Right,4075970659,233,12,,,,,,,,,,,,,,,,e7del0ovpcpntqdgh8idxok4p,Hugo Guillamón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516009611,13,1,1,0,56,agh9ifb2mw3ivjusgedj7c3fe,1,28.4,100,2023-03-05T15:17:06.788Z,2023-03-06T07:21:50Z,4075971447,56,Back,4075971449,140,13.8,4075971451,141,83.3,4075971445,107,,4075971453,212,19.7,4075971455,213,3.8,,,,,,,bzgh5psb1janz9y3btpswngbu,Alejandro Balde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516009637,14,1,1,1,1,agh9ifb2mw3ivjusgedj7c3fe,1,14.1,68.6,2023-03-05T15:17:11.899Z,2023-03-06T07:21:53Z,4075971615,56,Back,4077869731,178,,4075971627,213,4.8,4075971679,189,,4075971623,212,27.3,4075971617,140,15.7,4075971619,141,28.5,,,,1av9mmv19jwvc4xdr0p9owyxh,A. Christensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516009813,15,1,1,1,9,agh9ifb2mw3ivjusgedj7c3fe,1,39.2,30.1,2023-03-05T15:17:19.306Z,2023-03-06T08:04:23Z,4075972563,213,5.0,4077869845,178,,4075972559,141,5.6,4075972557,140,43.5,4075972555,56,Back,4075972561,212,17.3,,,,,,,awsod0zmnrukk21d4882ji7e1,R. Araujo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516009943,16,1,1,1,11,agh9ifb2mw3ivjusgedj7c3fe,0,43.5,5.2,2023-03-05T15:17:21.510Z,2023-03-06T07:22:00Z,4075973309,212,48.9,4075973307,141,19.8,4077869981,178,,4075973301,155,,4075973315,1,,4075973311,213,0.2,4075973303,56,Right,4075973305,140,89.1,cscn06kwqfzo09h0dc5ybt1pl,J. Koundé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516009929,14,49,1,1,15,ba5e91hjacvma2sjvixn00pjo,1,10.2,81.8,2023-03-05T15:17:25.349Z,2023-03-06T07:22:09Z,,,,,,,,,,,,,,,,,,,,,,,,,csqsdjsa4leo6z86qphjuectm,C. Özkacar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516010021,15,1,1,1,16,ba5e91hjacvma2sjvixn00pjo,1,7.3,84.5,2023-03-05T15:17:26.812Z,2023-03-06T07:22:13Z,4075973703,213,0.2,4075973693,157,,4075973695,56,Back,4075973705,1,,4075973701,212,23.2,4077870367,178,,4075973699,141,92.7,4075973697,140,28.7,csqsdjsa4leo6z86qphjuectm,C. Özkacar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516010043,16,1,1,1,19,ba5e91hjacvma2sjvixn00pjo,0,28.7,92.7,2023-03-05T15:17:29.490Z,2023-03-06T07:22:22Z,4075973833,141,90.2,4075973835,212,8.8,4077870651,178,,4075973837,213,3.3,4075973831,140,20.5,4075973903,156,,4075973829,56,Back,,,,7yngrviue4iji7w0f9ql07j6x,Samuel Lino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
