id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/9/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,keyPass,qualifier/10/value,qualifier/12/value,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2471654219,1,34,16,0,0,3budh3j9xivsid3ptm8ptpy4k,1,0,0,2022-10-14T17:48:01.929Z,2022-10-14T23:37:31Z,3842297271,130,8,3842297277,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3842297275,194,676ehh6cwla4o9igey7qr1uqd,3842297273,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3842297269,59,"1, 20, 3, 6, 19, 5, 7, 23, 34, 8, 18, 2, 4, 9, 10, 13, 14, 15, 16, 17, 21, 22, 24",3842297265,30,"5dfvefxvwj8kixbajluw25mtx, bpfp895223p7w0px2ui3nb2l1, 39c5g6782qlrtw55fsre7exnt, b5rea5r4h8bclpenau2au142x, 533095rnz0k8mxqe6gzn0mfo5, bi8nrmyaxsgbhixw921fzvm5l, 3ca7tqrdasmeop6ud9zot0wdl, 8onruhr4es313aq52xsl7nxlh, 1bdnkqbxm2u5ror7ipig5m73e, 676ehh6cwla4o9igey7qr1uqd, 8eh38t4oyyt728co362f6uqqd, 96kskr71ls9jtky9hn0iuk9d6, 5cfem3t7stlov2fqltu3faevp, 8oc3lpz3xttrnwxk1fnnv7owl, 1p5trokpmvi15fii87mrawkb9, 9xwog4v0ij8m1vs7doi52li39, d7mgn0oexyymir3upflm8gfyt, amt4voyjzhnvr55t08hzlw50q, lp63o37czdwete0smmu62k89, u04ao1ldrjjesgqq52o7ghqt, 1ho7koiegfhsuevuum2meibu2, 9zgqiq6ksmits5apgsfk2yyfp, c3rreq5bz6smx1ynf9zsune1h",3842297267,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3842666899,197,257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471654835,1,34,16,0,0,1n1j0wsl763lq7ee1k0c11c02,1,0,0,2022-10-14T17:50:02.360Z,2022-10-14T19:01:56Z,3842300801,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3842556301,197,1579,3842300789,130,10,3842300793,194,9see13i1f0n1ju4uhs8sijutx,3842300787,59,"13, 22, 3, 6, 23, 2, 20, 5, 10, 19, 11, 1, 4, 7, 8, 9, 12, 14, 15, 16, 21, 27",3842300791,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3842300785,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3842300783,30,"vota9gwygxp3wc998tl7ldxx, 1p6ccbu8hzugj05qtea21rw7p, 2zgcbp9g85uxudxadiw3twmvp, cue88fm1v1ysfuwhql68czydx, 32sds4yk7ch30mng0gyzhdk9h, 9see13i1f0n1ju4uhs8sijutx, dkv5svrbfiq996qchro44dfpx, ch1lxxbn01at4jmkafy4uevh1, b64p21hmhsqgrn6n04mk00zpx, 52e2ogoex674bz6pcwluapdxx, eiqt71z69beq7akuhot0foset, 1f2t5vsayiiluw330yiw4ft1x, qg0ok4244nmslpvxnoj6zn8q, ckne0j1fs5cxufyicjbygdi39, 3f673373jylbr4ir0bklci40l, 5l6e9nd0defapk1w2ucndowr9, bvbebtykj45j3luvemk8yc4ph, 8lg4tqh5bepeexbhghyr7pze2, 2o3bka7gokfjkej1f600ovbo5, aso41hpuq5oh825n83boc5x0q, 5lzbyj5i0cotpry4gneap8c89, 5mj2vxkh3pmkbwj139mp93n4l",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471701859,2,32,1,0,0,1n1j0wsl763lq7ee1k0c11c02,1,0,0,2022-10-14T19:00:12.654Z,2022-10-14T19:00:11Z,3842559707,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471701875,2,32,1,0,0,3budh3j9xivsid3ptm8ptpy4k,1,0,0,2022-10-14T19:00:12.654Z,2022-10-15T08:15:39Z,3842559781,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471701883,3,1,1,0,0,1n1j0wsl763lq7ee1k0c11c02,1,50.2,50,2022-10-14T19:00:12.749Z,2022-10-15T08:25:09Z,3842559819,56,Back,3843334365,178,,3842559827,213,3.4,3842559821,140,32.3,3842559823,141,41.9,3842559825,212,19.6,3842559829,279,S,,,,52e2ogoex674bz6pcwluapdxx,Borja Mayoral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471701895,4,1,1,0,3,1n1j0wsl763lq7ee1k0c11c02,0,31.4,43.3,2022-10-14T19:00:15.895Z,2022-10-15T08:25:18Z,3842559905,141,100.0,3842559903,140,69.1,3842559901,56,Left,3842559907,212,55.8,3843334469,178,,3842559909,213,0.8,3842559911,1,,3842559899,155,,32sds4yk7ch30mng0gyzhdk9h,S. Mitrović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471702017,3,5,1,0,6,3budh3j9xivsid3ptm8ptpy4k,1,27.8,-0.9,2022-10-14T19:00:19.146Z,2022-10-15T08:25:24Z,3842560489,347,,3842560495,233,5,3842560487,56,Back,,,,,,,,,,,,,,,,3ca7tqrdasmeop6ud9zot0wdl,Isi Palazón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471701899,5,5,1,0,6,1n1j0wsl763lq7ee1k0c11c02,0,72.2,100.9,2022-10-14T19:00:19.146Z,2022-10-15T08:25:24Z,3842559931,347,,3842560499,233,3,3842559929,56,Left,,,,,,,,,,,,,,,,32sds4yk7ch30mng0gyzhdk9h,S. Mitrović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471702027,4,1,1,0,23,3budh3j9xivsid3ptm8ptpy4k,0,28.7,0,2022-10-14T19:00:35.995Z,2022-10-15T08:25:29Z,3842560585,213,0.6,3842560575,141,13.2,3842560571,140,42.8,3842560567,56,Back,3842560563,107,,3842560579,212,17.6,,,,,,,bpfp895223p7w0px2ui3nb2l1,I. Balliu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471702047,6,49,1,0,24,1n1j0wsl763lq7ee1k0c11c02,1,51.7,94.5,2022-10-14T19:00:37.348Z,2022-10-15T08:25:34Z,,,,,,,,,,,,,,,,,,,,,,,,,ch1lxxbn01at4jmkafy4uevh1,Luis Milla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471702073,7,1,1,0,24,1n1j0wsl763lq7ee1k0c11c02,1,51.9,94.4,2022-10-14T19:00:37.375Z,2022-10-15T08:25:47Z,3843334739,178,,3842560751,213,0.6,3842560749,212,2.7,3842560745,140,54.1,3842560743,56,Left,3842560747,141,96.5,,,,,,,ch1lxxbn01at4jmkafy4uevh1,Luis Milla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471702075,8,1,1,0,25,1n1j0wsl763lq7ee1k0c11c02,0,54.1,96.5,2022-10-14T19:00:38.516Z,2022-10-15T08:25:53Z,3842560759,56,Left,3842560765,212,3.0,3842560763,141,94.8,3842560767,213,5.9,3842560761,140,56.7,3843334811,178,,,,,,,,2zgcbp9g85uxudxadiw3twmvp,F. Angileri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471702053,5,61,1,0,25,3budh3j9xivsid3ptm8ptpy4k,1,43,8.1,2022-10-14T19:00:38.603Z,2022-10-15T08:26:00Z,3843334681,178,,3842560669,56,Back,3843334679,21,,,,,,,,,,,,,,,,,676ehh6cwla4o9igey7qr1uqd,Ó. Trejo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471702059,6,5,1,0,27,3budh3j9xivsid3ptm8ptpy4k,0,41.9,-1.2,2022-10-14T19:00:39.678Z,2022-10-15T08:26:03Z,3842560699,347,,3842560949,233,9,3842560697,56,Back,,,,,,,,,,,,,,,,676ehh6cwla4o9igey7qr1uqd,Ó. Trejo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471702099,9,5,1,0,27,1n1j0wsl763lq7ee1k0c11c02,1,58.1,101.2,2022-10-14T19:00:39.678Z,2022-10-15T08:26:03Z,3842560895,56,Left,3842560897,347,,3842560931,233,6,,,,,,,,,,,,,,,,2zgcbp9g85uxudxadiw3twmvp,F. Angileri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471702123,10,1,1,0,34,1n1j0wsl763lq7ee1k0c11c02,1,56.7,100,2022-10-14T19:00:47.317Z,2022-10-15T08:26:07Z,3842561109,141,91.2,3842561105,56,Left,3842561103,107,,3842561107,140,58.3,3842561111,212,7.3,3842561113,213,4.9,,,,,,,2zgcbp9g85uxudxadiw3twmvp,F. Angileri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471880309,1939,83,1,0,37,3budh3j9xivsid3ptm8ptpy4k,1,44.7,8.7,2022-10-14T19:00:50.267Z,2022-10-15T10:40:20Z,3843492643,399,179271,,,,,,,,,,,,,,,,,,,,,,676ehh6cwla4o9igey7qr1uqd,Ó. Trejo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471702127,11,1,1,0,37,1n1j0wsl763lq7ee1k0c11c02,0,55.6,94.7,2022-10-14T19:00:50.285Z,2022-10-15T08:26:11Z,3843334987,178,,3842561137,140,64.4,3842561135,56,Left,3842561133,155,,3842561139,141,94.1,3842561143,213,6.2,3842561141,212,9.2,,,,eiqt71z69beq7akuhot0foset,Carles Aleñá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471702169,7,1,1,0,37,3budh3j9xivsid3ptm8ptpy4k,1,38.7,10,2022-10-14T19:00:50.577Z,2022-10-15T08:26:16Z,3842561349,141,26.8,3843335055,388,,3842561347,140,40.1,3842561345,56,Back,3842561343,3,,3842561353,213,1.4,3842561351,212,11.5,,,,3ca7tqrdasmeop6ud9zot0wdl,Isi Palazón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471702171,8,49,1,0,39,3budh3j9xivsid3ptm8ptpy4k,1,40.4,26.5,2022-10-14T19:00:52.150Z,2022-10-15T08:26:22Z,,,,,,,,,,,,,,,,,,,,,,,,,b5rea5r4h8bclpenau2au142x,Santi Comesaña,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471702213,9,1,1,0,40,3budh3j9xivsid3ptm8ptpy4k,1,42.2,22.9,2022-10-14T19:00:53.348Z,2022-10-15T08:26:26Z,3843335175,178,,3842561571,140,66.7,3842561577,213,0.2,3842561575,212,26.0,3842561573,141,28.9,3842561569,56,Center,,,,,,,b5rea5r4h8bclpenau2au142x,Santi Comesaña,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471738375,463,1,1,0,41,3budh3j9xivsid3ptm8ptpy4k,1,68.5,30.3,2022-10-14T19:00:54.139Z,2022-10-15T08:26:32Z,3842759921,141,5.4,3842759923,212,19.7,3842759925,213,5.2,3843335249,178,,3842759919,140,78.1,3842759917,56,Right,,,,,,,1bdnkqbxm2u5ror7ipig5m73e,Sergio Camello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471702231,10,1,1,0,49,3budh3j9xivsid3ptm8ptpy4k,0,88.8,12,2022-10-14T19:01:01.676Z,2022-10-15T08:26:36Z,3842561669,155,,3842561675,141,56.1,3842561673,140,90.4,3842561677,212,30.0,3842561671,56,Center,3842561667,2,,3842561679,213,1.5,3842948095,20,,676ehh6cwla4o9igey7qr1uqd,Ó. Trejo,3842948093,224,3843335289,178,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471702255,12,61,1,0,50,1n1j0wsl763lq7ee1k0c11c02,1,8.3,44.6,2022-10-14T19:01:03.411Z,2022-10-15T08:26:47Z,3843335411,178,,3843335409,21,,3842561793,56,Back,,,,,,,,,,,,,,,,9see13i1f0n1ju4uhs8sijutx,D. Dakonam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471702265,13,52,1,0,52,1n1j0wsl763lq7ee1k0c11c02,1,1.8,42.1,2022-10-14T19:01:04.883Z,2022-10-15T08:26:51Z,3842948257,376,,3843335453,178,,,,,,,,,,,,,,,,,,,,vota9gwygxp3wc998tl7ldxx,David Soria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471702937,28,43,1,0,53,1n1j0wsl763lq7ee1k0c11c02,1,0,0,2022-10-14T19:01:06.233Z,2022-10-14T19:51:59Z,3842565409,212,4.0,3842565473,15,0,3842565407,141,47.4,3842565401,56,Back,3842565405,140,9.1,3842565411,213,4.9,3842774083,144,12,,,,32sds4yk7ch30mng0gyzhdk9h,S. Mitrović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471702297,14,1,1,0,53,1n1j0wsl763lq7ee1k0c11c02,1,3.1,34.6,2022-10-14T19:01:06.556Z,2022-10-15T08:26:55Z,3842763733,123,,3842562007,213,5.5,3842562001,140,19.1,3842562005,212,23.7,3842562003,141,10.0,3842561999,56,Back,3843335499,178,,,,,vota9gwygxp3wc998tl7ldxx,David Soria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471702303,15,1,1,0,58,1n1j0wsl763lq7ee1k0c11c02,0,32.6,6.4,2022-10-14T19:01:11.307Z,2022-10-15T08:27:00Z,3842562049,140,57.4,3842562047,56,Center,3842562045,155,,3842766103,189,,3842562053,212,35.5,3842562055,213,0.7,3842562057,1,,3843335559,178,,1p6ccbu8hzugj05qtea21rw7p,D. Suárez,3842562051,141,,,41.9,,,,,,,,,,,,,,,,,,,,,,,,,,
2471702317,11,49,1,1,0,3budh3j9xivsid3ptm8ptpy4k,1,34.9,59.9,2022-10-14T19:01:13.521Z,2022-10-15T08:27:08Z,,,,,,,,,,,,,,,,,,,,,,,,,8onruhr4es313aq52xsl7nxlh,Óscar Valentín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471702419,12,1,1,1,0,3budh3j9xivsid3ptm8ptpy4k,1,34.9,59.9,2022-10-14T19:01:13.621Z,2022-10-15T08:27:14Z,3843335683,178,,3842562621,213,0.1,3842562615,140,60.2,3842562613,56,Center,3842562617,141,64.0,3842562619,212,26.7,,,,,,,8onruhr4es313aq52xsl7nxlh,Óscar Valentín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471702425,13,61,1,1,2,3budh3j9xivsid3ptm8ptpy4k,1,60.2,64,2022-10-14T19:01:15.478Z,2022-10-15T08:27:16Z,3842562647,56,Center,3843335703,178,,,,,,,,,,,,,,,,,,,,1bdnkqbxm2u5ror7ipig5m73e,Sergio Camello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471702439,14,61,1,1,3,3budh3j9xivsid3ptm8ptpy4k,1,60.2,64,2022-10-14T19:01:15.836Z,2022-10-15T08:27:22Z,3842562689,56,Center,3843335739,178,,,,,,,,,,,,,,,,,,,,676ehh6cwla4o9igey7qr1uqd,Ó. Trejo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471702463,15,61,1,1,4,3budh3j9xivsid3ptm8ptpy4k,0,55.3,59,2022-10-14T19:01:17.269Z,2022-10-15T08:27:29Z,3842562775,56,Center,3843335775,178,,,,,,,,,,,,,,,,,,,,1bdnkqbxm2u5ror7ipig5m73e,Sergio Camello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471702427,16,1,1,1,6,1n1j0wsl763lq7ee1k0c11c02,1,45.7,52.5,2022-10-14T19:01:18.950Z,2022-10-15T08:27:34Z,3842562657,213,4.9,3842562651,140,47.4,3842562653,141,39.7,3842562655,212,8.9,3843335819,178,,3842562649,56,Back,,,,,,,eiqt71z69beq7akuhot0foset,Carles Aleñá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471739951,354,1,1,1,7,1n1j0wsl763lq7ee1k0c11c02,1,46.7,41.8,2022-10-14T19:01:20.316Z,2022-10-15T08:27:37Z,3842768429,141,43.9,3842768427,140,40.9,3842768425,56,Back,3842768433,213,2.9,3842768431,212,6.3,3843335863,178,,,,,,,,52e2ogoex674bz6pcwluapdxx,Borja Mayoral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471702431,17,49,1,1,8,1n1j0wsl763lq7ee1k0c11c02,1,42.7,42.3,2022-10-14T19:01:21.083Z,2022-10-15T08:27:43Z,,,,,,,,,,,,,,,,,,,,,,,,,ch1lxxbn01at4jmkafy4uevh1,Luis Milla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471702459,18,1,1,1,8,1n1j0wsl763lq7ee1k0c11c02,1,43.7,42.3,2022-10-14T19:01:21.576Z,2022-10-15T08:27:47Z,3842562753,141,53.2,3842562755,212,7.4,3842562751,140,43.9,3842562757,213,1.5,3843335967,178,,3842562749,56,Back,,,,,,,ch1lxxbn01at4jmkafy4uevh1,Luis Milla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471740173,355,1,1,1,10,1n1j0wsl763lq7ee1k0c11c02,1,40.1,55.7,2022-10-14T19:01:23.516Z,2022-10-15T08:27:51Z,3843336005,178,,3842769663,213,1.8,3842769661,212,22.3,3842769657,140,36.3,3842769655,56,Back,3842769659,141,88.0,,,,,,,eiqt71z69beq7akuhot0foset,Carles Aleñá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
