id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/8/value,qualifier/9/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/10/value,keyPass,qualifier/12/value,qualifier/14/value,qualifier/16/value
2495303077,1,34,16,0,0,4yg9ttzw0m51048doksv8uq5r,1,0,0,2023-01-06T16:19:16.146Z,2023-01-06T17:25:34Z,3966993435,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5",3966993439,130,13,3966993445,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3966993433,30,"36bg0k385i4wwarffp6ak1syd, 1i9mqbswolg91evnmsrf5katx, 7wjmaxqunpd84il1p5w4xwrmd, 33r4ae8aivh27ho0ix9mnkedx, b69uny9udp3ab2zccwa0qnrh1, ewu1skobmxtz4f3z6dbnfm6dx, bkvvapojagxvj17nzk3oy8ct1, f0a2qk3jzxercn67bben5eled, 9ivrglgy0tibv881e1a93psr9, aziqdd6dqjjgr6ifmzve0cz4l, 1ore4ght7ls393tcpbmah9dcl, 61j22wr5t5irba2v3v4l1rnro, c0pl96o1zkrgvukte9zefl591, 2zn2o5lzchz7oattq9pnjr8wl, 8axw2xc0dl8vsdub6nq4nhjo5, e18oezz5jq7pf3h4azgv3ofrp, a971j313ztjvcgojpg6u390b9, 8armge1lx5raqo63v1uybf3hm, 4ulfw4ik3i6ks2t7utgek5l3o",3966993443,194,36bg0k385i4wwarffp6ak1syd,3966993437,59,"13, 11, 23, 6, 4, 14, 21, 20, 9, 18, 10, 2, 1, 3, 8, 16, 19, 27, 33",3967058893,197,281,3966993441,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495303463,1,34,16,0,0,6f27yvbqcngegwsg2ozxxdj4,1,0,0,2023-01-06T16:21:44.860Z,2023-01-06T17:29:39Z,3966995475,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3966995479,130,10,3966995477,59,"1, 2, 17, 4, 15, 3, 28, 8, 9, 10, 11, 5, 7, 13, 14, 18, 19, 20, 21, 23, 26, 35, 36",3966995473,30,"c1b9p5bk8hfyw0bi6thva0lw5, 7k2alak95p1u2ysftwwiaqsid, 40gxfsz7bgrkdudqewlpxzyzt, e8s9ssopq5nmp51zymvqp8jbp, 3qrk8nw6nc8o96n7jr1az21ux, c3sl9ajm4q424r4u37iath3hl, 37b6tzaexinmfadvi4you5wmi, e3czx0nsuw10acnftbr8ud0bt, 2aumz6rtq4ufba7z7zn5v8frp, cs2yx3hiqjsb4i5ul2r5kmdat, 5ez2huoeh2g3ijpgr7m15lg5, ea5xlslcii56ycrlmyo6uiimt, 64h0x8sur55l07oaiuog4v2z9, 59ndqnsvggsoek170rdqyd1w5, 9g4devlvymukexrvfgkipd6tx, 2ge9oa66xgsefhhpvuboua76x, e91yegwfliqhfy9yyk19otafo, cbym98g15egnbeda05mt3drrp, adwkydlkclg8u72rxh51lvkyd, 1lym8zscp7l8icay2cya7cauh, 3sy16pz110zmyq073ao24l1ck, 9ksvo095xi2t4q4pvgxa836z8, bv6u6k40izwaoyzyahynyfqax",3966995481,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3966995485,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3967062859,197,17362,3966995483,194,7k2alak95p1u2ysftwwiaqsid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495315845,2,32,1,0,0,6f27yvbqcngegwsg2ozxxdj4,1,0,0,2023-01-06T17:30:40.505Z,2023-01-06T17:30:41Z,3967063703,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495315839,2,32,1,0,0,4yg9ttzw0m51048doksv8uq5r,1,0,0,2023-01-06T17:30:40.505Z,2023-01-07T05:43:13Z,3967063675,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495315851,3,1,1,0,0,4yg9ttzw0m51048doksv8uq5r,1,50.1,49.7,2023-01-06T17:30:40.525Z,2023-01-07T06:00:08Z,3967727079,178,,3967063741,212,3.3,3967063737,140,53.0,3967063743,213,0.4,3967063745,279,S,3967063739,141,51.6,3967063735,56,Center,,,,9ivrglgy0tibv881e1a93psr9,L. Boyé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495315855,4,1,1,0,1,4yg9ttzw0m51048doksv8uq5r,0,53,51.6,2023-01-06T17:30:41.898Z,2023-01-07T05:59:54Z,3967063753,140,55.5,3967063751,56,Center,3967063757,212,12.0,3967727115,178,,3967063759,213,4.9,3967063755,141,34.4,,,,,,,1ore4ght7ls393tcpbmah9dcl,Pere Milla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495315853,3,49,1,0,2,6f27yvbqcngegwsg2ozxxdj4,1,44.9,69.6,2023-01-06T17:30:43.190Z,2023-01-07T06:00:17Z,,,,,,,,,,,,,,,,,,,,,,,,,5ez2huoeh2g3ijpgr7m15lg5,F. Cervi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495315885,4,3,1,0,7,6f27yvbqcngegwsg2ozxxdj4,1,75.5,93.4,2023-01-06T17:30:48.305Z,2023-03-06T06:39:32Z,3967063927,286,,3967727347,178,,3967546687,464,,3967063933,233,5,3967063925,56,Left,,,,,,,,,,5ez2huoeh2g3ijpgr7m15lg5,F. Cervi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495315875,5,45,1,0,7,4yg9ttzw0m51048doksv8uq5r,0,24.5,6.6,2023-01-06T17:30:48.305Z,2023-03-06T06:39:32Z,3967063861,56,Back,3967063863,285,,3967063941,233,4,,,,,,,,,,,,,,,,bkvvapojagxvj17nzk3oy8ct1,Omar Mascarell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495315891,5,3,1,0,10,6f27yvbqcngegwsg2ozxxdj4,0,90.7,88.3,2023-01-06T17:30:51.431Z,2023-01-07T06:00:39Z,3967548809,465,,3967063951,286,,3967063995,233,6,3967063949,56,Left,3967727523,178,,,,,,,,,,,5ez2huoeh2g3ijpgr7m15lg5,F. Cervi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
