id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/14/value,qualifier/15/value,assist,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/16/value,qualifier/17/value,qualifier/12/value
2483617843,1,34,16,0,0,10eyb18v5puw4ez03ocaug09m,1,0,0,2022-11-09T16:49:04.623Z,2022-11-09T18:00:19Z,3905373295,194,2mg2n8e1d83gbeykfwzz0fumt,3905373299,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3905373293,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3905373291,130,8,3905373287,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3905373289,59,"13, 16, 3, 6, 14, 4, 17, 10, 12, 21, 22, 1, 5, 7, 8, 11, 15, 18, 20, 29, 30, 31",3905373285,30,"c9cp6fxbxyc2a3kfotkompxx, 2mg2n8e1d83gbeykfwzz0fumt, asweknp9d99safr6p9va75h3p, 6vvwhgic29fekmmj2cg62ytp1, 2lwjtphx3bkjty9sds520l1ey, b25dws1pbgbxuwt09of8xpe51, 7exng93jyar5is4fa64r9bhzp, depu0zp8jqcyv0jzf5r9yums5, 4sojot9t32l4a6fm3e39xkcfd, 8n4f10q0l2wjhhfdkpp8kfzdh, 45s1v9805id09m5zkcylueod1, bahph7009sc73jl6s2bramn6d, bpprd2haoafk6y0rjans4iytx, 5c4ku1hmhy6l9dq8a5jp1qf9x, 8ycvfctf7c3yljnbtltsogkph, 7atmb373dynu9s9gnl613ox5h, 4bbqmasyopxoymo4umcxd4e09, 4gqnyyx3i92fayq6cxvekqwut, 65osnocfqxv6mmpb69hm446ad, 9nwkxgbl8t933pzu60ye4xxxw, 6jq376l673aizjxxhhos2j52i, 944mc5icxdleh4kvaamvpa9zo",3905373297,197,260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483618081,1,34,16,0,0,63f5h8t5e9qm1fqmvfkb23ghh,1,0,0,2022-11-09T16:51:41.341Z,2022-11-10T02:33:16Z,3905374737,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3905374741,130,23,3905374743,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3905374749,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3905374745,194,atigcsq78g14w82lwvay26aj9,3905374747,197,16475,3905374739,59,"1, 2, 15, 3, 24, 20, 23, 21, 9, 19, 8, 4, 5, 13, 14, 16, 17, 18, 22, 30, 33, 34, 42",3905374735,30,"w503zyr8ipyobglth281uklx, eucew4k6eswqr6emzsdg4if3d, dkt9892ixwnz1bkmgileo71sl, 80aqmv4ht6rs1812qrr5j8kix, 6xulax65kp4aid70nk7g5jr2t, 7bs0ph4yksf6lvkg91u9nqzqi, dvrk8qmt9ta4c3kvjgsad7t91, 13ll29mtf7pxwz1yf0i40tsd1, 8rb37jdev612rfbrbp8zovs9h, 6akzpi6rd6qq0ke07ojnhpoet, atigcsq78g14w82lwvay26aj9, 5vhikvmcesruckmfcfmm0q8d1, 48gjuou5eashpj8wbwd18iju1, 1zjmgapwre4picauko9gnemll, 1qkep5ck252k1g3oqza5ygh61, cme92rbmqszu51sjm99ho8a21, 7aoe0u87gxgv9tvgrotcfue7e, b91n9sdabth8oocdawayybdud, et849xmcdgsy5itb8i4w7qkq2, 7y8ns61qioqu7kfsqzkvkwhuy, dqiuqhsqsayvldfazfnp8d46i, 1g921gazgv8kqrdfjkjmvqolw, aka2yqxmqpioxc1qzkl62ejv8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483640669,2,32,1,0,0,10eyb18v5puw4ez03ocaug09m,1,0,0,2022-11-09T18:02:26.574Z,2022-11-10T06:52:04Z,3905481433,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483640673,2,32,1,0,0,63f5h8t5e9qm1fqmvfkb23ghh,1,0,0,2022-11-09T18:02:26.574Z,2022-11-09T18:02:29Z,3905481441,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483640717,3,1,1,0,0,10eyb18v5puw4ez03ocaug09m,1,50,50.5,2022-11-09T18:02:26.599Z,2022-11-10T06:56:44Z,3905481607,213,2.7,3905481599,56,Back,3905481603,141,59.4,3905481609,279,S,3905481605,212,13.4,3905481601,140,38.6,3906649617,178,,,,,4sojot9t32l4a6fm3e39xkcfd,Rafa Mir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483640731,4,1,1,0,2,10eyb18v5puw4ez03ocaug09m,1,36.3,60.2,2022-11-09T18:02:28.639Z,2022-11-10T06:56:49Z,3905481675,56,Back,3905481679,141,89.2,3906649713,178,,3905481683,213,1.6,3905481677,140,34.9,3905481681,212,19.8,,,,,,,depu0zp8jqcyv0jzf5r9yums5,I. Rakitić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483640771,5,1,1,0,5,10eyb18v5puw4ez03ocaug09m,1,34.1,88.8,2022-11-09T18:02:32.260Z,2022-11-10T06:56:53Z,3905481805,140,44.4,3905481809,212,11.9,3905481803,56,Back,3905481811,213,0.4,3906649781,178,,3905481807,141,96.2,,,,,,,asweknp9d99safr6p9va75h3p,Alex Telles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483640813,6,1,1,0,7,10eyb18v5puw4ez03ocaug09m,1,41.1,95,2022-11-09T18:02:33.794Z,2022-11-10T06:56:56Z,3905482011,140,12.0,3905482015,212,31.0,3905482013,141,87.5,3905482009,56,Back,3906649817,178,,3905482017,213,3.3,,,,,,,7exng93jyar5is4fa64r9bhzp,E. Lamela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483640845,7,1,1,0,10,10eyb18v5puw4ez03ocaug09m,1,11.8,97.3,2022-11-09T18:02:37.371Z,2022-11-10T06:57:00Z,3905482195,212,20.9,3905482191,141,69.9,3905482187,140,2.7,3906649877,178,,3905482185,56,Back,3905482197,213,4.2,,,,,,,b25dws1pbgbxuwt09of8xpe51,K. Rekik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483640915,8,1,1,0,18,10eyb18v5puw4ez03ocaug09m,1,9.4,47.8,2022-11-09T18:02:45.173Z,2022-11-10T06:57:04Z,3905482557,212,22.1,3906649937,178,,3905482551,56,Back,3905482553,140,8.2,3905482559,213,1.6,3905482555,141,80.3,,,,,,,c9cp6fxbxyc2a3kfotkompxx,Y. Bounou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
