id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/11/value,qualifier/10/value,qualifier/14/value,qualifier/13/value,assist,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/17/value,qualifier/19/value
2538277303,1,34,16,0,0,10eyb18v5puw4ez03ocaug09m,1,0,0,2023-04-23T17:40:08.139Z,2023-04-23T18:58:05Z,4214950835,59,"1, 2, 3, 10, 14, 22, 7, 18, 12, 21, 25, 4, 5, 6, 9, 13, 15, 16, 17, 20, 24, 31",4214950841,194,depu0zp8jqcyv0jzf5r9yums5,4214950833,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4214950839,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4215285467,197,260,4214950837,130,8,4214950843,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4214950831,30,"bahph7009sc73jl6s2bramn6d, 1y74tse0vpdxanxf152cc8jjd, asweknp9d99safr6p9va75h3p, depu0zp8jqcyv0jzf5r9yums5, 2lwjtphx3bkjty9sds520l1ey, rlgrvvibryod2g92hqc97ii2, 5c4ku1hmhy6l9dq8a5jp1qf9x, ekm47qd8w1x0456lm1tmf5re1, 4sojot9t32l4a6fm3e39xkcfd, 8n4f10q0l2wjhhfdkpp8kfzdh, cjd62gwj9ptwrrtu6y6xnpeui, b25dws1pbgbxuwt09of8xpe51, 8ty68f4i1lwjdktycd2oy5a6t, 6vvwhgic29fekmmj2cg62ytp1, aaw54l5a40rviv8w0um4h12ol, c9cp6fxbxyc2a3kfotkompxx, 4bbqmasyopxoymo4umcxd4e09, 2mg2n8e1d83gbeykfwzz0fumt, 7exng93jyar5is4fa64r9bhzp, 65osnocfqxv6mmpb69hm446ad, 8tlfkcnlf3dq1katqazub1i39, 944mc5icxdleh4kvaamvpa9zo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538279863,1,34,16,0,0,74mcjsm72vr3l9pw2i4qfjchj,1,0,0,2023-04-23T17:42:40.091Z,2023-04-23T19:04:27Z,4214964349,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4214964355,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4214964353,194,c29mprqv2ulztd22b6uckczx1,4214964341,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4215281421,197,284,4214964345,130,2,4214964343,59,"1, 8, 24, 10, 23, 4, 11, 39, 22, 17, 21, 5, 6, 12, 14, 15, 16, 18, 35, 40",4214964339,30,"76r2yw3wtql61qh5l0yumdn85, 5soi8e2hlk77rlsbsl76hg3xl, eh70fwampgdyfv3hu25o2qx, c29mprqv2ulztd22b6uckczx1, 7c2qwyzh82a45s25zmdahrd91, 57s7gfvt5btbfzm600wn7df55, 3bm08rp9rgzh6cjhk0picxs6h, 20ebw399jhbq0i5x2eacrrs6i, 9y7202khwzb48ea7im646m11x, dhtb9gizk25k1u3h0b7xgy4tl, 4eezya3lwcwur6c8s6rl0rzvu, aza9jho12wrfa3oczxoj670mh, 5mx86rwy0u4xi1b5kqin4lhx, dfjph36vcwfj5cevut4x3vf11, 9m2qujt0h0zrd0n1akjqjo0r9, amcwh6w0brmkttg4uc5qm6z9w, 5zoz3mjooujpv0wdcphyrztd6, a3w1uczgmswm3cwk4vmvoglhx, eiqcjlj9kmitoj8g50vaglawa, 7kyxr0ntcthtbohvozw93v52i",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538338519,2,32,1,0,0,74mcjsm72vr3l9pw2i4qfjchj,1,0,0,2023-04-23T19:00:33.889Z,2023-04-23T19:00:34Z,4215290817,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538338511,2,32,1,0,0,10eyb18v5puw4ez03ocaug09m,1,0,0,2023-04-23T19:00:33.889Z,2023-04-24T07:57:48Z,4215290781,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538338541,3,1,1,0,0,10eyb18v5puw4ez03ocaug09m,1,49.9,50.1,2023-04-23T19:00:33.921Z,2023-04-24T09:35:49Z,4215290939,141,56.7,4215290937,140,29.5,4215290943,213,2.9,4216956105,178,,4215290945,279,S,4215290935,56,Back,4215290941,212,21.9,,,,8n4f10q0l2wjhhfdkpp8kfzdh,Óliver Torres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538338567,4,1,1,0,2,10eyb18v5puw4ez03ocaug09m,0,29.3,56.7,2023-04-23T19:00:36.610Z,2023-04-24T09:35:53Z,4215291067,56,Center,4215291069,140,72.3,4215291073,212,46.1,4216956257,178,,4215291077,213,6.1,4215291065,155,,4215291079,1,,4215291071,141,42.7,rlgrvvibryod2g92hqc97ii2,L. Badé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538338591,3,44,1,0,5,74mcjsm72vr3l9pw2i4qfjchj,1,31.5,67.4,2023-04-23T19:00:39.072Z,2023-04-24T10:36:19Z,4215291195,56,Back,4215291219,233,5,4215291197,285,,,,,,,,,,,,,,,,,57s7gfvt5btbfzm600wn7df55,Pau Torres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538338581,5,44,1,0,5,10eyb18v5puw4ez03ocaug09m,0,68.5,32.6,2023-04-23T19:00:39.073Z,2023-04-24T09:35:57Z,4215291255,233,3,4215291139,286,,4215291137,56,Center,,,,,,,,,,,,,,,,4sojot9t32l4a6fm3e39xkcfd,Rafa Mir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538338609,4,1,1,0,5,74mcjsm72vr3l9pw2i4qfjchj,1,30.2,68.6,2023-04-23T19:00:39.119Z,2023-04-24T10:36:20Z,4215291307,3,,4215291309,56,Back,4215291313,141,62.0,4216956645,388,,4215291317,212,7.6,4215291319,213,5.6,4215291311,140,36.0,,,,57s7gfvt5btbfzm600wn7df55,Pau Torres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538338621,5,1,1,0,7,74mcjsm72vr3l9pw2i4qfjchj,0,32.5,62,2023-04-23T19:00:41.218Z,2023-04-24T09:36:11Z,4215291369,56,Back,4215291367,168,,4215291375,212,5.9,4215291373,141,58.3,4215291377,213,5.8,4215291365,3,,4216957187,388,,4215291371,140,37.6,20ebw399jhbq0i5x2eacrrs6i,Ramón Terrats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
