id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,keyPass,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/14/value,qualifier/17/value,assist,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2499064717,1,34,16,0,0,63f5h8t5e9qm1fqmvfkb23ghh,1,0,0,2023-01-21T11:45:38.138Z,2023-01-21T13:02:17Z,3986830499,30,"w503zyr8ipyobglth281uklx, e35v2pspdgl7t769d57e67ob9, dkt9892ixwnz1bkmgileo71sl, 5vhikvmcesruckmfcfmm0q8d1, 48gjuou5eashpj8wbwd18iju1, 6xulax65kp4aid70nk7g5jr2t, dvrk8qmt9ta4c3kvjgsad7t91, 13ll29mtf7pxwz1yf0i40tsd1, 6akzpi6rd6qq0ke07ojnhpoet, 21vx56lpd276xqbu11ubkf78q, aka2yqxmqpioxc1qzkl62ejv8, 8rb37jdev612rfbrbp8zovs9h, b45ryclny991bm7qosieyg1cl, bj929w5yi7lnz36jxsi5qnq7e, 1zjmgapwre4picauko9gnemll, 1qkep5ck252k1g3oqza5ygh61, 7aoe0u87gxgv9tvgrotcfue7e, et849xmcdgsy5itb8i4w7qkq2, y83xbwzi3ean9mh7j0thzw4q, 7y8ns61qioqu7kfsqzkvkwhuy, 6lnttemmflhxp700fr069ty0a, b2xlrg9xvucrut2fhmvsgjuqy, 1g921gazgv8kqrdfjkjmvqolw",3986830509,194,5vhikvmcesruckmfcfmm0q8d1,3986830511,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3986830507,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3986830505,130,3,3986947805,197,16475,3986830501,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3986830503,59,"1, 6, 15, 4, 5, 24, 23, 21, 19, 7, 42, 9, 10, 12, 13, 14, 17, 22, 28, 30, 31, 32, 34",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499065019,1,34,16,0,0,3budh3j9xivsid3ptm8ptpy4k,1,0,0,2023-01-21T11:46:34.960Z,2023-01-21T13:04:42Z,3986832011,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3986832015,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3986832005,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3986832007,59,"1, 20, 3, 21, 19, 5, 7, 17, 34, 8, 18, 2, 4, 6, 9, 11, 12, 13, 14, 15, 16, 22, 24",3986832013,194,676ehh6cwla4o9igey7qr1uqd,3986832009,130,8,3986947075,197,257,3986832003,30,"5dfvefxvwj8kixbajluw25mtx, bpfp895223p7w0px2ui3nb2l1, 39c5g6782qlrtw55fsre7exnt, 1ho7koiegfhsuevuum2meibu2, 533095rnz0k8mxqe6gzn0mfo5, bi8nrmyaxsgbhixw921fzvm5l, 3ca7tqrdasmeop6ud9zot0wdl, u04ao1ldrjjesgqq52o7ghqt, 1bdnkqbxm2u5ror7ipig5m73e, 676ehh6cwla4o9igey7qr1uqd, 8eh38t4oyyt728co362f6uqqd, 96kskr71ls9jtky9hn0iuk9d6, 5cfem3t7stlov2fqltu3faevp, b5rea5r4h8bclpenau2au142x, 8oc3lpz3xttrnwxk1fnnv7owl, a045sz2acqbfgyq9puwsu8sx6, 4yzk41dkluqfxb8o3dbq06zqi, 9xwog4v0ij8m1vs7doi52li39, d7mgn0oexyymir3upflm8gfyt, amt4voyjzhnvr55t08hzlw50q, lp63o37czdwete0smmu62k89, 9zgqiq6ksmits5apgsfk2yyfp, c3rreq5bz6smx1ynf9zsune1h",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499087641,2,32,1,0,0,3budh3j9xivsid3ptm8ptpy4k,1,0,0,2023-01-21T13:00:43.025Z,2023-01-22T03:09:37Z,3986952015,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499087609,2,32,1,0,0,63f5h8t5e9qm1fqmvfkb23ghh,1,0,0,2023-01-21T13:00:43.025Z,2023-01-21T13:00:43Z,3986951829,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499087633,3,1,1,0,0,63f5h8t5e9qm1fqmvfkb23ghh,1,50,50,2023-01-21T13:00:43.100Z,2023-01-22T03:55:19Z,3986951975,140,40.7,3986951983,279,S,3986951977,141,41.3,3986951979,212,11.4,3989311771,178,,3986951973,56,Back,3986951981,213,3.7,,,,6akzpi6rd6qq0ke07ojnhpoet,A. Sørloth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499087649,4,1,1,0,1,63f5h8t5e9qm1fqmvfkb23ghh,1,40.7,41.3,2023-01-21T13:00:44.714Z,2023-01-22T03:55:24Z,3986952045,56,Back,3986952047,140,27.5,3986952051,212,19.7,3986952053,213,2.4,3989311877,178,,3986952049,141,61.8,,,,,,,13ll29mtf7pxwz1yf0i40tsd1,David Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499087671,5,1,1,0,4,63f5h8t5e9qm1fqmvfkb23ghh,1,27.5,58.4,2023-01-21T13:00:47.420Z,2023-01-22T03:55:29Z,3986952139,56,Back,3986952143,141,24.2,3989312005,178,,3986952141,140,30.5,3986952147,213,4.8,3986952145,212,23.5,,,,,,,6xulax65kp4aid70nk7g5jr2t,R. Le Normand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499087703,6,1,1,0,7,63f5h8t5e9qm1fqmvfkb23ghh,1,29.7,23.9,2023-01-21T13:00:50.667Z,2023-01-22T03:55:35Z,3986952319,141,9.5,3986952321,212,10.6,3989312123,178,,3986952323,213,5.1,3986952317,140,33.6,3986952315,56,Back,,,,,,,48gjuou5eashpj8wbwd18iju1,Zubeldia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499087747,7,1,1,0,11,63f5h8t5e9qm1fqmvfkb23ghh,1,33,11.3,2023-01-21T13:00:54.985Z,2023-01-22T03:55:40Z,3986952543,141,17.5,3986952539,56,Back,3989312199,178,,3986952545,212,10.8,3986952547,213,2.7,3986952541,140,23.5,,,,,,,e35v2pspdgl7t769d57e67ob9,Elustondo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499087835,8,1,1,0,14,63f5h8t5e9qm1fqmvfkb23ghh,1,18,19.1,2023-01-21T13:00:57.383Z,2023-01-22T03:55:44Z,3986952985,212,17.9,3986952987,213,2.4,3986952981,140,5.0,3986952979,56,Back,3989312239,178,,3986952983,141,36.2,,,,,,,48gjuou5eashpj8wbwd18iju1,Zubeldia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499087889,9,1,1,0,23,63f5h8t5e9qm1fqmvfkb23ghh,1,11.7,43.1,2023-01-21T13:01:06.580Z,2023-01-22T03:55:46Z,3986953199,1,,3986953193,141,95.4,3986953187,155,,3986953189,56,Back,3989312251,178,,3986953191,140,25.1,3986953197,213,1.2,3986953195,212,38.2,w503zyr8ipyobglth281uklx,Álex Remiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499087941,10,1,1,0,27,63f5h8t5e9qm1fqmvfkb23ghh,1,26.4,94.5,2023-01-21T13:01:10.393Z,2023-01-22T03:55:49Z,3989312289,178,,3986953419,1,,3986953413,141,79.4,3986953409,56,Left,3986953415,212,32.4,3986953417,213,6.0,3986953411,140,55.7,,,,dkt9892ixwnz1bkmgileo71sl,Diego Rico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499481513,875,3,1,0,29,63f5h8t5e9qm1fqmvfkb23ghh,0,58,79.5,2023-01-21T13:01:12.202Z,2023-01-22T03:55:53Z,3989312335,178,,3989039267,56,Left,3989039269,286,,3989039273,465,,3989039275,467,533095rnz0k8mxqe6gzn0mfo5,,,,,,,,,,13ll29mtf7pxwz1yf0i40tsd1,David Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499087943,11,4,1,0,29,63f5h8t5e9qm1fqmvfkb23ghh,1,63.1,79.8,2023-01-21T13:01:12.552Z,2023-01-22T03:55:56Z,3986953793,233,3,3986953435,152,,3986953437,265,,3986953431,13,,3986953439,286,,3986953433,56,Left,,,,,,,13ll29mtf7pxwz1yf0i40tsd1,David Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499088003,3,4,1,0,29,3budh3j9xivsid3ptm8ptpy4k,0,36.9,20.2,2023-01-21T13:01:12.553Z,2023-01-22T03:55:55Z,3986953763,56,Back,3986953963,233,11,3989312347,178,,3986953769,285,,3986953765,152,,3986953767,265,,3986953761,13,,,,,533095rnz0k8mxqe6gzn0mfo5,F. Lejeune,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499088097,12,1,1,0,34,63f5h8t5e9qm1fqmvfkb23ghh,1,57.7,80.4,2023-01-21T13:01:17.930Z,2023-01-22T03:56:00Z,3986954253,152,,3986954261,212,28.3,3986954257,140,83.2,3986954507,189,,3986954259,141,94.1,3986954251,5,,3986954255,56,Left,3986954263,213,0.3,dkt9892ixwnz1bkmgileo71sl,Diego Rico,3989312421,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499539253,965,83,1,0,41,3budh3j9xivsid3ptm8ptpy4k,1,13.9,9.7,2023-01-21T13:01:24.284Z,2023-01-22T04:35:58Z,3989347161,399,143877,,,,,,,,,,,,,,,,,,,,,,bpfp895223p7w0px2ui3nb2l1,I. Balliu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499088105,13,1,1,0,42,63f5h8t5e9qm1fqmvfkb23ghh,0,97.2,82.4,2023-01-21T13:01:25.927Z,2023-01-22T03:56:15Z,3989039573,72,,3986954325,56,Center,3989312731,178,,3986954331,212,3.2,3986954327,140,98.0,3986954321,2,,3989039493,224,,3986954329,141,77.9,6akzpi6rd6qq0ke07ojnhpoet,A. Sørloth,3986954333,213,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499088113,4,61,1,0,42,3budh3j9xivsid3ptm8ptpy4k,1,2.4,21.2,2023-01-21T13:01:26.005Z,2023-01-22T03:56:21Z,3989312801,178,,3986954383,56,Back,,,,,,,,,,,,,,,,,,,bpfp895223p7w0px2ui3nb2l1,I. Balliu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499088125,5,52,1,0,44,3budh3j9xivsid3ptm8ptpy4k,1,2.6,39.1,2023-01-21T13:01:27.429Z,2023-01-22T03:56:26Z,3989312869,178,,3989039647,376,,,,,,,,,,,,,,,,,,,,5dfvefxvwj8kixbajluw25mtx,S. Dimitrievski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499088243,6,80,1,1,3,3budh3j9xivsid3ptm8ptpy4k,0,12.3,45.2,2023-01-21T13:01:46.784Z,2023-01-22T03:56:30Z,3989312897,178,,,,,,,,,,,,,,,,,,,,,,,5dfvefxvwj8kixbajluw25mtx,S. Dimitrievski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499088337,7,1,1,1,8,3budh3j9xivsid3ptm8ptpy4k,0,13,41.8,2023-01-21T13:01:51.694Z,2023-01-22T03:56:32Z,3986955599,212,57.7,3986955593,56,Center,3986955601,213,6.1,3989312923,178,,3986955595,140,67.0,3986955597,141,25.8,3986955591,155,,3986955603,1,,5dfvefxvwj8kixbajluw25mtx,S. Dimitrievski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499088375,14,1,1,1,11,63f5h8t5e9qm1fqmvfkb23ghh,0,28.4,71.1,2023-01-21T13:01:54.874Z,2023-01-22T03:56:39Z,3986955815,56,Back,3986955817,140,40.2,3986955823,213,0.2,3989313015,388,,3986955813,3,,3986955821,212,12.8,3986955819,141,75.6,,,,6xulax65kp4aid70nk7g5jr2t,R. Le Normand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499088421,8,1,1,1,13,3budh3j9xivsid3ptm8ptpy4k,1,58.2,16.2,2023-01-21T13:01:56.671Z,2023-01-22T03:56:44Z,3989313117,178,,3986956083,140,63.7,3986956089,213,5.4,3986956087,212,9.1,3986956085,141,5.9,3986956081,56,Right,3989313119,21,,,,,1ho7koiegfhsuevuum2meibu2,P. Ciss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499088451,9,1,1,1,14,3budh3j9xivsid3ptm8ptpy4k,1,63.7,5.9,2023-01-21T13:01:57.965Z,2023-01-22T03:56:50Z,3989313209,178,,3986956243,212,5.6,3986956239,140,58.4,3986956245,213,3.3,3986956241,141,4.7,3986956237,56,Right,,,,,,,3ca7tqrdasmeop6ud9zot0wdl,Isi Palazón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499088467,10,2,1,1,16,3budh3j9xivsid3ptm8ptpy4k,1,58.4,4.7,2023-01-21T13:01:59.033Z,2023-01-22T03:56:57Z,3986962691,7,1bdnkqbxm2u5ror7ipig5m73e,3986956325,56,Center,3986956327,140,72.5,3986956329,141,35.5,3989313265,178,,,,,,,,,,,bpfp895223p7w0px2ui3nb2l1,I. Balliu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499089501,36,55,1,1,16,63f5h8t5e9qm1fqmvfkb23ghh,1,32.3,70.7,2023-01-21T13:01:59.034Z,2023-01-22T03:56:57Z,,,,,,,,,,,,,,,,,,,,,,,,,6xulax65kp4aid70nk7g5jr2t,R. Le Normand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499088475,15,43,1,1,19,63f5h8t5e9qm1fqmvfkb23ghh,1,0,0,2023-01-21T13:02:02.157Z,2023-01-21T13:04:00Z,3986956357,56,Back,3986964333,144,8,3986956379,15,0,,,,,,,,,,,,,,,,6xulax65kp4aid70nk7g5jr2t,R. Le Normand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499088507,16,43,1,1,22,63f5h8t5e9qm1fqmvfkb23ghh,1,0,0,2023-01-21T13:02:05.277Z,2023-01-21T13:04:02Z,3986964449,144,49,,,,,,,,,,,,,,,,,,,,,,e35v2pspdgl7t769d57e67ob9,Elustondo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
