id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/8/value,qualifier/9/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/13/value,qualifier/12/value,assist,qualifier/14/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/15/value
2474242127,1,34,16,0,0,4jelr92fsge73q39is6qvhxb3,1,0,0,2022-10-19T15:50:08.330Z,2022-10-19T17:07:51Z,3855927219,130,10,3855927221,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3855927225,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3856036395,197,273,3855927223,194,74gwlzg12wr9pkwmdh9xpa505,3855927213,30,"74gwlzg12wr9pkwmdh9xpa505, 9tp35qqu1heburu0g5wa6jv56, 7v5zw48zp3pxd39q1i2qmul79, 9f83clp1v95kvlxdb376tgbth, 8vdhfk7vik10ia4uv8zh1lbyt, 3fatiz92fyc3cn91ca11i0iqd, 66t7zm54jgmcjtiizl9g0rkkp, b6rbjpzuq9vo9kdil1tlyl2ad, cj24ptt1lvwh7hakewqydobf9, 1jffh172t15s6ws7nou0fc251, 1whtyw1adggpz4j1xp7sjbeg9, 25txz41mi9auu289jliapd6tx, 234yd91ki5snm5wipuxzogkp, 2z101tpx36mno6neclyrym8yd, 2z183ceh099zdd3wq5fvs1aay, bqckicfyy7s8vqugcwwvwp5n9, 81egd7oua1lfq2j8lke5z0ueh, 3zyib6lm9w7bi6lbek5m0dbrp, 458bvyiuixqgsysikrpoirxlh, 46gpq48n4d5bntwa8v2t78hcl, d8om2m3knmfqt17u5emlapi50, b64ooee68x644gdibifgssrh0",3855927217,59,"1, 39, 12, 5, 3, 24, 4, 17, 9, 16, 6, 7, 8, 10, 11, 14, 15, 18, 20, 21, 31, 32",3855927215,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474242251,1,34,16,0,0,6f27yvbqcngegwsg2ozxxdj4,1,0,0,2022-10-19T15:52:10.576Z,2022-10-19T17:00:43Z,3856050181,197,17362,3855928063,30,"c1b9p5bk8hfyw0bi6thva0lw5, 7k2alak95p1u2ysftwwiaqsid, 40gxfsz7bgrkdudqewlpxzyzt, 9g4devlvymukexrvfgkipd6tx, 3qrk8nw6nc8o96n7jr1az21ux, c3sl9ajm4q424r4u37iath3hl, ea5xlslcii56ycrlmyo6uiimt, e3czx0nsuw10acnftbr8ud0bt, 2ge9oa66xgsefhhpvuboua76x, cs2yx3hiqjsb4i5ul2r5kmdat, 5ez2huoeh2g3ijpgr7m15lg5, e8s9ssopq5nmp51zymvqp8jbp, 64h0x8sur55l07oaiuog4v2z9, 59ndqnsvggsoek170rdqyd1w5, e91yegwfliqhfy9yyk19otafo, cbym98g15egnbeda05mt3drrp, 1lym8zscp7l8icay2cya7cauh, 3sy16pz110zmyq073ao24l1ck, 37b6tzaexinmfadvi4you5wmi, 9ksvo095xi2t4q4pvgxa836z8",3855928065,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3855928067,59,"1, 2, 17, 14, 15, 3, 5, 8, 18, 10, 11, 4, 7, 13, 19, 20, 23, 26, 28, 35",3855928071,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3855928075,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3855928069,130,21,3855928073,194,7k2alak95p1u2ysftwwiaqsid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474264155,2,32,1,0,0,4jelr92fsge73q39is6qvhxb3,1,0,0,2022-10-19T17:00:28.969Z,2022-10-20T06:36:05Z,3856049507,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474264163,2,32,1,0,0,6f27yvbqcngegwsg2ozxxdj4,1,0,0,2022-10-19T17:00:28.969Z,2022-10-19T17:00:32Z,3856049545,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474264183,3,1,1,0,0,4jelr92fsge73q39is6qvhxb3,1,50,49.5,2022-10-19T17:00:28.980Z,2022-10-20T07:26:35Z,3857513277,178,,3856049669,279,S,3856049667,213,3.0,3856049665,212,8.2,3856049661,140,42.2,3856049659,56,Back,3856049663,141,50.9,,,,cj24ptt1lvwh7hakewqydobf9,S. Weissman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474264197,4,1,1,0,2,4jelr92fsge73q39is6qvhxb3,1,36.6,47.8,2022-10-19T17:00:31.637Z,2022-10-20T07:26:38Z,3856049755,141,3.6,3856049757,212,35.2,3856049751,56,Right,3856049753,140,54.0,3856049749,155,,3857513361,178,,3856049759,213,5.3,3856049761,1,,b6rbjpzuq9vo9kdil1tlyl2ad,Roque Mesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474264209,5,1,1,0,4,4jelr92fsge73q39is6qvhxb3,1,58.1,2.9,2022-10-19T17:00:33.764Z,2022-10-20T07:26:47Z,3857513585,178,,3856049829,141,11.6,3856049827,140,65.1,3856049825,56,Right,3856049831,212,9.4,3856049833,213,0.7,3856049823,3,,,,,9tp35qqu1heburu0g5wa6jv56,Lucas Rosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474264229,6,1,1,0,6,4jelr92fsge73q39is6qvhxb3,0,62.7,15.3,2022-10-19T17:00:35.333Z,2022-10-20T07:26:54Z,3856049939,213,4.9,3857513775,178,,3856049933,140,64.6,3856049935,141,0.0,3856049937,212,11.9,3856049931,56,Right,,,,,,,1jffh172t15s6ws7nou0fc251,Sergi Guardiola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474264275,3,5,1,0,8,6f27yvbqcngegwsg2ozxxdj4,1,30.6,101.7,2022-10-19T17:00:37.464Z,2022-10-20T07:26:57Z,3856050167,347,,3856050165,56,Back,3856050183,233,7,,,,,,,,,,,,,,,,cs2yx3hiqjsb4i5ul2r5kmdat,Iago Aspas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474264233,7,5,1,0,8,4jelr92fsge73q39is6qvhxb3,0,69.4,-1.7,2022-10-19T17:00:37.464Z,2022-10-20T07:26:57Z,3856050187,233,3,3856049947,347,,3856049945,56,Right,,,,,,,,,,,,,,,,1jffh172t15s6ws7nou0fc251,Sergi Guardiola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474264353,4,1,1,0,19,6f27yvbqcngegwsg2ozxxdj4,1,25,100,2022-10-19T17:00:48.762Z,2022-10-20T07:27:02Z,3856251581,189,,3856050609,213,4.8,3856050601,56,Back,3856050607,212,8.8,3856050605,141,88.8,3856050603,140,25.4,3856050599,107,,,,,40gxfsz7bgrkdudqewlpxzyzt,Javi Galán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474264363,5,1,1,0,22,6f27yvbqcngegwsg2ozxxdj4,0,29.9,96.4,2022-10-19T17:00:51.262Z,2022-10-20T07:27:06Z,3856050653,1,,3856050647,141,90.9,3856050645,140,46.3,3856050641,157,,3856050643,56,Back,3856050651,213,6.1,3856050649,212,17.6,3857514139,178,,5ez2huoeh2g3ijpgr7m15lg5,F. Cervi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474264367,8,1,1,0,24,4jelr92fsge73q39is6qvhxb3,0,52.8,8.3,2022-10-19T17:00:53.933Z,2022-10-20T07:27:10Z,3856050673,140,63.8,3856050677,212,11.7,3856050671,56,Right,3856050675,141,5.8,3856050669,3,,3856050679,213,6.1,3857514231,178,,,,,3fatiz92fyc3cn91ca11i0iqd,Joaquín Fernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474264399,6,50,1,0,26,6f27yvbqcngegwsg2ozxxdj4,1,37.8,88.3,2022-10-19T17:00:55.266Z,2022-10-20T07:27:22Z,3856050901,233,9,3856050833,56,Back,3856050835,286,,,,,,,,,,,,,,,,,5ez2huoeh2g3ijpgr7m15lg5,F. Cervi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474264407,9,7,1,0,26,4jelr92fsge73q39is6qvhxb3,1,62.2,11.7,2022-10-19T17:00:55.356Z,2022-10-20T07:27:27Z,3857421915,384,,3857514521,178,,3856050859,285,,3856050857,56,Right,3856050887,233,6,,,,,,,,,,9tp35qqu1heburu0g5wa6jv56,Lucas Rosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474264411,10,1,1,0,26,4jelr92fsge73q39is6qvhxb3,1,59.7,12.2,2022-10-19T17:00:55.691Z,2022-10-20T07:27:35Z,3857514633,178,,3857422241,141,12.2,3857422245,213,0.0,3856050865,56,Right,3857422239,140,65.1,3857422243,212,5.7,,,,,,,66t7zm54jgmcjtiizl9g0rkkp,Kike Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474558653,949,43,1,0,27,4jelr92fsge73q39is6qvhxb3,1,0,0,2022-10-19T17:00:56.302Z,2022-10-20T09:30:28Z,3857629805,178,0,3857630151,144,82,,,,,,,,,,,,,,,,,,,1jffh172t15s6ws7nou0fc251,Sergi Guardiola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474264421,11,49,1,0,27,4jelr92fsge73q39is6qvhxb3,1,65,11.4,2022-10-19T17:00:56.324Z,2022-10-20T07:27:42Z,,,,,,,,,,,,,,,,,,,,,,,,,1jffh172t15s6ws7nou0fc251,Sergi Guardiola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474264431,12,1,1,0,28,4jelr92fsge73q39is6qvhxb3,1,61.7,11,2022-10-19T17:00:57.102Z,2022-10-20T07:27:51Z,3856050953,56,Right,3856050955,140,63.1,3856050957,141,3.6,3856050961,213,5.0,3856050959,212,5.2,3857514801,178,,,,,,,,1jffh172t15s6ws7nou0fc251,Sergi Guardiola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474558763,951,43,1,0,28,4jelr92fsge73q39is6qvhxb3,1,0,0,2022-10-19T17:00:57.253Z,2022-10-20T09:32:46Z,3857634169,144,82,3857630319,178,0,,,,,,,,,,,,,,,,,,,66t7zm54jgmcjtiizl9g0rkkp,Kike Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474264435,13,3,1,0,29,4jelr92fsge73q39is6qvhxb3,0,64.4,2.2,2022-10-19T17:00:58.517Z,2022-10-20T07:28:06Z,3857422525,464,,3856050973,56,Right,3856050975,286,,3857514843,178,,3856051015,233,7,,,,,,,,,,66t7zm54jgmcjtiizl9g0rkkp,Kike Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474264433,7,7,1,0,29,6f27yvbqcngegwsg2ozxxdj4,1,35.6,97.8,2022-10-19T17:00:58.574Z,2022-10-20T07:28:02Z,3856051011,233,13,3857514899,178,,3857000799,385,,3856050967,56,Back,3856050965,167,,3856050969,285,,,,,,,,40gxfsz7bgrkdudqewlpxzyzt,Javi Galán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474264439,8,5,1,0,30,6f27yvbqcngegwsg2ozxxdj4,0,38.1,101.5,2022-10-19T17:00:59.840Z,2022-10-20T07:28:10Z,3856050983,347,,3856051043,233,14,3856050981,56,Back,,,,,,,,,,,,,,,,40gxfsz7bgrkdudqewlpxzyzt,Javi Galán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474264449,14,5,1,0,30,4jelr92fsge73q39is6qvhxb3,1,61.9,-1.5,2022-10-19T17:00:59.840Z,2022-10-20T07:28:10Z,3856051033,56,Right,3856051037,233,8,3856051035,347,,,,,,,,,,,,,,,,,66t7zm54jgmcjtiizl9g0rkkp,Kike Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
