id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/9/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,assist,qualifier/12/value,keyPass,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId
2475367489,1,34,16,0,0,4jelr92fsge73q39is6qvhxb3,1,0,0,2022-10-22T13:20:17.656Z,2022-10-22T14:37:02Z,3861891849,30,"74gwlzg12wr9pkwmdh9xpa505, 9tp35qqu1heburu0g5wa6jv56, 3zyib6lm9w7bi6lbek5m0dbrp, 9f83clp1v95kvlxdb376tgbth, 81egd7oua1lfq2j8lke5z0ueh, 3fatiz92fyc3cn91ca11i0iqd, 46gpq48n4d5bntwa8v2t78hcl, 2z101tpx36mno6neclyrym8yd, cj24ptt1lvwh7hakewqydobf9, 25txz41mi9auu289jliapd6tx, 234yd91ki5snm5wipuxzogkp, 8vdhfk7vik10ia4uv8zh1lbyt, 66t7zm54jgmcjtiizl9g0rkkp, 1whtyw1adggpz4j1xp7sjbeg9, 2z183ceh099zdd3wq5fvs1aay, 7v5zw48zp3pxd39q1i2qmul79, bqckicfyy7s8vqugcwwvwp5n9, 1jffh172t15s6ws7nou0fc251, b6rbjpzuq9vo9kdil1tlyl2ad, 458bvyiuixqgsysikrpoirxlh, 5vyiq10fusxvrx4tajz9lmg9h, d8om2m3knmfqt17u5emlapi50, b64ooee68x644gdibifgssrh0",3861891853,59,"1, 39, 18, 5, 15, 24, 21, 10, 9, 7, 8, 3, 4, 6, 11, 12, 14, 16, 17, 20, 25, 31, 32",3862198359,197,273,3861891857,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3861891861,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3861891855,130,12,3861891859,194,74gwlzg12wr9pkwmdh9xpa505,3861891851,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475370247,1,34,16,0,0,63f5h8t5e9qm1fqmvfkb23ghh,1,0,0,2022-10-22T13:23:28.988Z,2022-10-22T14:20:02Z,3862249305,197,16475,3861907285,59,"1, 18, 15, 3, 5, 24, 23, 21, 14, 9, 8, 4, 6, 13, 16, 17, 20, 22, 30, 33, 42, 45",3861907291,194,atigcsq78g14w82lwvay26aj9,3861907289,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3861907287,130,21,3861907283,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3861907293,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3861907281,30,"w503zyr8ipyobglth281uklx, b91n9sdabth8oocdawayybdud, dkt9892ixwnz1bkmgileo71sl, 80aqmv4ht6rs1812qrr5j8kix, 48gjuou5eashpj8wbwd18iju1, 6xulax65kp4aid70nk7g5jr2t, dvrk8qmt9ta4c3kvjgsad7t91, 13ll29mtf7pxwz1yf0i40tsd1, 1qkep5ck252k1g3oqza5ygh61, 8rb37jdev612rfbrbp8zovs9h, atigcsq78g14w82lwvay26aj9, 5vhikvmcesruckmfcfmm0q8d1, e35v2pspdgl7t769d57e67ob9, 1zjmgapwre4picauko9gnemll, cme92rbmqszu51sjm99ho8a21, 7aoe0u87gxgv9tvgrotcfue7e, 7bs0ph4yksf6lvkg91u9nqzqi, et849xmcdgsy5itb8i4w7qkq2, 7y8ns61qioqu7kfsqzkvkwhuy, dqiuqhsqsayvldfazfnp8d46i, aka2yqxmqpioxc1qzkl62ejv8, 8bu8ivrdbh6lc4cpdaki5l9wq",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475442969,2,32,1,0,0,4jelr92fsge73q39is6qvhxb3,1,0,0,2022-10-22T14:16:05.599Z,2022-10-22T21:19:11Z,3862277085,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475442945,2,32,1,0,0,63f5h8t5e9qm1fqmvfkb23ghh,1,0,0,2022-10-22T14:16:05.599Z,2022-10-22T14:16:05Z,3862276947,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475443065,3,1,1,0,0,63f5h8t5e9qm1fqmvfkb23ghh,1,50,50,2022-10-22T14:16:05.620Z,2022-10-22T22:38:24Z,3862277561,140,38.4,3864810809,178,,3862277559,56,Back,3862277567,213,2.9,3862277563,141,53.6,3862277565,212,12.4,3862277569,279,S,,,,13ll29mtf7pxwz1yf0i40tsd1,David Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475443095,4,1,1,0,1,63f5h8t5e9qm1fqmvfkb23ghh,1,37.5,53.7,2022-10-22T14:16:07.422Z,2022-10-22T22:38:34Z,3862277771,56,Back,3862277773,140,47.3,3864810957,178,,3862277783,213,5.9,3862277779,212,11.0,3862277775,141,48.1,,,,,,,80aqmv4ht6rs1812qrr5j8kix,Martín Zubimendi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475443155,5,1,1,0,2,63f5h8t5e9qm1fqmvfkb23ghh,1,47.3,48.2,2022-10-22T14:16:08.373Z,2022-10-22T22:38:37Z,3862278081,140,32.8,3862278087,213,3.7,3862278083,141,34.5,3862278077,56,Back,3862278085,212,17.8,3864811015,178,,,,,,,,13ll29mtf7pxwz1yf0i40tsd1,David Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475443229,6,1,1,0,5,63f5h8t5e9qm1fqmvfkb23ghh,1,32.8,34.5,2022-10-22T14:16:11.082Z,2022-10-22T22:38:48Z,3862278491,213,5.0,3864811213,178,,3862278483,141,11.3,3862278479,56,Back,3862278487,212,16.6,3862278481,140,37.8,,,,,,,48gjuou5eashpj8wbwd18iju1,Zubeldia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475443307,7,1,1,0,8,63f5h8t5e9qm1fqmvfkb23ghh,1,37.1,13.5,2022-10-22T14:16:13.852Z,2022-10-22T22:38:54Z,3862278937,141,26.4,3862278933,56,Back,3862278939,212,11.3,3862278935,140,43.9,3864811371,178,,3862278941,213,0.9,,,,,,,b91n9sdabth8oocdawayybdud,Gorosabel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475443439,8,1,1,0,10,63f5h8t5e9qm1fqmvfkb23ghh,1,42.5,28.3,2022-10-22T14:16:16.141Z,2022-10-22T22:39:02Z,3862279571,140,22.4,3862279569,56,Back,3864811453,178,,3862279575,212,21.1,3862279577,213,3.2,3862279573,141,26.8,,,,,,,13ll29mtf7pxwz1yf0i40tsd1,David Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475443617,9,1,1,0,13,63f5h8t5e9qm1fqmvfkb23ghh,1,20.4,27.7,2022-10-22T14:16:18.784Z,2022-10-22T22:39:11Z,3864811647,178,,3862280523,213,2.5,3862280517,140,5.0,3862280521,212,19.7,3862280519,141,44.2,3862280515,56,Back,,,,,,,48gjuou5eashpj8wbwd18iju1,Zubeldia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475443715,10,1,1,0,16,63f5h8t5e9qm1fqmvfkb23ghh,1,6.6,44.8,2022-10-22T14:16:22.163Z,2022-10-22T22:39:17Z,3862281041,140,12.2,3864811787,178,,3862281037,56,Back,3862281045,212,14.8,3862281043,141,24.9,3862281047,213,5.1,,,,,,,w503zyr8ipyobglth281uklx,Álex Remiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475444161,11,1,1,0,20,63f5h8t5e9qm1fqmvfkb23ghh,1,12.2,23.9,2022-10-22T14:16:26.133Z,2022-10-22T22:39:26Z,3862283773,213,2.1,3862283765,56,Back,3862283769,141,42.2,3862283771,212,14.6,3862283767,140,4.9,3864812101,178,,,,,,,,48gjuou5eashpj8wbwd18iju1,Zubeldia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475444341,12,1,1,0,33,63f5h8t5e9qm1fqmvfkb23ghh,0,14.1,46.4,2022-10-22T14:16:39.423Z,2022-10-22T22:39:32Z,3862284813,213,0.2,3862284815,1,,3862284811,212,65.7,3862284807,140,76.0,3864812289,178,,3862284809,141,60.9,3862284805,56,Center,,,,w503zyr8ipyobglth281uklx,Álex Remiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475444397,3,59,1,0,38,4jelr92fsge73q39is6qvhxb3,1,0,0,2022-10-22T14:16:43.770Z,2022-10-22T22:39:45Z,3862285121,56,Back,,,,,,,,,,,,,,,,,,,,,,74gwlzg12wr9pkwmdh9xpa505,Jordi Masip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475444405,4,49,1,0,38,4jelr92fsge73q39is6qvhxb3,1,23.3,33.9,2022-10-22T14:16:43.806Z,2022-10-22T22:40:07Z,,,,,,,,,,,,,,,,,,,,,,,,,74gwlzg12wr9pkwmdh9xpa505,Jordi Masip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475444505,5,1,1,0,38,4jelr92fsge73q39is6qvhxb3,0,23.3,33.9,2022-10-22T14:16:43.827Z,2022-10-22T22:40:15Z,3862285717,141,50.9,3862285713,56,Center,3862285715,140,65.2,3862285721,213,0.3,3862285719,212,45.5,3864812993,178,,3862285711,157,,3862285723,1,,74gwlzg12wr9pkwmdh9xpa505,Jordi Masip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475444445,13,44,1,0,40,63f5h8t5e9qm1fqmvfkb23ghh,1,34.8,56.4,2022-10-22T14:16:46.261Z,2022-10-23T06:01:21Z,3862285919,233,6,3862285373,56,Back,3862285375,285,,,,,,,,,,,,,,,,,48gjuou5eashpj8wbwd18iju1,Zubeldia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475444519,6,44,1,0,40,4jelr92fsge73q39is6qvhxb3,0,65.2,43.6,2022-10-22T14:16:46.262Z,2022-10-22T22:40:34Z,3862285997,233,13,3862285805,286,,3862285803,56,Center,,,,,,,,,,,,,,,,25txz41mi9auu289jliapd6tx,Sergio León,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475444593,14,1,1,0,40,63f5h8t5e9qm1fqmvfkb23ghh,0,34.7,62.6,2022-10-22T14:16:46.372Z,2022-10-23T06:01:22Z,3862286225,3,,3862286229,140,40.2,3862286231,141,100.0,3862286227,56,Back,3864814197,388,,3862286233,212,26.4,3862286235,213,1.4,,,,48gjuou5eashpj8wbwd18iju1,Zubeldia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475444685,7,5,1,0,42,4jelr92fsge73q39is6qvhxb3,1,58.8,-1.2,2022-10-22T14:16:48.593Z,2022-10-22T22:40:56Z,3862286783,347,,3862286781,56,Right,3862286855,233,15,,,,,,,,,,,,,,,,25txz41mi9auu289jliapd6tx,Sergio León,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475444607,15,5,1,0,42,63f5h8t5e9qm1fqmvfkb23ghh,0,41.2,101.2,2022-10-22T14:16:48.593Z,2022-10-22T22:40:57Z,3862286299,347,,3862286899,233,7,3862286297,56,Back,,,,,,,,,,,,,,,,48gjuou5eashpj8wbwd18iju1,Zubeldia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475444843,8,1,1,0,51,4jelr92fsge73q39is6qvhxb3,1,57.9,0,2022-10-22T14:16:56.662Z,2022-10-22T22:41:06Z,3862287711,141,4.9,3862287707,56,Back,3862287709,140,40.9,3862287705,107,,3862287717,213,2.9,3862287713,212,18.4,,,,,,,9tp35qqu1heburu0g5wa6jv56,Lucas Rosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475445037,10,4,1,0,53,4jelr92fsge73q39is6qvhxb3,1,36,8.6,2022-10-22T14:16:59.042Z,2022-10-22T22:41:21Z,3862288883,152,,3862288887,286,,3862288877,13,,3862288885,265,,3862289479,233,16,3862288881,56,Back,,,,,,,46gpq48n4d5bntwa8v2t78hcl,Iván Sánchez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475445107,16,4,1,0,53,63f5h8t5e9qm1fqmvfkb23ghh,0,64,91.4,2022-10-22T14:16:59.043Z,2022-10-22T22:41:21Z,3862289401,56,Left,3862289399,13,,3862289403,152,,3862289407,285,,3864815181,178,,3862289499,233,10,3862289405,265,,,,,atigcsq78g14w82lwvay26aj9,Mikel Merino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475445031,9,43,1,0,53,4jelr92fsge73q39is6qvhxb3,1,0,0,2022-10-22T14:16:59.454Z,2022-10-22T14:17:06Z,3862289193,144,1,3862288829,212,13.5,3862288825,140,25.6,3862288831,213,2.9,3862288823,56,Back,3862288827,141,11.9,,,,,,,46gpq48n4d5bntwa8v2t78hcl,Iván Sánchez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475445239,11,1,1,1,4,4jelr92fsge73q39is6qvhxb3,0,34.1,8.5,2022-10-22T14:17:10.182Z,2022-10-22T22:41:34Z,3862290181,152,,3862418529,189,,3862290193,1,,3862290187,141,10.1,3862290179,155,,3864815625,178,,3862290183,56,Right,3862290189,212,40.6,234yd91ki5snm5wipuxzogkp,Monchu,3862290191,213,0.0,3862290177,5,3862290185,140,72.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475445319,17,1,1,1,4,63f5h8t5e9qm1fqmvfkb23ghh,1,31.9,92.3,2022-10-22T14:17:10.362Z,2022-10-22T22:41:41Z,3862290681,56,Back,3864815841,388,,3862290685,141,95.0,3862290689,213,0.2,3862290687,212,7.8,3862290679,3,,3862290683,140,39.1,,,,dkt9892ixwnz1bkmgileo71sl,Diego Rico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
