id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,keyPass,qualifier/9/value,qualifier/11/value,qualifier/10/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/14/value,qualifier/16/value,assist
2527499863,1,34,16,0,0,6bl19flj1eggw2gw7sya19bof,1,0,0,2023-04-02T13:17:40.053Z,2023-04-02T14:01:13Z,4157922279,197,8253,4157683541,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4157683545,130,8,4157683547,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4157683553,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4157683539,30,"3loe8qn8nalk7liisl2hx891x, 49bajqj50h6lrbk4gt30eeodl, cbofbntctfuhr1vqpn7eywt05, 42ah6u2wvj5tjuojzhtjiy6s5, eyx4psuhprqtodl08iimdwb11, dqpv2janh4g4qkiqx7h7vs8gl, 8ex4lsveeyet8r5aja1gjh1hx, 6l7cq8gkjb8r4i50vsd4xoo2x, 9hmgd3x5tekj4fnf0zju3i1ud, f4g9co8i52ygweie4jjnvja39, elrnwzbk985f5j49tn9gg9rai, dpwfd5fk2t1xl2sfxpuqjfe95, 52w10pe7mkfv4twb2p2c5ugnp, 6c9ed4z6hw7s5v8c9631algid, 23kah59nbx1m7ro3imaaevoph, 9e0vedknf3fgtc6ro1y8twixh, ch8ce5l6elqfogji42wyyedat, 9vgflgmrmvq8i95t3n70sur55, b8jaoqvq01ot0l9yp0b0btwid, 1r2f06zhqa678zqwq034m0fkl",4157683551,194,dqpv2janh4g4qkiqx7h7vs8gl,4157683543,59,"1, 2, 13, 17, 4, 6, 28, 8, 9, 11, 29, 3, 7, 10, 14, 20, 21, 23, 24, 30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527507449,1,34,16,0,0,4moe0x01r1f5w30g38wshyftp,1,0,0,2023-04-02T13:23:40.024Z,2023-04-02T14:02:33Z,4157724207,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4157924367,197,17121,4157724199,59,"30, 19, 15, 23, 14, 5, 18, 22, 20, 11, 37, 1, 8, 10, 13, 24, 32, 38, 39",4157724205,194,7ektyvpzu0yj1b9dm7yfkxh3p,4157724201,130,12,4157724195,30,"cc32rolkcvyuul5t2uearz0mh, 874o1s057ddcizshsu10wu6t, 8ruo0cyz6gvcp7yiks9fz1ed, yfdg1l58kdyyuodyqjwhwbth, 7cisqfcp1zysc12owj5j4zpx, 865nmkmx9qstpt90gc7bvp5ud, 7ektyvpzu0yj1b9dm7yfkxh3p, cdzfyzjbmsg88l4r24mwx1ryt, dsjuntinaobizkzy2c47npz3d, 6mj7z1yytw7jrbnbpu2mqyezu, 9refy9w1tnwu5kt3heoo3x0yc, 31kgqm4bhyekwwhye2cflt979, 31cikgu3amy77e8452p6rj816, 7mfl844y4zw1u07g3owaxyaga, 8s3zfsb1yqt3trc1n9jcxiol, 2f4mu47m5t1lhn9sp4umhjtp0, eqfpy2v3q1fzy13317hwl8yc5, 6f5xvyg8yfw1a7kgigpa8duc, 2gkjrql07f7q9fqlzgdn81ogk",4157724203,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",4157724197,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527546893,2,32,1,0,0,6bl19flj1eggw2gw7sya19bof,1,0,0,2023-04-02T14:00:14.316Z,2023-04-02T14:00:14Z,4157932249,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527546915,2,32,1,0,0,4moe0x01r1f5w30g38wshyftp,1,0,0,2023-04-02T14:00:14.316Z,2023-04-02T14:00:15Z,4157932375,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527546929,3,1,1,0,0,6bl19flj1eggw2gw7sya19bof,1,50.2,50,2023-04-02T14:00:14.416Z,2023-04-02T14:00:17Z,4157932481,213,3.2,4157932477,141,49.6,4157932475,140,34.9,4157932473,56,Back,4157932479,212,16.1,4157932483,279,S,,,,,,,9hmgd3x5tekj4fnf0zju3i1ud,E. Pajor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527546971,4,1,1,0,2,6bl19flj1eggw2gw7sya19bof,1,34.1,46.9,2023-04-02T14:00:17.083Z,2023-04-02T14:00:19Z,4157932727,212,26.9,4157932723,140,33.2,4157932725,141,7.3,4157932729,213,4.7,4157932721,56,Back,,,,,,,,,,6l7cq8gkjb8r4i50vsd4xoo2x,L. Lattwein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527546999,5,1,1,0,5,6bl19flj1eggw2gw7sya19bof,1,33.2,6.1,2023-04-02T14:00:19.789Z,2023-04-02T14:00:22Z,4157932881,213,2.1,4157932877,141,33.3,4157932873,56,Back,4157932879,212,21.6,4157932875,140,22.5,,,,,,,,,,49bajqj50h6lrbk4gt30eeodl,L. Wilms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527547045,6,1,1,0,7,6bl19flj1eggw2gw7sya19bof,1,23.5,34.2,2023-04-02T14:00:22.037Z,2023-04-02T14:00:26Z,4157933129,140,27.5,4157933133,212,26.2,4157933131,141,72.3,4157933135,213,1.4,4157933127,56,Back,,,,,,,,,,eyx4psuhprqtodl08iimdwb11,K. Hendrich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527547081,7,1,1,0,12,6bl19flj1eggw2gw7sya19bof,1,31.4,75.4,2023-04-02T14:00:26.524Z,2023-04-02T14:00:28Z,4157933267,212,22.6,4157933263,140,28.7,4157933269,213,4.6,4157933261,56,Back,4157933265,141,42.4,,,,,,,,,,dqpv2janh4g4qkiqx7h7vs8gl,D. Janssen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527547151,8,1,1,0,14,6bl19flj1eggw2gw7sya19bof,1,29.6,40.9,2023-04-02T14:00:28.604Z,2023-04-02T14:00:32Z,4157933639,213,4.9,4157933633,140,35.0,4157933631,56,Back,4157933635,141,4.9,4157933637,212,25.1,,,,,,,,,,eyx4psuhprqtodl08iimdwb11,K. Hendrich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527547185,9,1,1,0,18,6bl19flj1eggw2gw7sya19bof,0,36.7,7.4,2023-04-02T14:00:32.892Z,2023-04-02T14:00:35Z,4157933793,56,Center,4157933819,212,33.6,4157933823,1,,4157933821,213,0.8,4157933799,140,58.5,4157933809,141,43.6,,,,,,,49bajqj50h6lrbk4gt30eeodl,L. Wilms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527547213,3,49,1,0,23,4moe0x01r1f5w30g38wshyftp,1,45.8,50,2023-04-02T14:00:37.682Z,2023-04-02T14:00:37Z,,,,,,,,,,,,,,,,,,,,,,,,,7ektyvpzu0yj1b9dm7yfkxh3p,L. Hausicke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527547267,4,1,1,0,23,4moe0x01r1f5w30g38wshyftp,1,45.8,50,2023-04-02T14:00:37.907Z,2023-04-02T14:00:41Z,4157934211,56,Back,4157934219,213,4.1,4157934215,141,30.1,4157934213,140,36.5,4157934217,212,16.7,,,,,,,,,,7ektyvpzu0yj1b9dm7yfkxh3p,L. Hausicke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527547313,5,1,1,0,26,4moe0x01r1f5w30g38wshyftp,1,36.5,31,2023-04-02T14:00:41.088Z,2023-04-02T14:00:44Z,4157934453,141,46.3,4157934455,212,10.5,4157934451,140,34.9,4157934449,56,Back,4157934457,213,1.7,,,,,,,,,,865nmkmx9qstpt90gc7bvp5ud,M. Ulbrich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527547357,6,1,1,0,30,4moe0x01r1f5w30g38wshyftp,1,31.7,48.8,2023-04-02T14:00:44.721Z,2023-04-02T14:00:47Z,4157934697,141,21.8,4157934695,140,34.3,4157934701,213,4.9,4157934693,56,Back,4157934699,212,18.6,,,,,,,,,,7cisqfcp1zysc12owj5j4zpx,M. Brandenburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527547417,7,1,1,0,32,4moe0x01r1f5w30g38wshyftp,1,33,23.7,2023-04-02T14:00:47.296Z,2023-04-02T14:00:50Z,4157934981,141,51.3,4157934985,213,1.9,4157934977,56,Back,4157934979,140,27.2,4157934983,212,19.7,,,,,,,,,,865nmkmx9qstpt90gc7bvp5ud,M. Ulbrich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527547463,8,1,1,0,36,4moe0x01r1f5w30g38wshyftp,1,32.9,59.7,2023-04-02T14:00:50.641Z,2023-04-02T14:00:53Z,4157935171,213,1.8,4157935169,212,20.6,4157935163,56,Back,4157935165,140,27.7,4157935167,141,88.9,,,,,,,,,,7cisqfcp1zysc12owj5j4zpx,M. Brandenburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527547591,9,1,1,0,39,4moe0x01r1f5w30g38wshyftp,1,26.9,78.4,2023-04-02T14:00:53.793Z,2023-04-02T14:01:02Z,4157935843,212,22.2,4157935837,56,Back,4157935847,213,4.2,4157935839,140,15.7,4157935841,141,50.7,,,,,,,,,,yfdg1l58kdyyuodyqjwhwbth,H. Németh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527547657,10,1,1,0,48,4moe0x01r1f5w30g38wshyftp,1,24.1,40.6,2023-04-02T14:01:02.433Z,2023-04-02T14:03:43Z,4157936189,155,,4157936197,212,42.5,4157936191,56,Right,4157936195,141,10.3,4157936201,1,,4157936193,140,59.5,4157936199,213,5.8,,,,cc32rolkcvyuul5t2uearz0mh,A. Borbe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527547691,11,1,1,0,53,4moe0x01r1f5w30g38wshyftp,1,59,12.6,2023-04-02T14:01:07.633Z,2023-04-02T14:01:09Z,4157936347,141,3.8,4157936345,140,35.1,4157936343,56,Back,4157936349,212,25.8,4157936351,213,3.4,,,,,,,,,,874o1s057ddcizshsu10wu6t,S. Matheis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527547721,12,1,1,0,55,4moe0x01r1f5w30g38wshyftp,1,34.9,3.8,2023-04-02T14:01:09.840Z,2023-04-02T14:01:11Z,4157936487,140,9.9,4157936491,212,27.4,4157936493,213,2.8,4157936485,56,Back,4157936489,141,15.5,,,,,,,,,,865nmkmx9qstpt90gc7bvp5ud,M. Ulbrich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
