id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,keyPass,qualifier/8/value,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,assist,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/10/value,qualifier/13/value,qualifier/17/id,qualifier/17/qualifierId
2511824151,1,34,16,0,0,bpx4ib85d65u9oyhglkt36k1b,1,0,0,2023-02-25T11:17:02.660Z,2023-02-25T12:02:04Z,4053900981,194,a5d0iik8dqj6oy803mvi4n1sl,4053900971,30,"bpwz6mj8utvxsd9mjyxcestii, d9l67kneytb0mij099bneg1cl, 1zkoai1sdm9bbx29fi76e38ph, 9xbohfvww89ec7c1d97hkuj85, fpitimhwhx0wqkkrtuc10mvp, 98q93f1kijhmnd79vkg83qitx, 3uyzu7kyh7oe0ahcu7o22pfit, c4tkrrhs6o8ii0wnmi5y66cwl, bwhwthiud4nqvdjy8rq1gcdsl, 5uli2vvgaigz4yf05bwy81l2h, a5d0iik8dqj6oy803mvi4n1sl, diy9eqdcrua61ao4goq5yges5, dhv9lixpbtd4b27qmfw7cxf1m, 70n6epbcr1l9dvzqrddsbax2h, 1wlzoku6j132t554imm0co99l, abp387e8q3413r6zu3w1ii2cq, 9j7pz666ckpiaihmlg5daf8d0, 43ff1bhi5474qzac8fksxqz11, 1m85a65tvymk8wehikyv32e0a",4053900975,59,"22, 8, 30, 25, 4, 6, 10, 31, 11, 17, 16, 3, 14, 23, 27, 35, 36, 37, 44",4053900973,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5",4053900977,130,8,4053900983,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4053950043,197,8273,4053900979,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511827287,2,34,16,0,0,6mng5xcarvyip7ixoss7au245,1,0,0,2023-02-25T11:37:36.842Z,2023-02-25T12:30:56Z,4053918953,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4053918943,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4054028373,197,8545,4053918947,130,2,4053918951,194,azitzbihzs5b3iv56nq4iszit,4053918941,30,"do1uv3ohvyvodhcindxj76qy1, e3gddzy59fp8lidsr83vpw12i, 3bg4ewc3n4ytybr96lc313ahh, a3rlansc0x5sw4hg75yhpanhm, agqhiv0awfumj9c4sbq81hh7u, azitzbihzs5b3iv56nq4iszit, qygwawkthmtcn3sx4ptq0e8k, 8xphahi0vi6fnh8ou88zzb6j9, 9nc0572mgpafxbjnrk55emtt6, azqwt1eb6ozui2xml066e59n8, 6yoqpu952gnc6trdg6vpala6t, 8etvu6b9z7sm2rg3wqkmchk9h, 2w63sbft76wqhb5w5kjoq2hux, 42h5sz2axk69ifygo0wzuvr2t, 1139rvy7ws5o77eq04wprf0tl, 3kofouuzii19d6w7mr7n9s2ui, 1tkgs09548p54arfjuufivk7o, dseqkqirdljgr63ov3461vhsl, ctt0noqy18w96i73n9pahoz55, 4ennrl7as17fnvk5c3vhhg5qs",4053918949,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4053918945,59,"41, 4, 26, 14, 32, 23, 19, 21, 31, 9, 18, 2, 8, 11, 15, 16, 22, 25, 28, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511834759,2,32,1,0,0,bpx4ib85d65u9oyhglkt36k1b,1,0,0,2023-02-25T12:04:28.104Z,2023-02-25T12:04:30Z,4053956005,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511834753,3,32,1,0,0,6mng5xcarvyip7ixoss7au245,1,0,0,2023-02-25T12:04:28.104Z,2023-02-25T12:04:28Z,4053955987,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511834771,3,1,1,0,0,bpx4ib85d65u9oyhglkt36k1b,1,50.6,49.9,2023-02-25T12:04:28.204Z,2023-02-25T12:31:11Z,4053956085,213,3.1,4053956081,141,51.5,4053956077,56,Back,4053956079,140,37.6,4053956087,279,S,4053956083,212,13.7,,,,,,,3uyzu7kyh7oe0ahcu7o22pfit,L. Dallmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511834799,4,1,1,0,3,bpx4ib85d65u9oyhglkt36k1b,1,31.4,56.4,2023-02-25T12:04:31.844Z,2023-02-25T12:04:33Z,4053956223,212,20.3,4053956219,140,25.2,4053956221,141,28.2,4053956217,56,Back,4053956225,213,4.4,,,,,,,,,,c4tkrrhs6o8ii0wnmi5y66cwl,G. Stanway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511834837,5,1,1,0,5,bpx4ib85d65u9oyhglkt36k1b,1,25.2,28.2,2023-02-25T12:04:33.652Z,2023-02-25T12:04:37Z,4053956379,212,25.3,4053956371,56,Back,4053956377,141,2.3,4053956381,213,5.5,4053956373,140,42.5,,,,,,,,,,fpitimhwhx0wqkkrtuc10mvp,G. Viggósdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511834849,6,1,1,0,8,bpx4ib85d65u9oyhglkt36k1b,0,42.2,3.6,2023-02-25T12:04:36.996Z,2023-02-25T12:04:37Z,4053956465,213,0.6,4053956461,141,14.9,4053956457,56,Right,4053956463,212,14.2,4053956459,140,53.6,,,,,,,,,,d9l67kneytb0mij099bneg1cl,M. Rall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511834855,4,8,1,0,10,6mng5xcarvyip7ixoss7au245,1,55.4,77.3,2023-02-25T12:04:38.239Z,2023-02-25T12:04:38Z,4053956483,56,Center,,,,,,,,,,,,,,,,,,,,,,8xphahi0vi6fnh8ou88zzb6j9,A. Gerhardt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511834861,5,5,1,0,11,6mng5xcarvyip7ixoss7au245,0,51.6,101.9,2023-02-25T12:04:39.355Z,2023-02-25T12:04:48Z,4053956895,233,7,4053956507,347,,4053956505,56,Left,,,,,,,,,,,,,,,,8xphahi0vi6fnh8ou88zzb6j9,A. Gerhardt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511834929,7,5,1,0,11,bpx4ib85d65u9oyhglkt36k1b,1,48.4,-1.9,2023-02-25T12:04:39.355Z,2023-02-25T14:13:15Z,4053956871,56,Back,4053956875,233,5,4053956873,347,,,,,,,,,,,,,,,,,d9l67kneytb0mij099bneg1cl,M. Rall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511834951,8,1,1,0,19,bpx4ib85d65u9oyhglkt36k1b,0,50.7,0,2023-02-25T12:04:48.100Z,2023-02-25T12:04:50Z,4053956961,107,,4053956973,1,,4053956969,212,22.1,4053956965,140,68.4,4053956963,56,Right,4053956971,213,0.6,4053956967,141,15.8,,,,d9l67kneytb0mij099bneg1cl,M. Rall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511834993,6,8,1,0,23,6mng5xcarvyip7ixoss7au245,1,40.9,86.3,2023-02-25T12:04:51.612Z,2023-02-25T12:59:08Z,4053960905,15,,4053957207,56,Back,,,,,,,,,,,,,,,,,,,6yoqpu952gnc6trdg6vpala6t,W. Meister,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511835003,7,1,1,0,25,6mng5xcarvyip7ixoss7au245,0,30.7,81.7,2023-02-25T12:04:53.517Z,2023-02-25T12:59:13Z,4053957273,141,92.1,4053957277,212,35.8,4053957269,56,Left,4053957271,140,64.1,4053957283,1,,4053957279,213,0.2,4053957267,157,,,,,agqhiv0awfumj9c4sbq81hh7u,P. Culver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511835007,8,44,1,0,26,6mng5xcarvyip7ixoss7au245,1,52.7,88.6,2023-02-25T12:04:54.451Z,2023-02-25T12:05:02Z,4053957587,233,9,4053957301,56,Left,4053957303,286,,,,,,,,,,,,,,,,,9nc0572mgpafxbjnrk55emtt6,J. De Filippo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511834979,9,44,1,0,26,bpx4ib85d65u9oyhglkt36k1b,0,47.3,11.4,2023-02-25T12:04:54.452Z,2023-02-25T12:05:02Z,4053957607,233,8,4053957611,285,,4053957163,56,Back,,,,,,,,,,,,,,,,d9l67kneytb0mij099bneg1cl,M. Rall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511835033,9,1,1,0,27,6mng5xcarvyip7ixoss7au245,0,63.5,91.1,2023-02-25T12:04:55.427Z,2023-02-25T12:05:06Z,4053957411,212,9.3,4053957403,3,,4053957407,140,68.6,4053957413,213,5.3,4053957405,56,Left,4053957409,141,79.9,,,,,,,9nc0572mgpafxbjnrk55emtt6,J. De Filippo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
