id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/8/value,qualifier/10/value,qualifier/9/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,keyPass,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,assist
2464182929,1,34,16,0,0,2f7gua216miwsfd83rgjsn4ap,1,0,0,2022-09-25T12:59:14.134Z,2022-09-25T14:12:53Z,3802405859,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",3802481355,197,12831,3802405861,194,dxxo7gr1hcdzzum13rxotvk5x,3802405851,30,"5538ubmpq7ijg9s6fyt0qwglw, 6dr16qr33t4gjz70bv5bxc8dm, 565jokvoc8s75gk2h33pi4msq, dxxo7gr1hcdzzum13rxotvk5x, 57cbneelzdjmwvsk87sgq7omi, 8az7xzsavwdqyuhal2yxml10q, 6zmrvcurwjzt9y07c85s24r85, epxe17rtw23fpslr1e6cxlffu, dtj0nm0mjqz704pm3olqihf55, 3ucjekvg77wnqsybahjae5iei, 5hdjbf8idy50wlf0d6qi3lk9h, 9qi8kgzemtdhtgdd0ppqsyelm, ikr5jm07viu4wblicjededt6, dr441rdowee2tvp2ufmp8itm2, 6el60ixesyykp18873zddqve2, 6i71063juhqq2d35riwhr1uqx, b540yfwpss3e0lm6s1petf3tg, 8fvhkgu9pio9hcs0qhndw1239, 3585c838j2bk9rr5tw2but4ic",3802405855,59,"12, 19, 29, 18, 4, 6, 21, 10, 7, 25, 13, 1, 3, 5, 9, 17, 22, 23, 24",3802405863,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3802405853,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5",3802405857,130,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2464183597,1,34,16,0,0,nuaf3wtujl8erbciumch6c65,1,0,0,2022-09-25T13:02:31.875Z,2022-09-25T13:59:51Z,3802409189,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5",3802409193,130,8,3802409197,194,62soqddjmkrj99mvi1wivj4k5,3802409195,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",3802409191,59,"1, 22, 20, 19, 8, 16, 23, 17, 15, 18, 10, 2, 3, 5, 7, 9, 11, 27, 31",3802409199,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3802409187,30,"49ur7byczvl0qkqn9y2qq73s9, dh4eziicycykt8h2zr0to5tuy, 8ovibbdbs49bwwwf3bbuij3hm, 6l7cn7fmomj88kfdyo9seopg5, bkbp6hl12kc3y8wohv9l3a66t, 62soqddjmkrj99mvi1wivj4k5, 3p9ie3u7ej9o1wpzl4aonjtd6, 28fi0st48wljpt3kyee510iga, 2ltzk74krenmfh5gzcjpc2k4q, axjakqkndyt2k8v2b0y97tw16, 9e95p87136h6zjam3zu0d9yol, 702asj69cc2fzzns98r7hp5p0, 65979lcr67xsnqvgtyswqubqh, 4ezh3co3xg75tx7b03cokenyt, 1f2h3qvn7d1dv5wsv63bojazu, 7rb7zn6mvelljw1e3gbv8mmsp, 7ubpnkf47u1os2z47fam81i7e, aosbps68cdxbpvbo3ch7ppvjd, 8zk6kcs75hjevbu61h9n2fkr9",3802481283,197,8752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2464197661,2,32,1,0,0,nuaf3wtujl8erbciumch6c65,1,0,0,2022-09-25T14:00:39.231Z,2022-09-25T14:00:39Z,3802483095,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2464197667,2,32,1,0,0,2f7gua216miwsfd83rgjsn4ap,1,0,0,2022-09-25T14:00:39.231Z,2022-09-25T14:00:39Z,3802483115,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2464197673,3,1,1,0,0,nuaf3wtujl8erbciumch6c65,1,50.1,49.7,2022-09-25T14:00:39.331Z,2022-09-25T14:48:18Z,3802483153,213,2.7,3802483155,279,S,3802483149,141,57.9,3802483151,212,12.2,3802483145,56,Back,3802483147,140,39.8,,,,,,,2ltzk74krenmfh5gzcjpc2k4q,K. Maksuti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2464197679,4,1,1,0,3,nuaf3wtujl8erbciumch6c65,1,37.3,52.5,2022-09-25T14:00:42.580Z,2022-09-25T14:00:46Z,3802483181,213,4.0,3802483179,212,17.7,3802483175,140,25.9,3802483177,141,33.3,3802483173,56,Back,,,,,,,,,,6l7cn7fmomj88kfdyo9seopg5,A. Moraitou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2464197685,5,1,1,0,7,nuaf3wtujl8erbciumch6c65,1,25.3,38,2022-09-25T14:00:46.261Z,2022-09-25T14:02:21Z,3802483201,56,Back,3802483205,141,62.0,3802483207,212,16.3,3802483203,140,25.4,3802483209,213,1.6,,,,,,,,,,bkbp6hl12kc3y8wohv9l3a66t,L. Weiss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2464197693,6,1,1,0,9,nuaf3wtujl8erbciumch6c65,1,25.2,62.3,2022-09-25T14:00:48.309Z,2022-09-25T14:02:24Z,3802483251,141,33.0,3802483249,140,26.1,3802483255,213,4.8,3802483253,212,19.9,3802483247,56,Back,,,,,,,,,,62soqddjmkrj99mvi1wivj4k5,S. Schulte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2464197695,7,1,1,0,11,nuaf3wtujl8erbciumch6c65,1,26.8,32.4,2022-09-25T14:00:51.030Z,2022-09-25T14:02:27Z,3802483259,56,Back,3802483265,212,12.3,3802483261,140,25.6,3802483267,213,1.7,3802483263,141,50.4,,,,,,,,,,bkbp6hl12kc3y8wohv9l3a66t,L. Weiss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2464197699,8,1,1,0,15,nuaf3wtujl8erbciumch6c65,1,29.7,52.5,2022-09-25T14:00:54.277Z,2022-09-25T14:02:30Z,3802483311,56,Back,3802483315,141,69.7,3802483313,140,46.2,3802483317,212,20.9,3802483319,213,0.6,,,,,,,,,,62soqddjmkrj99mvi1wivj4k5,S. Schulte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
