id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/8/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,keyPass,qualifier/13/value,qualifier/14/value,qualifier/15/value,assist,qualifier/17/value
2482954093,1,34,16,0,0,bcuj94typp0ykv77ijp9wpsve,1,0,0,2022-11-07T09:23:54.527Z,2022-11-07T09:40:37Z,3901950699,30,"c6wbavw0v5bxajsd2xz7qg1d5, ifp26xl8pzgarz05vnfjv3yt, 3yx85beji7yke6s4su7f0tzh1, c5ze370ixl09ccy818f92jkk5, 4xlf56csffamnnw04mba3wpw4, a5unceohcp7m8mrrso11uipqt, b7o9ncawaqn5jj5v32b3gn1be, bkyl1g1z7xenlu0augv7717u1, 33fdo0axm0x7s88xj3br3xt61, 1zq3xp6uas4qe3jv0huphuzmd, 7o8xh2r55xb1yiz5gjvnp0rmx, b4r8ripw5dilngnxrb5fkkkid, e8zyhpx14n6upjw5fnqbc9k44, 6a9iztbvqz1ivizma0g528v84, aglsidifjxvmwn1cyg6qcze38, 26xyd3qlh5v3ypcrdx4l1waju, am9nqqu4kh06f457nxwmpgg0k, bb1q58ts374m0dgx2afl6gq5m, dejb47luo9o523wl9fm9yncgl, 60n2n8den11uhjvk7lpse8qhg",3901950703,59,"1, 16, 3, 28, 5, 4, 8, 21, 9, 20, 10, 2, 6, 11, 18, 19, 29, 30, 33, 44",3901950713,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3901950707,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3901950701,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3901950705,130,4,3901950711,197,12017,3901950709,194,3yx85beji7yke6s4su7f0tzh1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482957333,1,34,16,0,0,acpt3r9i7hburdteruzc31u96,1,0,0,2022-11-07T09:31:05.918Z,2022-11-07T09:41:53Z,3901966843,59,"1, 3, 27, 25, 6, 4, 11, 8, 10, 18, 9, 7, 12, 15, 17, 19, 20, 22, 26, 32",3901966851,197,17509,3901966847,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3901966839,30,"6cazgi9vrmiy7pj7mspkmrnbp, 8kp0hm0mftts0lx42esqbxt5h, adixpvw9dh994g3pcxqp4aimt, cobqvig9w519u0pu924u49045, 5zfwazpzlcnm9r7621wefv8ph, 2nyteuqhg3tvltcdjmivfoyqx, di3hdoveoiv3nwroamxgxd3o5, a6k8vha3qcugelyjo82monahh, 3f3c49bl4331k4nrrhvq6fu8l, 162sfvdvwcsap2r0v4clllqz9, yobsx8qzjrdt67z3vbzygd79, 8qywmb7vw14hygvzliislo1xx, 8sb5yv5enqvr8bemx86jxc2j9, 26cvxz862r0s1ckpehvsm1b6d, e14n0cktqewsx0a1q4kev326t, 2l1m95m3ub9ptm0f7no1ylxw5, dms6dx6taz2d9wxcgqfk87lk9, av7gcm2jf4ahewdoefe6yxrrp, 5bsuoowi9tkilzmz6vp79n36d, a3q5iykho66l9yamfh83hn7x1",3901966845,130,18,3901966841,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3901966853,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3901966849,194,5zfwazpzlcnm9r7621wefv8ph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482958465,2,32,1,0,0,bcuj94typp0ykv77ijp9wpsve,1,0,0,2022-11-07T09:33:24.869Z,2022-11-07T09:33:26Z,3901972455,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482958459,2,32,1,0,0,acpt3r9i7hburdteruzc31u96,1,0,0,2022-11-07T09:33:24.869Z,2022-11-07T09:33:24Z,3901972435,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482958485,3,1,1,0,0,bcuj94typp0ykv77ijp9wpsve,1,50,50,2022-11-07T09:33:24.969Z,2022-11-07T09:41:22Z,3901972603,141,51.8,3901972599,56,Back,3901972607,213,2.8,3901972605,212,3.6,3901972601,140,46.8,3901972609,279,S,,,,,,,bkyl1g1z7xenlu0augv7717u1,V. Di Giammarino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482958527,4,1,1,0,3,bcuj94typp0ykv77ijp9wpsve,1,52.1,53.3,2022-11-07T09:33:28.172Z,2022-11-07T09:41:19Z,3901972899,213,1.1,3901972895,141,67.8,3901972897,212,11.1,3901972885,56,Center,3901972889,140,56.9,,,,,,,,,,c5ze370ixl09ccy818f92jkk5,Z. Ferrario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482958531,5,1,1,0,8,bcuj94typp0ykv77ijp9wpsve,1,55,59,2022-11-07T09:33:32.988Z,2022-11-07T09:33:34Z,3901972965,213,4.0,3901972961,141,45.4,3901972957,56,Back,3901972959,140,47.7,3901972963,212,12.0,,,,,,,,,,7o8xh2r55xb1yiz5gjvnp0rmx,Taty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482958563,6,1,1,0,9,bcuj94typp0ykv77ijp9wpsve,1,47.4,44.6,2022-11-07T09:33:34.588Z,2022-11-07T09:33:37Z,3901973157,56,Back,3901973161,141,8.0,3901973165,213,4.7,3901973163,212,24.9,3901973159,140,47.1,,,,,,,,,,b7o9ncawaqn5jj5v32b3gn1be,V. Gallazzi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482958579,7,1,1,0,12,bcuj94typp0ykv77ijp9wpsve,1,47.2,7.4,2022-11-07T09:33:37.356Z,2022-11-07T09:33:39Z,3901973265,140,55.1,3901973269,212,12.7,3901973263,56,Center,3901973271,213,0.9,3901973267,141,21.5,,,,,,,,,,ifp26xl8pzgarz05vnfjv3yt,F. Rizza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482958605,8,1,1,0,14,bcuj94typp0ykv77ijp9wpsve,1,54,21,2022-11-07T09:33:39.548Z,2022-11-07T09:33:42Z,3901973425,212,12.7,3901973421,140,45.6,3901973427,213,3.9,3901973419,56,Back,3901973423,141,7.6,,,,,,,,,,b7o9ncawaqn5jj5v32b3gn1be,V. Gallazzi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
