id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,assist,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/13/value,qualifier/17/id,qualifier/17/qualifierId
2452478173,1,34,16,0,0,5snsl2d1lu2oclbriztdy61d6,1,0,0,2022-08-28T14:49:12.863Z,2022-08-28T15:35:31Z,3740284977,197,8198,3740175141,194,31myx78t8pvy886l3g8tsmrit,3740175135,59,"1, 15, 11, 2, 32, 23, 10, 5, 9, 22, 7, 3, 6, 13, 18, 20, 24, 27, 29, 87",3740175133,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3740175139,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3740175143,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3740175137,130,12,3740175131,30,"e4svndmjv164s2xdigdit1uc5, 4ghj3cp5v817497z1l8k1vw0l, 47n7enqd3bfy0gawlth0a4mhh, f98n454u9g97ngyluh0rd4ut, 19cmbo4cc9cgh10wgotg3s0k5, 8z970w0wmh524aliuxnze5l91, 31myx78t8pvy886l3g8tsmrit, du2oxcctxwk3tpg0imbctjcut, e0254ysu7nwqiuku9szuf9wph, 2nqlq23w7g732ttrbnt2u2s4p, 5et546tgrpw51ep3kfbzdyx1x, 1my1q5jn165pnwue7jzoip756, 7ba612p8pdv2fhz19u32js251, 72mtf2acxf523gwm13zq5jvth, 28y2auuxfuxvvbbds3bwtlskp, 978grivb05fx65k9zg3g0czxl, 2z008gb9mq9bxpdopnss9ezv8, 5x729t5j2ldmq4fmlgj1my191, 5dnoofqsczzkdqrdmj661d239, 56hfbfzl1bvpdlb8da5wc9vpx",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452482705,1,34,16,0,0,bcuj94typp0ykv77ijp9wpsve,1,0,0,2022-08-28T14:59:15.327Z,2022-08-28T15:49:45Z,3740199401,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3740199399,194,3yx85beji7yke6s4su7f0tzh1,3740199397,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",3740199393,59,"1, 33, 3, 4, 5, 16, 8, 28, 20, 7, 21, 2, 6, 11, 18, 22, 29, 44, 74",3740199395,130,10,3740199389,30,"c6wbavw0v5bxajsd2xz7qg1d5, dejb47luo9o523wl9fm9yncgl, 3yx85beji7yke6s4su7f0tzh1, a5unceohcp7m8mrrso11uipqt, 4xlf56csffamnnw04mba3wpw4, ifp26xl8pzgarz05vnfjv3yt, b7o9ncawaqn5jj5v32b3gn1be, c5ze370ixl09ccy818f92jkk5, 1zq3xp6uas4qe3jv0huphuzmd, 68vj95m8a7vmurirk0hr8lboq, bkyl1g1z7xenlu0augv7717u1, b4r8ripw5dilngnxrb5fkkkid, e8zyhpx14n6upjw5fnqbc9k44, 6a9iztbvqz1ivizma0g528v84, aglsidifjxvmwn1cyg6qcze38, ahym6s27nzm8th8jv8p6ju32s, am9nqqu4kh06f457nxwmpgg0k, 60n2n8den11uhjvk7lpse8qhg, 8tx7ytb6uxqjymzdsu78rrpqs",3740199391,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5",3740290891,197,16701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452498867,2,32,1,0,0,5snsl2d1lu2oclbriztdy61d6,1,0,0,2022-08-28T15:31:35.625Z,2022-08-28T15:31:35Z,3740285699,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452498879,2,32,1,0,0,bcuj94typp0ykv77ijp9wpsve,1,0,0,2022-08-28T15:31:35.625Z,2022-08-28T15:31:36Z,3740285751,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452498939,3,1,1,0,0,5snsl2d1lu2oclbriztdy61d6,1,49.2,49.7,2022-08-28T15:31:35.725Z,2022-08-28T15:31:40Z,3740286093,212,13.1,3740286095,213,3.0,3740286089,140,36.8,3740286091,141,52.2,3740286097,279,S,3740286087,56,Back,,,,,,,e0254ysu7nwqiuku9szuf9wph,V. Giacinti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452498965,4,1,1,0,4,5snsl2d1lu2oclbriztdy61d6,1,35.4,50.1,2022-08-28T15:31:40.050Z,2022-08-28T15:31:42Z,3740286207,213,4.2,3740286203,141,25.0,3740286205,212,19.8,3740286201,140,25.9,3740286199,56,Back,,,,,,,,,,31myx78t8pvy886l3g8tsmrit,M. Giugliano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452499051,5,1,1,0,6,5snsl2d1lu2oclbriztdy61d6,1,25.9,25,2022-08-28T15:31:41.954Z,2022-08-28T15:31:45Z,3740286591,212,28.3,3740286585,56,Back,3740286593,213,2.3,3740286589,141,55.8,3740286587,140,7.8,,,,,,,,,,8z970w0wmh524aliuxnze5l91,C. Wenninger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452499131,6,1,1,0,9,5snsl2d1lu2oclbriztdy61d6,1,7.1,56.7,2022-08-28T15:31:45.410Z,2022-08-28T15:31:51Z,3740286995,213,1.0,3740286991,141,94.8,3740286993,212,31.1,3740286989,140,23.5,3740286987,56,Back,,,,,,,,,,e4svndmjv164s2xdigdit1uc5,E. Lind,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452499135,7,1,1,0,15,5snsl2d1lu2oclbriztdy61d6,1,23.6,90.3,2022-08-28T15:31:51.412Z,2022-08-28T16:17:22Z,3740502093,141,61.0,3740502097,212,26.1,3740502091,140,7.5,3740287007,56,Back,3740502099,213,4.0,,,,,,,,,,f98n454u9g97ngyluh0rd4ut,M. Minami,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452499139,8,43,1,0,15,5snsl2d1lu2oclbriztdy61d6,1,0,0,2022-08-28T15:31:51.491Z,2022-08-28T16:17:18Z,3740503637,144,61,3740287011,56,Back,,,,,,,,,,,,,,,,,,,e4svndmjv164s2xdigdit1uc5,E. Lind,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452499273,9,1,1,0,21,5snsl2d1lu2oclbriztdy61d6,1,13.1,54.6,2022-08-28T15:31:57.250Z,2022-08-28T15:32:00Z,3740287809,213,1.0,3740287807,212,29.8,3740287801,56,Back,3740287805,141,90.9,3740287803,140,29.0,,,,,,,,,,e4svndmjv164s2xdigdit1uc5,E. Lind,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452499303,10,1,1,0,25,5snsl2d1lu2oclbriztdy61d6,0,31.3,89.3,2022-08-28T15:32:00.836Z,2022-08-28T15:32:02Z,3740287949,1,,3740287937,155,,3740287939,56,Center,3740287947,213,5.9,3740287943,141,65.1,3740287945,212,39.2,3740287941,140,65.2,,,,f98n454u9g97ngyluh0rd4ut,M. Minami,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452499309,3,8,1,0,27,bcuj94typp0ykv77ijp9wpsve,1,38.3,25.6,2022-08-28T15:32:03.038Z,2022-08-28T15:32:03Z,3740287967,56,Back,,,,,,,,,,,,,,,,,,,,,,ifp26xl8pzgarz05vnfjv3yt,F. Rizza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452499369,11,1,1,0,30,5snsl2d1lu2oclbriztdy61d6,0,53.1,59.4,2022-08-28T15:32:05.923Z,2022-08-28T15:32:06Z,3740288249,140,71.9,3740288247,56,Center,3740288253,212,21.6,3740288255,213,0.4,3740288251,141,72.3,,,,,,,,,,31myx78t8pvy886l3g8tsmrit,M. Giugliano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452499381,4,49,1,0,31,bcuj94typp0ykv77ijp9wpsve,1,28.3,20.1,2022-08-28T15:32:06.955Z,2022-08-28T15:32:07Z,,,,,,,,,,,,,,,,,,,,,,,,,4xlf56csffamnnw04mba3wpw4,A. Passeri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452499401,5,1,1,0,31,bcuj94typp0ykv77ijp9wpsve,1,28.3,20.1,2022-08-28T15:32:07.226Z,2022-08-28T15:32:09Z,3740288357,56,Back,3740288365,213,5.4,3740288363,212,15.5,3740288361,141,2.6,3740288359,140,37.8,,,,,,,,,,4xlf56csffamnnw04mba3wpw4,A. Passeri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452499439,6,1,1,0,33,bcuj94typp0ykv77ijp9wpsve,1,37.8,10.9,2022-08-28T15:32:08.714Z,2022-08-28T15:32:11Z,3740288545,141,0.2,3740288543,140,34.3,3740288541,56,Back,3740288547,212,8.2,3740288549,213,4.2,,,,,,,,,,b7o9ncawaqn5jj5v32b3gn1be,V. Gallazzi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
