id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/9/value,qualifier/10/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,assist
2487962995,1,34,16,0,0,7w2y7s7q5r1h1flz9y4sj6xka,1,0,0,2022-11-27T12:17:14.120Z,2022-11-27T13:36:41Z,3928150643,194,8aglulhb1aof871k1z7exuvo5,3928093117,30,"czmpp6e2oo276u9prac16le51, 4zwebuh423xgcroy4rmd5r3rp, djh9uya9vanxsyfgpt1rc4yqx, 8gowfvsn9a69nyzppubue2d3p, 8aglulhb1aof871k1z7exuvo5, 3qnkvefimj0i4kl78jucipnf9, 89l4376fhyf32a6tdjou6zqw9, 6alny8atonddyhmltw3dgo1d5, 8f64tianoo4mc7t1lyz6acqtx, 40sizsfd9vaym7yvwpvohu415, 7lt5as8r1xms7ujjgt7pynl5, 66cgzmlvygqqgb8vrv380c4bt, 3dftc6lswgfgb4xoju4xb2xg5, 17zgb1iogatltsw1spnvyuuol, aat1vixi4qu8bmxtw45maqytx, ccy7sflcnyiaf9c9j4c9p92ax, 3ypl97rrz80zb454kq039yuol, bli75mkfku2no79sep0n21v8q, bdsv3kql5t6sw5ed2gsxmz2eh, 2olepm49g7zzyez2o3kgw7gtl",3928093123,130,4,3928093119,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3928231421,197,12016,3928093125,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3928093121,59,"16, 71, 12, 2, 8, 32, 21, 15, 10, 22, 9, 1, 7, 11, 13, 19, 23, 24, 33, 38",3928093127,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487973233,1,34,16,0,0,8gw3pgcd0doivaul55q8na9lg,1,0,0,2022-11-27T12:45:23.075Z,2022-11-27T13:34:26Z,3928148421,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3928148411,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3928148417,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3928148413,59,"1, 14, 8, 18, 24, 2, 16, 5, 9, 58, 23, 4, 10, 11, 12, 13, 15, 19, 21, 22",3928148419,194,9nc4igej6cflyxrihy20zd045,3928227503,197,17028,3928148415,130,4,3928148409,30,"6a4e840hagvde76wq00oitboq, 5snw4b4ndo6hus8hpxq9q19lh, 69ij8unhyklcdc4d11u02v6y, 7asw3c7rhaqrmnc4kk7q0hp0p, 9nc4igej6cflyxrihy20zd045, dcabal76i5wlct77xl6jkyfv9, dlk4qvpj8rn8jy2efhu4xn3yt, 6l457lm38yflk2l01ho3kk48a, b80b2mxpxjcboqc81evm6oa2, d154hxm83w5x1m0ht905cgpg5, e3mdwwn8drb7hsscyvj4u8pre, 8rc3h630i5cinvhyvziqdfpp1, 9skgc5kozhnn4cp5fghmnwout, c9y25sxg24aripna871g8x9g4, 69ewfo1qoyc0xhk227754o9h, 5o4kjhmewsziz4bpxvg7sdy50, 4xrmadnzalp8ye95ia4fye39w, 2kxbr1qwr4soew1kopzx7rswk, 3ycwiqwexrq74zjs6l2rj0dsl, a1jt0xute9v4oazyt8dtq2kiy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487988909,2,32,1,0,0,7w2y7s7q5r1h1flz9y4sj6xka,1,0,0,2022-11-27T13:33:56.094Z,2022-11-27T13:33:58Z,3928234283,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487988889,2,32,1,0,0,8gw3pgcd0doivaul55q8na9lg,1,0,0,2022-11-27T13:33:56.094Z,2022-11-27T13:33:56Z,3928234199,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487988915,3,1,1,0,0,8gw3pgcd0doivaul55q8na9lg,1,50.1,50.1,2022-11-27T13:33:56.194Z,2022-11-27T13:33:59Z,3928234319,212,13.3,3928234315,140,37.5,3928234317,141,47.9,3928234321,213,3.3,3928234313,56,Back,3928234323,279,S,,,,,,,b80b2mxpxjcboqc81evm6oa2,C. Beccari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487988937,4,1,1,0,3,8gw3pgcd0doivaul55q8na9lg,1,37.5,47.8,2022-11-27T13:33:59.622Z,2022-11-27T13:34:04Z,3928234455,140,30.7,3928234459,212,14.5,3928234453,56,Back,3928234461,213,4.2,3928234457,141,29.3,,,,,,,,,,7asw3c7rhaqrmnc4kk7q0hp0p,A. Hilaj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487988951,5,1,1,0,8,8gw3pgcd0doivaul55q8na9lg,0,39,29.5,2022-11-27T13:34:04.184Z,2022-11-27T13:34:06Z,3928234523,141,34.7,3928234527,213,0.2,3928234521,140,53.1,3928234525,212,15.2,3928234519,56,Center,,,,,,,,,,9nc4igej6cflyxrihy20zd045,G. Rizzon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487988947,3,8,1,0,9,7w2y7s7q5r1h1flz9y4sj6xka,1,40.6,67.7,2022-11-27T13:34:05.661Z,2022-11-27T13:34:05Z,3928234499,56,Back,,,,,,,,,,,,,,,,,,,,,,8gowfvsn9a69nyzppubue2d3p,S. Junge Pedersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487988957,4,49,1,0,12,7w2y7s7q5r1h1flz9y4sj6xka,1,41.3,72.2,2022-11-27T13:34:08.746Z,2022-11-27T13:38:56Z,,,,,,,,,,,,,,,,,,,,,,,,,6alny8atonddyhmltw3dgo1d5,J. Grosso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487988981,5,1,1,0,13,7w2y7s7q5r1h1flz9y4sj6xka,1,36.8,71,2022-11-27T13:34:09.690Z,2022-11-27T13:38:58Z,3928234703,56,Back,3928234709,212,25.2,3928234707,141,60.9,3928234711,213,3.4,3928234705,140,13.7,,,,,,,,,,6alny8atonddyhmltw3dgo1d5,J. Grosso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487989025,6,1,1,0,17,7w2y7s7q5r1h1flz9y4sj6xka,1,13.9,59.3,2022-11-27T13:34:13.209Z,2022-11-27T13:34:20Z,3928234945,141,18.6,3928234941,56,Back,3928234947,212,28.7,3928234949,213,5.0,3928234943,140,21.2,,,,,,,,,,czmpp6e2oo276u9prac16le51,P. Peyraud-Magnin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487989033,7,1,1,0,24,7w2y7s7q5r1h1flz9y4sj6xka,0,34.3,10.9,2022-11-27T13:34:20.474Z,2022-11-27T13:34:22Z,3928234977,141,13.5,3928234971,56,Back,3928235013,233,6,3928234975,140,36.6,3928235017,286,,3928235011,236,,3928234979,212,3.0,3928234981,213,0.6,8aglulhb1aof871k1z7exuvo5,M. Rosucci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487989029,6,74,1,0,24,8gw3pgcd0doivaul55q8na9lg,1,65,84.3,2022-11-27T13:34:20.475Z,2022-11-27T14:18:16Z,3928234965,56,Left,3928234967,285,,3928235039,233,7,,,,,,,,,,,,,,,,b80b2mxpxjcboqc81evm6oa2,C. Beccari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487989049,7,5,1,0,25,8gw3pgcd0doivaul55q8na9lg,0,65.4,101.3,2022-11-27T13:34:22.059Z,2022-11-27T14:18:30Z,3928235081,56,Left,3928235355,233,8,3928235083,347,,,,,,,,,,,,,,,,,b80b2mxpxjcboqc81evm6oa2,C. Beccari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487989105,8,5,1,0,25,7w2y7s7q5r1h1flz9y4sj6xka,1,34.6,-1.3,2022-11-27T13:34:22.059Z,2022-11-27T13:34:35Z,3928235349,347,,3928235351,233,7,3928235347,56,Back,,,,,,,,,,,,,,,,8aglulhb1aof871k1z7exuvo5,M. Rosucci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487989107,9,1,1,0,38,7w2y7s7q5r1h1flz9y4sj6xka,1,36.8,0,2022-11-27T13:34:34.554Z,2022-11-27T13:34:36Z,3928235361,107,,3928235367,141,7.9,3928235363,56,Back,3928235371,213,0.7,3928235369,212,10.0,3928235365,140,43.8,,,,,,,4zwebuh423xgcroy4rmd5r3rp,M. Lenzini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487989121,10,1,1,0,40,7w2y7s7q5r1h1flz9y4sj6xka,1,43.8,8.5,2022-11-27T13:34:36.266Z,2022-11-27T13:34:37Z,3928235457,213,3.5,3928235451,140,35.7,3928235453,141,3.2,3928235455,212,9.2,3928235449,56,Back,,,,,,,,,,40sizsfd9vaym7yvwpvohu415,A. Bonfantini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487989129,11,1,1,0,41,7w2y7s7q5r1h1flz9y4sj6xka,1,33.6,4.6,2022-11-27T13:34:37.610Z,2022-11-27T13:34:39Z,3928235509,212,14.3,3928235503,56,Back,3928235505,140,22.4,3928235507,141,16.6,3928235511,213,2.5,,,,,,,,,,4zwebuh423xgcroy4rmd5r3rp,M. Lenzini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487989149,12,1,1,0,43,7w2y7s7q5r1h1flz9y4sj6xka,1,21.8,21.5,2022-11-27T13:34:39.562Z,2022-11-27T13:34:43Z,3928235631,56,Back,3928235637,212,29.7,3928235633,140,22.2,3928235639,213,1.6,3928235635,141,65.1,,,,,,,,,,8aglulhb1aof871k1z7exuvo5,M. Rosucci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487989173,13,1,1,0,47,7w2y7s7q5r1h1flz9y4sj6xka,1,27.2,76.2,2022-11-27T13:34:43.387Z,2022-11-27T13:39:57Z,3928235735,140,34.6,3928235739,212,15.6,3928235733,56,Back,3928235741,213,1.0,3928235737,141,96.1,,,,,,,,,,3qnkvefimj0i4kl78jucipnf9,L. Sembrant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487989177,14,1,1,0,51,7w2y7s7q5r1h1flz9y4sj6xka,0,30.8,95.6,2022-11-27T13:34:48.043Z,2022-11-27T13:35:42Z,3928235753,141,95.7,3928235797,233,8,3928235795,236,,3928235751,140,32.6,3928235757,213,0.0,3928235801,286,,3928235755,212,1.9,3928235749,56,Back,djh9uya9vanxsyfgpt1rc4yqx,M. Lundorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487989183,8,74,1,0,51,8gw3pgcd0doivaul55q8na9lg,1,59.9,3.7,2022-11-27T13:34:48.044Z,2022-11-27T14:18:17Z,3928235777,56,Right,3928235841,233,14,3928235779,285,,,,,,,,,,,,,,,,,dlk4qvpj8rn8jy2efhu4xn3yt,J. Karlernäs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487989193,9,5,1,0,53,8gw3pgcd0doivaul55q8na9lg,0,63.6,-1.1,2022-11-27T13:34:49.291Z,2022-11-27T14:18:30Z,3928235875,56,Right,3928235877,347,,3928235969,233,15,,,,,,,,,,,,,,,,dlk4qvpj8rn8jy2efhu4xn3yt,J. Karlernäs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487989207,15,5,1,0,53,7w2y7s7q5r1h1flz9y4sj6xka,1,36.4,101.1,2022-11-27T13:34:49.291Z,2022-11-27T13:34:54Z,3928235931,56,Back,3928235961,233,9,3928235933,347,,,,,,,,,,,,,,,,,3qnkvefimj0i4kl78jucipnf9,L. Sembrant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487989257,16,1,1,1,0,7w2y7s7q5r1h1flz9y4sj6xka,1,34.2,100,2022-11-27T13:34:56.506Z,2022-11-27T13:35:00Z,3928236155,212,9.6,3928236149,56,Back,3928236157,213,6.0,3928236151,140,43.0,3928236153,141,97.8,3928236147,107,,,,,,,,djh9uya9vanxsyfgpt1rc4yqx,M. Lundorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487989261,17,1,1,1,4,7w2y7s7q5r1h1flz9y4sj6xka,0,43,97.8,2022-11-27T13:35:00.556Z,2022-11-27T13:35:01Z,3928236163,168,,3928236167,140,61.7,3928236161,3,,3928236165,56,Left,3928236173,213,6.2,3928236169,141,95.0,3928236171,212,19.7,,,,7lt5as8r1xms7ujjgt7pynl5,S. Cantore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487989259,10,49,1,1,4,8gw3pgcd0doivaul55q8na9lg,1,41.9,7,2022-11-27T13:35:00.897Z,2022-11-27T13:35:01Z,,,,,,,,,,,,,,,,,,,,,,,,,9nc4igej6cflyxrihy20zd045,G. Rizzon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487989273,11,1,1,1,6,8gw3pgcd0doivaul55q8na9lg,1,41.6,6.4,2022-11-27T13:35:02.177Z,2022-11-27T13:35:04Z,3928236249,140,43.7,3928236255,213,1.4,3928236251,141,22.3,3928236247,56,Back,3928236253,212,11.0,,,,,,,,,,9nc4igej6cflyxrihy20zd045,G. Rizzon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487989289,12,1,1,1,8,8gw3pgcd0doivaul55q8na9lg,1,47.2,23.6,2022-11-27T13:35:04.665Z,2022-11-27T13:35:07Z,3928236333,140,60.3,3928236341,213,0.0,3928236331,56,Center,3928236337,141,24.0,3928236339,212,13.8,,,,,,,,,,7asw3c7rhaqrmnc4kk7q0hp0p,A. Hilaj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487989293,13,1,1,1,11,8gw3pgcd0doivaul55q8na9lg,1,60.3,24,2022-11-27T13:35:07.385Z,2022-11-27T13:35:08Z,3928236399,213,1.0,3928236393,140,63.4,3928236395,141,31.5,3928236391,56,Center,3928236397,212,6.1,,,,,,,,,,d154hxm83w5x1m0ht905cgpg5,V. Kubassova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
