id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/8/value,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,assist,qualifier/16/id,qualifier/16/qualifierId
2544361777,1,34,16,0,0,4vvf3sulx3a61fiyaarjdndjs,1,0,0,2023-05-06T13:35:06.647Z,2023-05-06T14:04:00Z,4254359193,194,77pobry4mbh5wojka1ikgty7e,4254359187,59,"1, 16, 7, 5, 4, 6, 8, 15, 22, 3, 18, 9, 11, 13, 17, 19, 20, 21, 24",4254359183,30,"77pobry4mbh5wojka1ikgty7e, 5z6z0sw5jlr432mdo2yu5riay, 5onfamqh0uteez2wtx463dknp, 3iangrthyltpl31m4v1qkgn2t, 51t40jr0wwgmuya85pnhjgx2i, z2pihtvpr5ei4ip9z9jtqn6x, 6msenows401fssj9jaih9g0a2, 1g7gyw5fbuujomrqso7fzajxm, e4glbrjataxggtxf953n1jsnp, a88r8d1jd5r928pvskginyiqy, ergobfal6ny5w6xy1hsixrdhw, bpmtdn2uqnwhllfnm59ck6rit, cyqlcyzogla6wql5pms4i02d, aietcywmok362027i2brpg4q1, egdjpgov38xmmhtuzjky9hw5, etonsdd040gijd5n0nzbuqane, 31q50ese977zfgiwi9bc1ehre, a4jf0e2bojp6n0cmd01zppsoa, ddq90t1cfklvuhk0xkbydfsut",4254359195,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4254359185,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5",4254359191,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",4254359189,130,18,4254456555,197,3946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544364323,1,34,16,0,0,eqaszp3lzhffqt4f8hmzov72j,1,0,0,2023-05-06T13:37:59.791Z,2023-05-06T14:01:07Z,4254371315,59,"1, 2, 12, 8, 21, 3, 24, 18, 19, 11, 9, 7, 13, 14, 15, 23, 30",4254371313,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5",4254371317,130,8,4254371311,30,"77qiz0pydyy47nrcuqqtcom50, 9wa7byb078u86r3x5bvzgkogl, bwefhg110kbph4g04in7ynu38, cvq0jg2vh6kxwf0lcpmuf3i8k, cklnfn4gt480hn4o3m3d979w, 4jz2cnk91to6lp7cujbzhnwq2, d20r1ne9lrj8jivt9qv1m6zth, 2j4zvd9upsax6m9vkodcd6vl6, 1saqhw307zho8fyokoav1j6s4, de1rbqfoaq2wyrd2781bxqqc5, 1ezefmix2gldcaoz0cdplw3x1, eaebjxv5o929urb7nerrq9qtw, d90k7acrynushpp6sld2e9h3p, comno008m9p6kg2cxtbc7suwa, f5c7fj7ce4uklgzn8el0c90d0, 5lwte3qujkcw20jcc691itbdh, buskvur4fy7ga63yv8akgr2ms",4254371321,194,1saqhw307zho8fyokoav1j6s4,4254371319,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0",4254371323,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4254457743,197,14201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544384413,2,32,1,0,0,eqaszp3lzhffqt4f8hmzov72j,1,0,0,2023-05-06T14:03:40.033Z,2023-05-06T14:03:42Z,4254468247,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544384401,2,32,1,0,0,4vvf3sulx3a61fiyaarjdndjs,1,0,0,2023-05-06T14:03:40.033Z,2023-05-06T14:03:40Z,4254468207,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544384433,3,1,1,0,0,eqaszp3lzhffqt4f8hmzov72j,1,50.1,50.3,2023-05-06T14:03:40.133Z,2023-05-06T14:51:43Z,4254468331,140,33.0,4254468335,212,18.3,4254468333,141,45.2,4254468337,213,3.3,4254468329,56,Back,4254468339,279,S,,,,,,,1ezefmix2gldcaoz0cdplw3x1,Jade Boho,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544384515,4,1,1,0,4,eqaszp3lzhffqt4f8hmzov72j,1,35.9,45.2,2023-05-06T14:03:44.056Z,2023-05-06T14:03:47Z,4254468741,56,Back,4254468747,212,23.5,4254468743,140,32.4,4254468749,213,4.6,4254468745,141,11.1,,,,,,,,,,cvq0jg2vh6kxwf0lcpmuf3i8k,Daniela Arques,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544384591,5,1,1,0,7,eqaszp3lzhffqt4f8hmzov72j,0,34.7,8.6,2023-05-06T14:03:47.112Z,2023-05-06T14:03:52Z,4254469125,155,,4254469135,213,0.1,4254469127,56,Right,4254469137,1,,4254469133,212,69.8,4254469131,141,13.8,4254469129,140,100.0,,,,9wa7byb078u86r3x5bvzgkogl,O. Oprea,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544384607,3,5,1,0,12,4vvf3sulx3a61fiyaarjdndjs,1,-1.2,85.3,2023-05-06T14:03:52.283Z,2023-05-06T14:51:26Z,4254469211,56,Back,4254469237,233,6,4254469213,346,,,,,,,,,,,,,,,,,3iangrthyltpl31m4v1qkgn2t,Mônica,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544384599,6,5,1,0,12,eqaszp3lzhffqt4f8hmzov72j,0,101.2,14.7,2023-05-06T14:03:52.283Z,2023-05-06T14:03:53Z,4254469255,233,3,4254469177,56,Right,4254469179,346,,,,,,,,,,,,,,,,,9wa7byb078u86r3x5bvzgkogl,O. Oprea,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544384847,4,1,1,0,27,4vvf3sulx3a61fiyaarjdndjs,1,3.6,50.1,2023-05-06T14:04:07.676Z,2023-05-06T14:04:09Z,4254470507,56,Back,4254470519,237,,4254470505,124,,4254470511,141,42.0,4254470509,140,6.1,4254470513,212,6.1,4254470515,213,5.2,,,,77pobry4mbh5wojka1ikgty7e,Paola Ulloa,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544384899,5,1,1,0,29,4vvf3sulx3a61fiyaarjdndjs,1,6.4,42,2023-05-06T14:04:09.292Z,2023-05-06T14:04:13Z,4254470807,212,26.9,4254470803,140,20.8,4254470809,213,5.3,4254470805,141,9.3,4254470801,56,Back,,,,,,,,,,51t40jr0wwgmuya85pnhjgx2i,Lauren,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544384973,6,1,1,0,32,4vvf3sulx3a61fiyaarjdndjs,0,21.9,8.4,2023-05-06T14:04:13.020Z,2023-05-06T14:04:16Z,4254471145,141,12.2,4254471147,212,53.0,4254471139,155,,4254471143,140,72.3,4254471149,213,0.0,4254471141,56,Right,4254471151,1,,,,,z2pihtvpr5ei4ip9z9jtqn6x,A. Cometti,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544385049,7,1,1,0,37,eqaszp3lzhffqt4f8hmzov72j,1,29,77.6,2023-05-06T14:04:17.672Z,2023-05-06T14:04:22Z,4254471529,212,32.6,4254471533,1,,4254471527,141,91.2,4254471523,56,Left,4254471525,140,58.8,4254471531,213,0.3,4254471521,157,,,,,cklnfn4gt480hn4o3m3d979w,Lucía Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544385087,8,1,1,0,41,eqaszp3lzhffqt4f8hmzov72j,1,59.6,90.8,2023-05-06T14:04:21.904Z,2023-05-06T14:53:04Z,4254471719,212,8.3,4254471713,56,Left,4254471721,213,3.7,4254471717,141,83.9,4254471715,140,53.1,,,,,,,,,,1ezefmix2gldcaoz0cdplw3x1,Jade Boho,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544385089,9,61,1,0,44,eqaszp3lzhffqt4f8hmzov72j,0,53.6,83,2023-05-06T14:04:24.384Z,2023-05-06T14:53:33Z,4254471725,56,Left,,,,,,,,,,,,,,,,,,,,,,bwefhg110kbph4g04in7ynu38,Astrid Álvarez,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544385109,7,61,1,0,45,4vvf3sulx3a61fiyaarjdndjs,1,32.2,17.7,2023-05-06T14:04:25.881Z,2023-05-06T14:04:26Z,4254471831,56,Back,,,,,,,,,,,,,,,,,,,,,,z2pihtvpr5ei4ip9z9jtqn6x,A. Cometti,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544385125,8,49,1,0,47,4vvf3sulx3a61fiyaarjdndjs,1,31,14.7,2023-05-06T14:04:27.116Z,2023-05-06T14:04:27Z,,,,,,,,,,,,,,,,,,,,,,,,,z2pihtvpr5ei4ip9z9jtqn6x,A. Cometti,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544385199,9,1,1,0,48,4vvf3sulx3a61fiyaarjdndjs,1,32.9,16.6,2023-05-06T14:04:28.669Z,2023-05-06T14:04:31Z,4254472261,56,Back,4254472269,213,0.6,4254472267,212,17.9,4254472263,140,47.1,4254472265,141,31.2,,,,,,,,,,z2pihtvpr5ei4ip9z9jtqn6x,A. Cometti,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544385259,10,1,1,0,51,4vvf3sulx3a61fiyaarjdndjs,1,56,26.8,2023-05-06T14:04:31.788Z,2023-05-06T14:04:36Z,4254472589,141,11.9,4254472591,212,20.1,4254472579,155,,4254472587,140,72.5,4254472583,56,Right,4254472593,213,5.8,,,,,,,ergobfal6ny5w6xy1hsixrdhw,Lucía Pardo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544385321,11,1,1,0,56,4vvf3sulx3a61fiyaarjdndjs,1,69.8,9.3,2023-05-06T14:04:36.348Z,2023-05-06T14:09:32Z,4254498189,210,14,4254472859,56,Center,4254472861,140,86.0,4254472863,141,25.3,4254472867,213,0.6,4254472865,212,20.2,,,,,,,a88r8d1jd5r928pvskginyiqy,R. Kundananji,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544385331,12,1,1,0,59,4vvf3sulx3a61fiyaarjdndjs,0,79.1,27.9,2023-05-06T14:04:39.788Z,2023-05-06T14:04:40Z,4254472901,141,34.9,4254472903,212,4.9,4254472905,213,1.8,4254472899,140,77.9,4254472897,56,Center,,,,,,,,,,e4glbrjataxggtxf953n1jsnp,G. Chanda,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544385337,10,49,1,1,0,eqaszp3lzhffqt4f8hmzov72j,1,23.7,61.2,2023-05-06T14:04:40.776Z,2023-05-06T14:53:31Z,,,,,,,,,,,,,,,,,,,,,,,,,cvq0jg2vh6kxwf0lcpmuf3i8k,Daniela Arques,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544385355,11,61,1,1,2,eqaszp3lzhffqt4f8hmzov72j,0,24.9,64.2,2023-05-06T14:04:42.216Z,2023-05-06T14:04:42Z,4254473023,56,Back,,,,,,,,,,,,,,,,,,,,,,cvq0jg2vh6kxwf0lcpmuf3i8k,Daniela Arques,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544385385,12,45,1,1,3,eqaszp3lzhffqt4f8hmzov72j,0,25.1,69.1,2023-05-06T14:04:43.980Z,2023-05-06T14:54:11Z,4254473163,56,Back,4254473269,233,13,4254473165,285,,,,,,,,,,,,,,,,,cvq0jg2vh6kxwf0lcpmuf3i8k,Daniela Arques,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544385391,13,3,1,1,3,4vvf3sulx3a61fiyaarjdndjs,1,74.9,30.9,2023-05-06T14:04:43.980Z,2023-05-06T14:04:45Z,4254473185,56,Center,4254473187,286,,4254473217,233,12,,,,,,,,,,,,,,,,e4glbrjataxggtxf953n1jsnp,G. Chanda,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544385485,13,45,1,1,4,eqaszp3lzhffqt4f8hmzov72j,0,23.5,70.2,2023-05-06T14:04:44.524Z,2023-05-06T14:54:13Z,4254473661,56,Back,4254473797,233,14,4254473663,285,,,,,,,,,,,,,,,,,9wa7byb078u86r3x5bvzgkogl,O. Oprea,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544385429,14,3,1,1,4,4vvf3sulx3a61fiyaarjdndjs,1,76.5,29.8,2023-05-06T14:04:44.524Z,2023-05-06T14:04:50Z,4254473397,56,Center,4254473399,286,,4254473763,233,13,,,,,,,,,,,,,,,,e4glbrjataxggtxf953n1jsnp,G. Chanda,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544385435,15,14,1,1,5,4vvf3sulx3a61fiyaarjdndjs,1,86.2,32.3,2023-05-06T14:04:45.660Z,2023-05-06T14:09:32Z,4254498211,231,46.6,4254498195,75,,4254473433,56,Center,4254494733,20,,4254498199,55,11,4254498207,215,,4254498203,102,44.8,4254498197,29,,e4glbrjataxggtxf953n1jsnp,G. Chanda,,4254473431,63,4254498209,230,98.1,4254473429,22,4254498205,103,5.7,,,,,,,,,,,,,,,,,
2544431885,441,61,1,1,8,4vvf3sulx3a61fiyaarjdndjs,0,77.9,37.1,2023-05-06T14:04:48.033Z,2023-05-06T14:55:23Z,4254711415,56,Center,,,,,,,,,,,,,,,,,,,,,,a88r8d1jd5r928pvskginyiqy,R. Kundananji,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544385517,16,2,1,1,9,4vvf3sulx3a61fiyaarjdndjs,1,76.4,27.2,2023-05-06T14:04:49.356Z,2023-05-06T14:06:37Z,4254473839,140,85.5,4254482589,7,e4glbrjataxggtxf953n1jsnp,4254473837,56,Center,4254473841,141,35.7,,,,,,,,,,,,,a88r8d1jd5r928pvskginyiqy,R. Kundananji,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544385945,15,55,1,1,9,eqaszp3lzhffqt4f8hmzov72j,1,20.8,66.4,2023-05-06T14:04:49.357Z,2023-05-06T14:54:43Z,,,,,,,,,,,,,,,,,,,,,,,,,9wa7byb078u86r3x5bvzgkogl,O. Oprea,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544385559,17,43,1,1,12,4vvf3sulx3a61fiyaarjdndjs,1,0,0,2023-05-06T14:04:52.429Z,2023-05-06T14:06:39Z,4254474099,56,Center,4254482833,144,15,4254475363,458,0,4254475367,147,47.7,4254474095,22,0,4254475357,103,10.8,4254475353,80,0,4254474713,20,0,a88r8d1jd5r928pvskginyiqy,R. Kundananji,,4254475359,215,4254474097,18,0,4254475365,146,4254474737,233,14,0,97.6,4254475355,102,48.0,4254475361,328,0,,,,,,,,,
2544385553,14,43,1,1,12,eqaszp3lzhffqt4f8hmzov72j,1,0,0,2023-05-06T14:04:52.529Z,2023-05-06T14:15:31Z,4254474327,176,0,4254474331,180,0,4254474069,56,Back,4254526187,144,10,4254474067,182,0,,,,,,,,,,77qiz0pydyy47nrcuqqtcom50,Laura Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544385957,18,43,1,1,31,4vvf3sulx3a61fiyaarjdndjs,1,0,0,2023-05-06T14:05:11.652Z,2023-05-06T14:06:41Z,4254475991,152,0,4254475997,286,0,4254475993,265,0,4254475987,56,Center,4254475985,13,0,4254476055,233,15,4254482949,144,4,,,,a88r8d1jd5r928pvskginyiqy,R. Kundananji,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544386089,16,1,1,1,38,eqaszp3lzhffqt4f8hmzov72j,0,20.3,64.6,2023-05-06T14:05:18.343Z,2023-05-06T14:54:54Z,4254476625,5,,4254476635,141,82.4,4254476627,157,,4254476637,212,50.9,4254476633,140,67.4,4254476631,56,Left,4254476703,189,,4254476629,152,,77qiz0pydyy47nrcuqqtcom50,Laura Martínez,,4254476639,213,4254476641,1,,,,,,,0.2,,,,,,,,,,,,,,,,
2544386127,19,43,1,1,41,4vvf3sulx3a61fiyaarjdndjs,1,0,0,2023-05-06T14:05:22.012Z,2023-05-06T14:05:27Z,4254476845,285,0,4254476843,56,Back,4254477193,144,44,,,,,,,,,,,,,,,,6msenows401fssj9jaih9g0a2,K. Araya,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544386167,17,1,1,1,43,eqaszp3lzhffqt4f8hmzov72j,1,58.7,92.3,2023-05-06T14:05:23.327Z,2023-05-06T14:55:53Z,4254477071,212,7.3,4254477065,56,Left,4254477069,141,81.6,4254477073,213,4.8,4254477067,140,59.5,,,,,,,,,,bwefhg110kbph4g04in7ynu38,Astrid Álvarez,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544432127,310,1,1,1,44,eqaszp3lzhffqt4f8hmzov72j,0,60.5,74.4,2023-05-06T14:05:24.033Z,2023-05-06T14:55:38Z,4254712585,141,72.3,4254712583,140,90.7,4254712587,212,31.7,4254712589,213,6.2,4254712581,56,Center,4254712579,155,,,,,,,,cvq0jg2vh6kxwf0lcpmuf3i8k,Daniela Arques,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544386223,20,52,1,1,50,4vvf3sulx3a61fiyaarjdndjs,1,8.2,28.6,2023-05-06T14:05:30.172Z,2023-05-06T14:05:30Z,,,,,,,,,,,,,,,,,,,,,,,,,77pobry4mbh5wojka1ikgty7e,Paola Ulloa,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544386875,21,1,1,2,28,4vvf3sulx3a61fiyaarjdndjs,1,12.7,34.2,2023-05-06T14:06:08.957Z,2023-05-06T14:06:10Z,4254480739,213,4.9,4254480729,123,,4254480735,141,21.9,4254480737,212,8.5,4254480733,140,13.9,4254480731,56,Back,,,,,,,77pobry4mbh5wojka1ikgty7e,Paola Ulloa,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544386927,22,1,1,2,30,4vvf3sulx3a61fiyaarjdndjs,1,14,21.9,2023-05-06T14:06:10.428Z,2023-05-06T14:06:12Z,4254481011,140,34.7,4254481017,213,5.8,4254481013,141,4.6,4254481009,56,Back,4254481015,212,24.7,,,,,,,,,,51t40jr0wwgmuya85pnhjgx2i,Lauren,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544386977,23,1,1,2,32,4vvf3sulx3a61fiyaarjdndjs,1,32.8,7.7,2023-05-06T14:06:12.763Z,2023-05-06T14:06:16Z,4254481247,141,24.8,4254481237,56,Back,4254481255,213,2.7,4254481241,140,11.2,4254481251,212,25.5,,,,,,,,,,z2pihtvpr5ei4ip9z9jtqn6x,A. Cometti,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544387059,24,1,1,2,36,4vvf3sulx3a61fiyaarjdndjs,0,9,17.6,2023-05-06T14:06:16.427Z,2023-05-06T14:06:21Z,4254481623,213,6.0,4254481625,1,,4254481615,56,Right,4254481619,141,0.0,4254481613,155,,4254481621,212,53.6,4254481617,140,58.5,,,,51t40jr0wwgmuya85pnhjgx2i,Lauren,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544387345,18,5,1,2,41,eqaszp3lzhffqt4f8hmzov72j,1,42.6,101.5,2023-05-06T14:06:21.087Z,2023-05-06T14:06:43Z,4254483079,233,25,4254483061,347,,4254483059,56,Back,,,,,,,,,,,,,,,,1ezefmix2gldcaoz0cdplw3x1,Jade Boho,,,,,,,,,,,,,,,,,,,,,,,,,,,,
