id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/13/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId
2519334571,1,34,16,0,0,8zt8rrm6v5nccv01v6pef0r1o,1,0,0,2023-03-12T16:32:24.272Z,2023-03-12T17:03:54Z,4093611301,30,"4bcef9sqkbml7b2jtqhbz602d, lanj0745tf4i4hige9vm9qll, d0i38pk78vbxoqz7x2rzz8cx6, daze51b5849zsk2aqvgmkkbth, 9163edyiljpd18plos0eb2j8p, 24dpnyyhqgnve5zzget4gz1zp, ayd71ahuyt8kd9c8xmbbbhg16, 3alzawtqpfjtb3vez30mbp0mi, a7yq5hwmc27r615dak86yfoph, 5qvgs8yefgkayj9yt1kidkcfd, 263vizqqfp8zwwws0exdrl3o5, efxmnnjg8l00ns74d7nnloi22, 1duox0r8qvb3t52m9w4mp86ol, 52kdiaya57yaisoil0k9ss0oa, 3iet32cz1jg865iswu92kqd49, 31yxoo15eztnf39r45e6hy1g5, b24bgt8u8e1b1gb98k9sf9lw4, 921nkcoy16y0wya801bo53f85, 2a76iw4bpv8ppfhuc859cweeh, 1tusdkqm6v4khzekbrp2jfnqh, 4pavtall24hy4jle51p1lqkbu, auyj06nha2syoygo7prfadobu",4093611305,59,"1, 3, 20, 7, 15, 11, 18, 6, 8, 22, 16, 2, 4, 5, 9, 10, 13, 14, 17, 19, 26, 27",4093611303,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4093611307,130,8,4093611311,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4093765025,197,3941,4093611317,194,4bcef9sqkbml7b2jtqhbz602d,4093611321,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519336111,1,34,16,0,0,vaikl8nl7hdr4y9jj4jyb9ey,1,0,0,2023-03-12T16:33:30.572Z,2023-03-12T17:06:25Z,4093619169,30,"6h41rdmhfs08723t23zgi5vjd, d4gjsmv5dqgv9w2e115gh7kk5, cq38p3rul6qi2tpvr077v8n6y, dlbgel5sg62n5z89ev1tkusph, a5b2mmssttscc0k5rss87lhey, 59k0w00mz9tbm2mehy6ix113p, 4trjsb4uoasjj3jwr77rh0k16, 7l3val0z7xwpaptf5ebgimnyt, dgkmt7f5k9oqruxzsi3x9em6t, 13hy7ggmnhfalmdqlbp6lzv11, 1xs185h82mmyp8z86s1f6jucq, 4vk1yd7zqaqapuejahqx7zi09, 5nad4qgy5hlwfsm64mhkwadw5, evfl561yy3cwa51hwnme6mifp, 4rs6pmptx7w4moy8ks2vyrff9, 9k9f6c1xb7kfaq3siophz7ca1, cp37td3qaw8oyf3mznoh45o15, 79gb1aba3b9e3bht7frq0lqp6, 10w88nr6r2nzxank4gv5gokbt, 47wzwvf5ksv7kdivj9ra96l0p",4093619173,59,"1, 2, 7, 21, 15, 5, 22, 6, 11, 10, 19, 3, 8, 9, 13, 16, 18, 20, 23, 24",4093619177,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4093619181,194,59k0w00mz9tbm2mehy6ix113p,4093619171,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4093619175,130,8,4093619183,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4093765075,197,8978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519364997,2,32,1,0,0,8zt8rrm6v5nccv01v6pef0r1o,1,0,0,2023-03-12T17:01:59.851Z,2023-03-12T17:02:00Z,4093776595,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519365013,2,32,1,0,0,vaikl8nl7hdr4y9jj4jyb9ey,1,0,0,2023-03-12T17:01:59.851Z,2023-03-12T17:02:01Z,4093776663,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519365045,3,1,1,0,0,8zt8rrm6v5nccv01v6pef0r1o,1,50,50,2023-03-12T17:01:59.951Z,2023-03-12T17:02:03Z,4093776839,279,S,4093776831,140,38.3,4093776835,212,13.5,4093776829,56,Back,4093776833,141,58.2,4093776837,213,2.7,,,,,,,a7yq5hwmc27r615dak86yfoph,Ludmila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519365081,4,1,1,0,3,8zt8rrm6v5nccv01v6pef0r1o,1,38.3,58.2,2023-03-12T17:02:03.143Z,2023-03-12T17:02:06Z,4093777005,56,Back,4093777009,141,38.2,4093777011,212,21.1,4093777013,213,3.8,4093777007,140,22.9,,,,,,,,,,daze51b5849zsk2aqvgmkkbth,Maitane López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519365105,5,1,1,0,6,8zt8rrm6v5nccv01v6pef0r1o,1,22.9,38.2,2023-03-12T17:02:06.007Z,2023-03-12T17:02:08Z,4093777143,212,21.7,4093777137,56,Back,4093777141,141,70.0,4093777145,213,1.5,4093777139,140,24.0,,,,,,,,,,9163edyiljpd18plos0eb2j8p,Cinta Del Mar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519365149,6,1,1,0,8,8zt8rrm6v5nccv01v6pef0r1o,1,24,75.7,2023-03-12T17:02:07.991Z,2023-03-12T17:02:12Z,4093777361,213,4.6,4093777343,141,38.6,4093777335,140,22.3,4093777355,212,25.3,4093777325,56,Back,,,,,,,,,,24dpnyyhqgnve5zzget4gz1zp,Carmen Menayo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519365213,7,1,1,0,12,8zt8rrm6v5nccv01v6pef0r1o,1,27.5,40.1,2023-03-12T17:02:12.391Z,2023-03-12T17:02:17Z,4093777713,212,22.6,4093777707,56,Back,4093777709,140,25.5,4093777711,141,73.2,4093777715,213,1.7,,,,,,,,,,9163edyiljpd18plos0eb2j8p,Cinta Del Mar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519365253,8,1,1,0,17,8zt8rrm6v5nccv01v6pef0r1o,1,35.8,72.1,2023-03-12T17:02:17.814Z,2023-03-12T17:02:21Z,4093777937,212,17.8,4093777933,140,31.1,4093777935,141,47.0,4093777939,213,4.4,4093777931,56,Back,,,,,,,,,,24dpnyyhqgnve5zzget4gz1zp,Carmen Menayo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519365305,9,1,1,0,21,8zt8rrm6v5nccv01v6pef0r1o,1,35.1,38.2,2023-03-12T17:02:21.487Z,2023-03-12T17:02:25Z,4093778227,141,4.1,4093778223,56,Back,4093778231,213,4.9,4093778225,140,38.8,4093778229,212,23.5,,,,,,,,,,9163edyiljpd18plos0eb2j8p,Cinta Del Mar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519365315,10,1,1,0,25,8zt8rrm6v5nccv01v6pef0r1o,0,38.3,4.4,2023-03-12T17:02:25.575Z,2023-03-12T17:02:26Z,4093778293,212,33.1,4093778287,56,Right,4093778297,1,,4093778291,141,10.0,4093778285,155,,4093778295,213,0.1,4093778289,140,69.6,,,,lanj0745tf4i4hige9vm9qll,Ainhoa Moraza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519365319,3,49,1,0,26,vaikl8nl7hdr4y9jj4jyb9ey,1,39.5,93.6,2023-03-12T17:02:26.723Z,2023-03-12T17:02:26Z,,,,,,,,,,,,,,,,,,,,,,,,,cq38p3rul6qi2tpvr077v8n6y,Olga Carmona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519365389,4,1,1,0,27,vaikl8nl7hdr4y9jj4jyb9ey,1,39.5,93.6,2023-03-12T17:02:26.895Z,2023-03-12T17:02:31Z,4093778647,141,92.0,4093778653,212,17.9,4093778643,140,56.5,4093778655,213,6.2,4093778641,56,Left,,,,,,,,,,cq38p3rul6qi2tpvr077v8n6y,Olga Carmona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519365395,5,4,1,0,30,vaikl8nl7hdr4y9jj4jyb9ey,1,52,84.4,2023-03-12T17:02:30.565Z,2023-03-12T17:02:32Z,4093778751,233,11,4093778675,152,,4093778671,13,,4093778679,286,,4093778677,265,,4093778673,56,Left,,,,,,,1xs185h82mmyp8z86s1f6jucq,L. Caicedo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519365403,11,4,1,0,30,8zt8rrm6v5nccv01v6pef0r1o,0,48,15.6,2023-03-12T17:02:30.566Z,2023-03-12T17:02:32Z,4093778703,13,,4093778707,152,,4093778775,233,5,4093778709,265,,4093778705,56,Back,4093778711,285,,,,,,,,lanj0745tf4i4hige9vm9qll,Ainhoa Moraza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519365603,6,1,1,0,42,vaikl8nl7hdr4y9jj4jyb9ey,1,52.6,75.3,2023-03-12T17:02:42.089Z,2023-03-12T17:02:45Z,4093779707,5,,4093779709,152,,4093779713,140,40.1,4093779717,212,15.5,4093779711,56,Back,4093779719,213,3.7,4093779715,141,63.1,,,,dlbgel5sg62n5z89ev1tkusph,Claudia Zornoza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
