id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,keyPass,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/8/value,qualifier/9/value,qualifier/13/value,qualifier/17/id,qualifier/17/qualifierId,assist
2533372619,1,34,16,0,0,6bus1cl4b6zdm93290r02o7cx,1,0,0,2023-04-15T06:02:22.819Z,2023-04-15T06:02:23Z,4188999653,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",4188999655,59,"1, 14, 44, 7, 4, 3, 33, 18, 22, 23, 17, 8, 9, 10, 24, 25, 26, 47",4188999651,30,"7j7c0l6xctuoauvg1tpni3ysp, 23ejdwwhvzovvi7jmek50dyol, 3qguujjae7411ruqhztrfojys, 6vkppmpdrvrujfp035ucpib8q, 82f876uvvivzq5hspoy6vpfmy, 12ndgojwoabbe9igew1ymcnop, 1ohbb8qqo4atptaijs269i6i2, f0yeq2v114x8is6rbrj6xxrhm, darnk2r4rggf7z5dm7t48omp5, 5y6uy0cw3emtxukzgl1xeb4l, 5cwzgbnlpamgpiwjlgn61i8k5, 39ix1ftjgermlkf4i12c80u7d, 7csua09fwbprxmixvu567yvv9, dsg6lclcyu8gvsyyn6jnoii95, a9lb9wl7lf9lxpmwril1pyfop, ca4hme0jyql3gf06hmsi89ht6, 8m7y7kmzgy3aqwvlt1ywp1tjp, c4gfngqz8qeae1xayhyiwg7l6",4188999661,194,6vkppmpdrvrujfp035ucpib8q,4188999657,130,4,4188999659,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4188999665,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4188999663,197,14530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533372791,1,34,16,0,0,92br3632xgmc25jvr0jesfvl6,1,0,0,2023-04-15T06:02:59.261Z,2023-04-15T08:25:18Z,4189000277,194,8bduzkapiw865xcl3xstzior9,4189000279,197,5066,4189000281,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4189000273,130,4,4189000271,59,"99, 3, 24, 18, 5, 20, 48, 23, 11, 47, 14, 1, 2, 6, 7, 9, 13, 28",4189000267,30,"2mlhzuv74jc84rckx21ctofd, 4xg5pywcbv3pho0idx326s7e2, 76x9dtsoan0d48m4h6gjr8bca, ejiqb92493nx7l8wifxbw5hp1, 8d2l4zwaz145adziclzc764t1, 8bduzkapiw865xcl3xstzior9, crs9cbmof39x40h175yi7naol, i3mv8ja69kgrfm3leprosfe1, 4g3jv6nwzqmv6tow2stbtrt1x, ewm5o6wx18ujlzhyai425ak15, 3qx2f9tqr7qn9wvs5dt4b5nqi, bnejmblsp0svuw4x3ngkgwonp, 23n7wb0am537w2rutg074gpg5, 3erz4yrlw2m15mxxocwq31g16, 2shd4ptk7rfpalkpnrfodgded, cts4m629mfz3knbeyri4021n9, 7yt16wh1vrezxyfbvtrpn78mi, 8sjwzm5s22rk4wxhbpx099jx0",4189000269,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",4189000275,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533396053,2,32,1,0,0,6bus1cl4b6zdm93290r02o7cx,1,0,0,2023-04-15T07:03:13.653Z,2023-04-15T07:03:16Z,4189120283,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533396041,2,32,1,0,0,92br3632xgmc25jvr0jesfvl6,1,0,0,2023-04-15T07:03:13.653Z,2023-04-15T07:03:13Z,4189120247,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533396061,3,1,1,0,0,92br3632xgmc25jvr0jesfvl6,1,50.2,49.7,2023-04-15T07:03:13.753Z,2023-04-15T07:03:18Z,4189120321,56,Back,4189120325,141,42.5,4189120327,212,22.8,4189120329,213,3.4,4189120323,140,29.0,4189120331,279,S,,,,,,,crs9cbmof39x40h175yi7naol,H. Ishige,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533396063,4,1,1,0,4,92br3632xgmc25jvr0jesfvl6,0,30.3,42.2,2023-04-15T07:03:18.641Z,2023-04-15T07:03:20Z,4189120351,212,50.4,4189120343,155,,4189120355,1,,4189120345,56,Left,4189120353,213,0.7,4189120347,140,65.8,4189120349,141,92.0,,,,8d2l4zwaz145adziclzc764t1,G. Miura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533396093,5,44,1,0,6,6bus1cl4b6zdm93290r02o7cx,1,36.2,6,2023-04-15T07:03:20.064Z,2023-04-15T07:03:28Z,4189120491,285,,4189120507,233,5,4189120489,56,Back,,,,,,,,,,,,,,,,1ohbb8qqo4atptaijs269i6i2,N. Misawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533396065,5,44,1,0,6,92br3632xgmc25jvr0jesfvl6,0,63.8,94,2023-04-15T07:03:20.065Z,2023-04-15T07:03:28Z,4189120513,233,5,4189120363,56,Left,4189120365,286,,,,,,,,,,,,,,,,,4g3jv6nwzqmv6tow2stbtrt1x,I. Jebali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533396071,3,8,1,0,7,6bus1cl4b6zdm93290r02o7cx,1,33.7,7.1,2023-04-15T07:03:20.675Z,2023-04-15T07:11:37Z,4189120383,56,Back,4189120399,15,,,,,,,,,,,,,,,,,,,,1ohbb8qqo4atptaijs269i6i2,N. Misawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533396075,4,5,1,0,8,6bus1cl4b6zdm93290r02o7cx,0,36.4,-1.7,2023-04-15T07:03:22.201Z,2023-04-15T09:02:43Z,4189120409,347,,4189120407,56,Back,4189120421,233,6,,,,,,,,,,,,,,,,1ohbb8qqo4atptaijs269i6i2,N. Misawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533396069,6,5,1,0,8,92br3632xgmc25jvr0jesfvl6,1,63.6,101.7,2023-04-15T07:03:22.201Z,2023-04-15T07:11:31Z,4189120411,233,4,4189120381,347,,4189120379,56,Left,,,,,,,,,,,,,,,,4g3jv6nwzqmv6tow2stbtrt1x,I. Jebali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533396101,7,1,1,0,15,92br3632xgmc25jvr0jesfvl6,0,63.3,100,2023-04-15T07:03:29.441Z,2023-04-15T07:03:31Z,4189120571,141,88.7,4189120569,140,71.5,4189120567,56,Left,4189120575,213,5.5,4189120565,107,,4189120573,212,12.1,,,,,,,76x9dtsoan0d48m4h6gjr8bca,K. Kurokawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533396107,6,8,1,0,18,6bus1cl4b6zdm93290r02o7cx,1,28.4,20.7,2023-04-15T07:03:32.122Z,2023-04-15T07:03:32Z,4189120589,56,Back,,,,,,,,,,,,,,,,,,,,,,1ohbb8qqo4atptaijs269i6i2,N. Misawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533396127,7,49,1,0,22,6bus1cl4b6zdm93290r02o7cx,1,30.3,25.6,2023-04-15T07:03:35.962Z,2023-04-15T07:03:36Z,,,,,,,,,,,,,,,,,,,,,,,,,f0yeq2v114x8is6rbrj6xxrhm,T. Matsuda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533396129,8,1,1,0,22,6bus1cl4b6zdm93290r02o7cx,0,30.3,25.6,2023-04-15T07:03:36.010Z,2023-04-15T07:13:38Z,4189120703,1,,4189120697,141,10.3,4189120699,212,42.8,4189120701,213,6.0,4189144461,155,,4189120693,56,Right,4189120695,140,69.8,,,,f0yeq2v114x8is6rbrj6xxrhm,T. Matsuda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533396135,8,49,1,0,23,92br3632xgmc25jvr0jesfvl6,1,25,91.7,2023-04-15T07:03:37.361Z,2023-04-15T07:03:37Z,,,,,,,,,,,,,,,,,,,,,,,,,8bduzkapiw865xcl3xstzior9,Kwon Kyung-Won,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533396147,9,1,1,0,24,92br3632xgmc25jvr0jesfvl6,1,25,91.7,2023-04-15T07:03:37.761Z,2023-04-15T07:03:41Z,4189120781,140,9.1,4189120785,212,26.5,4189120783,141,61.4,4189120779,56,Back,4189120787,213,4.0,,,,,,,,,,8bduzkapiw865xcl3xstzior9,Kwon Kyung-Won,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533396157,10,1,1,0,27,92br3632xgmc25jvr0jesfvl6,1,9.9,56.9,2023-04-15T07:03:41.506Z,2023-04-15T07:03:44Z,4189120827,141,3.4,4189120829,212,43.6,4189120831,213,5.3,4189120833,1,,4189120823,56,Back,4189120821,155,,4189120825,140,32.7,,,,2mlhzuv74jc84rckx21ctofd,K. Tani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533396165,11,1,1,0,30,92br3632xgmc25jvr0jesfvl6,0,32.7,3.4,2023-04-15T07:03:44.416Z,2023-04-15T07:03:46Z,4189120877,140,41.5,4189120879,141,4.3,4189120883,213,0.1,4189120875,56,Back,4189120881,212,9.3,,,,,,,,,,4xg5pywcbv3pho0idx326s7e2,R. Handa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533396187,9,8,1,0,31,6bus1cl4b6zdm93290r02o7cx,1,56.9,94.1,2023-04-15T07:03:45.234Z,2023-04-15T07:14:11Z,4189120965,56,Left,,,,,,,,,,,,,,,,,,,,,,3qguujjae7411ruqhztrfojys,K. Sato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533396205,12,1,1,0,33,92br3632xgmc25jvr0jesfvl6,1,24.7,11.7,2023-04-15T07:03:47.617Z,2023-04-15T07:03:49Z,4189121015,3,,4189121023,212,14.7,4189121019,140,38.6,4189121025,213,0.1,4189121017,56,Back,4189121021,141,14.0,,,,,,,8d2l4zwaz145adziclzc764t1,G. Miura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533396235,11,45,1,0,36,6bus1cl4b6zdm93290r02o7cx,0,61,85.9,2023-04-15T07:03:49.697Z,2023-04-15T07:14:56Z,4189121137,233,13,4189121129,285,,4189121127,56,Left,,,,,,,,,,,,,,,,f0yeq2v114x8is6rbrj6xxrhm,T. Matsuda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533396223,13,3,1,0,36,92br3632xgmc25jvr0jesfvl6,1,39,14.1,2023-04-15T07:03:49.697Z,2023-04-15T07:03:53Z,4189121097,286,,4189121133,233,11,4189121095,56,Back,,,,,,,,,,,,,,,,i3mv8ja69kgrfm3leprosfe1,Dawhan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533396219,10,1,1,0,36,6bus1cl4b6zdm93290r02o7cx,0,57.5,79.1,2023-04-15T07:03:50.201Z,2023-04-15T07:03:51Z,4189121089,213,0.6,4189121087,212,3.9,4189121083,140,60.6,4189121085,141,82.3,4189121081,56,Left,,,,,,,,,,6vkppmpdrvrujfp035ucpib8q,S. Kawasaki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533396229,14,3,1,0,37,92br3632xgmc25jvr0jesfvl6,0,41.8,15,2023-04-15T07:03:51.297Z,2023-04-15T07:03:55Z,4189121105,286,,4189121183,233,12,4189121103,56,Back,,,,,,,,,,,,,,,,i3mv8ja69kgrfm3leprosfe1,Dawhan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533396239,12,7,1,0,37,6bus1cl4b6zdm93290r02o7cx,1,58.2,85,2023-04-15T07:03:51.298Z,2023-04-15T07:15:02Z,4189121179,233,14,4189121169,285,,4189121167,56,Left,,,,,,,,,,,,,,,,6vkppmpdrvrujfp035ucpib8q,S. Kawasaki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533396243,13,49,1,0,41,6bus1cl4b6zdm93290r02o7cx,1,57.1,90.3,2023-04-15T07:03:54.746Z,2023-04-15T07:03:55Z,,,,,,,,,,,,,,,,,,,,,,,,,3qguujjae7411ruqhztrfojys,K. Sato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533396253,15,1,1,0,41,6bus1cl4b6zdm93290r02o7cx,0,57.1,90.3,2023-04-15T07:03:55.059Z,2023-04-15T07:15:11Z,4189121221,213,5.1,4189121213,56,Center,4189121217,141,49.9,4189121219,212,29.9,4189121215,140,68.4,4189121211,155,,,,,,,,3qguujjae7411ruqhztrfojys,K. Sato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533396249,14,43,1,0,41,6bus1cl4b6zdm93290r02o7cx,1,0,0,2023-04-15T07:03:55.100Z,2023-04-15T07:03:58Z,4189121197,286,0,4189121257,144,50,4189121195,56,Left,,,,,,,,,,,,,,,,3qguujjae7411ruqhztrfojys,K. Sato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533396247,15,43,1,0,41,92br3632xgmc25jvr0jesfvl6,1,0,0,2023-04-15T07:03:55.329Z,2023-04-15T07:15:19Z,4189121193,285,0,4189148985,144,44,4189121191,56,Back,,,,,,,,,,,,,,,,8d2l4zwaz145adziclzc764t1,G. Miura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
