id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/10/value,qualifier/8/value,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/14/value
2544900785,1,34,16,0,0,12tyw9yomy9n5cjd5po2ajx1q,1,0,0,2023-05-07T04:07:00.030Z,2023-05-07T05:00:38Z,4257247931,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4257247929,197,14700,4257247919,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",4257247927,194,9uuzy744b3q8i7sbk7hjjntn9,4257247925,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4257247921,59,"21, 25, 31, 19, 5, 35, 14, 8, 9, 13, 16, 15, 17, 20, 23, 33, 39, 50",4257247917,30,"5x1kq3909or0h3gbe2uu2cp91, bj5k9pm3837dxwerp0vy94hgq, 9uuzy744b3q8i7sbk7hjjntn9, 9sqv61rxp1papk4e2aab9noix, 7f7rlxtcm93i5p08kci7rzjkl, a0h7bps286z0f3sgnbkvpehg5, 536qjh4gcmpo5q68ti87e60kq, 96dbf20tzfz2751lensfhchk9, 3tiriwy3k68lw0zi0fj5dx49h, 3n8lo5wm0i7sh0h92abx87hm1, 5r0vvr8ch9wrim11994baqln8, 59e2dosv29zg2c146u5v9k02y, d00ghqkaff818dnyuyhcdcve, aieev8jr470iq7ft2ob005wph, 6yy4eglwmvj6i50st1np97be2, 6lc4nnqxwzi39yz3cd6b7p13p, 5zmpse5r3v3ez5ewzreaumas4, 5vuhxc4dqq733xjjcnlbudn8p",4257247923,130,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544901175,1,34,16,0,0,3lyo0vqgndy4fuzlfo5l9ql30,1,0,0,2023-05-07T04:08:47.968Z,2023-05-07T05:17:00Z,4257250363,197,5065,4257250359,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4257250361,194,bcqjrpgcfyzggcts863ck11bd,4257250365,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4257250355,59,"46, 16, 2, 5, 50, 4, 28, 6, 19, 10, 14, 22, 9, 11, 21, 24, 30, 49",4257250357,130,8,4257250353,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",4257250351,30,"5ha4d9cmkfc0zdfjtmqt3mg6i, h84l7hezwweq4hmxnb0q7651, 4dcx2psoevoocmxjm4mrokyqx, cgv10p2fly70zfpm74nmyx8bu, aju96fh38fg93pp3dasz29hwp, bcqjrpgcfyzggcts863ck11bd, exhzpkx6j2ffgblv06ummy356, b1yiwq0bmix3nvs4snp5gmmsp, 7zxscftntxqon7k8h7ozac3fu, 1d57az0nmca33zgcta21912p5, 9bk61hqoeloi792bgxkq0owyd, 60744zxlgn1dnrd2r9o76tc5x, 6vedxvw1nzhkl23yi0wkxaaj9, 3n5ebr69aqovbxiw13g2zymeh, 5e8x9ph9g69u29zz3u7xwsm0a, cq5sbfpf2mphplrzyb2tmsxxx, 9xyqqsptlh52thq4zfpwbpces, 842vz92cwiccjvr2q9iyca3md",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544910193,2,32,1,0,0,12tyw9yomy9n5cjd5po2ajx1q,1,0,0,2023-05-07T05:03:06.350Z,2023-05-10T23:30:21Z,4257300675,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544910195,2,32,1,0,0,3lyo0vqgndy4fuzlfo5l9ql30,1,0,0,2023-05-07T05:03:06.350Z,2023-05-07T05:03:09Z,4257300677,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544910215,3,1,1,0,0,12tyw9yomy9n5cjd5po2ajx1q,1,49.9,49.9,2023-05-07T05:03:06.450Z,2023-05-07T05:03:11Z,4257300737,279,S,4257300735,213,2.9,4257300731,141,54.9,4257300729,140,34.1,4257300733,212,16.9,4257300727,56,Back,,,,,,,3tiriwy3k68lw0zi0fj5dx49h,K. Suzuki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544910227,4,1,1,0,4,12tyw9yomy9n5cjd5po2ajx1q,1,33.8,51.9,2023-05-07T05:03:10.912Z,2023-05-07T05:03:13Z,4257300769,213,4.1,4257300765,141,42.1,4257300767,212,8.1,4257300763,140,29.4,4257300761,56,Back,,,,,,,,,,96dbf20tzfz2751lensfhchk9,T. Ko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544910231,5,1,1,0,6,12tyw9yomy9n5cjd5po2ajx1q,1,28.9,43.1,2023-05-07T05:03:12.822Z,2023-05-07T05:03:17Z,4257300799,213,1.7,4257300791,56,Back,4257300793,140,26.6,4257300797,212,19.3,4257300795,141,71.2,,,,,,,,,,7f7rlxtcm93i5p08kci7rzjkl,M. Fitzgerald,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544910273,6,1,1,0,10,12tyw9yomy9n5cjd5po2ajx1q,1,29.3,76.1,2023-05-07T05:03:16.547Z,2023-05-07T05:03:27Z,4257300985,213,4.7,4257300979,140,28.5,4257300977,56,Back,4257300981,141,41.0,4257300983,212,23.9,,,,,,,,,,a0h7bps286z0f3sgnbkvpehg5,K. Chiba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544910291,7,1,1,0,20,12tyw9yomy9n5cjd5po2ajx1q,0,36.3,34.9,2023-05-07T05:03:26.651Z,2023-05-07T05:03:30Z,4257301079,1,,4257301067,155,,4257301075,212,45.0,4257301077,213,0.8,4257301071,140,67.4,4257301073,141,80.5,4257301069,56,Left,,,,7f7rlxtcm93i5p08kci7rzjkl,M. Fitzgerald,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544910287,3,44,1,0,22,3lyo0vqgndy4fuzlfo5l9ql30,1,28.6,13.8,2023-05-07T05:03:28.613Z,2023-05-07T05:03:31Z,4257301051,285,,4257301121,233,8,4257301043,56,Back,,,,,,,,,,,,,,,,h84l7hezwweq4hmxnb0q7651,E. Katayama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
