id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/9/value,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/12/value,qualifier/13/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,assist
2508902545,1,34,16,0,0,92br3632xgmc25jvr0jesfvl6,1,0,0,2023-02-18T05:03:37.627Z,2023-02-18T05:58:13Z,4038521869,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4038521865,194,2shd4ptk7rfpalkpnrfodgded,4038521857,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",4038521855,30,"2mlhzuv74jc84rckx21ctofd, 4xg5pywcbv3pho0idx326s7e2, 76x9dtsoan0d48m4h6gjr8bca, i3mv8ja69kgrfm3leprosfe1, 8d2l4zwaz145adziclzc764t1, 8bduzkapiw865xcl3xstzior9, 7ot8yoc3nghpbgdkexc2g4j8q, 2shd4ptk7rfpalkpnrfodgded, cts4m629mfz3knbeyri4021n9, 8sjwzm5s22rk4wxhbpx099jx0, 2kcise3j2ab8hq0n2vgf391wp, bnejmblsp0svuw4x3ngkgwonp, 3erz4yrlw2m15mxxocwq31g16, 7vo5101vnsyz90015firvjzdh, 7yt16wh1vrezxyfbvtrpn78mi, ejiqb92493nx7l8wifxbw5hp1, 5426us5htztnint9qxlhfugkq, co2jr63m3drr3y0ww8ytfexw4",4038521867,197,5066,4038521859,59,"99, 3, 24, 23, 5, 20, 29, 7, 9, 28, 8, 1, 6, 10, 13, 18, 34, 37",4038521863,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4038521861,130,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508903231,1,34,16,0,0,3lyo0vqgndy4fuzlfo5l9ql30,1,0,0,2023-02-18T05:05:33.043Z,2023-02-18T05:57:52Z,4038525387,130,4,4038525393,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4038525383,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",4038525391,197,5064,4038525381,30,"5e8x9ph9g69u29zz3u7xwsm0a, h84l7hezwweq4hmxnb0q7651, 4dcx2psoevoocmxjm4mrokyqx, cgv10p2fly70zfpm74nmyx8bu, aju96fh38fg93pp3dasz29hwp, bcqjrpgcfyzggcts863ck11bd, 3n5ebr69aqovbxiw13g2zymeh, 3vw44ny2hu4m11p3ik9y0lk2x, 7zxscftntxqon7k8h7ozac3fu, 1d57az0nmca33zgcta21912p5, 9bk61hqoeloi792bgxkq0owyd, b1yiwq0bmix3nvs4snp5gmmsp, 2i2kt4o38cmstyltb99x1vc9h, 6vedxvw1nzhkl23yi0wkxaaj9, 95xv2vt9zeaisdth7ng5nfy8k, cq5sbfpf2mphplrzyb2tmsxxx, 2a58okwh0up45xrwo9bcpallh, cpqoist2a7fyz74b4hrqn9fkk",4038608417,194,bcqjrpgcfyzggcts863ck11bd,4038525389,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4038525385,59,"21, 16, 2, 5, 50, 4, 11, 41, 19, 10, 14, 6, 8, 9, 20, 24, 31, 45",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508918965,2,32,1,0,0,92br3632xgmc25jvr0jesfvl6,1,0,0,2023-02-18T06:03:06.539Z,2023-02-18T06:03:09Z,4038612307,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508918963,2,32,1,0,0,3lyo0vqgndy4fuzlfo5l9ql30,1,0,0,2023-02-18T06:03:06.539Z,2023-02-18T06:03:06Z,4038612299,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508918975,3,1,1,0,0,3lyo0vqgndy4fuzlfo5l9ql30,1,50.1,49.4,2023-02-18T06:03:06.639Z,2023-02-18T06:03:12Z,4038612355,279,S,4038612347,140,29.1,4038612345,56,Back,4038612351,212,22.1,4038612349,141,48.5,4038612353,213,3.2,,,,,,,7zxscftntxqon7k8h7ozac3fu,M. Hosoya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508918985,4,1,1,0,5,3lyo0vqgndy4fuzlfo5l9ql30,0,31.8,48.1,2023-02-18T06:03:12.017Z,2023-02-18T06:03:14Z,4038612393,140,61.8,4038612391,56,Left,4038612397,212,48.3,4038612399,213,0.9,4038612401,1,,4038612389,155,,4038612395,141,100.0,,,,aju96fh38fg93pp3dasz29hwp,Y. Tatsuta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508918991,3,5,1,0,7,92br3632xgmc25jvr0jesfvl6,1,36.2,-2,2023-02-18T06:03:14.281Z,2023-02-18T06:25:44Z,4038612435,347,,4038612433,56,Back,4038612451,233,5,,,,,,,,,,,,,,,,4xg5pywcbv3pho0idx326s7e2,R. Handa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508918987,5,5,1,0,7,3lyo0vqgndy4fuzlfo5l9ql30,0,63.8,102,2023-02-18T06:03:14.281Z,2023-02-18T06:03:16Z,4038612405,347,,4038612461,233,3,4038612403,56,Left,,,,,,,,,,,,,,,,aju96fh38fg93pp3dasz29hwp,Y. Tatsuta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508919021,4,1,1,0,16,92br3632xgmc25jvr0jesfvl6,0,38.1,0,2023-02-18T06:03:23.173Z,2023-02-18T06:03:27Z,4038612585,107,,4038612595,213,0.2,4038612589,140,54.0,4038612587,56,Right,4038612591,141,3.5,4038612593,212,17.1,,,,,,,4xg5pywcbv3pho0idx326s7e2,R. Handa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508919035,6,44,1,0,18,3lyo0vqgndy4fuzlfo5l9ql30,1,46.8,95.4,2023-02-18T06:03:25.230Z,2023-02-18T06:03:28Z,4038612653,56,Back,4038612667,233,5,4038612655,285,,,,,,,,,,,,,,,,,bcqjrpgcfyzggcts863ck11bd,T. Koga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508919031,5,44,1,0,18,92br3632xgmc25jvr0jesfvl6,0,53.2,4.6,2023-02-18T06:03:25.231Z,2023-02-18T06:03:28Z,4038612629,286,,4038612671,233,6,4038612627,56,Right,,,,,,,,,,,,,,,,cts4m629mfz3knbeyri4021n9,M. Suzuki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508919037,7,1,1,0,19,3lyo0vqgndy4fuzlfo5l9ql30,0,45.2,94.6,2023-02-18T06:03:25.699Z,2023-02-18T06:21:53Z,4038614459,3,,4038612659,56,Left,4038614467,213,0.3,4038614461,140,60.0,4038614465,212,16.2,4038614463,141,100.0,,,,,,,bcqjrpgcfyzggcts863ck11bd,T. Koga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508919041,6,5,1,0,21,92br3632xgmc25jvr0jesfvl6,1,42,-1.8,2023-02-18T06:03:28.433Z,2023-02-18T06:25:45Z,4038612679,56,Back,4038612687,233,8,4038612681,347,,,,,,,,,,,,,,,,,cts4m629mfz3knbeyri4021n9,M. Suzuki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508919039,8,5,1,0,21,3lyo0vqgndy4fuzlfo5l9ql30,0,58,101.8,2023-02-18T06:03:28.433Z,2023-02-18T06:03:30Z,4038612675,56,Left,4038612693,233,6,4038612677,347,,,,,,,,,,,,,,,,,bcqjrpgcfyzggcts863ck11bd,T. Koga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508919059,7,1,1,0,26,92br3632xgmc25jvr0jesfvl6,1,41.6,0,2023-02-18T06:03:33.490Z,2023-02-18T06:03:34Z,4038612789,140,43.1,4038612795,213,1.3,4038612785,107,,4038612793,212,6.3,4038612791,141,7.3,4038612787,56,Back,,,,,,,4xg5pywcbv3pho0idx326s7e2,R. Handa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508919061,8,1,1,0,28,92br3632xgmc25jvr0jesfvl6,0,43.1,7.3,2023-02-18T06:03:34.762Z,2023-02-18T06:03:35Z,4038612805,141,0.0,4038612801,56,Back,4038612809,213,4.1,4038612803,140,38.8,4038612807,212,7.8,,,,,,,,,,7ot8yoc3nghpbgdkexc2g4j8q,Y. Yamamoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508919067,9,5,1,0,29,3lyo0vqgndy4fuzlfo5l9ql30,1,63.6,102,2023-02-18T06:03:35.715Z,2023-02-18T06:25:45Z,4038612819,56,Left,4038612821,347,,4038612831,233,9,,,,,,,,,,,,,,,,cgv10p2fly70zfpm74nmyx8bu,T. Takamine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508919063,9,5,1,0,29,92br3632xgmc25jvr0jesfvl6,0,36.4,-2,2023-02-18T06:03:35.715Z,2023-02-18T06:03:37Z,4038612811,56,Back,4038612813,347,,4038612839,233,9,,,,,,,,,,,,,,,,7ot8yoc3nghpbgdkexc2g4j8q,Y. Yamamoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508919101,10,1,1,0,34,3lyo0vqgndy4fuzlfo5l9ql30,1,64.9,100,2023-02-18T06:03:40.823Z,2023-02-18T06:03:43Z,4038612953,107,,4038612957,140,79.1,4038612955,56,Left,4038612959,141,92.6,4038612963,213,5.9,4038612961,212,16.2,,,,,,,4dcx2psoevoocmxjm4mrokyqx,H. Mitsumaru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508919107,11,1,1,0,37,3lyo0vqgndy4fuzlfo5l9ql30,0,78.7,92.6,2023-02-18T06:03:43.560Z,2023-02-18T06:03:45Z,4038612995,141,77.2,4038612999,213,5.7,4038612989,168,,4038612987,3,,4038612997,212,20.0,4038612991,56,Center,4038612993,140,94.9,,,,3vw44ny2hu4m11p3ik9y0lk2x,K. Sento,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508919109,10,49,1,0,39,92br3632xgmc25jvr0jesfvl6,1,2.7,24.1,2023-02-18T06:03:46.252Z,2023-02-18T06:03:46Z,,,,,,,,,,,,,,,,,,,,,,,,,8d2l4zwaz145adziclzc764t1,G. Miura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
