id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/9/value,qualifier/12/value,qualifier/11/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/10/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/14/value,qualifier/18/id,qualifier/18/qualifierId,assist
2521256439,1,34,16,0,0,9s2g5k3dlmfii452t8edaeozh,1,0,0,2023-03-18T04:12:28.244Z,2023-03-18T05:00:13Z,4103831641,194,22ad41qtjnxsdo3piosg6mn6d,4103831633,130,8,4103831645,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4103831643,197,5841,4103831637,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4103831627,30,"8i7aw5yhze1xiw2d2g5wax91w, 7xvwcat6dce9y9obgc8e2s1k9, 12lc6edtue24savqtmbkyu7rp, cs1e2ou4h94utke3qdy14fiay, cqjhp31uh46s2jfedo48h86ol, 21urhapqadraths78se3rh0ph, aa1f06qx3epbsge6s4ayd1e22, 4mnxvvl5unk1t8k2lkac3yor9, 51xel26o3uzvjdbcywcunmu3t, 22ad41qtjnxsdo3piosg6mn6d, 412cup9h8jkgivwiroq8mpfjd, cvobb9nkum41ldfnfszy42xka, wp6f6m1vhdtygyelx9nj74oa, 2gwfsjoj9diiuxr1kdga93mc5, n8ap3x0e0uz57mm7vp3m94ru, bqrfxy265rurcjw7c5swwjl9m, 950svxoswapg0ws25uo7jy2nd, dj2ukolvfyxahrzwp25q6hbhm",4103831629,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",4103831631,59,"29, 32, 2, 14, 55, 3, 15, 21, 40, 8, 13, 5, 10, 17, 18, 27, 31, 35",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521257341,1,34,16,0,0,2cwez3hk2i75ope3qyu54cqh1,1,0,0,2023-03-18T04:17:05.320Z,2023-03-20T10:06:54Z,4103836457,59,"1, 27, 2, 6, 4, 33, 18, 8, 11, 30, 7, 5, 10, 15, 16, 17, 20, 50",4103836459,130,8,4103836465,197,5031,4103836463,194,crytuzcclp9vswqsnwwkvubit,4103836467,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4103836453,30,"2l3mrt15ldruy0y7b5n5aiz8p, 645fzooyxtlnw2fy87tys8cet, gdz8r5nsoq3gt8ujug4cv0mh, acr0ml1scc6iyvg8yzk8s9rs9, 4d97t25ita5v6jzni0vpnixg5, dmuwwelctq9hiy12xwwguiwdm, 585zyri5hq2bu4j8kmjhnxi39, crytuzcclp9vswqsnwwkvubit, 8dxp5caa7cl7yqamst9tpxej9, enfnckq0atgnq0ky2xokmzizt, 7q6m9kh79u477neouw0z7xt5h, 6dg5uo3zb4fti2k3i8qe7urbp, b3mo6ycp38zd2ecbzxoc8en6d, 3cen673039ickz8g3q4ryqvze, 3v695dpbm6bdgifkyhlie6kbu, effts3pvx458med3adk4yagnp, 8jh2hi287wjaldwq5e5185wq1, bsfiv0x64vmmx07ts0o7ief6y",4103836461,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4103836455,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521265691,2,32,1,0,0,2cwez3hk2i75ope3qyu54cqh1,1,0,0,2023-03-18T05:03:24.663Z,2023-03-18T05:03:24Z,4103884275,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521265697,2,32,1,0,0,9s2g5k3dlmfii452t8edaeozh,1,0,0,2023-03-18T05:03:24.663Z,2023-03-18T05:03:26Z,4103884301,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521265715,3,1,1,0,0,2cwez3hk2i75ope3qyu54cqh1,1,49.7,50.1,2023-03-18T05:03:24.763Z,2023-03-18T07:08:44Z,4103884383,56,Center,4103884385,140,52.2,4103884391,213,6.1,4103884393,279,S,4103884389,212,2.7,4103884387,141,49.4,,,,,,,crytuzcclp9vswqsnwwkvubit,T. Kida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521265721,4,1,1,0,2,2cwez3hk2i75ope3qyu54cqh1,1,54.7,52.4,2023-03-18T05:03:26.955Z,2023-03-18T05:03:28Z,4103884427,212,14.9,4103884429,213,0.9,4103884425,141,69.3,4103884423,140,63.8,4103884421,56,Center,,,,,,,,,,acr0ml1scc6iyvg8yzk8s9rs9,K. Watanabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521265725,5,1,1,0,3,2cwez3hk2i75ope3qyu54cqh1,1,63.8,69.3,2023-03-18T05:03:28.162Z,2023-03-18T05:03:29Z,4103884445,56,Center,4103884451,212,8.8,4103884463,156,,4103884453,213,2.8,4103884449,141,73.6,4103884447,140,55.9,,,,,,,enfnckq0atgnq0ky2xokmzizt,T. Nishimura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521265731,6,1,1,0,5,2cwez3hk2i75ope3qyu54cqh1,1,55.9,73.6,2023-03-18T05:03:29.859Z,2023-03-18T05:03:31Z,4103884485,213,0.9,4103884479,140,67.7,4103884483,212,19.4,4103884481,141,95.6,4103884477,56,Left,,,,,,,,,,acr0ml1scc6iyvg8yzk8s9rs9,K. Watanabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521265739,7,1,1,0,6,2cwez3hk2i75ope3qyu54cqh1,1,67.7,95.6,2023-03-18T05:03:31.219Z,2023-03-18T05:03:32Z,4103884515,56,Back,4103884521,212,22.3,4103884523,213,3.1,4103884519,141,95.7,4103884517,140,46.5,,,,,,,,,,7q6m9kh79u477neouw0z7xt5h,Élber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521265787,8,1,1,0,7,2cwez3hk2i75ope3qyu54cqh1,1,46.5,95.7,2023-03-18T05:03:32.650Z,2023-03-18T05:03:40Z,4103884699,56,Back,4103884707,213,3.5,4103884705,212,14.5,4103884701,140,33.7,4103884703,141,87.7,,,,,,,,,,gdz8r5nsoq3gt8ujug4cv0mh,K. Nagato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
