id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/10/value,qualifier/11/value,qualifier/12/value,qualifier/15/value,qualifier/16/value,assist
2511740777,1,34,16,0,0,92br3632xgmc25jvr0jesfvl6,1,0,0,2023-02-25T04:59:42.945Z,2023-02-25T06:50:54Z,4053475423,197,5066,4053475415,59,"99, 3, 24, 7, 5, 20, 23, 18, 9, 47, 37, 1, 8, 10, 11, 13, 29, 34",4053475417,130,4,4053475411,30,"2mlhzuv74jc84rckx21ctofd, 4xg5pywcbv3pho0idx326s7e2, 76x9dtsoan0d48m4h6gjr8bca, 2shd4ptk7rfpalkpnrfodgded, 8d2l4zwaz145adziclzc764t1, 8bduzkapiw865xcl3xstzior9, i3mv8ja69kgrfm3leprosfe1, ejiqb92493nx7l8wifxbw5hp1, cts4m629mfz3knbeyri4021n9, ewm5o6wx18ujlzhyai425ak15, co2jr63m3drr3y0ww8ytfexw4, bnejmblsp0svuw4x3ngkgwonp, 2kcise3j2ab8hq0n2vgf391wp, 7vo5101vnsyz90015firvjzdh, 4g3jv6nwzqmv6tow2stbtrt1x, 7yt16wh1vrezxyfbvtrpn78mi, 7ot8yoc3nghpbgdkexc2g4j8q, 5426us5htztnint9qxlhfugkq",4053475419,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4053475413,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",4053475425,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4053475421,194,2shd4ptk7rfpalkpnrfodgded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511741897,1,34,16,0,0,27o8mdqno6jslcjb709sxjwyy,1,0,0,2023-02-25T05:08:56.855Z,2023-02-25T05:58:47Z,4053483879,30,"9r2zywyi1254rds8d2h4ne0ru, ddf07flibb0j2s97fwmnuau3t, cpr3syuxxldolgb1a5exxvug9, 9b13bzxb1ihm44s5wx421v4oa, b2ud6d4vrv31bb5l00jzcogoa, 60wqpvcqw404cqqw11nejmvo5, 5ap11m53rn4jai32lx8ejjzdh, egr1qg67z829bjgvwi8508yy, b68uhpy97bj96uyshxaqdsr9, ey5f9ve8nitrasavs98v01coa, 3glv4ddtgmm6ghdpqmcgr1j6y, 5pdp2jtcguno7n8wxy53bfsgl, 28yslyo2m2bsim5y5s7fsr0t1, 3rq2fxtjqablx794v1nom142x, eho6q5j8oz6hw3tffv8p0erdg, cvid25qdznmh1j1lyto6dp695, 5pgua1i009fqvqfshy4ncgnv9, 6pjif1rwpdftfj1dfee9l5xm2",4053483887,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4053483885,130,17,4053483893,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4053483889,194,5ap11m53rn4jai32lx8ejjzdh,4053483881,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",4053483883,59,"71, 29, 24, 42, 2, 6, 14, 5, 10, 18, 8, 4, 19, 22, 23, 30, 35, 41",4053483891,197,8019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511751093,2,32,1,0,0,92br3632xgmc25jvr0jesfvl6,1,0,0,2023-02-25T06:03:59.508Z,2023-02-25T06:03:59Z,4053531063,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511751095,2,32,1,0,0,27o8mdqno6jslcjb709sxjwyy,1,0,0,2023-02-25T06:03:59.508Z,2023-02-25T06:04:02Z,4053531065,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511751101,3,1,1,0,0,27o8mdqno6jslcjb709sxjwyy,1,50,50.1,2023-02-25T06:03:59.608Z,2023-02-25T07:03:39Z,4053531105,213,3.2,4053531097,56,Back,4053531103,212,11.4,4053531107,279,S,4053531101,141,48.7,4053531099,140,39.2,,,,,,,b68uhpy97bj96uyshxaqdsr9,Y. Ono,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511751109,4,1,1,0,2,27o8mdqno6jslcjb709sxjwyy,1,44.6,49.9,2023-02-25T06:04:02.230Z,2023-02-25T06:04:54Z,4053531139,212,9.6,4053531135,140,53.7,4053531137,141,49.7,4053531141,213,6.3,4053531133,56,Center,,,,,,,,,,5ap11m53rn4jai32lx8ejjzdh,N. Fujita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511751271,15,1,1,0,3,27o8mdqno6jslcjb709sxjwyy,0,55.6,47.6,2023-02-25T06:04:02.963Z,2023-02-25T06:05:08Z,4053532555,56,Center,4053532557,140,52.6,4053532561,212,8.2,4053532559,141,58.8,4053532563,213,2.0,,,,,,,,,,b68uhpy97bj96uyshxaqdsr9,Y. Ono,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511751117,3,8,1,0,4,92br3632xgmc25jvr0jesfvl6,1,46.7,44.8,2023-02-25T06:04:04.128Z,2023-02-25T06:05:43Z,4053531185,56,Back,,,,,,,,,,,,,,,,,,,,,,i3mv8ja69kgrfm3leprosfe1,Dawhan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511751129,4,49,1,0,6,92br3632xgmc25jvr0jesfvl6,1,58.1,41.2,2023-02-25T06:04:06.200Z,2023-02-25T06:04:06Z,,,,,,,,,,,,,,,,,,,,,,,,,cts4m629mfz3knbeyri4021n9,M. Suzuki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511751133,5,1,1,0,7,92br3632xgmc25jvr0jesfvl6,1,58.5,35.5,2023-02-25T06:04:07.031Z,2023-02-25T06:04:09Z,4053531281,213,5.1,4053531275,140,64.6,4053531277,141,15.2,4053531271,56,Right,4053531279,212,15.2,,,,,,,,,,cts4m629mfz3knbeyri4021n9,M. Suzuki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
