id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,assist,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/14/value
2518078469,1,34,16,0,0,5pol481515zvirmk6t00kerbc,1,0,0,2023-03-11T04:06:33.720Z,2023-03-11T05:00:29Z,4087011067,59,"1, 13, 5, 8, 31, 3, 14, 10, 33, 41, 23, 6, 16, 17, 20, 27, 30, 99",4087011071,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4087011065,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",4087011077,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4087011069,130,4,4087011075,197,14937,4087011063,30,"8psi8rr64yq7ovzua6ekiznpx, 5olu4s7w7nn9wy1219grd6z8p, 55plbq48ahcbaz5maex325nv8, dmg39rv08bjlkilby5aycpsve, 3l6ixflqq5g8ivhj7x9emh8t1, awckr8ajqo4vstzghb59rkwkp, 1zajsokdkegr6kia745i27omi, 520gf81j9admw2zeib75x3v11, 3h1911weob775j3n3r77gjlrd, 3o2up44nguwivaltm6d2hdhw5, gseaoyujse4xe4xwhlsq6sq1, edb7mugbc0u6ke0rk67po87o5, e8vzy09iw6420p567rmrcj3vu, 1m492fb1pd8amxhgextvoonsa, 2ingh41ma0grign63tygcgaok, 1h7fvauzlamj44picr31usjys, asr6wzzjgymajee0mth8rbvt, 88d8c6vvmo62h0lnbbo1t9i39",4087011073,194,dmg39rv08bjlkilby5aycpsve,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518078991,1,34,16,0,0,12tyw9yomy9n5cjd5po2ajx1q,1,0,0,2023-03-11T04:09:58.232Z,2023-03-11T05:42:58Z,4087014701,194,96dbf20tzfz2751lensfhchk9,4087014699,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4087014691,30,"b67vtycwcw93v5z6zidzsej8p, bj5k9pm3837dxwerp0vy94hgq, 59e2dosv29zg2c146u5v9k02y, aieev8jr470iq7ft2ob005wph, 7f7rlxtcm93i5p08kci7rzjkl, 73si74r5khd2xih6w3uc72rxl, dhqt17jw4t2yis8p6medgnluy, 96dbf20tzfz2751lensfhchk9, 3tiriwy3k68lw0zi0fj5dx49h, 3n8lo5wm0i7sh0h92abx87hm1, 536qjh4gcmpo5q68ti87e60kq, go72kkg33k57tcxebbg9v7u2, 37fgppizaampk28232bzeqwru, 5r0vvr8ch9wrim11994baqln8, d00ghqkaff818dnyuyhcdcve, 9sqv61rxp1papk4e2aab9noix, 5x1kq3909or0h3gbe2uu2cp91, 5vuhxc4dqq733xjjcnlbudn8p",4087014705,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4087014697,130,8,4087014695,59,"1, 25, 15, 20, 5, 3, 11, 8, 9, 13, 14, 2, 7, 16, 17, 19, 21, 50",4087014703,197,14700,4087014693,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518088667,2,32,1,0,0,12tyw9yomy9n5cjd5po2ajx1q,1,0,0,2023-03-11T05:03:32Z,2023-03-11T05:03:48Z,4087068797,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518088775,3,32,1,0,0,5pol481515zvirmk6t00kerbc,1,0,0,2023-03-11T05:03:32Z,2023-03-11T05:04:01Z,4087069321,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518088665,2,43,1,0,0,5pol481515zvirmk6t00kerbc,1,0,0,2023-03-11T05:03:32.547Z,2023-03-11T05:03:48Z,4087069127,144,32,4087068793,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518088781,4,1,1,0,1,5pol481515zvirmk6t00kerbc,1,50,49.7,2023-03-11T05:03:33.055Z,2023-03-11T05:08:11Z,4087069369,212,21.7,4087069367,141,58.5,4087075455,279,S,4087069371,213,2.9,4087069365,140,30.1,4087069363,56,Back,,,,,,,3h1911weob775j3n3r77gjlrd,T. Miyashiro,,,,,,,,,,,,,,,,,,,,,,,,,,
2518088793,5,1,1,0,3,5pol481515zvirmk6t00kerbc,0,30.1,58.5,2023-03-11T05:03:35.847Z,2023-03-11T05:08:35Z,4087069417,56,Right,4087069415,155,,4087069423,212,55.5,4087069419,140,69.1,4087069427,1,,4087069425,213,5.5,4087069421,141,3.4,,,,awckr8ajqo4vstzghb59rkwkp,T. Ominami,,,,,,,,,,,,,,,,,,,,,,,,,,
2518090161,58,1,1,0,6,5pol481515zvirmk6t00kerbc,0,67.7,4.8,2023-03-11T05:03:38.921Z,2023-03-11T05:09:22Z,4087076951,56,Right,4087076959,213,6.3,4087076955,141,4.6,4087076953,140,78.9,4087076957,212,11.8,4087076949,3,,,,,,,,3o2up44nguwivaltm6d2hdhw5,A. Ienaga,,,,,,,,,,,,,,,,,,,,,,,,,,
2518088785,3,12,1,0,31,12tyw9yomy9n5cjd5po2ajx1q,1,18.2,94.5,2023-03-11T05:04:03.047Z,2023-03-11T05:04:06Z,4087069387,56,Back,4087069393,212,19.7,4087069389,140,36.3,4087069409,167,,4087069395,213,0.3,4087069391,141,100.0,,,,,,,73si74r5khd2xih6w3uc72rxl,T. Deng,,,,,,,,,,,,,,,,,,,,,,,,,,
2518088787,4,5,1,0,33,12tyw9yomy9n5cjd5po2ajx1q,0,33.8,102,2023-03-11T05:04:05.330Z,2023-03-11T05:04:08Z,4087069401,56,Back,4087069403,347,,4087069453,233,6,,,,,,,,,,,,,,,,73si74r5khd2xih6w3uc72rxl,T. Deng,,,,,,,,,,,,,,,,,,,,,,,,,,
2518088795,6,5,1,0,33,5pol481515zvirmk6t00kerbc,1,66.2,-2,2023-03-11T05:04:05.330Z,2023-03-11T05:28:33Z,4087069435,56,Right,4087069437,347,,4087069443,233,4,,,,,,,,,,,,,,,,awckr8ajqo4vstzghb59rkwkp,T. Ominami,,,,,,,,,,,,,,,,,,,,,,,,,,
2518088801,7,1,1,0,37,5pol481515zvirmk6t00kerbc,1,68.7,0,2023-03-11T05:04:09.879Z,2023-03-11T05:04:11Z,4087069481,140,77.9,4087069477,107,,4087069489,213,0.4,4087069479,56,Right,4087069487,212,10.4,4087069483,141,3.7,,,,,,,3o2up44nguwivaltm6d2hdhw5,A. Ienaga,,,,,,,,,,,,,,,,,,,,,,,,,,
2518088807,8,1,1,0,38,5pol481515zvirmk6t00kerbc,1,77.9,3.7,2023-03-11T05:04:10.919Z,2023-03-11T05:10:08Z,4087069513,141,6.7,4087069509,56,Right,4087078383,189,,4087069515,212,6.8,4087069517,213,2.8,4087069511,140,71.7,,,,,,,3h1911weob775j3n3r77gjlrd,T. Miyashiro,,,,,,,,,,,,,,,,,,,,,,,,,,
2518088811,9,1,1,0,39,5pol481515zvirmk6t00kerbc,1,71.7,6.7,2023-03-11T05:04:11.623Z,2023-03-11T05:04:12Z,4087069531,140,72.2,4087069533,141,16.5,4087069535,212,6.7,4087069529,56,Right,4087069537,213,1.5,,,,,,,,,,3o2up44nguwivaltm6d2hdhw5,A. Ienaga,,,,,,,,,,,,,,,,,,,,,,,,,,
2518088815,10,1,1,0,40,5pol481515zvirmk6t00kerbc,1,72.2,16.5,2023-03-11T05:04:12.615Z,2023-03-11T05:04:13Z,4087069557,212,10.0,4087069555,141,1.9,4087069553,140,70.8,4087069559,213,4.6,4087069551,56,Right,,,,,,,,,,1zajsokdkegr6kia745i27omi,Y. Wakizaka,,,,,,,,,,,,,,,,,,,,,,,,,,
2518088825,11,1,1,0,41,5pol481515zvirmk6t00kerbc,1,70.8,1.9,2023-03-11T05:04:13.559Z,2023-03-11T05:04:18Z,4087069623,141,8.2,4087069619,56,Right,4087069625,212,6.0,4087069627,213,2.3,4087069621,140,66.8,,,,,,,,,,3o2up44nguwivaltm6d2hdhw5,A. Ienaga,,,,,,,,,,,,,,,,,,,,,,,,,,
2518088831,12,4,1,0,44,5pol481515zvirmk6t00kerbc,1,68.6,8.5,2023-03-11T05:04:16.535Z,2023-03-11T05:04:22Z,4087069679,233,5,4087069645,56,Right,4087069643,295,,4087069639,13,,4087069647,152,,4087069649,286,,,,,,,,dmg39rv08bjlkilby5aycpsve,K. Tachibanada,,,,,,,,,,,,,,,,,,,,,,,,,,
2518088839,5,4,1,0,44,12tyw9yomy9n5cjd5po2ajx1q,0,31.4,91.5,2023-03-11T05:04:16.536Z,2023-03-11T05:11:08Z,4087069669,56,Back,4087069671,152,,4087069665,13,,4087069667,295,,4087069673,285,,4087069683,233,12,,,,,,,3n8lo5wm0i7sh0h92abx87hm1,R. Ito,,,,,,,,,,,,,,,,,,,,,,,,,,
2518088917,13,1,1,1,9,5pol481515zvirmk6t00kerbc,1,66.2,3.2,2023-03-11T05:04:41.063Z,2023-03-11T05:04:43Z,4087070013,152,,4087070021,212,6.3,4087070015,56,Right,4087070023,213,6.0,4087070017,140,72.0,4087070011,5,,4087070019,141,1.0,,,,1zajsokdkegr6kia745i27omi,Y. Wakizaka,,,,,,,,,,,,,,,,,,,,,,,,,,
2518088931,14,1,1,1,10,5pol481515zvirmk6t00kerbc,1,71.9,1.9,2023-03-11T05:04:42.998Z,2023-03-11T05:04:46Z,4087070093,141,3.1,4087070089,56,Right,4087070095,212,9.0,4087070097,213,0.1,4087070091,140,80.4,,,,,,,,,,3o2up44nguwivaltm6d2hdhw5,A. Ienaga,,,,,,,,,,,,,,,,,,,,,,,,,,
