id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,keyPass,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/11/value,qualifier/12/value,qualifier/13/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,assist,qualifier/18/id,qualifier/18/qualifierId
2545710925,1,34,16,0,0,86pmsqvfhj3t45uo4osr9hks9,1,0,0,2023-05-08T09:43:57.002Z,2023-05-08T11:12:50Z,4261553323,194,68ipkee8liqja0vaxm5hp3gt1,4261553325,197,15311,4261553319,130,8,4261553317,59,"21, 66, 13, 8, 44, 19, 11, 24, 18, 30, 17, 1, 6, 9, 10, 22, 26, 27",4261553321,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4261553327,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4261553313,30,"4cih000f65u36i7fm1sn0fob9, eifui3hrv21plt57hxo8dhl62, 68ipkee8liqja0vaxm5hp3gt1, 7vr4sgrcs701tllzqir9ubc9h, 7g27aztcta6kcxevz44b8lv4l, 53ii8a2tn0kbcxyp0hfqhu02d, 9fg0am5mvsr9u9wu2m4nf9ii1, 8683grc2e0vttdmqococp9iw9, 8sc2xigysl1ueogyivxyj0hqt, 4cn12y72opvi21fz6fmd5sc9g, f476eflmv1tojfcufu59inf56, dfgaeb2ty9rt168zsbru4t3v9, 5osl9hgarpoek3ici17bq3nqh, 3nicdpsg0eal2r2f4m3oyycb9, 5wa2awnwsayrocgxs9d00p1p1, biv5sbz8pcwic5vb8k0zc3tnt, 16ibszyes8xs923koupcul08a, df7n0r366r77ujzxdedwcomol",4261553315,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545713483,1,34,16,0,0,dxrq5ce9fljcf0vrbrz89rp0k,1,0,0,2023-05-08T10:13:12.836Z,2023-05-08T10:34:48Z,4261569527,197,7916,4261569529,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4261569521,130,2,4261569515,30,"mz5s4zs3lw1sg7vv68f49iad, i257idor9l103iarq57i4bft, cn2i9dyn71c4atdtk98umnzd, ebsjcibmg7i93yxf4bhmac5w, agy03jhjlcs2x09k316qvfm51, 8hrpj0ialzd2mqug3bxpgnvth, dhvov5lyh3jet3pww97k2sa8l, 7uykeqo2uz07vju7flufnss89, bplgavkxvjdsqd8j812pgwh2i, 15ato5bntfatzlnc2pdu1yn3e, 20ravs7guc7xweayjndidbnu2, bfb2cvnizvh884eh2i2grqqqd, 1grsruf1j0h1cbgnz82fwc8kq, b0miq9jw3eil023jw8uf60lwp, e9a5dm1gjizkuot7nnen5cwkp, 6mvgvuh0cz5z71uqb23l3q1re, 5pafczrcdtbxy8rrgxb277emt, eqw66ob9qm4awc6wedc89ryll",4261569523,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4261569525,194,8hrpj0ialzd2mqug3bxpgnvth,4261569517,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",4261569519,59,"1, 13, 10, 14, 5, 6, 17, 44, 16, 9, 7, 11, 18, 19, 21, 24, 28, 33",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545725915,2,32,1,0,0,dxrq5ce9fljcf0vrbrz89rp0k,1,0,0,2023-05-08T11:12:30.748Z,2023-05-08T11:12:31Z,4261632313,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545725907,2,32,1,0,0,86pmsqvfhj3t45uo4osr9hks9,1,0,0,2023-05-08T11:12:30.748Z,2023-05-10T10:42:07Z,4261632279,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545725935,3,1,1,0,0,86pmsqvfhj3t45uo4osr9hks9,1,50,50,2023-05-08T11:12:30.848Z,2023-05-08T11:12:35Z,4261632481,279,S,4261632473,140,38.7,4261632479,213,2.7,4261632477,212,13.0,4261632471,56,Back,4261632475,141,57.8,,,,,,,4cn12y72opvi21fz6fmd5sc9g,Kang Yun-Gu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545725943,4,1,1,0,4,86pmsqvfhj3t45uo4osr9hks9,1,42.5,55.7,2023-05-08T11:12:35.240Z,2023-05-08T11:12:36Z,4261632533,212,12.9,4261632527,56,Back,4261632529,140,37.3,4261632531,141,38.5,4261632535,213,4.3,,,,,,,,,,7vr4sgrcs701tllzqir9ubc9h,D. Bojanić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545725965,5,1,1,0,5,86pmsqvfhj3t45uo4osr9hks9,1,37.3,38.8,2023-05-08T11:12:36.231Z,2023-05-08T11:12:38Z,4261632655,213,1.7,4261632651,141,73.3,4261632653,212,23.7,4261632649,140,34.2,4261632647,56,Back,,,,,,,,,,8683grc2e0vttdmqococp9iw9,Lee Gyu-Sung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545725985,6,1,1,0,7,86pmsqvfhj3t45uo4osr9hks9,1,33.8,66,2023-05-08T11:12:38.207Z,2023-05-08T11:12:40Z,4261632767,212,17.8,4261632769,213,4.6,4261632759,56,Back,4261632765,141,40.0,4261632763,140,31.6,,,,,,,,,,53ii8a2tn0kbcxyp0hfqhu02d,Kim Young-Gwon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545726015,7,1,1,0,9,86pmsqvfhj3t45uo4osr9hks9,1,32.3,40.7,2023-05-08T11:12:40.247Z,2023-05-08T11:12:43Z,4261632883,56,Back,4261632887,141,69.6,4261632889,212,19.7,4261632885,140,32.1,4261632891,213,1.6,,,,,,,,,,7g27aztcta6kcxevz44b8lv4l,Kim Kee-Hee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545726029,8,1,1,0,12,86pmsqvfhj3t45uo4osr9hks9,0,34.7,69.9,2023-05-08T11:12:43.727Z,2023-05-08T11:12:45Z,4261632975,213,6.1,4261632969,140,76.2,4261632967,56,Center,4261632973,212,44.0,4261632971,141,60.8,4261632965,155,,4261632977,1,,,,,53ii8a2tn0kbcxyp0hfqhu02d,Kim Young-Gwon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
