id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/9/value,assist
2519005809,1,34,16,0,0,229s1iq39lf40k945q50hauqw,1,0,0,2023-03-12T08:53:53.568Z,2023-03-12T08:53:53Z,4091881621,194,1e31ylh0578q3kvzoe74zu191,4091881625,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4091881623,197,5828,4091881611,30,"h9p5qowecwbrg261wzwirxlh, 25o7ph16olajaprg59apoyzmd, 6abdrc4g8p73pql7iqs9alwb9, 5q7z5lreqv193mh9iuvvk9uxh, 2145b6pzua6pxctf1umb1zbah, 8vwwu0vav5rvxbiqtzpqqvphx, 8gu1h4zk6u1kxka8snyvy139x, 1e31ylh0578q3kvzoe74zu191, etfv0pbs552snr9ob6vhy2wb8, 92mdamjcla34urd6j0urfqxas, 9w4jzutswo4qa0zbtoj0yne, 72kq5papl4c8coypvu06d8s9g, bf8xcwi9ftfdl8len0f460vdh, e1anmcir6zfogte861l5tyymt, g5uo98dpqlrxtpz4colzns2d, 4iz6r5c9ko0a4k9rfy7ewdega, aylgtw8vq52pnxoqx54oh8vyt, qo0nt96bm64f6y51bhjkd3v9",4091881615,59,"17, 88, 30, 5, 66, 4, 20, 14, 39, 29, 19, 3, 7, 9, 10, 13, 22, 31",4091881613,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",4091881619,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4091881617,130,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519013899,1,34,16,0,0,25yplfulilqz11lp1qbii7sf3,1,0,0,2023-03-12T09:38:05.731Z,2023-03-12T09:38:05Z,4091927493,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4091927495,194,i60jnxmaywexvys2g0aktdcl,4091927491,130,8,4091927485,30,"d2umkyp9klwwekql2dx7micbt, a265eqmvpp3usopchr3mkp8bu, i60jnxmaywexvys2g0aktdcl, da3lfnoyueymccynz7c9rn3l5, 9jp7o16vx4iaojb3i91uc8639, 4z3rcjk4s1tco4fkowyge47p, 8iu9qm62stsr58k53qm7poums, d2xhf1invyzqlm3wpwvrpp711, 84lrfce692otj6g5r5qtbu2ac, 634xb3u0uv1nk1t7x5f9ktq09, 5mj7o6o20uaotwt25hcs3fjrp, e9n01rtm2n7xxhso2m52y3e8l, 995zoc64qoswow18edrxm6zth, 8ukgcvbovadaix0o0nwv1c5p1, 6guyyg9xolz10ghf7draajqw9, 84tjz2hwcfkxefw7u49n1q6wa, amk38ynyldb8oqjvf7gqt02cp, az865nb20rq7o9np5ybcujpjo",4091927489,59,"21, 11, 23, 7, 15, 4, 37, 16, 20, 97, 13, 17, 18, 9, 33, 34, 3, 88",4091927499,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4091927487,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",4091927497,197,6853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519017131,2,32,1,0,0,25yplfulilqz11lp1qbii7sf3,1,0,0,2023-03-12T09:52:25.474Z,2023-03-12T09:52:27Z,4091941201,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519017127,2,32,1,0,0,229s1iq39lf40k945q50hauqw,1,0,0,2023-03-12T09:52:25.474Z,2023-03-12T09:52:25Z,4091941189,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519017149,3,1,1,0,0,229s1iq39lf40k945q50hauqw,1,49.9,50,2023-03-12T09:52:25.574Z,2023-03-12T10:13:55Z,4091941297,212,17.2,4091941291,56,Back,4091941301,279,S,4091941295,141,57.6,4091941293,140,34.3,4091941299,213,2.8,,,,,,,etfv0pbs552snr9ob6vhy2wb8,Lee Dae-Gwang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519017157,4,1,1,0,5,229s1iq39lf40k945q50hauqw,1,37.6,47.2,2023-03-12T09:52:31.137Z,2023-03-12T10:14:20Z,4091941323,141,77.7,4091941327,213,2.1,4091941321,140,25.8,4091941325,212,24.2,4091941319,56,Back,,,,,,,,,,1e31ylh0578q3kvzoe74zu191,Yoon Bit-Garam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519017181,5,1,1,0,7,229s1iq39lf40k945q50hauqw,1,24,83.5,2023-03-12T09:52:32.540Z,2023-03-12T09:52:38Z,4091941461,213,0.5,4091941453,56,Back,4091941457,141,96.3,4091941455,140,37.8,4091941459,212,16.9,,,,,,,,,,5q7z5lreqv193mh9iuvvk9uxh,L. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519017193,6,1,1,0,12,229s1iq39lf40k945q50hauqw,1,39,95.9,2023-03-12T09:52:38.126Z,2023-03-12T09:52:40Z,4091941495,212,18.4,4091941491,140,22.8,4091941493,141,85.4,4091941489,56,Back,4091941497,213,3.5,,,,,,,,,,8gu1h4zk6u1kxka8snyvy139x,Hwang Soon-Min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519017203,7,1,1,0,14,229s1iq39lf40k945q50hauqw,1,23.5,79.4,2023-03-12T09:52:40.351Z,2023-03-12T09:52:44Z,4091941539,212,25.8,4091941533,56,Back,4091941537,141,41.6,4091941535,140,21.7,4091941541,213,4.6,,,,,,,,,,5q7z5lreqv193mh9iuvvk9uxh,L. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519017217,8,1,1,0,18,229s1iq39lf40k945q50hauqw,1,24.5,53.4,2023-03-12T09:52:43.952Z,2023-03-12T10:14:58Z,4091941599,213,1.5,4091941597,212,28.0,4091941595,141,94.4,4091941591,56,Back,4091941593,140,27.4,,,,,,,,,,2145b6pzua6pxctf1umb1zbah,Park Byung-Hyun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519017237,9,1,1,0,21,229s1iq39lf40k945q50hauqw,1,28,95,2023-03-12T09:52:47.359Z,2023-03-12T09:52:53Z,4091941693,56,Left,4091941691,155,,4091941695,140,70.5,4091941699,212,45.2,4091941701,213,6.1,4091941703,1,,4091941697,141,84.4,,,,5q7z5lreqv193mh9iuvvk9uxh,L. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519017241,10,1,1,0,26,229s1iq39lf40k945q50hauqw,0,67.1,77.5,2023-03-12T09:52:51.700Z,2023-03-12T10:15:20Z,4091941727,212,1.7,4091941723,140,65.5,4091941721,56,Center,4091941725,141,77.5,4091941729,213,3.1,4091941739,236,,4091941749,286,,4091941743,233,3,etfv0pbs552snr9ob6vhy2wb8,Lee Dae-Gwang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519017229,3,74,1,0,26,25yplfulilqz11lp1qbii7sf3,1,37.3,31.4,2023-03-12T09:52:51.701Z,2023-03-12T10:15:23Z,4091941657,56,Back,4091941659,285,,4091941757,233,10,,,,,,,,,,,,,,,,d2xhf1invyzqlm3wpwvrpp711,Lee Jong-Sung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519017235,4,49,1,0,27,25yplfulilqz11lp1qbii7sf3,1,39.8,39.7,2023-03-12T09:52:52.694Z,2023-03-12T09:52:52Z,,,,,,,,,,,,,,,,,,,,,,,,,d2xhf1invyzqlm3wpwvrpp711,Lee Jong-Sung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
