id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,assist,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,keyPass,qualifier/15/value,qualifier/17/value,qualifier/16/value,qualifier/18/value,qualifier/14/value
2535167561,1,34,16,0,0,dxrq5ce9fljcf0vrbrz89rp0k,1,0,0,2023-04-17T12:51:42.914Z,2023-04-17T12:51:43Z,4198392823,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4198392821,130,2,4198392817,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",4198392819,59,"1, 13, 44, 14, 5, 6, 32, 16, 9, 91, 10, 11, 17, 18, 19, 21, 28, 33",4198392815,30,"mz5s4zs3lw1sg7vv68f49iad, i257idor9l103iarq57i4bft, 7uykeqo2uz07vju7flufnss89, ebsjcibmg7i93yxf4bhmac5w, agy03jhjlcs2x09k316qvfm51, 8hrpj0ialzd2mqug3bxpgnvth, 18yrfugeehiugiqm7ca91xd78, bplgavkxvjdsqd8j812pgwh2i, 15ato5bntfatzlnc2pdu1yn3e, 7v3gbz56454fadpqntuay5l91, cn2i9dyn71c4atdtk98umnzd, bfb2cvnizvh884eh2i2grqqqd, dhvov5lyh3jet3pww97k2sa8l, 1grsruf1j0h1cbgnz82fwc8kq, b0miq9jw3eil023jw8uf60lwp, e9a5dm1gjizkuot7nnen5cwkp, 5pafczrcdtbxy8rrgxb277emt, eqw66ob9qm4awc6wedc89ryll",4198392825,194,8hrpj0ialzd2mqug3bxpgnvth,4198392829,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4198392827,197,4567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535168169,1,34,16,0,0,19auwjswq9camwpb4u14a6tp5,1,0,0,2023-04-17T12:56:35.629Z,2023-04-17T13:03:21Z,4198396563,194,au0u20e5h1p6yn4gsgcimjcnp,4198396553,30,"812p4cjsthngn5glo3d7yzro5, 6lfh7umo99gfk2f23jbg6k3ro, k5yu3cqzlq5jybo9eozy89nt, apa928m4vsbgdb20pvxjwdgix, 50pxsuw6rozz51fqz6phq4r8p, 524eip47zifw3ed8h7ojnugkq, d585rl5n1lyby0pzclz7ywokq, deo8agvy9lyt8xppcisqepxx, au0u20e5h1p6yn4gsgcimjcnp, 2zgac47mjf4fife5es00y4h9m, 8ig76mb9fsq6r456o42fnactm, any4esejk79yct375aswisyqx, 6k2wxx0v0e60g1gtrio4xekmh, bw0h202lprp7jzdtp6hv78ixh, 5blgib9feku7hwyfe4qyla85x, 74vr5grc65e8ogu008l764o2d, 62cm6wselsnn3az1utbmdual0, 2urtsl9xa0plg4w80nr8z9tuy",4198396565,197,7783,4198396567,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4198396561,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4198396555,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",4198396559,130,13,4198396557,59,"21, 2, 18, 7, 6, 20, 26, 74, 22, 17, 99, 1, 5, 8, 9, 11, 14, 66",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535172433,2,32,1,0,0,dxrq5ce9fljcf0vrbrz89rp0k,1,0,0,2023-04-17T13:18:15.407Z,2023-04-17T13:18:17Z,4198420441,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535172431,2,32,1,0,0,19auwjswq9camwpb4u14a6tp5,1,0,0,2023-04-17T13:18:15.407Z,2023-04-21T13:42:46Z,4198420435,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535172461,3,1,1,0,0,19auwjswq9camwpb4u14a6tp5,1,50.2,50.3,2023-04-17T13:18:15.507Z,2023-04-17T13:20:06Z,4198420545,279,S,4198420541,212,21.7,4198420543,213,3.4,4198420537,140,30.2,4198420535,56,Back,4198423931,189,,4198420539,141,42.2,,,,au0u20e5h1p6yn4gsgcimjcnp,Lee Keun-Ho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535172465,4,1,1,0,2,19auwjswq9camwpb4u14a6tp5,0,31,42.2,2023-04-17T13:18:18.322Z,2023-04-21T13:44:00Z,4198420583,141,44.5,4198420579,56,Back,4198420585,212,6.3,4198420587,213,0.3,4198420581,140,36.8,4205982751,155,,,,,,,,524eip47zifw3ed8h7ojnugkq,Kim Kang-San,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535172475,3,61,1,0,5,dxrq5ce9fljcf0vrbrz89rp0k,1,60.9,55.4,2023-04-17T13:18:21.107Z,2023-04-17T13:18:21Z,4198420629,56,Center,,,,,,,,,,,,,,,,,,,,,,7v3gbz56454fadpqntuay5l91,Sandro Lima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535172515,5,1,1,0,8,19auwjswq9camwpb4u14a6tp5,1,23.6,64.2,2023-04-17T13:18:23.842Z,2023-04-17T13:18:29Z,4198420845,56,Back,4198420849,141,85.9,4198420847,140,31.8,4198420851,212,17.1,4198420853,213,1.0,,,,,,,,,,50pxsuw6rozz51fqz6phq4r8p,Hong Jeong-Woon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535172519,6,1,1,0,13,19auwjswq9camwpb4u14a6tp5,0,32.6,87.7,2023-04-17T13:18:28.994Z,2023-04-17T13:18:29Z,4198420877,213,6.2,4198420873,141,82.9,4198420875,212,29.5,4198420869,56,Left,4198420871,140,60.5,,,,,,,,,,apa928m4vsbgdb20pvxjwdgix,Kim Jin-Hyuk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535172521,4,49,1,0,14,dxrq5ce9fljcf0vrbrz89rp0k,1,42.4,28.9,2023-04-17T13:18:29.708Z,2023-04-17T13:18:29Z,,,,,,,,,,,,,,,,,,,,,,,,,ebsjcibmg7i93yxf4bhmac5w,Jeong Ho-Yeon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535172555,5,1,1,0,14,dxrq5ce9fljcf0vrbrz89rp0k,1,42.3,27.9,2023-04-17T13:18:30.028Z,2023-04-17T13:18:35Z,4198421035,140,59.5,4198421033,56,Center,4198421039,212,18.7,4198421041,213,0.3,4198421037,141,34.9,,,,,,,,,,ebsjcibmg7i93yxf4bhmac5w,Jeong Ho-Yeon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
