id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,assist,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/9/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,keyPass,qualifier/12/value,qualifier/14/value,qualifier/17/value
2527309089,1,34,16,0,0,36tr17foeaf9ejjmt2txuoy3y,1,0,0,2023-04-02T10:34:22.965Z,2023-04-02T10:55:03Z,4156700495,30,"20ccu2ngcfo3cvczhzk682ju1, bo5e35lsptja0pnlvk1y38dex, 470uu9issmbdfyhxjq75gdbs9, 3ddo1m631pf9ruzzpaujs9gph, 5vuw3lywsh90t394m8h6g5ihh, c6k1w8sothxmc08dbhqjzp1w5, 8gxse7h6ucubo3weq7sp9dnf9, 7op9czmiln7ktmvetw97scz4l, cm84oje8txj7m34zuhhv68ct1, 7gmh6g5c39asg7gnthx1jxp79, 10d8jj5vwrmib55tth0isfvft, 8hq106ex872xezlr1j901kpux, brflebs8m00rgali2owyoyove, et72990p9axru09oxv51hokwl, 1to70vfsch5kwvw3kjgo1iggl, eb0h79vh5dwggjx7shj0ovetx, 6vqain7mmp94wueprv9aj5xp1, 40markro1yh7eibx2ajv5tm38",4156700505,194,5vuw3lywsh90t394m8h6g5ihh,4156700501,130,8,4156700503,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4156700509,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4156700497,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",4156700507,197,1154,4156700499,59,"1, 14, 4, 12, 6, 5, 9, 25, 21, 7, 11, 2, 8, 10, 13, 15, 22, 42",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527315951,1,34,16,0,0,5rurqie3qt1qav9ir5mkqinn,1,0,0,2023-04-02T10:41:38.344Z,2023-04-02T11:18:05Z,4156733689,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4156733683,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",4156733679,59,"14, 16, 15, 13, 3, 2, 21, 6, 25, 12, 19, 1, 5, 18, 20, 22, 26, 27, 62",4156733687,197,723,4156733677,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5",4156733685,194,6zaowm8oua2nzpobekogff1lh,4156733675,30,"e0gysmymetthyhdkn2q54l51x, 8jooatan3cxd38v2jyf23pot1, 6679bfd6bjylogbe4ebese85x, e8ivbfq0irn8f2p8krhkikzx1, bd1752qgxbodnsgdus42fc99l, bilgoekg6gqwr3qbp6dp0j1zp, 6ywketcafnc6x3tncvohzesx5, 6zaowm8oua2nzpobekogff1lh, ec1vrqeqni3lmibeazgq62eol, 1o0o6thivoulnmsklkpbwpiad, ddagc0khq0zh1ywynyci8nzrp, dib5a7vebmtxqcksi1tuteklx, d9zt8e8lnk9a22we6o6wqyndh, 8wvdn1f18jaxmjg4zkizons6i, cl94qe8su9mdjcijafr4gst4a, 24qwx85sfxy0r8pld85w7tzze, 8lfnj5bvo97dimx52no42nmqd, 92k3ea1daqrl2ri1jn49v0vyt, 70axdagp6dkm3fvv79ofsxfro",4156733681,130,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527364355,2,32,1,0,0,5rurqie3qt1qav9ir5mkqinn,1,0,0,2023-04-02T11:30:06.632Z,2023-04-02T16:16:56Z,4156991345,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527364327,2,32,1,0,0,36tr17foeaf9ejjmt2txuoy3y,1,0,0,2023-04-02T11:30:06.632Z,2023-04-02T11:30:06Z,4156991237,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527364427,3,1,1,0,0,36tr17foeaf9ejjmt2txuoy3y,1,50.2,50.1,2023-04-02T11:30:06.732Z,2023-04-02T11:30:11Z,4156991683,213,3.1,4156991679,141,50.7,4156991677,140,31.5,4156991681,212,19.6,4156991685,279,S,4156991675,56,Back,,,,,,,cm84oje8txj7m34zuhhv68ct1,K. Shaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527364475,4,1,1,0,4,36tr17foeaf9ejjmt2txuoy3y,0,35.9,58.4,2023-04-02T11:30:11.500Z,2023-04-02T11:31:31Z,4156991885,141,15.2,4156991891,1,,4156991881,56,Right,4156991887,212,45.3,4156991883,140,68.7,4156991889,213,5.6,4156991879,155,,,,,c6k1w8sothxmc08dbhqjzp1w5,A. Greenwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527364473,3,8,1,0,7,5rurqie3qt1qav9ir5mkqinn,1,36.5,77.5,2023-04-02T11:30:13.730Z,2023-04-02T16:17:09Z,4158647011,383,,4156991875,56,Back,,,,,,,,,,,,,,,,,,,ddagc0khq0zh1ywynyci8nzrp,C. Foord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527364483,4,49,1,0,7,5rurqie3qt1qav9ir5mkqinn,1,36.5,77.5,2023-04-02T11:30:14.271Z,2023-04-02T11:30:59Z,,,,,,,,,,,,,,,,,,,,,,,,,ddagc0khq0zh1ywynyci8nzrp,C. Foord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527683879,962,43,1,0,8,36tr17foeaf9ejjmt2txuoy3y,1,0,0,2023-04-02T11:30:14.881Z,2023-04-02T16:17:33Z,4158649195,144,49,,,,,,,,,,,,,,,,,,,,,,8gxse7h6ucubo3weq7sp9dnf9,C. Kelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527364517,5,61,1,0,8,5rurqie3qt1qav9ir5mkqinn,0,35.9,79.1,2023-04-02T11:30:15.543Z,2023-04-02T16:17:24Z,4156992047,56,Back,,,,,,,,,,,,,,,,,,,,,,ddagc0khq0zh1ywynyci8nzrp,C. Foord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527683871,961,49,1,0,9,36tr17foeaf9ejjmt2txuoy3y,1,63.5,9.2,2023-04-02T11:30:15.881Z,2023-04-02T16:17:41Z,,,,,,,,,,,,,,,,,,,,,,,,,8gxse7h6ucubo3weq7sp9dnf9,C. Kelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527364549,5,1,1,0,10,36tr17foeaf9ejjmt2txuoy3y,0,65,7.7,2023-04-02T11:30:17.179Z,2023-04-02T18:39:27Z,4158652073,141,9.9,4158652077,213,2.7,4159196873,233,6,4158652225,286,,4158652075,212,3.8,4156992193,56,Right,4158652223,236,,4158652071,140,61.7,8gxse7h6ucubo3weq7sp9dnf9,C. Kelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527364539,6,74,1,0,10,5rurqie3qt1qav9ir5mkqinn,1,29.6,90.2,2023-04-02T11:30:17.180Z,2023-04-02T18:39:27Z,4156992169,56,Back,4156992171,285,,4159196885,233,5,,,,,,,,,,,,,,,,ddagc0khq0zh1ywynyci8nzrp,C. Foord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527364545,7,49,1,0,11,5rurqie3qt1qav9ir5mkqinn,1,32.5,87.4,2023-04-02T11:30:18.055Z,2023-04-02T11:30:18Z,,,,,,,,,,,,,,,,,,,,,,,,,ddagc0khq0zh1ywynyci8nzrp,C. Foord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527364649,8,43,1,0,16,5rurqie3qt1qav9ir5mkqinn,1,0,0,2023-04-02T11:30:22.839Z,2023-04-02T11:31:29Z,4156992743,212,4.9,4156992737,56,Back,4156992745,213,3.8,4156992739,140,28.4,4156998375,144,1,4156992741,141,57.3,,,,,,,ddagc0khq0zh1ywynyci8nzrp,C. Foord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527364749,9,4,1,0,20,5rurqie3qt1qav9ir5mkqinn,1,31.3,62.3,2023-04-02T11:30:26.919Z,2023-04-02T11:30:30Z,4156993323,233,6,4156993171,56,Back,4156993173,152,,4156993167,13,,4156993175,285,,4156993169,295,,,,,,,,ddagc0khq0zh1ywynyci8nzrp,C. Foord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527364767,6,4,1,0,20,36tr17foeaf9ejjmt2txuoy3y,0,68.7,37.7,2023-04-02T11:30:26.920Z,2023-04-02T11:31:24Z,4156997961,295,,4156993251,56,Center,4156993247,13,,4156993341,233,9,4156993259,286,,4156993253,152,,,,,,,,3ddo1m631pf9ruzzpaujs9gph,F. Angeldahl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527364937,10,1,1,0,29,5rurqie3qt1qav9ir5mkqinn,1,33.5,62.7,2023-04-02T11:30:36.206Z,2023-04-02T16:19:04Z,4156994029,56,Back,4156994027,152,,4156994033,141,38.8,4156994037,213,4.3,4156994031,140,26.3,4156994025,5,,4156994035,212,17.9,,,,e8ivbfq0irn8f2p8krhkikzx1,L. Wälti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527364963,11,1,1,0,30,5rurqie3qt1qav9ir5mkqinn,1,26.3,38.8,2023-04-02T11:30:37.574Z,2023-04-02T11:30:38Z,4156994135,212,12.1,4156994131,140,35.7,4156994133,141,28.5,4156994137,213,5.7,4156994129,56,Back,,,,,,,,,,bd1752qgxbodnsgdus42fc99l,L. Wubben-Moy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527365015,12,1,1,0,31,5rurqie3qt1qav9ir5mkqinn,1,35.7,28.5,2023-04-02T11:30:38.535Z,2023-04-02T11:30:41Z,4156994391,212,13.9,4156994387,140,24.0,4156994385,56,Back,4156994393,213,2.7,4156994389,141,38.0,,,,,,,,,,6zaowm8oua2nzpobekogff1lh,L. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
