id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,keyPass,qualifier/11/value,qualifier/12/value,qualifier/8/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value
2489084335,1,34,16,0,0,mjejb0x57ms54j9ry6s8njwh,1,0,0,2022-12-04T13:16:33.152Z,2022-12-04T14:39:16Z,3934041799,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3934041805,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3934041803,130,13,3934041809,197,738,3934041811,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3934041807,194,13ch4zgnhtydtkf9vlvh68hjp,3934041801,59,"1, 2, 12, 28, 25, 5, 18, 6, 24, 19, 11, 3, 4, 7, 8, 10, 17, 20, 21, 34",3934041797,30,"cn8ti0qxxvg0z0vvmwkocggr9, 2wv3bsfv3jh5ar8xw97lpxr6d, 40drqeciuqe2j07g5cnc6xf55, 4rz247hboaqnxo1mbdiw3ctsl, 4vjejwvr5b6lphpjmuc0wlsr9, 13ch4zgnhtydtkf9vlvh68hjp, 9v895fdc1blaaboscv14vp149, 871cll4se1mtci0na61o632dx, dw593ezeekrbzlc2qhtc805p1, xhbmqvlmvk0gguvc9u806itx, 3tot15elwrc9lz9ohha1z0ij9, cmcx5h39wkd0cnsbq1vcob4r9, 8eixmur5ss02hjp0vh099jyz9, brppytuf1766c50274dkue5pm, cy0xegtxk9mml9bk8z3nx1lyi, 87ann5tlunyp4nzahpl5wqoyd, en5gss0im4eenrtt3zctkpm8l, 153m45p2fkc2q8x9zq105g45, 5llfshqnnnclh5o2t1b1ckqtx, d1qqpvdx6b20aqcqav7l2dvdg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489084365,1,34,16,0,0,cz26xwowfjp8ei14n9z2ac135,1,0,0,2022-12-04T13:16:38.372Z,2022-12-04T14:24:43Z,3934041979,59,"1, 3, 2, 4, 22, 12, 10, 19, 26, 7, 11, 9, 17, 20, 23, 28, 33, 41",3934041975,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",3934041993,197,5225,3934041995,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3934041971,30,"68a0jc6cin6hxx0bkdch9hc5x, 7mdnewy67dddv3ahqw1qhbx05, dfodeak21qhzgxr7qs85f3vf9, emo8wffj0agou65ijs2seiaqd, 230r9tcwg89z5b9kxdqwi336d, cvuaoz9c41od4r0j3sajszsut, 9ov9x5gap2t34kv8clhwjqvh1, 3fta0gg3ghja3x9ouubjjfzl5, e93vn46w6kk9xwdb8forgzil1, 19npqca9guxs7p2yl5sbjmbx1, 50ef8q2ctd099il4iq14i0cfd, enjtkmi8hjldw767n70b6mxg5, 3539ai0d63d8hiq0e1nrptb3e, 6ycwadiitmeemrk9qh5984iga, stp0u46f1xc7a2mgvbkoy76x, 661dbl84kjewuzg0zkd62t0mi, cqfxdqu4j8ws6ejoklc7ahz6y, 2zd7q1vj110evlsdjybgeltec",3934041983,130,4,3934041991,194,9ov9x5gap2t34kv8clhwjqvh1,3934041989,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489105079,2,32,1,0,0,mjejb0x57ms54j9ry6s8njwh,1,0,0,2022-12-04T14:01:19.631Z,2022-12-04T14:01:21Z,3934152477,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489105075,2,32,1,0,0,cz26xwowfjp8ei14n9z2ac135,1,0,0,2022-12-04T14:01:19.631Z,2022-12-04T14:01:19Z,3934152475,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489105139,3,1,1,0,0,mjejb0x57ms54j9ry6s8njwh,1,49.8,50.4,2022-12-04T14:01:19.731Z,2022-12-04T14:01:29Z,3934152819,140,33.9,3934152821,141,66.0,3934152827,279,S,3934152825,213,2.6,3934152823,212,19.8,3934152815,56,Back,,,,,,,dw593ezeekrbzlc2qhtc805p1,K. Stengel,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489105157,4,1,1,0,9,mjejb0x57ms54j9ry6s8njwh,1,34.6,64.5,2022-12-04T14:01:28.904Z,2022-12-04T14:01:32Z,3934152931,140,25.0,3934152937,213,2.2,3934152929,56,Back,3934152935,212,18.1,3934152933,141,86.6,,,,,,,,,,871cll4se1mtci0na61o632dx,J. Matthews,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489105187,5,1,1,0,13,mjejb0x57ms54j9ry6s8njwh,1,25.6,81.5,2022-12-04T14:01:32.655Z,2022-12-04T14:01:37Z,3934153125,212,27.9,3934153123,141,54.5,3934153121,140,5.6,3934153129,213,3.9,3934153119,56,Back,,,,,,,,,,13ch4zgnhtydtkf9vlvh68hjp,N. Fahey,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489105201,6,1,1,0,17,mjejb0x57ms54j9ry6s8njwh,1,4.5,53.3,2022-12-04T14:01:37.487Z,2022-12-04T14:01:39Z,3934153199,141,20.0,3934153195,56,Back,3934153201,212,24.7,3934153203,213,5.1,3934153197,140,13.9,,,,,,,,,,cn8ti0qxxvg0z0vvmwkocggr9,R. Laws,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489105221,7,1,1,0,19,mjejb0x57ms54j9ry6s8njwh,1,13.9,20,2022-12-04T14:01:39.175Z,2022-12-04T14:01:41Z,3934153287,212,17.5,3934153281,56,Back,3934153283,140,5.1,3934153285,141,41.8,3934153289,213,2.1,,,,,,,,,,4vjejwvr5b6lphpjmuc0wlsr9,G. Flaherty,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489105257,8,1,1,0,21,mjejb0x57ms54j9ry6s8njwh,1,5.1,41.9,2022-12-04T14:01:41.280Z,2022-12-04T14:01:44Z,3934153493,141,89.0,3934153495,212,36.8,3934153487,155,,3934153499,1,,3934153497,213,1.1,3934153489,56,Back,3934153491,140,22.4,,,,cn8ti0qxxvg0z0vvmwkocggr9,R. Laws,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489105311,9,1,1,0,25,mjejb0x57ms54j9ry6s8njwh,1,19,90.5,2022-12-04T14:01:44.647Z,2022-12-04T14:01:50Z,3934153767,56,Back,3934153775,213,0.3,3934153773,212,16.3,3934153769,140,34.0,3934153771,141,96.6,,,,,,,,,,9v895fdc1blaaboscv14vp149,C. Holland,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489105315,10,50,1,0,30,mjejb0x57ms54j9ry6s8njwh,1,37.2,92.9,2022-12-04T14:01:50.623Z,2022-12-04T14:02:15Z,3934153793,56,Back,3934153901,233,3,3934153795,286,,,,,,,,,,,,,,,,,40drqeciuqe2j07g5cnc6xf55,T. Hinds,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489105333,3,7,1,0,30,cz26xwowfjp8ei14n9z2ac135,1,62.8,7.1,2022-12-04T14:01:50.624Z,2022-12-04T14:01:53Z,3934153877,56,Right,3934153879,285,,3934153885,233,10,,,,,,,,,,,,,,,,e93vn46w6kk9xwdb8forgzil1,V. Asseyi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489105335,4,49,1,0,32,cz26xwowfjp8ei14n9z2ac135,1,64.3,7,2022-12-04T14:01:52.436Z,2022-12-04T14:01:52Z,,,,,,,,,,,,,,,,,,,,,,,,,e93vn46w6kk9xwdb8forgzil1,V. Asseyi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489105349,5,1,1,0,33,cz26xwowfjp8ei14n9z2ac135,0,64.3,7,2022-12-04T14:01:52.636Z,2022-12-04T14:01:54Z,3934153941,212,38.9,3934153937,140,100.0,3934153939,141,13.5,3934153935,56,Right,3934153933,155,,3934153943,213,0.1,3934153945,1,,,,,e93vn46w6kk9xwdb8forgzil1,V. Asseyi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489105353,6,5,1,0,34,cz26xwowfjp8ei14n9z2ac135,0,101.2,14.6,2022-12-04T14:01:54.402Z,2022-12-04T14:01:56Z,3934153949,346,,3934153947,56,Right,3934153991,233,11,,,,,,,,,,,,,,,,e93vn46w6kk9xwdb8forgzil1,V. Asseyi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489105363,11,5,1,0,34,mjejb0x57ms54j9ry6s8njwh,1,-1.2,85.4,2022-12-04T14:01:54.402Z,2022-12-04T14:06:35Z,3934153987,233,6,3934153983,56,Back,3934153985,346,,,,,,,,,,,,,,,,,4rz247hboaqnxo1mbdiw3ctsl,M. Campbell,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489105659,12,1,1,1,7,mjejb0x57ms54j9ry6s8njwh,1,3.9,47.9,2022-12-04T14:02:26.711Z,2022-12-04T14:02:30Z,3934155683,140,8.1,3934155685,141,85.6,3934155689,213,1.4,3934155687,212,26.0,3934155679,124,,3934155693,237,,3934155681,56,Back,,,,cn8ti0qxxvg0z0vvmwkocggr9,R. Laws,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489105687,13,1,1,1,10,mjejb0x57ms54j9ry6s8njwh,1,11.7,89,2022-12-04T14:02:30.359Z,2022-12-04T14:02:32Z,3934155835,141,50.4,3934155833,140,3.5,3934155837,212,27.6,3934155831,56,Back,3934155839,213,4.4,,,,,,,,,,13ch4zgnhtydtkf9vlvh68hjp,N. Fahey,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489105777,14,1,1,1,12,mjejb0x57ms54j9ry6s8njwh,1,3.3,50.1,2022-12-04T14:02:32.607Z,2022-12-04T14:02:40Z,3934156187,212,19.5,3934156181,56,Back,3934156183,140,21.8,3934156185,141,47.9,3934156189,213,6.2,,,,,,,,,,cn8ti0qxxvg0z0vvmwkocggr9,R. Laws,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489105825,15,1,1,1,20,mjejb0x57ms54j9ry6s8njwh,1,36,44.5,2022-12-04T14:02:40.423Z,2022-12-04T14:02:44Z,3934156443,212,21.3,3934156445,213,0.5,3934156437,56,Center,3934156441,141,58.4,3934156439,140,54.2,,,,,,,,,,13ch4zgnhtydtkf9vlvh68hjp,N. Fahey,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489105911,16,1,1,1,24,mjejb0x57ms54j9ry6s8njwh,1,44.3,46.7,2022-12-04T14:02:44.407Z,2022-12-04T14:02:49Z,3934156863,140,54.0,3934156865,141,11.9,3934156869,213,5.1,3934156867,212,25.8,3934156861,56,Right,,,,,,,,,,3tot15elwrc9lz9ohha1z0ij9,M. Lawley,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489105941,17,1,1,1,30,mjejb0x57ms54j9ry6s8njwh,0,56.7,22.4,2022-12-04T14:02:49.839Z,2022-12-04T14:02:52Z,3934157027,140,73.4,3934157025,56,Right,3934157031,212,21.2,3934157029,141,4.9,3934157033,213,5.7,,,,,,,,,,2wv3bsfv3jh5ar8xw97lpxr6d,E. Koivisto,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489105951,7,8,1,1,32,cz26xwowfjp8ei14n9z2ac135,1,33.7,90.8,2022-12-04T14:02:52.477Z,2022-12-04T14:04:12Z,3934157081,56,Back,,,,,,,,,,,,,,,,,,,,,,dfodeak21qhzgxr7qs85f3vf9,K. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489105991,8,5,1,1,33,cz26xwowfjp8ei14n9z2ac135,0,31.2,101.8,2022-12-04T14:02:53.063Z,2022-12-04T14:06:35Z,3934157901,233,18,3934157269,56,Back,3934157271,347,,,,,,,,,,,,,,,,,dfodeak21qhzgxr7qs85f3vf9,K. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489106095,18,5,1,1,33,mjejb0x57ms54j9ry6s8njwh,1,68.8,-1.8,2022-12-04T14:02:53.063Z,2022-12-04T14:03:04Z,3934157831,347,,3934157869,233,8,3934157829,56,Right,,,,,,,,,,,,,,,,2wv3bsfv3jh5ar8xw97lpxr6d,E. Koivisto,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489106123,19,1,1,1,44,mjejb0x57ms54j9ry6s8njwh,1,72.5,0,2022-12-04T14:03:04.407Z,2022-12-04T14:03:06Z,3934157991,213,0.6,3934157983,56,Right,3934157985,140,81.3,3934157989,212,11.6,3934157987,141,8.8,3934157981,107,,,,,,,,2wv3bsfv3jh5ar8xw97lpxr6d,E. Koivisto,,,,,,,,,,,,,,,,,,,,,,,,,,,,
