id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,keyPass,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,assist,qualifier/15/value,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId
2552328853,1,34,16,0,0,mjejb0x57ms54j9ry6s8njwh,1,0,0,2023-05-21T12:04:04.516Z,2023-05-21T13:37:23Z,4296778079,130,18,4296778085,197,18095,4296778077,59,"22, 2, 12, 6, 23, 5, 35, 8, 7, 24, 29, 1, 3, 4, 9, 15, 17, 19, 20, 21",4296778081,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4296778075,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",4296778087,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4296778083,194,13ch4zgnhtydtkf9vlvh68hjp,4296778073,30,"768y6t2upduf30343ymkariwa, 2wv3bsfv3jh5ar8xw97lpxr6d, 40drqeciuqe2j07g5cnc6xf55, 871cll4se1mtci0na61o632dx, 5wjfxb57gtzmp7m29wotyafv9, 13ch4zgnhtydtkf9vlvh68hjp, d80r13kh5f6bcpwsy3cka75d5, efvcf4syatkaw5fbo37i5hat, brppytuf1766c50274dkue5pm, dw593ezeekrbzlc2qhtc805p1, 1bpq54voea3pt7n7ppzoyvvth, cn8ti0qxxvg0z0vvmwkocggr9, cmcx5h39wkd0cnsbq1vcob4r9, 8eixmur5ss02hjp0vh099jyz9, 7k5or8x3fqo7qkzii18kwpaeh, d0da7ef6pvbmrnw0j93iv1jze, en5gss0im4eenrtt3zctkpm8l, xhbmqvlmvk0gguvc9u806itx, 153m45p2fkc2q8x9zq105g45, 5llfshqnnnclh5o2t1b1ckqtx",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552328951,1,34,16,0,0,8l30dsub3sutr6j3ruvk650xc,1,0,0,2023-05-21T12:04:12.567Z,2023-05-21T12:04:12Z,4296778533,59,"1, 2, 33, 12, 15, 14, 20, 10, 8, 88, 7, 4, 6, 11, 22, 24, 36",4296778543,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4296778539,194,6f8lpm5ckuv4z0tbur533qpxx,4296778537,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0",4296778535,130,4,4296778541,197,8381,4296778531,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5",4296778529,30,"6bejfvxorcqyawi2fmk2kbco9, 3tz0jq7tbg6u1dm6qlx53u6s5, b3i5okqaspq6w7w456ab4cxjp, cs8bo5xvtd2bq7kd91flepwwl, 9cjjs4piq3t12iltsfon52h91, 6f8lpm5ckuv4z0tbur533qpxx, cpvbitkove7bavl96lkgs1vc9, dzfr9ktjmxqj2eh2xibt7konp, amg2zai9038cdz9uuql3l9rkl, 1dbhha29epjmo8g4xfm5taaj9, f5j2zq9sslh38t8bhyifsjg89, amnb211255557h5z7snm33h79, dw2a5y50m5vbzpy53w2e7n179, dle50mcyb7xfk7eop3d0qs2c5, 5677k11mj3dmsnqse80eumk0l, 5b6x41nulut4ctobovky7dgyc, 4z5yebdedoh2f1nhkev8w8jro",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552385159,2,32,1,0,0,8l30dsub3sutr6j3ruvk650xc,1,0,0,2023-05-21T13:02:08.638Z,2023-05-21T13:04:28Z,4297065917,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552385181,2,32,1,0,0,mjejb0x57ms54j9ry6s8njwh,1,0,0,2023-05-21T13:02:08.638Z,2023-05-21T13:04:19Z,4297065999,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552385287,3,79,1,0,4,mjejb0x57ms54j9ry6s8njwh,0,0,0,2023-05-21T13:02:13.423Z,2023-05-21T13:10:21Z,4297066525,344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552386345,4,43,1,0,50,mjejb0x57ms54j9ry6s8njwh,1,0,0,2023-05-21T13:03:13.094Z,2023-05-21T13:03:21Z,4297073355,144,79,4297072199,344,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552387309,5,79,1,1,42,mjejb0x57ms54j9ry6s8njwh,1,0,0,2023-05-21T13:03:50.925Z,2023-05-21T13:03:51Z,4297077281,344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552387461,6,1,1,1,45,mjejb0x57ms54j9ry6s8njwh,1,22.4,33,2023-05-21T13:03:54.358Z,2023-05-21T13:04:19Z,4297078073,56,Back,4297078083,212,10.1,4297078081,141,40.7,4297078085,213,2.6,4297078077,140,14.2,,,,,,,,,,5wjfxb57gtzmp7m29wotyafv9,G. Bonner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552387537,7,1,1,1,47,mjejb0x57ms54j9ry6s8njwh,1,13.9,40.9,2023-05-21T13:03:56.510Z,2023-05-21T13:04:18Z,4297078437,56,Back,4297078439,140,16.3,4297078447,213,4.9,4297078441,141,17.0,4297078445,212,16.4,,,,,,,,,,768y6t2upduf30343ymkariwa,F. Kirby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552387609,8,1,1,1,50,mjejb0x57ms54j9ry6s8njwh,1,16.2,17,2023-05-21T13:03:59.118Z,2023-05-21T13:04:18Z,4297078821,213,1.8,4297078819,212,19.2,4297078817,141,44.5,4297078813,56,Back,4297078815,140,12.0,,,,,,,,,,13ch4zgnhtydtkf9vlvh68hjp,N. Fahey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552387627,9,1,1,1,53,mjejb0x57ms54j9ry6s8njwh,0,12,43.7,2023-05-21T13:04:01.838Z,2023-05-21T13:04:23Z,4297078901,141,63.6,4297078889,155,,4297078905,213,1.1,4297078899,140,18.8,4297078895,56,Back,4297078903,212,15.3,,,,,,,768y6t2upduf30343ymkariwa,F. Kirby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552387711,3,1,1,1,54,8l30dsub3sutr6j3ruvk650xc,1,77.2,26.4,2023-05-21T13:04:02.857Z,2023-05-21T13:04:28Z,4297079275,212,7.0,4297079271,140,76.9,4297079277,213,1.6,4297079269,56,Center,4297079267,3,,4297079273,141,36.7,,,,,,,f5j2zq9sslh38t8bhyifsjg89,A. Lehmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552387717,4,49,1,1,56,8l30dsub3sutr6j3ruvk650xc,1,72.5,36.7,2023-05-21T13:04:05.103Z,2023-05-21T13:04:05Z,,,,,,,,,,,,,,,,,,,,,,,,,1dbhha29epjmo8g4xfm5taaj9,J. Nobbs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552387797,5,1,1,1,57,8l30dsub3sutr6j3ruvk650xc,1,69.8,30.7,2023-05-21T13:04:06Z,2023-05-21T13:04:28Z,4297079685,212,19.2,4297079679,56,Right,4297079681,140,53.1,4297079687,213,3.6,4297079683,141,19.2,,,,,,,,,,1dbhha29epjmo8g4xfm5taaj9,J. Nobbs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552387815,6,1,1,1,59,8l30dsub3sutr6j3ruvk650xc,1,53.1,19.2,2023-05-21T13:04:08.551Z,2023-05-21T13:04:27Z,4297079759,56,Center,4297079765,212,10.4,4297079761,140,57.0,4297079767,213,1.2,4297079763,141,33.3,,,,,,,,,,3tz0jq7tbg6u1dm6qlx53u6s5,S. Mayling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552387919,7,1,1,2,0,8l30dsub3sutr6j3ruvk650xc,1,57,33.3,2023-05-21T13:04:09.257Z,2023-05-21T13:04:27Z,4297080335,140,43.5,4297080341,213,3.4,4297080337,141,27.4,4297080339,212,14.7,4297080333,56,Back,,,,,,,,,,cs8bo5xvtd2bq7kd91flepwwl,L. Staniforth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552387983,8,1,1,2,4,8l30dsub3sutr6j3ruvk650xc,0,53.8,32.4,2023-05-21T13:04:13.336Z,2023-05-21T13:04:27Z,4297080703,155,,4297080717,1,,4297080715,213,1.2,4297080711,141,100.0,4297080705,196,,4297080713,212,49.8,4297080709,140,70.1,4297080707,56,Left,9cjjs4piq3t12iltsfon52h91,A. Patten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552387991,9,5,1,2,19,8l30dsub3sutr6j3ruvk650xc,0,61.7,101.5,2023-05-21T13:04:27.930Z,2023-05-21T13:05:11Z,4297089065,233,10,4297080741,56,Left,4297080743,347,,,,,,,,,,,,,,,,,9cjjs4piq3t12iltsfon52h91,A. Patten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552388343,10,5,1,2,19,mjejb0x57ms54j9ry6s8njwh,1,38.3,-1.5,2023-05-21T13:04:27.930Z,2023-05-21T13:45:33Z,4297083121,233,9,4297082605,347,,4297082603,56,Back,,,,,,,,,,,,,,,,d80r13kh5f6bcpwsy3cka75d5,M. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
