id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/10/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/13/value,assist,qualifier/16/value
2475245655,1,34,16,0,0,8l30dsub3sutr6j3ruvk650xc,1,0,0,2022-10-22T10:33:34.575Z,2022-10-22T10:55:37Z,3861266465,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3861266461,194,dw2a5y50m5vbzpy53w2e7n179,3861266463,197,8381,3861266457,130,4,3861266453,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",3861266451,30,"76tytt386zxh1tuqk6kko1gbt, 3tz0jq7tbg6u1dm6qlx53u6s5, b3i5okqaspq6w7w456ab4cxjp, dw2a5y50m5vbzpy53w2e7n179, 9cjjs4piq3t12iltsfon52h91, 6f8lpm5ckuv4z0tbur533qpxx, 3f6hkia6zu8xuwasqdz3w759m, dzfr9ktjmxqj2eh2xibt7konp, amg2zai9038cdz9uuql3l9rkl, f5j2zq9sslh38t8bhyifsjg89, cpvbitkove7bavl96lkgs1vc9, dle50mcyb7xfk7eop3d0qs2c5, 5fravnvqjvacivczykf9vyms, 8d9pmbbdavzy4g7lw18pvhai2, b4q51nzxmgax7on17s1wpx5ud, 5iqkq5z36m51o6xxodts4nyi2, 1e8767jylaqa3wm2qp11wx016, 83pm1s4c5h4epnnyw9xep3w2c",3861266455,59,"21, 2, 33, 6, 15, 14, 19, 10, 8, 7, 20, 11, 13, 16, 17, 18, 26, 28",3861266459,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475246333,1,34,16,0,0,7kt37xy93vjy6wac8vq6fqz3g,1,0,0,2022-10-22T10:35:10.136Z,2022-10-22T11:33:20Z,3861269919,59,"18, 20, 6, 2, 4, 5, 17, 28, 11, 25, 10, 7, 8, 12, 15, 19, 21, 22, 24, 27",3861269921,130,10,3861269925,194,avttb0ne86ra4pqruk0d8al05,3861269915,30,"ds8eeciyv1vk6nwh26qgy1lg5, e6s5iphbrws04dxrvw0xqd7f9, 8e7wbpcbwxvdz0fojwuyov3rp, 8kmne7pn10uwqe6g1kc4w69cl, 8j67kyyfq5i300eeqbihgcqfp, 3c80px00lrpe84s9yurszqcid, avttb0ne86ra4pqruk0d8al05, bqbs20rirfi1eh7k7ss4pt0ix, bmw6mvkeropjorm2rxzw2fzai, 27iu58a0k5jqsxidnaxbothbd, 9x4qkir5sofsdi6jf3qdnvgx6, ekmg1wlig0qdtzhafm3lwsz4l, 6flq1204p7494fm1ct06w6ket, 8zpj2ov0kc2d7a2b14ys2y8dl, 69nz7p1izpw4i8tle2c8hls2y, cl94qe8su9mdjcijafr4gst4a, c4ptt043q3lm4npuwpyviprdh, e2lt71eeqb97hw6wnebjrrgt1, 6krz9iy1cdya9kzw8thjeg4r8, bdiuv7a7j50drm3gsc9ne28dl",3861269929,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3861269927,197,727,3861269917,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3861269923,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475274983,2,32,1,0,0,8l30dsub3sutr6j3ruvk650xc,1,0,0,2022-10-22T11:30:19.400Z,2022-10-22T11:30:19Z,3861407545,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475274995,2,32,1,0,0,7kt37xy93vjy6wac8vq6fqz3g,1,0,0,2022-10-22T11:30:19.400Z,2022-10-22T11:30:20Z,3861407591,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475275019,3,1,1,0,0,7kt37xy93vjy6wac8vq6fqz3g,1,49.8,50,2022-10-22T11:30:19.500Z,2022-10-22T11:30:22Z,3861407737,140,24.9,3861407743,213,3.5,3861407745,279,S,3861407741,212,27.5,3861407735,56,Back,3861407739,141,37.3,,,,,,,27iu58a0k5jqsxidnaxbothbd,K. Snoeijs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475275045,4,1,1,0,2,7kt37xy93vjy6wac8vq6fqz3g,1,23.9,37.4,2022-10-22T11:30:22.332Z,2022-10-22T11:30:25Z,3861407853,56,Back,3861407857,141,54.2,3861407859,212,11.6,3861407855,140,22.0,3861407861,213,1.7,,,,,,,,,,3c80px00lrpe84s9yurszqcid,N. Björn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475275051,5,1,1,0,5,7kt37xy93vjy6wac8vq6fqz3g,1,22.9,53.1,2022-10-22T11:30:25.115Z,2022-10-22T11:30:25Z,3861407883,140,19.2,3861407887,212,7.9,3861407889,213,4.2,3861407885,141,43.0,3861407881,56,Back,,,,,,,,,,8e7wbpcbwxvdz0fojwuyov3rp,G. George,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475275091,6,1,1,0,6,7kt37xy93vjy6wac8vq6fqz3g,1,18.4,43.9,2022-10-22T11:30:25.764Z,2022-10-22T11:30:29Z,3861408053,56,Back,3861408057,140,21.2,3861408067,213,1.2,3861408065,212,7.7,3861408061,141,54.3,,,,,,,,,,8j67kyyfq5i300eeqbihgcqfp,R. Sevecke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475275129,7,1,1,0,9,7kt37xy93vjy6wac8vq6fqz3g,1,26.6,67,2022-10-22T11:30:28.907Z,2022-10-22T11:30:32Z,3861408223,141,85.6,3861408227,213,0.7,3861408225,212,19.1,3861408221,140,40.2,3861408219,56,Back,,,,,,,,,,8kmne7pn10uwqe6g1kc4w69cl,K. Veje,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475275147,8,1,1,0,12,7kt37xy93vjy6wac8vq6fqz3g,1,47.2,83.8,2022-10-22T11:30:32.092Z,2022-10-22T11:30:34Z,3861408329,212,17.7,3861408331,213,3.2,3861408325,140,30.4,3861408321,56,Back,3861408327,141,81.5,,,,,,,,,,8e7wbpcbwxvdz0fojwuyov3rp,G. George,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475275189,9,1,1,0,14,7kt37xy93vjy6wac8vq6fqz3g,1,30.2,81.2,2022-10-22T11:30:34.060Z,2022-10-22T11:30:37Z,3861408509,140,19.7,3861408513,212,15.3,3861408511,141,65.5,3861408515,213,3.9,3861408507,56,Back,,,,,,,,,,8kmne7pn10uwqe6g1kc4w69cl,K. Veje,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475275219,10,1,1,0,18,7kt37xy93vjy6wac8vq6fqz3g,1,19.9,59.7,2022-10-22T11:30:37.812Z,2022-10-22T11:30:40Z,3861408641,213,5.1,3861408635,140,25.6,3861408639,212,17.5,3861408637,141,35.5,3861408633,56,Back,,,,,,,,,,8j67kyyfq5i300eeqbihgcqfp,R. Sevecke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475275273,11,1,1,0,20,7kt37xy93vjy6wac8vq6fqz3g,1,22.5,33.3,2022-10-22T11:30:40.092Z,2022-10-22T11:30:44Z,3861408879,213,5.0,3861408871,141,8.5,3861408875,212,17.4,3861408863,56,Back,3861408867,140,26.4,,,,,,,,,,3c80px00lrpe84s9yurszqcid,N. Björn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475275301,12,1,1,0,24,7kt37xy93vjy6wac8vq6fqz3g,1,24.8,8.5,2022-10-22T11:30:43.948Z,2022-10-22T11:30:46Z,3861409009,140,18.7,3861409013,212,16.9,3861409011,141,31.5,3861409015,213,2.0,3861409007,56,Back,,,,,,,,,,e6s5iphbrws04dxrvw0xqd7f9,M. Finnigan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475275351,13,1,1,0,26,7kt37xy93vjy6wac8vq6fqz3g,1,18.3,31.2,2022-10-22T11:30:46.276Z,2022-10-22T11:30:49Z,3861409267,56,Back,3861409285,213,2.0,3861409281,212,15.9,3861409273,140,11.9,3861409277,141,52.4,,,,,,,,,,3c80px00lrpe84s9yurszqcid,N. Björn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475275401,14,1,1,0,29,7kt37xy93vjy6wac8vq6fqz3g,1,14.3,50.4,2022-10-22T11:30:49.180Z,2022-10-22T11:30:53Z,3861409517,140,24.3,3861409523,213,0.6,3861409515,56,Back,3861409519,141,60.9,3861409521,212,12.7,,,,,,,,,,ds8eeciyv1vk6nwh26qgy1lg5,C. Brosnan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475275437,15,1,1,0,33,7kt37xy93vjy6wac8vq6fqz3g,1,23.6,58.1,2022-10-22T11:30:53.219Z,2022-10-22T11:30:55Z,3861409679,56,Back,3861409681,140,21.7,3861409685,212,16.6,3861409683,141,33.9,3861409687,213,4.6,,,,,,,,,,8kmne7pn10uwqe6g1kc4w69cl,K. Veje,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475275461,16,1,1,0,35,7kt37xy93vjy6wac8vq6fqz3g,1,19.7,26.1,2022-10-22T11:30:55.235Z,2022-10-22T11:30:57Z,3861409807,212,11.6,3861409803,140,22.9,3861409805,141,9.7,3861409801,56,Back,3861409809,213,5.0,,,,,,,,,,3c80px00lrpe84s9yurszqcid,N. Björn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475275501,17,1,1,0,38,7kt37xy93vjy6wac8vq6fqz3g,1,22,10.1,2022-10-22T11:30:57.748Z,2022-10-22T11:31:01Z,3861410049,213,1.8,3861410045,141,37.7,3861410041,56,Back,3861410043,140,18.3,3861410047,212,19.2,,,,,,,,,,e6s5iphbrws04dxrvw0xqd7f9,M. Finnigan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475275569,18,1,1,0,41,7kt37xy93vjy6wac8vq6fqz3g,1,17.7,34.8,2022-10-22T11:31:00.924Z,2022-10-22T11:31:06Z,3861410389,141,57.3,3861410385,56,Back,3861410387,140,25.7,3861410391,212,17.5,3861410393,213,1.1,,,,,,,,,,8j67kyyfq5i300eeqbihgcqfp,R. Sevecke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475275683,19,1,1,0,46,7kt37xy93vjy6wac8vq6fqz3g,1,28.9,60.9,2022-10-22T11:31:06.299Z,2022-10-22T11:31:14Z,3861410849,56,Left,3861410853,141,89.3,3861410857,213,0.6,3861410859,1,,3861410855,212,36.3,3861410851,140,58.2,,,,,,,8kmne7pn10uwqe6g1kc4w69cl,K. Veje,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475275739,20,1,1,0,54,7kt37xy93vjy6wac8vq6fqz3g,1,73.9,86,2022-10-22T11:31:14.284Z,2022-10-22T11:31:18Z,3861411153,213,3.0,3861411151,212,16.3,3861411145,56,Left,3861411149,141,90.0,3861411147,140,58.6,,,,,,,,,,8e7wbpcbwxvdz0fojwuyov3rp,G. George,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475275793,21,1,1,0,59,7kt37xy93vjy6wac8vq6fqz3g,1,58.9,45.1,2022-10-22T11:31:18.844Z,2022-10-22T11:31:23Z,3861411453,213,5.0,3861411451,212,19.4,3861411441,56,Right,3861411443,140,64.6,3861411447,141,18.0,,,,,,,,,,3c80px00lrpe84s9yurszqcid,N. Björn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475275827,22,1,1,1,3,7kt37xy93vjy6wac8vq6fqz3g,1,66.3,12.8,2022-10-22T11:31:23.267Z,2022-10-22T11:31:27Z,3861411639,56,Center,3861411645,212,16.2,3861411641,140,75.0,3861411643,141,32.5,3861411647,213,1.0,,,,,,,,,,e6s5iphbrws04dxrvw0xqd7f9,M. Finnigan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
