id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/8/value,qualifier/9/value,assist,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId
2524811207,9,1,1,0,25,8l30dsub3sutr6j3ruvk650xc,1,65.9,94.2,2023-03-26T13:03:47.405Z,2023-03-26T13:03:48Z,4124822169,213,3.0,4124822165,141,95.1,4124822161,56,Left,4124822163,140,61.7,4124822167,212,4.5,,,,,,,,,,cpvbitkove7bavl96lkgs1vc9,K. Hanson,,,,,,,,,,,,,,,,,,,,,,,,,
2524811257,10,1,1,0,26,8l30dsub3sutr6j3ruvk650xc,1,61.5,95.3,2023-03-26T13:03:48.293Z,2023-03-26T13:03:51Z,4124822403,140,67.1,4124822401,56,Center,4124822405,141,75.3,4124822409,213,5.1,4124822407,212,14.8,,,,,,,,,,b3i5okqaspq6w7w456ab4cxjp,M. Pacheco,,,,,,,,,,,,,,,,,,,,,,,,,
2524811263,11,61,1,0,30,8l30dsub3sutr6j3ruvk650xc,0,69.1,73.9,2023-03-26T13:03:51.765Z,2023-03-26T13:03:52Z,4124822439,56,Center,,,,,,,,,,,,,,,,,,,,,,amg2zai9038cdz9uuql3l9rkl,R. Daly,,,,,,,,,,,,,,,,,,,,,,,,,
2524811287,5,1,1,0,30,28u3q82ip96ahymkup01vfxli,1,30.8,28.5,2023-03-26T13:03:52.335Z,2023-03-26T13:03:54Z,4124822559,140,27.2,4124822561,141,39.1,4124822563,212,8.1,4124822565,213,2.1,4124822557,56,Back,,,,,,,,,,60q198d41n3y887jeiezr850q,R. Mace,,,,,,,,,,,,,,,,,,,,,,,,,
2524811295,6,49,1,0,32,28u3q82ip96ahymkup01vfxli,1,28,38.8,2023-03-26T13:03:54.390Z,2023-03-26T13:03:54Z,,,,,,,,,,,,,,,,,,,,,,,,,9mfotw533oa5qs1muu2z8t8lx,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
2524811323,7,1,1,0,32,28u3q82ip96ahymkup01vfxli,1,28,38.8,2023-03-26T13:03:54.495Z,2023-03-26T13:03:58Z,4124822733,212,16.9,4124822735,213,2.8,4124822727,56,Back,4124822731,141,48.2,4124822729,140,13.1,,,,,,,,,,9mfotw533oa5qs1muu2z8t8lx,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
2524811371,8,1,1,0,36,28u3q82ip96ahymkup01vfxli,1,10.6,48.7,2023-03-26T13:03:58.247Z,2023-03-26T13:04:02Z,4124822967,213,1.1,4124822965,212,11.2,4124822963,141,63.4,4124822959,56,Back,4124822961,140,15.4,,,,,,,,,,avud4qv9xovwlr2pxc8fcmiuh,J. Leitzig,,,,,,,,,,,,,,,,,,,,,,,,,
2524811393,9,1,1,0,41,28u3q82ip96ahymkup01vfxli,1,24.8,73.6,2023-03-26T13:04:02.878Z,2023-03-26T13:04:06Z,4124823113,213,0.8,4124823111,212,21.1,4124823109,141,95.0,4124823105,56,Back,4124823107,140,39.3,,,,,,,,,,8hmqpyniap0whyfhco0dhp3v9,A. Plumptre,,,,,,,,,,,,,,,,,,,,,,,,,
2524811449,10,1,1,0,44,28u3q82ip96ahymkup01vfxli,1,38.8,94.7,2023-03-26T13:04:05.959Z,2023-03-26T13:04:11Z,4124823377,212,23.4,4124823375,141,68.2,4124823379,213,4.0,4124823371,56,Back,4124823373,140,24.6,,,,,,,,,,4r1z04gidueqs684yxeyrq8ve,C. Nevin,,,,,,,,,,,,,,,,,,,,,,,,,
2524811457,11,1,1,0,50,28u3q82ip96ahymkup01vfxli,1,22.9,67.6,2023-03-26T13:04:11.663Z,2023-03-26T13:04:13Z,4124823439,141,58.8,4124823441,212,14.9,4124823437,140,9.9,4124823435,56,Back,4124823443,213,3.6,,,,,,,,,,60q198d41n3y887jeiezr850q,R. Mace,,,,,,,,,,,,,,,,,,,,,,,,,
2524811471,12,1,1,0,51,28u3q82ip96ahymkup01vfxli,0,9.9,58.8,2023-03-26T13:04:13.207Z,2023-03-26T13:04:14Z,4124823525,213,1.0,4124823519,140,29.1,4124823523,212,35.0,4124823521,141,100.0,4124823517,56,Back,4124823527,1,,,,,,,,avud4qv9xovwlr2pxc8fcmiuh,J. Leitzig,,,,,,,,,,,,,,,,,,,,,,,,,
2524811579,12,5,1,0,52,8l30dsub3sutr6j3ruvk650xc,1,73.4,-1.4,2023-03-26T13:04:13.837Z,2023-03-26T13:04:25Z,4124824047,347,,4124824049,233,13,4124824045,56,Right,,,,,,,,,,,,,,,,1dbhha29epjmo8g4xfm5taaj9,J. Nobbs,,,,,,,,,,,,,,,,,,,,,,,,,
2524811475,13,5,1,0,52,28u3q82ip96ahymkup01vfxli,0,26.6,101.4,2023-03-26T13:04:14.488Z,2023-03-26T13:04:25Z,4124823541,56,Back,4124823543,347,,4124824109,233,12,,,,,,,,,,,,,,,,avud4qv9xovwlr2pxc8fcmiuh,J. Leitzig,,,,,,,,,,,,,,,,,,,,,,,,,
2524811601,13,1,1,1,3,8l30dsub3sutr6j3ruvk650xc,1,71.5,0,2023-03-26T13:04:24.773Z,2023-03-26T13:04:26Z,4124824159,212,9.2,4124824161,213,1.3,4124824151,107,,4124824155,140,74.1,4124824153,56,Right,4124824157,141,10.9,,,,,,,83pm1s4c5h4epnnyw9xep3w2c,E. Rabjohn,,,,,,,,,,,,,,,,,,,,,,,,,
2524811611,14,1,1,1,4,8l30dsub3sutr6j3ruvk650xc,1,74.7,13.7,2023-03-26T13:04:26.381Z,2023-03-26T13:04:27Z,4124824201,213,4.2,4124824199,212,2.1,4124824197,141,11.1,4124824195,140,73.7,4124824193,56,Right,,,,,,,,,,1dbhha29epjmo8g4xfm5taaj9,J. Nobbs,,,,,,,,,,,,,,,,,,,,,,,,,
2524811643,15,1,1,1,6,8l30dsub3sutr6j3ruvk650xc,0,74.6,10,2023-03-26T13:04:27.628Z,2023-03-26T13:04:30Z,4124824357,56,Right,4124824365,213,0.0,4124824359,140,87.9,4124824363,212,14.0,4124824361,141,10.6,,,,,,,,,,83pm1s4c5h4epnnyw9xep3w2c,E. Rabjohn,,,,,,,,,,,,,,,,,,,,,,,,,
2524811647,14,49,1,1,9,28u3q82ip96ahymkup01vfxli,1,17.2,93.3,2023-03-26T13:04:31.062Z,2023-03-26T13:04:31Z,,,,,,,,,,,,,,,,,,,,,,,,,4r1z04gidueqs684yxeyrq8ve,C. Nevin,,,,,,,,,,,,,,,,,,,,,,,,,
2524811687,15,1,1,1,10,28u3q82ip96ahymkup01vfxli,1,14.7,87.5,2023-03-26T13:04:32.025Z,2023-03-26T13:04:33Z,4124824581,212,13.2,4124824583,213,4.2,4124824577,140,8.3,4124824575,56,Back,4124824579,141,70.8,,,,,,,,,,4r1z04gidueqs684yxeyrq8ve,C. Nevin,,,,,,,,,,,,,,,,,,,,,,,,,
2524811743,16,1,1,1,11,28u3q82ip96ahymkup01vfxli,0,8.3,70.8,2023-03-26T13:04:33.559Z,2023-03-26T13:04:38Z,4124824885,212,48.8,4124824883,141,91.7,4124824879,56,Left,4124824887,213,0.3,4124824889,1,,4124824877,157,,4124824881,140,52.8,,,,8hmqpyniap0whyfhco0dhp3v9,A. Plumptre,,,,,,,,,,,,,,,,,,,,,,,,,
2524811745,16,1,1,1,16,8l30dsub3sutr6j3ruvk650xc,0,57.2,14,2023-03-26T13:04:37.901Z,2023-03-26T13:04:39Z,4124824893,56,Right,4124824891,3,,4124824901,213,0.1,4124824895,140,61.8,4124824899,212,4.9,4124824897,141,14.7,,,,,,,9cjjs4piq3t12iltsfon52h91,A. Patten,,,,,,,,,,,,,,,,,,,,,,,,,
2524811835,17,1,1,1,22,28u3q82ip96ahymkup01vfxli,1,35,71.5,2023-03-26T13:04:44.014Z,2023-03-26T13:04:45Z,4124825307,140,43.2,4124825305,56,Back,4124825309,141,76.3,4124825311,212,9.2,4124825313,213,0.4,,,,,,,,,,3km1u2mw1tkioh2mucow7d1pl,S. Tierney,,,,,,,,,,,,,,,,,,,,,,,,,
2524811843,18,43,1,1,23,28u3q82ip96ahymkup01vfxli,1,0,0,2023-03-26T13:04:45.135Z,2023-03-26T13:04:56Z,4124825927,144,49,,,,,,,,,,,,,,,,,,,,,,7m31qpkmuh3amb6navttdlvpx,A. Whelan,,,,,,,,,,,,,,,,,,,,,,,,,
2524811875,19,1,1,1,24,28u3q82ip96ahymkup01vfxli,1,43.7,80.9,2023-03-26T13:04:45.798Z,2023-03-26T13:04:48Z,4124825449,212,13.9,4124825447,141,92.6,4124825451,213,0.6,4124825443,56,Left,4124825445,140,54.6,,,,,,,,,,7m31qpkmuh3amb6navttdlvpx,A. Whelan,,,,,,,,,,,,,,,,,,,,,,,,,
2524811883,20,1,1,1,27,28u3q82ip96ahymkup01vfxli,0,54.7,93,2023-03-26T13:04:48.863Z,2023-03-26T13:04:49Z,4124825479,212,12.9,4124825475,141,91.8,4124825471,56,Left,4124825473,140,67.0,4124825483,213,6.2,,,,,,,,,,9mfotw533oa5qs1muu2z8t8lx,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
2524811881,17,49,1,1,27,8l30dsub3sutr6j3ruvk650xc,1,34.8,14,2023-03-26T13:04:49.245Z,2023-03-26T13:04:49Z,,,,,,,,,,,,,,,,,,,,,,,,,6f8lpm5ckuv4z0tbur533qpxx,D. Turner,,,,,,,,,,,,,,,,,,,,,,,,,
2524811985,18,1,1,1,27,8l30dsub3sutr6j3ruvk650xc,1,34.8,14,2023-03-26T13:04:49.453Z,2023-03-26T13:04:58Z,4124826029,212,26.6,4124826031,213,2.7,4124826027,141,31.9,4124826025,140,12.3,4124826023,56,Back,,,,,,,,,,6f8lpm5ckuv4z0tbur533qpxx,D. Turner,,,,,,,,,,,,,,,,,,,,,,,,,
2524812005,19,1,1,1,36,8l30dsub3sutr6j3ruvk650xc,0,11.9,39.2,2023-03-26T13:04:58.004Z,2023-03-26T13:05:02Z,4124826137,213,0.0,4124826133,141,41.3,4124826323,155,,4124826135,212,32.8,4124826131,140,43.1,4124826139,1,,4124826129,56,Back,,,,6bejfvxorcqyawi2fmk2kbco9,H. Hampton,,,,,,,,,,,,,,,,,,,,,,,,,
2524812041,21,8,1,1,41,28u3q82ip96ahymkup01vfxli,1,59.6,64.3,2023-03-26T13:05:02.838Z,2023-03-26T13:05:03Z,4124826325,56,Center,,,,,,,,,,,,,,,,,,,,,,8hmqpyniap0whyfhco0dhp3v9,A. Plumptre,,,,,,,,,,,,,,,,,,,,,,,,,
2524812045,22,49,1,1,41,28u3q82ip96ahymkup01vfxli,1,59.6,64.3,2023-03-26T13:05:03.342Z,2023-03-26T13:05:03Z,,,,,,,,,,,,,,,,,,,,,,,,,8hmqpyniap0whyfhco0dhp3v9,A. Plumptre,,,,,,,,,,,,,,,,,,,,,,,,,
2524812063,23,1,1,1,41,28u3q82ip96ahymkup01vfxli,1,59.6,64.3,2023-03-26T13:05:03.470Z,2023-03-26T13:05:05Z,4124826381,140,73.2,4124826387,213,0.1,4124826379,56,Center,4124826383,141,66.9,4124826385,212,14.4,,,,,,,,,,8hmqpyniap0whyfhco0dhp3v9,A. Plumptre,,,,,,,,,,,,,,,,,,,,,,,,,
2524812081,24,1,1,1,43,28u3q82ip96ahymkup01vfxli,1,73.2,66.9,2023-03-26T13:05:04.958Z,2023-03-26T13:05:06Z,4124826487,56,Center,4124826491,141,58.2,4124826493,212,8.6,4124826495,213,3.9,4124826489,140,67.3,,,,,,,,,,7f7tbbjqhhyydjj4wurm28xcl,H. Cain,,,,,,,,,,,,,,,,,,,,,,,,,
2524812103,25,1,1,1,44,28u3q82ip96ahymkup01vfxli,1,68.3,61.5,2023-03-26T13:05:06.382Z,2023-03-26T13:05:08Z,4124826599,56,Left,4124826603,141,83.2,4124826605,212,15.9,4124826607,213,2.0,4124826601,140,62.6,,,,,,,,,,c7giuh90mnvajsobobcbx4ley,C. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
2524812137,26,1,1,1,46,28u3q82ip96ahymkup01vfxli,1,61.9,82.6,2023-03-26T13:05:08.431Z,2023-03-26T13:05:12Z,4124826787,212,9.8,4124826785,141,87.5,4124826789,213,2.8,4124826783,140,53.1,4124826781,56,Left,,,,,,,,,,9mfotw533oa5qs1muu2z8t8lx,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
2524812151,27,1,1,1,50,28u3q82ip96ahymkup01vfxli,0,54.4,81.1,2023-03-26T13:05:12.062Z,2023-03-26T13:05:13Z,4124826889,140,50.9,4124826895,213,4.6,4124826893,212,26.7,4124826891,141,42.2,4124826887,56,Center,,,,,,,,,,4r1z04gidueqs684yxeyrq8ve,C. Nevin,,,,,,,,,,,,,,,,,,,,,,,,,
2524812159,20,49,1,1,52,8l30dsub3sutr6j3ruvk650xc,1,52.1,58.2,2023-03-26T13:05:14.133Z,2023-03-26T13:05:14Z,,,,,,,,,,,,,,,,,,,,,,,,,cpvbitkove7bavl96lkgs1vc9,K. Hanson,,,,,,,,,,,,,,,,,,,,,,,,,
2524812241,21,1,1,1,56,8l30dsub3sutr6j3ruvk650xc,1,68.2,46.7,2023-03-26T13:05:18.164Z,2023-03-26T13:05:40Z,4124827343,141,64.0,4124827345,212,21.1,4124827347,213,0.6,4124828387,210,13,4124828389,154,,4124827341,140,84.9,4124827339,56,Center,,,,cpvbitkove7bavl96lkgs1vc9,K. Hanson,1,,,,,,,,,,,,,,,,,,,,,,,,
2524812245,22,13,1,1,59,8l30dsub3sutr6j3ruvk650xc,1,95.4,65.8,2023-03-26T13:05:20.877Z,2023-03-26T13:05:40Z,4124828409,29,,4124828413,55,21,4124827687,72,,4124827365,22,,4124828417,102,57.5,4124828419,103,25,4124828423,230,99.5,4124827689,65,,amg2zai9038cdz9uuql3l9rkl,R. Daly,,4124828407,83,4124828421,215,4124828425,231,52.0,4124828411,154,4124827369,56,Center,,,,,,,,,,,,
2524812249,28,5,1,2,1,28u3q82ip96ahymkup01vfxli,1,-1,38.6,2023-03-26T13:05:23.166Z,2023-03-26T13:05:24Z,4124827443,233,23,4124827385,346,,4124827383,56,Back,,,,,,,,,,,,,,,,d3qtg5xhiwe3zamb4mh50whjp,S. Howard,,,,,,,,,,,,,,,,,,,,,,,,,
2524812255,23,5,1,2,2,8l30dsub3sutr6j3ruvk650xc,0,101,61.4,2023-03-26T13:05:23.901Z,2023-03-26T13:05:24Z,4124827413,346,,4124827411,56,Center,4124827451,233,28,,,,,,,,,,,,,,,,amg2zai9038cdz9uuql3l9rkl,R. Daly,,,,,,,,,,,,,,,,,,,,,,,,,
2524812569,29,1,1,2,26,28u3q82ip96ahymkup01vfxli,1,5.3,49.9,2023-03-26T13:05:47.863Z,2023-03-26T13:05:51Z,4124829009,124,,4124829015,140,30.5,4124829013,56,Back,4124829021,213,0.8,4124829017,141,88.9,4124829019,212,37.5,4124829011,155,,4124829023,1,,avud4qv9xovwlr2pxc8fcmiuh,J. Leitzig,,4124829027,74,,,,,,,,,,,,,,,,,,,,,,
2524812633,30,1,1,2,29,28u3q82ip96ahymkup01vfxli,1,34.7,88.9,2023-03-26T13:05:51.486Z,2023-03-26T13:05:58Z,4124829355,155,,4124829363,140,79.2,4124829373,1,,4124829367,141,82.4,4124829369,212,46.9,4124829359,56,Left,4124829371,213,6.2,,,,4r1z04gidueqs684yxeyrq8ve,C. Nevin,,,,,,,,,,,,,,,,,,,,,,,,,
2524812643,31,1,1,2,37,28u3q82ip96ahymkup01vfxli,0,94.9,74.5,2023-03-26T13:05:58.807Z,2023-03-26T13:06:00Z,4124829401,140,93.6,4124829449,236,,4124829455,286,,4124829409,212,3.2,4124829411,213,4.3,4124829451,233,24,4124829405,141,70.3,4124829399,56,Center,7f7tbbjqhhyydjj4wurm28xcl,H. Cain,,,,,,,,,,,,,,,,,,,,,,,,,
2524812649,24,74,1,2,37,8l30dsub3sutr6j3ruvk650xc,1,8,27.1,2023-03-26T13:05:59.572Z,2023-03-26T13:06:00Z,4124829437,56,Back,4124829439,285,,4124829461,233,31,,,,,,,,,,,,,,,,9cjjs4piq3t12iltsfon52h91,A. Patten,,,,,,,,,,,,,,,,,,,,,,,,,
2524812651,32,6,1,2,38,28u3q82ip96ahymkup01vfxli,1,92.8,71.6,2023-03-26T13:06:00.094Z,2023-03-26T13:06:01Z,4124829467,73,,4124829499,233,25,4124829465,56,Center,,,,,,,,,,,,,,,,7f7tbbjqhhyydjj4wurm28xcl,H. Cain,,,,,,,,,,,,,,,,,,,,,,,,,
2524812653,25,6,1,2,38,8l30dsub3sutr6j3ruvk650xc,0,7.2,28.4,2023-03-26T13:06:00.181Z,2023-03-26T13:06:01Z,4124829519,233,32,4124829471,73,,4124829469,56,Back,,,,,,,,,,,,,,,,9cjjs4piq3t12iltsfon52h91,A. Patten,,,,,,,,,,,,,,,,,,,,,,,,,
2524812931,33,1,1,3,8,28u3q82ip96ahymkup01vfxli,1,99.5,99.5,2023-03-26T13:06:30.398Z,2023-03-26T13:06:36Z,4124831165,1,,4124831153,223,,4124831149,6,,4124831155,56,Center,4124831163,213,4.6,4124831157,140,95.9,4124831151,155,,4124831159,141,51.3,7f7tbbjqhhyydjj4wurm28xcl,H. Cain,,4124831161,212,4124831147,2,,,,,,,,,33.0,,,,,,,,,,,
2524812965,34,1,1,3,10,28u3q82ip96ahymkup01vfxli,1,95.9,51.3,2023-03-26T13:06:31.998Z,2023-03-26T13:10:05Z,4124840345,210,13,4124831331,212,12.1,4124840347,154,,4124831329,141,33.6,4124831327,140,96.5,4124831323,3,,4124831333,213,4.8,4124831325,56,Center,60q198d41n3y887jeiezr850q,R. Mace,1,,,,,,,,,,,,,,,,,,,,,,,,
2524812975,35,13,1,3,11,28u3q82ip96ahymkup01vfxli,1,96.5,33.6,2023-03-26T13:06:33.278Z,2023-03-26T13:10:05Z,4124840357,154,,4124840367,230,99.7,4124831361,62,,4124840353,75,,4124840363,102,40.2,4124840107,328,,4124840369,231,46.4,4124840359,55,34,d3qtg5xhiwe3zamb4mh50whjp,S. Howard,,4124840103,15,4124840365,103,4124840101,25,,4124840355,29,4124831363,56,Center,,16.7,,,,,,,,,,
2524812909,26,5,1,3,12,8l30dsub3sutr6j3ruvk650xc,1,-0.4,61.2,2023-03-26T13:06:33.853Z,2023-03-26T13:10:07Z,4124842289,233,36,4124831007,56,Back,4124831009,346,,,,,,,,,,,,,,,,,cpvbitkove7bavl96lkgs1vc9,K. Hanson,,,,,,,,,,,,,,,,,,,,,,,,,
2524812993,36,5,1,3,12,28u3q82ip96ahymkup01vfxli,0,100.4,38.8,2023-03-26T13:06:33.999Z,2023-03-26T13:10:07Z,4124831447,346,,4124842307,233,26,4124831445,56,Center,,,,,,,,,,,,,,,,d3qtg5xhiwe3zamb4mh50whjp,S. Howard,,,,,,,,,,,,,,,,,,,,,,,,,
