id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/9/value,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/13/value,qualifier/17/id,qualifier/17/qualifierId,assist,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/18/value,qualifier/15/value,qualifier/20/value,qualifier/19/value
2472001331,1,34,16,0,0,1uk609mhtsfhokhaewjapb26,1,0,0,2022-10-15T13:09:47.927Z,2022-10-15T13:09:48Z,3844108645,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3844108619,30,"2unnytu55d7lvws7h3r86yhud, 5lbzx05vthw9nbhpmzw5e1562, 6vh5n14h1knmx7yut84q2f2l1, 280b4j6oidfonglcbr2vlj59m, 6fdwd71dx2qu7uzzs3ozm9x7u, 54y1k9ysgdtdvv9ss72ruxiad, 6t7ezta9mftdtk20pgxa30r85, bd4cjnn4k45ry7ci5tsaawf10, 9n5wjnjloy0c2euwhsu9u1y39, 8yy638bmdymhzkbrvho3qezft, 8b95khn8h8qz3y4u4coajs5at, 6yegi163rq5fsloppfubi3sh5, 6eg8vaxpqsd6cyh736h7bq4x6, 93weoj4q60xtxdntko7hobg4q, 6437iwpplyfh71o9b7uxdylii, 5zdapzrncz7vch3yrgftfp5g, esrwjtmubaz21j01ndpollrrp, 5n522jpifzyf9qu0z41kuf7my",3844108635,194,6vh5n14h1knmx7yut84q2f2l1,3844108631,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3844108621,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",3844108639,197,8054,3844108625,59,"31, 6, 30, 32, 4, 24, 77, 12, 20, 22, 10, 1, 7, 9, 17, 25, 26, 44",3844108627,130,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472007461,1,34,16,0,0,547zzwqbiugzphhnrhj3z5k5i,1,0,0,2022-10-15T13:14:47.398Z,2022-10-15T14:11:51Z,3844141907,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",3844141927,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3844141923,194,az21s916gcylcjy5riyia9239,3844141903,30,"7ojr3svfuiak6zm6pjrc18mhh, 2s28r7f625hrj5fioyxn6apd5, 8xr7cy8cy89qfxyi1n3egt82c, 7yek1fu5x7yoqc4raxja0i5uc, 6w1hily3yj7vvidhhgi4fqdat, 9urqzncna9izqyoaysnjq52lm, cg748vqllo7gdcz5id1gvqggl, 8k4wwchytdstpn0yhrxd5nbv9, 55uupregn272wdtpnundb8z1m, az21s916gcylcjy5riyia9239, 5f13ro5hgmago2bmqtzjw5ey, 5l6a4uxq1vzo91ugdcjq3jw7p, 59doy2i09c6fgoh7w9m3l5tcl, 1ida40i5ob58takouu5a7r2l1, 77wkqbxkqix367lc0ccnym86h, cngitl9unybpxpdle1nlc5qms, 8jn4wq3d1ro8f89lttw4b9rzd, 7u76uh9164fs8tx6zqw0icqtx",3844141911,59,"25, 14, 26, 18, 4, 31, 20, 8, 27, 9, 7, 93, 1, 2, 6, 10, 11, 22",3844141925,197,16304,3844141915,130,4,3844141919,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472053289,2,32,1,0,0,547zzwqbiugzphhnrhj3z5k5i,1,0,0,2022-10-15T14:00:42.448Z,2022-10-15T14:00:42Z,3844380443,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472053305,2,32,1,0,0,1uk609mhtsfhokhaewjapb26,1,0,0,2022-10-15T14:00:42.448Z,2022-10-15T22:33:17Z,3844380521,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472053341,3,1,1,0,0,1uk609mhtsfhokhaewjapb26,1,50,49.7,2022-10-15T14:00:42.602Z,2022-10-15T22:59:08Z,3844380717,213,0.0,3844380713,141,49.7,3844380711,140,52.3,3844380715,212,2.4,3844380709,56,Center,3844380719,279,S,3847037015,178,,,,,8yy638bmdymhzkbrvho3qezft,D. Lamkel Zé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472053467,4,1,1,0,1,1uk609mhtsfhokhaewjapb26,1,51.7,51.4,2022-10-15T14:00:44.300Z,2022-10-16T03:12:49Z,3847037109,178,,3844381347,56,Left,3844381353,212,30.6,3844381355,213,1.4,3844381349,140,55.7,3844381351,141,95.9,,,,,,,8b95khn8h8qz3y4u4coajs5at,F. Selemani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472053491,5,1,1,0,6,1uk609mhtsfhokhaewjapb26,0,62.6,93.7,2022-10-15T14:00:48.935Z,2022-10-16T03:12:48Z,3844381479,141,52.2,3844381485,213,5.2,3844381483,212,32.3,3847037249,178,,3844381473,155,,3844381477,140,77.5,3844381475,56,Center,3847581835,1,,6vh5n14h1knmx7yut84q2f2l1,K. D'Haene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472273621,675,12,1,0,7,547zzwqbiugzphhnrhj3z5k5i,1,20.6,45.6,2022-10-15T14:00:50.412Z,2022-10-16T03:12:47Z,3845552919,56,Back,3847037955,389,,3845895623,140,24.2,3845895855,15,,3845895627,212,4.8,3845895625,141,49.9,3845895629,213,0.7,,,,8k4wwchytdstpn0yhrxd5nbv9,L. Vigen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472053609,4,1,1,0,9,547zzwqbiugzphhnrhj3z5k5i,1,19.7,41.7,2022-10-15T14:00:52.094Z,2022-10-16T03:12:47Z,3844382089,1,,3844382077,157,,3847038241,178,,3844382087,213,0.0,3844382083,141,43.3,3844382081,140,42.6,3844382079,56,Back,3844382085,212,24.1,7yek1fu5x7yoqc4raxja0i5uc,M. Tambedou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472053567,3,43,1,0,9,547zzwqbiugzphhnrhj3z5k5i,1,0,0,2022-10-15T14:00:52.158Z,2022-10-15T15:58:08Z,3844381835,56,Back,3844381831,3,0,3844381843,213,4.0,3844381837,140,22.5,3844381841,212,7.3,3845555133,144,1,3844381839,141,40.9,,,,cg748vqllo7gdcz5id1gvqggl,N. Rommens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
