id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,assist,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,keyPass,qualifier/14/value,qualifier/17/value,qualifier/18/value
2511563257,1,34,16,0,0,1uk609mhtsfhokhaewjapb26,1,0,0,2023-02-24T18:44:47.680Z,2023-02-24T20:50:58Z,4052522433,130,12,4052522439,197,9463,4052522429,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",4052522441,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4052522431,59,"1, 77, 30, 21, 4, 44, 10, 18, 29, 20, 25, 5, 7, 16, 17, 23, 33, 70",4052522437,194,6vh5n14h1knmx7yut84q2f2l1,4052522427,30,"6yegi163rq5fsloppfubi3sh5, 6t7ezta9mftdtk20pgxa30r85, 6vh5n14h1knmx7yut84q2f2l1, eb1rih67f03kwljbge37id1ck, 6fdwd71dx2qu7uzzs3ozm9x7u, 5n522jpifzyf9qu0z41kuf7my, 8b95khn8h8qz3y4u4coajs5at, 5np1ksd9qkmc511ihzvikhy0a, bcfayigqu8oygm1xvpgl9akt1, 9n5wjnjloy0c2euwhsu9u1y39, 5zdapzrncz7vch3yrgftfp5g, bf22is04tealb92h075c7u356, 6eg8vaxpqsd6cyh736h7bq4x6, eczyz1c2lgqelhp13xiqb0vhm, 6437iwpplyfh71o9b7uxdylii, 7hdyeeejo7h9kvqt7x8jlrlec, 4o8lvm1ffxrywogokfztc6sb9, 3pr51w08wkrl03rpafmsouj85",4052522435,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511565035,1,34,16,0,0,547zzwqbiugzphhnrhj3z5k5i,1,0,0,2023-02-24T18:47:56.588Z,2023-02-24T20:50:55Z,4052531475,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4052531465,59,"1, 14, 7, 3, 4, 19, 6, 26, 9, 93, 11, 15, 16, 22, 31, 34, 35, 38",4052531471,194,59doy2i09c6fgoh7w9m3l5tcl,4052531461,30,"59doy2i09c6fgoh7w9m3l5tcl, 2s28r7f625hrj5fioyxn6apd5, 5f13ro5hgmago2bmqtzjw5ey, c3jbxepn3kto8fqtdewnghp05, 6w1hily3yj7vvidhhgi4fqdat, 4ju2soyxqa6hu0oo007ej8wdl, 77wkqbxkqix367lc0ccnym86h, 8xr7cy8cy89qfxyi1n3egt82c, az21s916gcylcjy5riyia9239, 5l6a4uxq1vzo91ugdcjq3jw7p, 8jn4wq3d1ro8f89lttw4b9rzd, 4rd074ih7brltyckdrhx1they, 5i4hanhs1igx4grc5rt6cj4oa, 7u76uh9164fs8tx6zqw0icqtx, 9urqzncna9izqyoaysnjq52lm, eatq6far6quj8ihqxt3a4iuc4, ezud7bjx19v8omsscz0z8fywa, 7ojr3svfuiak6zm6pjrc18mhh",4052531467,130,18,4052531469,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4052531473,197,12041,4052531463,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511610329,2,32,1,0,0,1uk609mhtsfhokhaewjapb26,1,0,0,2023-02-24T19:46:34.592Z,2023-02-24T19:46:36Z,4052773481,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511610319,2,32,1,0,0,547zzwqbiugzphhnrhj3z5k5i,1,0,0,2023-02-24T19:46:34.592Z,2023-02-25T04:26:22Z,4052773433,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511610363,3,1,1,0,0,547zzwqbiugzphhnrhj3z5k5i,1,50,50,2023-02-24T19:46:34.610Z,2023-02-25T04:38:38Z,4052773665,212,12.3,4052773667,213,3.7,4052773661,140,40.2,4052773659,56,Back,4052773663,141,40.1,4053461561,178,,4052773669,279,S,,,,5l6a4uxq1vzo91ugdcjq3jw7p,Zinho Gano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511610393,4,1,1,0,1,547zzwqbiugzphhnrhj3z5k5i,1,40.1,43.6,2023-02-24T19:46:36.406Z,2023-02-25T08:04:20Z,4052773887,56,Back,4052773893,212,23.8,4053461737,178,,4052773891,141,77.3,4052773897,213,1.8,4052773889,140,33.9,,,,,,,8xr7cy8cy89qfxyi1n3egt82c,N. Dismas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511610451,5,1,1,0,6,547zzwqbiugzphhnrhj3z5k5i,1,31.8,90.5,2023-02-24T19:46:40.727Z,2023-02-25T08:04:19Z,4053462057,178,,4052774211,141,75.1,4052774217,1,,4052774207,56,Center,4052774215,213,6.0,4052774213,212,40.1,4052774203,157,,4052774209,140,68.7,c3jbxepn3kto8fqtdewnghp05,Borja López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511610465,6,1,1,0,11,547zzwqbiugzphhnrhj3z5k5i,0,66.1,96.3,2023-02-24T19:46:46.553Z,2023-02-25T08:04:18Z,4053462139,178,,4052774303,140,70.2,4052774305,141,96.2,4052774301,56,Left,4052774307,212,4.3,4052774309,213,6.3,,,,,,,5l6a4uxq1vzo91ugdcjq3jw7p,Zinho Gano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511610471,3,61,1,0,12,1uk609mhtsfhokhaewjapb26,1,32.8,5.1,2023-02-24T19:46:46.730Z,2023-02-25T08:04:18Z,4053462341,178,,4052774327,56,Back,,,,,,,,,,,,,,,,,,,5n522jpifzyf9qu0z41kuf7my,João Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511610487,4,5,1,0,14,1uk609mhtsfhokhaewjapb26,0,19.6,-1.8,2023-02-24T19:46:48.653Z,2023-02-25T04:39:45Z,4052776279,233,7,4052774417,347,,4052774415,56,Back,,,,,,,,,,,,,,,,5n522jpifzyf9qu0z41kuf7my,João Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
