id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/13/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,assist,qualifier/14/value,qualifier/15/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/17/value,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2468949945,1,34,16,0,0,547zzwqbiugzphhnrhj3z5k5i,1,0,0,2022-10-08T15:09:08.044Z,2022-10-08T16:22:35Z,3827809585,30,"59doy2i09c6fgoh7w9m3l5tcl, 1ida40i5ob58takouu5a7r2l1, 3ve1os3e9tjd2isgxt11vzaei, 9e6u0dxjpjoyfc0f87vtem85x, 6w1hily3yj7vvidhhgi4fqdat, 9urqzncna9izqyoaysnjq52lm, 77wkqbxkqix367lc0ccnym86h, cg748vqllo7gdcz5id1gvqggl, 8jn4wq3d1ro8f89lttw4b9rzd, 5f13ro5hgmago2bmqtzjw5ey, az21s916gcylcjy5riyia9239, 8k4wwchytdstpn0yhrxd5nbv9, cngitl9unybpxpdle1nlc5qms, 2s28r7f625hrj5fioyxn6apd5, 7ojr3svfuiak6zm6pjrc18mhh, 8xr7cy8cy89qfxyi1n3egt82c, 55uupregn272wdtpnundb8z1m, eatq6far6quj8ihqxt3a4iuc4",3827809589,59,"1, 2, 5, 23, 4, 31, 6, 20, 11, 7, 9, 8, 10, 14, 25, 26, 27, 34",3827809597,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3827809593,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3827809595,197,12041,3827809591,130,4,3827809587,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",3828359345,194,59doy2i09c6fgoh7w9m3l5tcl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468974093,1,34,16,0,0,bw9wm8pqfzcchumhiwdt2w15c,1,0,0,2022-10-08T15:20:30.266Z,2022-10-08T16:20:33Z,3827938805,130,6,3827938801,59,"12, 25, 20, 4, 28, 14, 11, 24, 43, 33, 7, 5, 9, 10, 13, 15, 27, 29",3827938797,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",3827938793,30,"49vbniwasp2kyt27jw0cv6m6t, dmk8usvqtzv60bwkoxk7kfqxg, 9fvwcsajeousbo5o0e84cj2sp, 91qd93lqgpe700ps0b6a7ntn9, 1abf0y93zbw1sw183nblqoicp, 4juerzftkeiuzctoiei6dmtp1, a8pgjuz5yrbxyf1t905gj327d, 73z9v9oz73hlmnswrzp860yj9, 58b30n3a3qc1s5tpfn8er7tw4, f3e9qk9oz4feldhgetdpcd0ph, 1kst4u41rlyirggwoo1m8ovdh, cni0rxu9fo9lfqqhggmqrdvpx, cinzr4hnryu433l6z40j5x49h, d1j29sgb7rmc6dxe3koyyr0et, 2vmpkyku0hwv0zdbbzunt2xux, 91sex5ir1pp4b2beotoua7mqx, cjf412x9sg56vos0jkj85k3ys, 6u73l7tuxx0958ij9kvdizjrp",3827938815,197,8362,3827938811,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3828359883,194,f3e9qk9oz4feldhgetdpcd0ph,3827938819,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469054265,2,32,1,0,0,bw9wm8pqfzcchumhiwdt2w15c,1,0,0,2022-10-08T16:15:37.233Z,2022-10-08T16:15:40Z,3828372871,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469054257,2,32,1,0,0,547zzwqbiugzphhnrhj3z5k5i,1,0,0,2022-10-08T16:15:37.233Z,2022-10-08T19:46:46Z,3828372833,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469054281,3,1,1,0,0,bw9wm8pqfzcchumhiwdt2w15c,1,50,49.5,2022-10-08T16:15:37.269Z,2022-10-09T03:57:05Z,3828372981,279,S,3828372959,56,Back,3828372963,140,38.6,3828372967,141,41.2,3828372977,213,3.6,3828372973,212,13.2,3830352159,178,,,,,f3e9qk9oz4feldhgetdpcd0ph,M. Maertens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469054355,4,1,1,0,1,bw9wm8pqfzcchumhiwdt2w15c,1,37.1,47.3,2022-10-08T16:15:38.938Z,2022-10-09T08:23:25Z,3828373399,141,15.2,3828373395,56,Back,3828373401,212,22.6,3828373403,213,4.5,3828373397,140,31.6,3830352305,178,,,,,,,,91qd93lqgpe700ps0b6a7ntn9,K. Malinov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469054379,5,1,1,0,4,bw9wm8pqfzcchumhiwdt2w15c,1,32.2,27.5,2022-10-08T16:15:41.483Z,2022-10-09T08:23:24Z,3828373525,212,6.1,3828373521,140,27.9,3830352467,178,,3828373523,141,33.6,3828373527,213,2.4,3828373519,56,Back,,,,,,,dmk8usvqtzv60bwkoxk7kfqxg,L. Patris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469054415,6,1,1,0,6,bw9wm8pqfzcchumhiwdt2w15c,1,26.5,45.9,2022-10-08T16:15:43.407Z,2022-10-09T08:23:23Z,3828373719,56,Back,3828373721,140,30.3,3828373725,212,12.7,3828373723,141,63.7,3828373727,213,1.3,3830352547,178,,,,,,,,1abf0y93zbw1sw183nblqoicp,E. Pletinckx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469054455,7,1,1,0,9,bw9wm8pqfzcchumhiwdt2w15c,1,33.6,80.7,2022-10-08T16:15:46.364Z,2022-10-09T08:23:23Z,3828373931,141,93.9,3828373935,212,13.0,3828373921,56,Back,3828373925,140,42.5,3828373937,213,0.8,3830352627,178,,,,,,,,4juerzftkeiuzctoiei6dmtp1,F. Ricca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469054499,8,1,1,0,11,bw9wm8pqfzcchumhiwdt2w15c,1,45.3,99.2,2022-10-08T16:15:48.429Z,2022-10-09T08:23:22Z,3828374167,213,3.8,3828374163,141,85.4,3828374159,56,Back,3830352717,178,,3828374165,212,15.7,3828374161,140,33.3,,,,,,,9fvwcsajeousbo5o0e84cj2sp,H. Mendyl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469054551,9,1,1,0,13,bw9wm8pqfzcchumhiwdt2w15c,1,32.5,77,2022-10-08T16:15:51.099Z,2022-10-09T08:23:21Z,3828374477,141,15.6,3828374465,196,,3830352879,178,,3828374489,213,4.7,3828374485,212,41.8,3828374471,140,33.9,3828374493,1,,3828374467,56,Back,4juerzftkeiuzctoiei6dmtp1,F. Ricca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469054591,10,1,1,0,17,bw9wm8pqfzcchumhiwdt2w15c,1,34.5,18.1,2022-10-08T16:15:55.223Z,2022-10-09T08:23:20Z,3828374741,140,29.4,3828374745,212,10.1,3828374739,56,Back,3830352911,178,,3828374747,213,2.1,3828374743,141,30.7,,,,,,,dmk8usvqtzv60bwkoxk7kfqxg,L. Patris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469054623,11,1,1,0,20,bw9wm8pqfzcchumhiwdt2w15c,1,30.1,44.4,2022-10-08T16:15:57.885Z,2022-10-09T08:23:20Z,3828374919,140,31.4,3830353033,178,,3828374921,141,66.9,3828374925,213,1.5,3828374923,212,15.4,3828374917,56,Back,,,,,,,1abf0y93zbw1sw183nblqoicp,E. Pletinckx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469054675,12,1,1,0,24,bw9wm8pqfzcchumhiwdt2w15c,1,44.2,83.2,2022-10-08T16:16:01.422Z,2022-10-09T08:23:19Z,3828375203,212,25.8,3828375199,140,67.8,3828375201,141,93.8,3828375205,213,0.3,3828375197,56,Left,3830353107,178,,,,,,,,4juerzftkeiuzctoiei6dmtp1,F. Ricca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469054701,13,1,1,0,28,bw9wm8pqfzcchumhiwdt2w15c,0,68.7,88.7,2022-10-08T16:16:06.020Z,2022-10-09T08:23:18Z,3830353173,178,,3828375367,56,Center,3828375371,141,69.7,3828375375,213,5.3,3828375369,140,76.9,3828375373,212,15.5,,,,,,,9fvwcsajeousbo5o0e84cj2sp,H. Mendyl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469054711,3,49,1,0,29,547zzwqbiugzphhnrhj3z5k5i,1,22.7,25.6,2022-10-08T16:16:06.924Z,2022-10-09T08:23:17Z,,,,,,,,,,,,,,,,,,,,,,,,,6w1hily3yj7vvidhhgi4fqdat,T. Derijck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469054799,4,1,1,0,30,547zzwqbiugzphhnrhj3z5k5i,1,23.2,27.3,2022-10-08T16:16:07.486Z,2022-10-09T08:23:17Z,3828375841,212,14.6,3828375835,56,Back,3828375839,141,46.1,3830353553,178,,3828375837,140,29.9,3828375843,213,1.1,,,,,,,6w1hily3yj7vvidhhgi4fqdat,T. Derijck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469054805,5,4,1,0,33,547zzwqbiugzphhnrhj3z5k5i,1,36,26.7,2022-10-08T16:16:11.165Z,2022-10-09T08:23:15Z,3828376545,295,,3828375873,56,Back,3830717077,286,,3828376543,13,,3828376555,233,14,3828376547,152,,,,,,,,cg748vqllo7gdcz5id1gvqggl,N. Rommens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469054913,14,4,1,0,33,bw9wm8pqfzcchumhiwdt2w15c,0,64,73.3,2022-10-08T16:16:11.166Z,2022-10-09T08:23:14Z,3828376501,56,Center,3830717071,285,,3828376499,295,,3828376497,13,,3830353753,178,,3828377021,233,5,3828376503,152,,,,,f3e9qk9oz4feldhgetdpcd0ph,M. Maertens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469055011,6,1,1,0,45,547zzwqbiugzphhnrhj3z5k5i,1,36.2,30.3,2022-10-08T16:16:22.533Z,2022-10-09T08:23:14Z,3828377085,213,1.5,3828377055,5,,3828377061,56,Back,3828377123,189,,3828377059,152,,3828377081,141,75.6,3828377079,140,38.7,3830353873,178,,6w1hily3yj7vvidhhgi4fqdat,T. Derijck,3828377083,212,30.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469055035,7,1,1,0,51,547zzwqbiugzphhnrhj3z5k5i,0,66.2,74.7,2022-10-08T16:16:28.663Z,2022-10-09T08:23:12Z,3828377211,56,Left,3828377215,140,72.6,3828377219,141,83.6,3828377221,212,9.0,3828377225,213,0.7,3830354029,178,,,,,,,,9urqzncna9izqyoaysnjq52lm,L. Willen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469055037,15,8,1,0,51,bw9wm8pqfzcchumhiwdt2w15c,1,28.4,23.3,2022-10-08T16:16:29.016Z,2022-10-09T08:23:12Z,3830354165,178,,3828377233,56,Back,3829479939,383,,,,,,,,,,,,,,,,,dmk8usvqtzv60bwkoxk7kfqxg,L. Patris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469055121,8,1,1,0,55,547zzwqbiugzphhnrhj3z5k5i,1,55.9,82.4,2022-10-08T16:16:32.766Z,2022-10-09T08:23:11Z,3828377659,56,Back,3830354239,178,,3828377667,213,3.6,3828377663,141,70.5,3828377661,140,39.4,3828377665,212,19.1,,,,,,,5f13ro5hgmago2bmqtzjw5ey,A. Fadera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469055193,9,1,1,0,58,547zzwqbiugzphhnrhj3z5k5i,1,34,67.3,2022-10-08T16:16:35.770Z,2022-10-09T08:23:10Z,3828377829,141,33.4,3828377833,213,4.9,3828377825,56,Back,3828377827,140,37.6,3828377831,212,23.4,3830354339,178,,,,,,,,cg748vqllo7gdcz5id1gvqggl,N. Rommens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469055209,10,1,1,1,1,547zzwqbiugzphhnrhj3z5k5i,1,39,27.8,2022-10-08T16:16:38.463Z,2022-10-09T08:23:08Z,3828377901,213,0.1,3828377897,141,30.0,3828377893,56,Back,3828377899,212,10.4,3828377895,140,48.8,3830354427,178,,,,,,,,6w1hily3yj7vvidhhgi4fqdat,T. Derijck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469055251,11,1,1,1,3,547zzwqbiugzphhnrhj3z5k5i,1,49.9,24.3,2022-10-08T16:16:40.955Z,2022-10-09T08:23:07Z,3828378097,56,Right,3828378103,212,13.1,3828378105,213,5.2,3828378101,141,7.6,3828378099,140,56.1,3830354473,178,,,,,,,,77wkqbxkqix367lc0ccnym86h,A. Sissako,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469055261,12,1,1,1,5,547zzwqbiugzphhnrhj3z5k5i,1,51.6,3,2022-10-08T16:16:43.051Z,2022-10-09T08:23:06Z,3828378175,213,2.1,3828378171,141,27.3,3828378167,56,Back,3828378173,212,19.6,3828378169,140,41.5,3830354753,178,,,,,,,,1ida40i5ob58takouu5a7r2l1,R. Tsouka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469055297,13,1,1,1,9,547zzwqbiugzphhnrhj3z5k5i,1,37,28.2,2022-10-08T16:16:46.389Z,2022-10-09T08:23:04Z,3830354839,178,,3828378395,56,Back,3828378399,141,66.3,3828378405,212,26.1,3828378407,213,1.5,3828378397,140,39.7,,,,,,,6w1hily3yj7vvidhhgi4fqdat,T. Derijck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469055337,14,1,1,1,11,547zzwqbiugzphhnrhj3z5k5i,1,40.6,75.6,2022-10-08T16:16:49.185Z,2022-10-09T08:23:02Z,3828378573,56,Left,3828378577,141,90.3,3828378575,140,62.5,3828378579,212,25.1,3830354901,178,,3828378581,213,0.4,,,,,,,9urqzncna9izqyoaysnjq52lm,L. Willen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469055349,15,1,1,1,15,547zzwqbiugzphhnrhj3z5k5i,0,59.1,91,2022-10-08T16:16:52.425Z,2022-10-09T08:23:00Z,3828378695,56,Left,3830355055,178,,3828378699,141,95.3,3828378703,213,0.1,3828378697,140,81.5,3828378701,212,23.7,,,,,,,9e6u0dxjpjoyfc0f87vtem85x,Dani Ramírez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469055365,16,8,1,1,16,bw9wm8pqfzcchumhiwdt2w15c,1,27.1,6.8,2022-10-08T16:16:53.516Z,2022-10-09T08:22:59Z,3829487169,383,,3830355111,178,,3828378773,56,Back,,,,,,,,,,,,,,,,a8pgjuz5yrbxyf1t905gj327d,Mousa Al Tamari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
