id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/9/value,qualifier/14/value,qualifier/15/value,qualifier/16/value,assist,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2538149943,1,34,16,0,0,3ix9om1svhd6obl0mbk1otgop,1,0,0,2023-04-23T15:34:11.620Z,2023-04-23T17:43:44Z,4214264431,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4214264425,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",4214264433,194,7weuixp1j81ga9pjhouf2h2hh,4214264427,59,"1, 41, 23, 4, 66, 5, 22, 28, 34, 36, 11, 7, 9, 10, 14, 17, 21, 24",4214264437,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4214264429,130,18,4214264423,30,"d5ecnjd6h89iepxrvrlfn97ft, 84l7r4ud9ipuf9vc3ib5b4l0q, 5wn1xudozb4s78x0m8ch7vn8q, 52qemp1py9mm9unjvxaphv209, 5iuagsqdiiaadb5yuf7r4vzmc, bmbn4q2uorkgosgaig6migpux, 2jhi0lbbo65dsfv4ho9pmlgix, 7weuixp1j81ga9pjhouf2h2hh, a0ecz4nlxrr62dcwixtmjiwyy, 8d0ffyx2qnnp0limf5aou92ei, ez9zc94k1nj4qxjf2hrvj5dgq, b13ly8cuyvgraih4y0wxuami2, 1gzgkjei16r4lt2fvcedy1jvt, 2xba9p5cocj599cltnabjes45, 8jc7tw0nw37trgyli0oyz1soa, 3l1v52usaf9mmi9dwowdwv3e, 21ipfd9gxws9vqpw9002o8ve1, 8am2h5qc7296fima2r4wam63u",4214264435,197,6718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538154665,1,34,16,0,0,547zzwqbiugzphhnrhj3z5k5i,1,0,0,2023-04-23T15:38:22.272Z,2023-04-24T08:42:13Z,4214288689,194,az21s916gcylcjy5riyia9239,4214288685,130,2,4214288697,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4214288683,59,"38, 19, 26, 25, 4, 31, 11, 6, 9, 93, 7, 3, 12, 18, 20, 30, 34, 54",4214288681,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",4214288693,197,12041,4214288687,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4214288679,30,"7ojr3svfuiak6zm6pjrc18mhh, 4ju2soyxqa6hu0oo007ej8wdl, 8xr7cy8cy89qfxyi1n3egt82c, bhn5mxfek9byb7m8sovpizzkl, 6w1hily3yj7vvidhhgi4fqdat, 9urqzncna9izqyoaysnjq52lm, 8jn4wq3d1ro8f89lttw4b9rzd, 77wkqbxkqix367lc0ccnym86h, az21s916gcylcjy5riyia9239, 5l6a4uxq1vzo91ugdcjq3jw7p, 5f13ro5hgmago2bmqtzjw5ey, c3jbxepn3kto8fqtdewnghp05, a375qgbjxnpucpz3hprf2fkr9, 7yek1fu5x7yoqc4raxja0i5uc, cg748vqllo7gdcz5id1gvqggl, 7udwb7m5udna6junnwtlhykq2, eatq6far6quj8ihqxt3a4iuc4, a2tdd3sxu7nckqe44al7to7pw",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538206785,2,32,1,0,0,547zzwqbiugzphhnrhj3z5k5i,1,0,0,2023-04-23T16:31:01.112Z,2023-04-24T03:05:47Z,4214569669,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538206521,2,32,1,0,0,3ix9om1svhd6obl0mbk1otgop,1,0,0,2023-04-23T16:31:01.112Z,2023-04-23T16:31:01Z,4214568367,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538206855,3,1,1,0,0,3ix9om1svhd6obl0mbk1otgop,1,50.2,50,2023-04-23T16:31:01.143Z,2023-04-24T04:46:00Z,4214570085,141,54.3,4214570089,213,3.0,4216025613,279,S,4214570087,212,23.5,4216578159,178,,4214570081,56,Back,4214570083,140,28.0,,,,8d0ffyx2qnnp0limf5aou92ei,A. Ueda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538206913,4,1,1,0,4,3ix9om1svhd6obl0mbk1otgop,1,28.4,47,2023-04-23T16:31:05.456Z,2023-04-24T09:28:11Z,4214570447,212,51.6,4214570441,56,Center,4214570443,140,75.8,4216578175,178,,4214570439,155,,4214570445,141,26.8,4214570451,1,,4214570449,213,6.0,52qemp1py9mm9unjvxaphv209,J. Daland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538206921,5,44,1,0,7,3ix9om1svhd6obl0mbk1otgop,1,77.9,30.3,2023-04-23T16:31:08.964Z,2023-04-24T10:32:25Z,4214570491,56,Center,4214570493,286,,4214570669,233,3,,,,,,,,,,,,,,,,a0ecz4nlxrr62dcwixtmjiwyy,T. Somers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538206949,3,44,1,0,7,547zzwqbiugzphhnrhj3z5k5i,0,22.1,69.7,2023-04-23T16:31:08.965Z,2023-04-24T09:28:10Z,4214570629,285,,4214570677,233,5,4214570625,56,Back,,,,,,,,,,,,,,,,9urqzncna9izqyoaysnjq52lm,L. Willen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538206935,6,1,1,0,7,3ix9om1svhd6obl0mbk1otgop,0,77.8,27.4,2023-04-23T16:31:09.003Z,2023-04-24T10:32:25Z,4214570565,140,90.3,4214570569,141,35.4,4214570577,213,0.4,4216578269,388,,4216021537,168,,4214570559,3,,4214570561,56,Center,4214570573,212,14.2,a0ecz4nlxrr62dcwixtmjiwyy,T. Somers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538206983,4,52,1,0,9,547zzwqbiugzphhnrhj3z5k5i,1,7.9,57.6,2023-04-23T16:31:10.744Z,2023-04-24T09:28:09Z,4216578301,178,,4216026649,377,,,,,,,,,,,,,,,,,,,,7ojr3svfuiak6zm6pjrc18mhh,L. Bostyn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538207131,5,80,1,0,18,547zzwqbiugzphhnrhj3z5k5i,0,13.6,44.3,2023-04-23T16:31:19.929Z,2023-04-24T09:28:09Z,4216578341,178,,,,,,,,,,,,,,,,,,,,,,,7ojr3svfuiak6zm6pjrc18mhh,L. Bostyn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538207215,6,1,1,0,20,547zzwqbiugzphhnrhj3z5k5i,1,15.3,42.5,2023-04-23T16:31:21.337Z,2023-04-24T09:28:08Z,4214572057,213,6.2,4214572049,56,Center,4214572051,140,73.7,4214572053,141,32.8,4216578387,178,,4214572055,212,61.7,4214572047,155,,4214572059,1,,7ojr3svfuiak6zm6pjrc18mhh,L. Bostyn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538207229,7,44,1,0,23,547zzwqbiugzphhnrhj3z5k5i,1,61.2,35.1,2023-04-23T16:31:24.453Z,2023-04-24T10:32:25Z,4214572123,286,,4214572135,233,7,4214572121,56,Center,,,,,,,,,,,,,,,,5l6a4uxq1vzo91ugdcjq3jw7p,Zinho Gano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538207223,7,44,1,0,23,3ix9om1svhd6obl0mbk1otgop,0,38.8,64.9,2023-04-23T16:31:24.454Z,2023-04-24T09:28:08Z,4214572087,56,Back,4214572161,233,7,4214572089,285,,,,,,,,,,,,,,,,,52qemp1py9mm9unjvxaphv209,J. Daland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538207251,8,1,1,0,23,547zzwqbiugzphhnrhj3z5k5i,0,61,34,2023-04-23T16:31:24.506Z,2023-04-24T10:32:26Z,4214572241,213,0.6,4214572237,141,44.3,4216029687,168,,4214572233,56,Center,4214572235,140,71.5,4214572229,3,,4216578455,388,,4214572239,212,13.1,5l6a4uxq1vzo91ugdcjq3jw7p,Zinho Gano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538207247,8,8,1,0,24,3ix9om1svhd6obl0mbk1otgop,1,30.9,57.2,2023-04-23T16:31:25.723Z,2023-04-24T09:28:07Z,4216030737,384,,4214572217,56,Back,4216578523,178,,,,,,,,,,,,,,,,,bmbn4q2uorkgosgaig6migpux,B. Popović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538207265,9,49,1,0,25,3ix9om1svhd6obl0mbk1otgop,1,39.2,62.8,2023-04-23T16:31:26.630Z,2023-04-24T09:28:07Z,,,,,,,,,,,,,,,,,,,,,,,,,7weuixp1j81ga9pjhouf2h2hh,H. Van der Bruggen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538207313,10,1,1,0,25,3ix9om1svhd6obl0mbk1otgop,1,38.9,62.7,2023-04-23T16:31:26.705Z,2023-04-24T09:28:06Z,4214572583,140,34.7,4214572589,213,4.5,4216578595,178,,4214572581,56,Back,4214572585,141,30.0,4214572587,212,22.7,,,,,,,7weuixp1j81ga9pjhouf2h2hh,H. Van der Bruggen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538207359,11,1,1,0,28,3ix9om1svhd6obl0mbk1otgop,1,33,32.7,2023-04-23T16:31:29.592Z,2023-04-24T09:28:06Z,4214572843,141,34.0,4214572841,140,71.4,4214572837,155,,4214572847,213,0.0,4216578797,178,,4214572849,1,,4214572845,212,40.3,4214572839,56,Center,84l7r4ud9ipuf9vc3ib5b4l0q,H. Siquet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538207367,12,44,1,0,31,3ix9om1svhd6obl0mbk1otgop,1,75.6,38.3,2023-04-23T16:31:32.493Z,2023-04-24T10:32:26Z,4214572901,286,,4214572899,56,Center,4214572909,233,9,,,,,,,,,,,,,,,,8d0ffyx2qnnp0limf5aou92ei,A. Ueda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538207363,9,44,1,0,31,547zzwqbiugzphhnrhj3z5k5i,0,24.4,61.7,2023-04-23T16:31:32.494Z,2023-04-24T09:28:05Z,4214572879,56,Back,4214572969,233,12,4214572881,285,,,,,,,,,,,,,,,,,9urqzncna9izqyoaysnjq52lm,L. Willen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538207385,13,1,1,0,31,3ix9om1svhd6obl0mbk1otgop,0,75.1,37.2,2023-04-23T16:31:32.513Z,2023-04-24T10:32:26Z,4214573013,3,,4214573031,213,0.6,4214573027,212,10.4,4214573021,140,83.5,4214573017,56,Center,4214573025,141,45.2,4216056531,168,,4216578885,388,,8d0ffyx2qnnp0limf5aou92ei,A. Ueda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538207397,10,49,1,0,33,547zzwqbiugzphhnrhj3z5k5i,1,15.6,55,2023-04-23T16:31:34.832Z,2023-04-24T09:28:04Z,,,,,,,,,,,,,,,,,,,,,,,,,6w1hily3yj7vvidhhgi4fqdat,T. Derijck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538207451,11,1,1,0,33,547zzwqbiugzphhnrhj3z5k5i,1,15.6,54.5,2023-04-23T16:31:34.924Z,2023-04-24T09:28:04Z,4214573377,140,19.4,4214573389,213,5.0,4216578947,178,,4214573381,141,32.2,4214573385,212,15.7,4214573373,56,Back,,,,,,,6w1hily3yj7vvidhhgi4fqdat,T. Derijck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538207549,12,1,1,0,36,547zzwqbiugzphhnrhj3z5k5i,1,18.9,27.8,2023-04-23T16:31:37.198Z,2023-04-24T09:28:03Z,4216578973,178,,4214573827,212,23.7,4214573821,56,Back,4214573823,140,37.2,4214573825,141,7.3,4214573829,213,5.7,,,,,,,4ju2soyxqa6hu0oo007ej8wdl,K. Fila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538578523,899,83,1,0,38,3ix9om1svhd6obl0mbk1otgop,1,58.8,96.5,2023-04-23T16:31:39.602Z,2023-04-24T09:28:02Z,4216595653,399,523680,,,,,,,,,,,,,,,,,,,,,,52qemp1py9mm9unjvxaphv209,J. Daland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538207583,13,3,1,0,40,547zzwqbiugzphhnrhj3z5k5i,1,35.1,11,2023-04-23T16:31:41.346Z,2023-04-24T09:28:02Z,4214574069,233,14,4216058403,464,,4216579045,178,,4216936731,286,,4214574031,56,Back,,,,,,,,,,8jn4wq3d1ro8f89lttw4b9rzd,A. Ndour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538207563,14,45,1,0,40,3ix9om1svhd6obl0mbk1otgop,0,64.9,89,2023-04-23T16:31:41.346Z,2023-04-24T09:28:02Z,4214573925,56,Left,4214574095,233,13,4216936757,285,,,,,,,,,,,,,,,,,5wn1xudozb4s78x0m8ch7vn8q,O. Deman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538207597,14,1,1,0,42,547zzwqbiugzphhnrhj3z5k5i,0,33.4,4.5,2023-04-23T16:31:43.807Z,2023-04-24T09:28:01Z,4216579209,178,,4214574113,56,Back,4214574121,213,2.4,4214574117,141,6.8,4214574169,233,15,4214574167,236,,4214574119,212,2.4,4214574177,286,,8jn4wq3d1ro8f89lttw4b9rzd,A. Ndour,4214574115,140,31.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538207587,15,74,1,0,42,3ix9om1svhd6obl0mbk1otgop,1,65.4,93.4,2023-04-23T16:31:43.835Z,2023-04-24T09:28:00Z,4214574063,285,,4214574061,56,Left,4214574227,233,14,4216579253,178,,,,,,,,,,,,,,5wn1xudozb4s78x0m8ch7vn8q,O. Deman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538207841,15,5,1,0,43,547zzwqbiugzphhnrhj3z5k5i,1,30.2,-1.7,2023-04-23T16:31:44.271Z,2023-04-24T04:48:24Z,4214575401,56,Back,4214575415,233,16,4214575403,347,,,,,,,,,,,,,,,,,8jn4wq3d1ro8f89lttw4b9rzd,A. Ndour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538207609,16,5,1,0,43,3ix9om1svhd6obl0mbk1otgop,0,69.8,101.7,2023-04-23T16:31:44.271Z,2023-04-24T04:48:24Z,4214574195,56,Left,4214575439,233,15,4214574197,347,,,,,,,,,,,,,,,,,5wn1xudozb4s78x0m8ch7vn8q,O. Deman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538207879,16,1,1,0,58,547zzwqbiugzphhnrhj3z5k5i,0,35.3,0,2023-04-23T16:31:59.983Z,2023-04-24T09:28:00Z,4214575631,212,22.5,4214575633,213,0.2,4214575627,140,56.3,4214575623,107,,4214575625,56,Right,4214575629,141,4.9,4214575635,1,,,,,4ju2soyxqa6hu0oo007ej8wdl,K. Fila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
