id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/9/value,qualifier/13/value,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,assist
2455987797,1,34,16,0,0,ecj1gmc7pqcjo4sc9hvghj5u3,1,0,0,2022-09-04T18:07:10.388Z,2022-09-04T18:57:26Z,3758890569,59,"49, 2, 11, 44, 16, 59, 8, 10, 7, 13, 20, 4, 9, 19, 21, 23, 26, 94",3758890573,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3758890577,197,8160,3758890565,30,"a8kdcx3797ityilpw31jaj4r9, aajft01g5yggw0is5fbfh3105, ai5p5wgft6c09bjbldz9sfeac, 1i1xcco82x0ppbac6j5z59x49, 5w0ohhrm0ojscyjh3e0o8ffmd, 7bwjxz6bwt7h070dbv1l8woyy, 5j13tgvpwi7m3y6rjd8q08tt5, 6xam5bquregefbepxd9rwfdh, a6cke0ad2pvuyahweuch772ay, 7vv4ef3y8swdekozwaent3ai1, 39tod1iad3ztq17qveh8pwp9l, dhpxeejqzlhnm1vu0f8xjzw7p, 7lfocbri1eyj151wuqodpnnpx, ths196pehnfyf4f4scmqj8ph, 1a9u2g4hynrz2e93sz1evhpzp, di9k6xr6j4arjoltl7s9yp6cq, f0ean6buvvp9l4rh1ayvnnill, e44w6g1c1ojf854svzswpl0x5",3758890579,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3758890571,130,12,3758890575,194,6xam5bquregefbepxd9rwfdh,3758890567,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455988983,1,34,16,0,0,547zzwqbiugzphhnrhj3z5k5i,1,0,0,2022-09-04T18:10:00.525Z,2022-09-05T11:50:45Z,3758897563,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3758897567,197,12041,3758897559,59,"1, 2, 5, 20, 18, 3, 6, 26, 9, 14, 7, 4, 8, 10, 23, 25, 31, 34",3758897555,30,"59doy2i09c6fgoh7w9m3l5tcl, 1ida40i5ob58takouu5a7r2l1, 3ve1os3e9tjd2isgxt11vzaei, cg748vqllo7gdcz5id1gvqggl, 7yek1fu5x7yoqc4raxja0i5uc, c3jbxepn3kto8fqtdewnghp05, 77wkqbxkqix367lc0ccnym86h, 8xr7cy8cy89qfxyi1n3egt82c, az21s916gcylcjy5riyia9239, 2s28r7f625hrj5fioyxn6apd5, 5f13ro5hgmago2bmqtzjw5ey, 6w1hily3yj7vvidhhgi4fqdat, 8k4wwchytdstpn0yhrxd5nbv9, cngitl9unybpxpdle1nlc5qms, 9e6u0dxjpjoyfc0f87vtem85x, 7ojr3svfuiak6zm6pjrc18mhh, 9urqzncna9izqyoaysnjq52lm, eatq6far6quj8ihqxt3a4iuc4",3758897561,130,4,3758897565,194,59doy2i09c6fgoh7w9m3l5tcl,3758897557,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",3758897569,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456012191,2,32,1,0,0,547zzwqbiugzphhnrhj3z5k5i,1,0,0,2022-09-04T19:00:07.812Z,2022-09-05T03:16:54Z,3759034923,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456012187,2,32,1,0,0,ecj1gmc7pqcjo4sc9hvghj5u3,1,0,0,2022-09-04T19:00:07.812Z,2022-09-04T19:00:07Z,3759034903,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456012213,3,1,1,0,0,ecj1gmc7pqcjo4sc9hvghj5u3,1,50,50,2022-09-04T19:00:07.930Z,2022-09-05T04:11:10Z,3759035051,279,S,3759035043,212,5.4,3759035047,213,3.2,3759035035,140,44.9,3759035031,56,Back,3760100969,178,,3759035039,141,49.9,,,,a6cke0ad2pvuyahweuch772ay,V. Boniface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456012223,4,1,1,0,3,ecj1gmc7pqcjo4sc9hvghj5u3,1,53.5,57.1,2022-09-04T19:00:10.950Z,2022-09-05T09:56:18Z,3759035125,140,44.9,3759035129,212,24.9,3759035127,141,91.2,3759035131,213,1.9,3760100981,178,,3759035123,56,Back,,,,,,,6xam5bquregefbepxd9rwfdh,T. Teuma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456012249,5,1,1,0,5,ecj1gmc7pqcjo4sc9hvghj5u3,1,44.5,83.1,2022-09-04T19:00:12.881Z,2022-09-05T09:56:17Z,3760101033,178,,3759035287,56,Back,3759035293,212,12.5,3759035289,140,43.2,3759035295,213,4.6,3759035291,141,64.9,,,,,,,1i1xcco82x0ppbac6j5z59x49,S. Van der Heyden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456012277,6,1,1,0,7,ecj1gmc7pqcjo4sc9hvghj5u3,1,43.1,58.5,2022-09-04T19:00:15.619Z,2022-09-05T09:56:16Z,3759035447,212,30.4,3759035443,141,13.8,3760101077,178,,3759035437,56,Back,3759035451,213,4.7,3759035439,140,44.0,,,,,,,39tod1iad3ztq17qveh8pwp9l,S. Lynen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456012323,7,1,1,0,10,ecj1gmc7pqcjo4sc9hvghj5u3,1,44.6,15.1,2022-09-04T19:00:18.416Z,2022-09-05T09:56:15Z,3760101123,178,,3759035731,140,57.4,3759035735,212,15.1,3759035729,56,Right,3759035733,141,5.0,3759035737,213,5.8,,,,,,,7bwjxz6bwt7h070dbv1l8woyy,I. Kandouss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456207903,870,43,1,0,13,ecj1gmc7pqcjo4sc9hvghj5u3,1,0,0,2022-09-04T19:00:21.332Z,2022-09-05T04:39:47Z,3760119419,178,0,3760119437,144,82,,,,,,,,,,,,,,,,,,,aajft01g5yggw0is5fbfh3105,B. Nieuwkoop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
