id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/9/value,qualifier/13/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,assist
2478682619,1,34,16,0,0,547zzwqbiugzphhnrhj3z5k5i,1,0,0,2022-10-29T13:22:52.096Z,2022-10-30T15:41:41Z,3879464471,194,az21s916gcylcjy5riyia9239,3879464463,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",3879666213,197,12041,3879464461,30,"7ojr3svfuiak6zm6pjrc18mhh, 2s28r7f625hrj5fioyxn6apd5, 8xr7cy8cy89qfxyi1n3egt82c, cg748vqllo7gdcz5id1gvqggl, 7yek1fu5x7yoqc4raxja0i5uc, 9urqzncna9izqyoaysnjq52lm, 77wkqbxkqix367lc0ccnym86h, 8k4wwchytdstpn0yhrxd5nbv9, 5l6a4uxq1vzo91ugdcjq3jw7p, az21s916gcylcjy5riyia9239, 5f13ro5hgmago2bmqtzjw5ey, 7midzsc4xu11dxhw22s9b5e6s, 59doy2i09c6fgoh7w9m3l5tcl, 1ida40i5ob58takouu5a7r2l1, 3ve1os3e9tjd2isgxt11vzaei, 8jn4wq3d1ro8f89lttw4b9rzd, 55uupregn272wdtpnundb8z1m, ezud7bjx19v8omsscz0z8fywa",3879464467,130,4,3879464465,59,"25, 14, 26, 20, 18, 31, 6, 8, 93, 9, 7, 17, 1, 2, 5, 11, 27, 35",3879464473,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3879464469,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478683475,1,34,16,0,0,5z1b7fuvpqe6vnigvopomvecu,1,0,0,2022-10-29T13:23:53.493Z,2022-10-29T15:45:24Z,3879469413,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3879469405,59,"16, 21, 11, 34, 20, 6, 26, 14, 7, 22, 77, 3, 17, 18, 28, 30, 38, 61",3879469417,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3879469409,130,17,3879469401,30,"bxcwnf87pf8ijzbxy70ewcfe1, bxudrqx99a3zv5gajdzxz38id, 93hp5gm29ke90ugdimd9xf949, corn6i066rh7c7veva0sm3oid, 76y4awqbdef5yxiovt27i57th, 48f3zlksc3r230qb78c5emnyt, rmruexgp6l6ar57aq8xffg4q, 69ivqkcipxp15b7x5jl83ud49, ajcblksnh113es9hzt7l5k8h5, cllq8xizuqut48xxqc3btz97u, d6r3vkalhudms84f6fs415wid, a5jrqzijth7e3uxl4phi83sdm, 464o8uslv6z2fdm269j97gt4a, a1ibpks3t6lelvch5kn6u6nyt, 6a0e28nxlyyw7ghe4wzumlzh1, bci3k14ed9oqcchpmtq37rnx1, 504qkt70jvof5yzffmwwo5c5x, 3z1lfdoy92bq8airglbhx32tw",3879661559,197,16292,3879469403,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",3879469415,194,48f3zlksc3r230qb78c5emnyt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478724839,2,32,1,0,0,5z1b7fuvpqe6vnigvopomvecu,1,0,0,2022-10-29T14:02:48.897Z,2022-10-29T14:02:49Z,3879681349,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478724959,2,32,1,0,0,547zzwqbiugzphhnrhj3z5k5i,1,0,0,2022-10-29T14:02:48.897Z,2022-10-29T23:32:59Z,3879681895,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478724999,3,1,1,0,0,5z1b7fuvpqe6vnigvopomvecu,1,50,49.9,2022-10-29T14:02:48.965Z,2022-10-30T05:17:39Z,3879682087,213,3.5,3879682077,140,25.7,3879682089,279,S,3879682083,141,37.8,3879682085,212,26.8,3882453131,178,,3879682075,56,Back,,,,rmruexgp6l6ar57aq8xffg4q,N. Raskin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478725085,4,1,1,0,2,5z1b7fuvpqe6vnigvopomvecu,0,33.6,41.5,2022-10-29T14:02:51.736Z,2022-10-30T10:03:53Z,3879682471,56,Left,3879682487,213,0.9,3879682479,141,100.0,3882453303,178,,3879682491,1,,3879682483,212,53.2,3879682463,155,,3879682475,140,66.9,48f3zlksc3r230qb78c5emnyt,N. Dussenne,3879682467,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478725173,3,5,1,0,6,547zzwqbiugzphhnrhj3z5k5i,1,31.8,-0.6,2022-10-29T14:02:55.786Z,2022-10-30T05:17:48Z,3879682843,347,,3879682875,233,5,3879682841,56,Back,,,,,,,,,,,,,,,,2s28r7f625hrj5fioyxn6apd5,A. Ciranni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478725097,5,5,1,0,6,5z1b7fuvpqe6vnigvopomvecu,0,68.2,100.6,2022-10-29T14:02:55.786Z,2022-10-30T05:17:49Z,3879682547,347,,3879682545,56,Left,3879682893,233,3,,,,,,,,,,,,,,,,48f3zlksc3r230qb78c5emnyt,N. Dussenne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478725587,4,1,1,0,15,547zzwqbiugzphhnrhj3z5k5i,1,36.3,0,2022-10-29T14:03:04.099Z,2022-10-30T10:03:53Z,3879684825,140,65.0,3879684833,1,,3879684823,56,Right,3879684827,141,9.7,3879684831,213,0.2,3879684821,107,,3879684829,212,31.1,,,,2s28r7f625hrj5fioyxn6apd5,A. Ciranni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478725597,5,61,1,0,17,547zzwqbiugzphhnrhj3z5k5i,0,57.8,11.2,2022-10-29T14:03:06.109Z,2022-10-30T10:03:53Z,3879684871,56,Right,3882453581,178,,3882453579,21,,,,,,,,,,,,,,,,,5l6a4uxq1vzo91ugdcjq3jw7p,Zinho Gano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
