id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,keyPass,qualifier/8/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,assist,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/15/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/18/value
2451640753,1,34,16,0,0,3ix9om1svhd6obl0mbk1otgop,1,0,0,2022-08-27T15:32:33.165Z,2022-08-27T16:12:59Z,3735670699,197,6718,3735670697,194,7weuixp1j81ga9pjhouf2h2hh,3735670695,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3735670691,59,"1, 8, 29, 36, 5, 4, 22, 28, 9, 34, 10, 2, 17, 24, 38, 42, 66, 89",3735670701,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3735670687,30,"d5ecnjd6h89iepxrvrlfn97ft, enyx6hc9mfglu3w2robv9hd9m, 8tdpdb9i9liifn3gvaadzh08a, 8d0ffyx2qnnp0limf5aou92ei, bmbn4q2uorkgosgaig6migpux, 52qemp1py9mm9unjvxaphv209, 2jhi0lbbo65dsfv4ho9pmlgix, 7weuixp1j81ga9pjhouf2h2hh, 1gzgkjei16r4lt2fvcedy1jvt, a0ecz4nlxrr62dcwixtmjiwyy, 2xba9p5cocj599cltnabjes45, 8dmbved65hvshm1jmfu5xi8ve, 3l1v52usaf9mmi9dwowdwv3e, 8am2h5qc7296fima2r4wam63u, 22k00jtryfsbz0hl42dfar71m, cclqq6kcvqz5zvxbzt62dyolw, 5iuagsqdiiaadb5yuf7r4vzmc, 9hnyebqut9tmn4q0m0y9n3kd1",3735670689,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",3735670693,130,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451640823,1,34,16,0,0,547zzwqbiugzphhnrhj3z5k5i,1,0,0,2022-08-27T15:32:35.568Z,2022-08-29T07:53:09Z,3735671113,194,59doy2i09c6fgoh7w9m3l5tcl,3735671099,30,"59doy2i09c6fgoh7w9m3l5tcl, 1ida40i5ob58takouu5a7r2l1, 3ve1os3e9tjd2isgxt11vzaei, cg748vqllo7gdcz5id1gvqggl, 7yek1fu5x7yoqc4raxja0i5uc, c3jbxepn3kto8fqtdewnghp05, 77wkqbxkqix367lc0ccnym86h, 8xr7cy8cy89qfxyi1n3egt82c, az21s916gcylcjy5riyia9239, 9e6u0dxjpjoyfc0f87vtem85x, 5f13ro5hgmago2bmqtzjw5ey, 6w1hily3yj7vvidhhgi4fqdat, 8k4wwchytdstpn0yhrxd5nbv9, cngitl9unybpxpdle1nlc5qms, 2s28r7f625hrj5fioyxn6apd5, 7ojr3svfuiak6zm6pjrc18mhh, 9urqzncna9izqyoaysnjq52lm, eatq6far6quj8ihqxt3a4iuc4",3735671115,197,12041,3735671109,130,4,3735671107,59,"1, 2, 5, 20, 18, 3, 6, 26, 9, 23, 7, 4, 8, 10, 14, 25, 31, 34",3735671111,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3735671117,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3735671105,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451699257,2,32,1,0,0,547zzwqbiugzphhnrhj3z5k5i,1,0,0,2022-08-27T16:15:23.586Z,2022-08-27T16:15:23Z,3735988485,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451699263,2,32,1,0,0,3ix9om1svhd6obl0mbk1otgop,1,0,0,2022-08-27T16:15:23.586Z,2022-08-28T01:19:24Z,3735988493,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451699271,3,1,1,0,0,3ix9om1svhd6obl0mbk1otgop,1,49.9,50.3,2022-08-27T16:15:23.726Z,2022-08-28T07:08:12Z,3735988543,212,10.2,3735988539,140,40.2,3735988537,56,Back,3735988545,213,3.2,3735988541,141,49.5,3738599681,178,,3735988547,279,S,,,,2xba9p5cocj599cltnabjes45,D. Hotić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451699397,4,1,1,0,3,3ix9om1svhd6obl0mbk1otgop,1,32.4,45.8,2022-08-27T16:15:27.149Z,2022-08-28T08:06:35Z,3735989189,141,12.9,3735989187,140,72.1,3735989185,56,Right,3735989193,213,5.8,3738599833,178,,3735989191,212,47.3,3736994743,155,,3735989195,1,,52qemp1py9mm9unjvxaphv209,J. Daland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451699407,5,44,1,0,6,3ix9om1svhd6obl0mbk1otgop,1,77.5,11.4,2022-08-27T16:15:30.528Z,2022-08-28T08:06:35Z,3735989245,286,,3735989243,56,Right,3735989289,233,3,,,,,,,,,,,,,,,,bmbn4q2uorkgosgaig6migpux,B. Popović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451699405,3,44,1,0,6,547zzwqbiugzphhnrhj3z5k5i,0,22.5,88.6,2022-08-27T16:15:30.529Z,2022-08-28T08:06:34Z,3735989325,233,5,3735989239,285,,3735989237,56,Back,,,,,,,,,,,,,,,,8xr7cy8cy89qfxyi1n3egt82c,N. Dismas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451699431,6,1,1,0,7,3ix9om1svhd6obl0mbk1otgop,0,77.8,10.5,2022-08-27T16:15:30.628Z,2022-08-28T08:06:34Z,3735989353,141,19.8,3738600005,388,,3735989351,140,85.9,3735989349,56,Right,3735989355,212,10.6,3735989347,3,,3735989359,213,0.6,,,,bmbn4q2uorkgosgaig6migpux,B. Popović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451699463,4,1,1,0,8,547zzwqbiugzphhnrhj3z5k5i,0,13.3,78.8,2022-08-27T16:15:31.608Z,2022-08-28T08:06:34Z,3735989541,141,100.0,3735989545,213,1.6,3735989535,3,,3738600151,388,,3735989543,212,15.6,3735989539,140,12.6,3735989537,56,Back,,,,c3jbxepn3kto8fqtdewnghp05,Borja López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451699467,5,5,1,0,11,547zzwqbiugzphhnrhj3z5k5i,0,14.8,101.8,2022-08-27T16:15:34.666Z,2022-08-28T03:07:48Z,3735989553,347,,3735990215,233,7,3735989551,56,Back,,,,,,,,,,,,,,,,c3jbxepn3kto8fqtdewnghp05,Borja López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451699579,7,5,1,0,11,3ix9om1svhd6obl0mbk1otgop,1,85.2,-1.8,2022-08-27T16:15:34.666Z,2022-08-28T03:07:48Z,3735990209,233,5,3735990171,56,Right,3735990173,347,,,,,,,,,,,,,,,,,a0ecz4nlxrr62dcwixtmjiwyy,T. Somers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451699793,8,1,1,0,28,3ix9om1svhd6obl0mbk1otgop,0,92.9,0,2022-08-27T16:15:52.238Z,2022-08-28T08:06:33Z,3735991297,212,19.7,3735991299,213,1.6,3735991291,56,Center,3735991295,141,27.0,3735991289,107,,3735991293,140,92.0,,,,,,,enyx6hc9mfglu3w2robv9hd9m,R. Decostere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451699901,6,1,1,0,30,547zzwqbiugzphhnrhj3z5k5i,1,4.8,73.6,2022-08-27T16:15:54.077Z,2022-08-28T08:06:33Z,3738600413,388,,3735991783,140,10.1,3735991779,3,,3735991787,212,11.0,3735991789,213,1.0,3735991785,141,87.5,3735991781,56,Back,,,,8xr7cy8cy89qfxyi1n3egt82c,N. Dismas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451699907,7,61,1,0,34,547zzwqbiugzphhnrhj3z5k5i,0,5,84.9,2022-08-27T16:15:57.654Z,2022-08-28T08:06:33Z,3735991803,56,Back,3738600575,178,,,,,,,,,,,,,,,,,,,,3ve1os3e9tjd2isgxt11vzaei,O. Drambaev,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451699919,8,5,1,0,36,547zzwqbiugzphhnrhj3z5k5i,0,11.7,102,2022-08-27T16:15:59.895Z,2022-08-28T03:08:03Z,3735991859,56,Back,3735992319,233,9,3735991861,347,,,,,,,,,,,,,,,,,3ve1os3e9tjd2isgxt11vzaei,O. Drambaev,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451700011,9,5,1,0,36,3ix9om1svhd6obl0mbk1otgop,1,88.3,-2,2022-08-27T16:15:59.895Z,2022-08-28T03:08:03Z,3735992307,233,8,3735992263,347,,3735992261,56,Right,,,,,,,,,,,,,,,,enyx6hc9mfglu3w2robv9hd9m,R. Decostere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451700029,10,1,1,0,39,3ix9om1svhd6obl0mbk1otgop,1,91,0,2022-08-27T16:16:03.472Z,2022-08-28T08:06:32Z,3735992343,56,Right,3735992345,140,84.8,3735992341,107,,3735992347,141,6.5,3735992349,212,8.7,3735992351,213,2.4,,,,,,,enyx6hc9mfglu3w2robv9hd9m,R. Decostere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451700049,11,1,1,0,40,3ix9om1svhd6obl0mbk1otgop,1,88.4,7.7,2022-08-27T16:16:04.378Z,2022-08-28T08:06:32Z,3735992489,141,5.2,3735992487,140,91.0,3735992493,212,3.2,3735992485,56,Right,3735992497,213,5.7,3738600873,178,,,,,,,,2xba9p5cocj599cltnabjes45,D. Hotić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451700135,12,1,1,0,42,3ix9om1svhd6obl0mbk1otgop,1,93.9,1.7,2022-08-27T16:16:06.206Z,2022-08-28T08:06:31Z,3735992999,213,2.9,3735992997,212,10.9,3735992991,140,83.8,3735992995,141,5.3,3735992987,56,Right,3738600961,178,,,,,,,,enyx6hc9mfglu3w2robv9hd9m,R. Decostere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451700145,13,4,1,0,45,3ix9om1svhd6obl0mbk1otgop,1,94.3,4.7,2022-08-27T16:16:09.154Z,2022-08-28T08:06:29Z,3735993033,56,Right,3735993037,265,,3735993039,286,,3735993035,152,,3735993227,233,9,3735993031,13,,,,,,,,2xba9p5cocj599cltnabjes45,D. Hotić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451700165,9,4,1,0,45,547zzwqbiugzphhnrhj3z5k5i,0,5.7,95.3,2022-08-27T16:16:09.155Z,2022-08-28T08:06:29Z,3735993179,285,,3735993177,265,,3735993171,13,,3738601167,178,,3735993175,152,,3735993249,233,13,3735993173,56,Back,,,,5f13ro5hgmago2bmqtzjw5ey,A. Fadera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451700751,14,1,1,1,30,3ix9om1svhd6obl0mbk1otgop,0,95.9,4.3,2022-08-27T16:16:54.288Z,2022-08-28T08:06:29Z,3735996413,152,,3735996411,155,,3738601275,178,,3737003069,72,,3737003067,223,,3735996423,213,1.7,3735996415,56,Center,3735996407,2,,2xba9p5cocj599cltnabjes45,D. Hotić,3735996409,5,3735996417,140,93.9,3735996419,141,37.3,3735996421,212,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451700775,10,12,1,1,31,547zzwqbiugzphhnrhj3z5k5i,1,5.7,59.4,2022-08-27T16:16:55.365Z,2022-08-28T08:06:28Z,3735996553,15,,3735996543,56,Back,3735996551,213,0.2,3735996549,212,24.6,3735996547,141,65.1,3738601335,178,,3735996545,140,28.8,,,,az21s916gcylcjy5riyia9239,J. Vossen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451700833,15,1,1,1,35,3ix9om1svhd6obl0mbk1otgop,1,65.5,34.8,2022-08-27T16:16:58.726Z,2022-08-28T08:06:28Z,3735996789,56,Right,3735996793,141,11.4,3735996797,213,4.8,3738601515,178,,3735996795,212,16.0,3735996791,140,67.2,,,,,,,enyx6hc9mfglu3w2robv9hd9m,R. Decostere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451700861,16,1,1,1,37,3ix9om1svhd6obl0mbk1otgop,1,68.8,9.7,2022-08-27T16:17:00.853Z,2022-08-28T08:06:27Z,3735996963,56,Right,3735996967,141,6.8,3738601601,178,,3735996969,212,6.7,3735996971,213,6.0,3735996965,140,74.9,,,,,,,7weuixp1j81ga9pjhouf2h2hh,H. Van der Bruggen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451700873,17,1,1,1,39,3ix9om1svhd6obl0mbk1otgop,0,76.3,3.4,2022-08-27T16:17:03.425Z,2022-08-28T08:06:26Z,3738601775,178,,3735997025,140,93.3,3735997031,213,0.2,3735997027,141,9.1,3735997029,212,18.3,3735997023,56,Right,,,,,,,2xba9p5cocj599cltnabjes45,D. Hotić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451700875,11,49,1,1,41,547zzwqbiugzphhnrhj3z5k5i,1,12.4,83.2,2022-08-27T16:17:04.663Z,2022-08-28T08:06:26Z,,,,,,,,,,,,,,,,,,,,,,,,,8xr7cy8cy89qfxyi1n3egt82c,N. Dismas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451700917,12,1,1,1,42,547zzwqbiugzphhnrhj3z5k5i,0,5.3,99.9,2022-08-27T16:17:06.494Z,2022-08-28T08:06:25Z,3735997273,1,,3738602061,178,,3735997263,56,Back,3735997271,213,5.8,3735997267,141,89.4,3735997269,212,16.7,3735997261,157,,3735997265,140,19.7,8xr7cy8cy89qfxyi1n3egt82c,N. Dismas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451700923,18,49,1,1,43,3ix9om1svhd6obl0mbk1otgop,1,82.6,4.2,2022-08-27T16:17:07.407Z,2022-08-28T08:06:25Z,,,,,,,,,,,,,,,,,,,,,,,,,2xba9p5cocj599cltnabjes45,D. Hotić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451701065,19,1,1,1,47,3ix9om1svhd6obl0mbk1otgop,1,81.5,24.8,2022-08-27T16:17:10.620Z,2022-08-28T08:06:23Z,3736000587,154,,3737006927,2,,3735997991,155,,3735998001,141,52.8,3736000585,210,14,3737007293,72,,3735997999,140,92.5,3735998009,213,1.0,2xba9p5cocj599cltnabjes45,D. Hotić,3735998005,212,3735997995,56,Center,3737007289,223,,3738602541,178,,1,22.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451701069,20,14,1,1,48,3ix9om1svhd6obl0mbk1otgop,1,98.6,58.4,2022-08-27T16:17:12.324Z,2022-08-28T08:06:23Z,3736000605,75,,3736000621,328,,3736000617,103,19.6,3736000607,29,,3736000609,154,,3736000599,15,,3736000615,102,45.1,3735998037,56,Center,8d0ffyx2qnnp0limf5aou92ei,A. Ueda,3736000623,230,3735998035,61,,3738602857,388,,3736000625,231,56,,98.9,3736000611,55,19,3735998033,22,,,,,,,,,,,,,,,,,,,,,,
2451701101,13,12,1,1,50,547zzwqbiugzphhnrhj3z5k5i,1,1.8,52.6,2022-08-27T16:17:13.934Z,2022-08-28T08:06:22Z,3735998213,141,93.2,3735998217,213,1.2,3738603127,178,,3735998215,212,29.7,3735998211,140,12.3,3735998209,56,Back,,,,,,,7yek1fu5x7yoqc4raxja0i5uc,M. Tambedou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451701105,14,1,1,1,54,547zzwqbiugzphhnrhj3z5k5i,0,7.7,99.7,2022-08-27T16:17:18.356Z,2022-08-28T08:06:22Z,3738603395,178,,3735998243,213,5.9,3735998235,56,Back,3735998237,140,25.1,3735998239,141,90.2,3735998241,212,19.4,3735998245,1,,3735998233,157,,8xr7cy8cy89qfxyi1n3egt82c,N. Dismas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452182875,749,67,1,1,56,547zzwqbiugzphhnrhj3z5k5i,1,24.6,92.1,2022-08-27T16:17:19.587Z,2022-08-28T08:06:21Z,3738666561,233,918,,,,,,,,,,,,,,,,,,,,,,5f13ro5hgmago2bmqtzjw5ey,A. Fadera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452182871,918,67,1,1,56,3ix9om1svhd6obl0mbk1otgop,0,75.4,7.9,2022-08-27T16:17:19.588Z,2022-08-28T08:06:21Z,3738666595,233,749,,,,,,,,,,,,,,,,,,,,,,7weuixp1j81ga9pjhouf2h2hh,H. Van der Bruggen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451701153,15,61,1,1,56,547zzwqbiugzphhnrhj3z5k5i,1,24.2,90.9,2022-08-27T16:17:19.608Z,2022-08-28T08:06:20Z,3735998513,56,Back,3738603621,178,,,,,,,,,,,,,,,,,,,,5f13ro5hgmago2bmqtzjw5ey,A. Fadera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451889235,871,56,1,1,57,3ix9om1svhd6obl0mbk1otgop,1,0,0,2022-08-27T16:17:20.979Z,2022-08-28T08:06:20Z,3737017287,56,Right,,,,,,,,,,,,,,,,,,,,,,enyx6hc9mfglu3w2robv9hd9m,R. Decostere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451701173,16,5,1,1,58,547zzwqbiugzphhnrhj3z5k5i,0,25.8,101.8,2022-08-27T16:17:22.024Z,2022-08-28T03:09:37Z,3736000971,233,21,3735998617,347,,3735998615,56,Back,,,,,,,,,,,,,,,,5f13ro5hgmago2bmqtzjw5ey,A. Fadera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451701203,21,5,1,1,58,3ix9om1svhd6obl0mbk1otgop,1,74.2,-1.8,2022-08-27T16:17:22.024Z,2022-08-28T03:09:37Z,3735998777,347,,3735998775,56,Right,3736000955,233,16,,,,,,,,,,,,,,,,a0ecz4nlxrr62dcwixtmjiwyy,T. Somers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451701223,22,43,1,2,6,3ix9om1svhd6obl0mbk1otgop,1,0,0,2022-08-27T16:17:30.546Z,2022-08-27T16:17:57Z,3735998905,1,0,3736001033,144,1,3735998901,212,30.8,3735998895,56,Right,3735998899,141,11.7,3735998897,140,100.0,3735998903,213,0.3,3735998893,107,0,a0ecz4nlxrr62dcwixtmjiwyy,T. Somers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451701231,23,43,1,2,8,3ix9om1svhd6obl0mbk1otgop,1,0,0,2022-08-27T16:17:32.155Z,2022-08-27T16:17:55Z,3735998945,346,0,3735998943,56,Right,3736000931,144,5,,,,,,,,,,,,,,,,a0ecz4nlxrr62dcwixtmjiwyy,T. Somers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451701707,24,1,1,2,28,3ix9om1svhd6obl0mbk1otgop,1,78.9,0,2022-08-27T16:17:51.879Z,2022-08-28T08:06:20Z,3736001367,213,2.6,3736001365,212,17.5,3736001357,107,,3736001359,56,Right,3736001361,140,64.3,3736001363,141,11.0,,,,,,,enyx6hc9mfglu3w2robv9hd9m,R. Decostere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452183125,921,43,1,2,31,3ix9om1svhd6obl0mbk1otgop,1,0,0,2022-08-27T16:17:54.962Z,2022-08-28T03:36:24Z,3738668091,144,82,3738668003,178,0,,,,,,,,,,,,,,,,,,,2jhi0lbbo65dsfv4ho9pmlgix,Leonardo Lopes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451701715,25,1,1,2,32,3ix9om1svhd6obl0mbk1otgop,0,71.4,3.9,2022-08-27T16:17:56.005Z,2022-08-28T08:06:18Z,3736001409,56,Right,3736001411,140,66.8,3736001415,212,4.8,3736001413,141,3.4,3738604521,178,,3736001417,213,3.2,,,,,,,2jhi0lbbo65dsfv4ho9pmlgix,Leonardo Lopes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452183245,750,67,1,2,33,547zzwqbiugzphhnrhj3z5k5i,1,25.8,87.3,2022-08-27T16:17:57.238Z,2022-08-28T08:06:18Z,3738668551,233,923,,,,,,,,,,,,,,,,,,,,,,3ve1os3e9tjd2isgxt11vzaei,O. Drambaev,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452183243,923,67,1,2,33,3ix9om1svhd6obl0mbk1otgop,0,74.2,12.7,2022-08-27T16:17:57.239Z,2022-08-28T08:06:18Z,3738668575,233,750,,,,,,,,,,,,,,,,,,,,,,enyx6hc9mfglu3w2robv9hd9m,R. Decostere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451701691,17,8,1,2,33,547zzwqbiugzphhnrhj3z5k5i,1,25.2,90,2022-08-27T16:17:57.244Z,2022-08-28T08:06:17Z,3738604737,178,,3736001285,56,Back,3737019307,385,,,,,,,,,,,,,,,,,3ve1os3e9tjd2isgxt11vzaei,O. Drambaev,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451701705,18,5,1,2,35,547zzwqbiugzphhnrhj3z5k5i,0,36,101.5,2022-08-27T16:17:58.852Z,2022-08-28T03:10:02Z,3736001569,233,26,3736001351,347,,3736001349,56,Back,,,,,,,,,,,,,,,,3ve1os3e9tjd2isgxt11vzaei,O. Drambaev,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451701747,26,5,1,2,35,3ix9om1svhd6obl0mbk1otgop,1,64,-1.5,2022-08-27T16:17:58.852Z,2022-08-28T03:10:02Z,3736001561,233,18,3736001553,347,,3736001551,56,Right,,,,,,,,,,,,,,,,2jhi0lbbo65dsfv4ho9pmlgix,Leonardo Lopes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451701947,27,1,1,2,57,3ix9om1svhd6obl0mbk1otgop,0,69.5,0,2022-08-27T16:18:20.737Z,2022-08-28T08:06:17Z,3736002699,212,7.8,3736002697,141,7.6,3736002691,56,Right,3736002701,213,0.9,3736002695,140,73.9,3736002687,107,,,,,,,,enyx6hc9mfglu3w2robv9hd9m,R. Decostere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451701955,19,61,1,2,58,547zzwqbiugzphhnrhj3z5k5i,1,21.4,85.8,2022-08-27T16:18:22.054Z,2022-08-28T08:06:17Z,3738605631,21,,3736002721,56,Back,3738605377,178,,,,,,,,,,,,,,,,,c3jbxepn3kto8fqtdewnghp05,Borja López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451702063,28,1,1,3,1,3ix9om1svhd6obl0mbk1otgop,1,74.7,1.8,2022-08-27T16:18:25.123Z,2022-08-28T08:06:16Z,3736003309,141,10.6,3736003307,140,63.7,3736003311,212,13.0,3736003305,56,Right,3736003313,213,2.7,3738605927,178,,,,,,,,1gzgkjei16r4lt2fvcedy1jvt,K. Denkey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451702069,29,1,1,3,2,3ix9om1svhd6obl0mbk1otgop,0,68,14.2,2022-08-27T16:18:25.966Z,2022-08-28T08:06:16Z,3738606057,178,,3736003349,141,23.4,3736003353,213,0.6,3736003347,140,77.0,3736003351,212,11.3,3736003345,56,Center,,,,,,,7weuixp1j81ga9pjhouf2h2hh,H. Van der Bruggen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452183607,759,67,1,3,3,547zzwqbiugzphhnrhj3z5k5i,1,20.1,75.1,2022-08-27T16:18:27.191Z,2022-08-28T08:06:15Z,3738670683,233,925,,,,,,,,,,,,,,,,,,,,,,7yek1fu5x7yoqc4raxja0i5uc,M. Tambedou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452183601,925,67,1,3,3,3ix9om1svhd6obl0mbk1otgop,0,79.9,24.9,2022-08-27T16:18:27.192Z,2022-08-28T08:06:15Z,3738670709,233,759,,,,,,,,,,,,,,,,,,,,,,8d0ffyx2qnnp0limf5aou92ei,A. Ueda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451702037,20,8,1,3,3,547zzwqbiugzphhnrhj3z5k5i,1,19.4,75.5,2022-08-27T16:18:27.254Z,2022-08-28T08:06:14Z,3737030291,383,,3736003209,56,Back,3738606185,178,,,,,,,,,,,,,,,,,7yek1fu5x7yoqc4raxja0i5uc,M. Tambedou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
