id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/13/value,qualifier/14/value,qualifier/15/value,qualifier/18/id,qualifier/18/qualifierId,assist,qualifier/17/value,qualifier/18/value
2465118229,1,34,16,0,0,5z1b7fuvpqe6vnigvopomvecu,1,0,0,2022-09-30T17:46:33.962Z,2022-09-30T18:49:00Z,3807370711,130,12,3807370705,30,"bxcwnf87pf8ijzbxy70ewcfe1, ai0yljs83kdpaa6r7ri0048np, 93hp5gm29ke90ugdimd9xf949, 504qkt70jvof5yzffmwwo5c5x, 76y4awqbdef5yxiovt27i57th, 48f3zlksc3r230qb78c5emnyt, rmruexgp6l6ar57aq8xffg4q, 1pg0b32xb9230zit0ndyd79ih, d6r3vkalhudms84f6fs415wid, 6a0e28nxlyyw7ghe4wzumlzh1, bxudrqx99a3zv5gajdzxz38id, ajcblksnh113es9hzt7l5k8h5, 187wxh3jjn8hqbu7fyw7wullh, 2bz8ey1mxuv6uo8duu7if6k4q, 464o8uslv6z2fdm269j97gt4a, bci3k14ed9oqcchpmtq37rnx1, eq5hfgqm32c7qmj6xwp7j9iqc, 69ivqkcipxp15b7x5jl83ud49",3807370715,194,48f3zlksc3r230qb78c5emnyt,3807370717,197,16111,3807370707,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",3807370719,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3807370709,59,"16, 2, 11, 38, 20, 6, 26, 19, 77, 28, 21, 7, 8, 10, 17, 30, 51, 14",3807370713,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465122565,1,34,16,0,0,jb4xejoxjfk5a0a50bo8hvst,1,0,0,2022-09-30T18:02:04.548Z,2022-09-30T18:49:33Z,3807391655,130,10,3807391651,59,"30, 21, 18, 17, 99, 2, 27, 15, 12, 10, 6, 5, 7, 9, 11, 16, 35, 40",3807391657,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3807391659,194,af8gj4w5eg8rdl4iq7fi8aa96,3807391661,197,9282,3807391645,30,"7nlpu8ocv423vqaooks0hifze, 9bnvh1i6mu45yvkz257c0x1at, 187qa5icsve3oak3t90r6rhsl, cahevdu5yhhnh8qlj969b6dw, a52575bcqr3acuweauiyzsb56, af8gj4w5eg8rdl4iq7fi8aa96, 6cztmz0yq3ifdkkz4hpe47krt, 7sxsul4lzfxl1nzca1nq715re, 8ic5et3o15rkxyebpxy6y4mhh, 8058605f3gip7nglewe7svqzu, 4e5jvz1t60a2l67c5a9r2qne, apusqhva0hdbf7zqb3twgeoa2, 7ruin2kz9zjzba57tdbec7n4l, 7xfg1orfd9uq3rqzzf6vvxu96, ageous8x40a5qja50md060ull, 3j1vhujla834m422svmrdh3pw, bpxafwc30rerxmgju6rcau8kp, 5oa6glaxweluggb6odyxb4uz9",3807391649,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",3807391663,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465157699,2,32,1,0,0,5z1b7fuvpqe6vnigvopomvecu,1,0,0,2022-09-30T18:47:27.768Z,2022-10-01T01:49:36Z,3807581563,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465157687,2,32,1,0,0,jb4xejoxjfk5a0a50bo8hvst,1,0,0,2022-09-30T18:47:27.768Z,2022-09-30T18:47:27Z,3807581511,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465157735,3,1,1,0,0,5z1b7fuvpqe6vnigvopomvecu,1,50,50,2022-09-30T18:47:27.798Z,2022-10-01T02:40:47Z,3807581753,141,46.4,3807581749,56,Back,3808392891,178,,3807581757,213,3.3,3807581755,212,17.6,3807581751,140,33.4,3807581759,279,S,,,,rmruexgp6l6ar57aq8xffg4q,N. Raskin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465157777,4,1,1,0,2,5z1b7fuvpqe6vnigvopomvecu,1,35.7,43.7,2022-09-30T18:47:30.628Z,2022-10-01T05:39:38Z,3807581939,141,86.3,3807581935,140,63.5,3807581931,56,Left,3807581927,155,,3807581949,1,,3808393013,178,,3807581941,212,41.1,3807581945,213,0.8,48f3zlksc3r230qb78c5emnyt,N. Dussenne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465157811,5,1,1,0,6,5z1b7fuvpqe6vnigvopomvecu,1,68.3,91.7,2022-09-30T18:47:33.857Z,2022-10-01T05:39:37Z,3807582099,140,56.0,3807582095,3,,3807582103,212,13.3,3807582097,56,Left,3807582101,141,87.2,3807582105,213,3.4,3808393077,388,,,,,1pg0b32xb9230zit0ndyd79ih,S. Amallah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465157839,6,1,1,0,8,5z1b7fuvpqe6vnigvopomvecu,0,59.3,88.1,2022-09-30T18:47:35.968Z,2022-10-01T05:39:37Z,3807582253,140,67.9,3807582255,141,84.1,3807582251,56,Left,3807582257,212,9.4,3808393157,178,,3807582259,213,6.0,,,,,,,93hp5gm29ke90ugdimd9xf949,A. Dønnum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465311015,703,43,1,0,8,jb4xejoxjfk5a0a50bo8hvst,1,0,0,2022-09-30T18:47:36.548Z,2022-10-01T03:06:01Z,3808411803,144,82,3808411801,178,0,,,,,,,,,,,,,,,,,,,9bnvh1i6mu45yvkz257c0x1at,M. Sambu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465157805,3,49,1,0,8,jb4xejoxjfk5a0a50bo8hvst,1,34.4,8.6,2022-09-30T18:47:36.578Z,2022-10-01T05:39:36Z,,,,,,,,,,,,,,,,,,,,,,,,,9bnvh1i6mu45yvkz257c0x1at,M. Sambu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
