id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/10/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/11/value,qualifier/13/value,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/17/value,qualifier/19/id,qualifier/19/qualifierId
2515400915,1,34,16,0,0,5z1b7fuvpqe6vnigvopomvecu,1,0,0,2023-03-04T18:49:22.028Z,2023-03-04T18:49:22Z,4072764209,30,"bxcwnf87pf8ijzbxy70ewcfe1, eg2u042cthz9undb4xz0pu8rt, 93hp5gm29ke90ugdimd9xf949, corn6i066rh7c7veva0sm3oid, 76y4awqbdef5yxiovt27i57th, 48f3zlksc3r230qb78c5emnyt, 187wxh3jjn8hqbu7fyw7wullh, 69ivqkcipxp15b7x5jl83ud49, 2bz8ey1mxuv6uo8duu7if6k4q, cllq8xizuqut48xxqc3btz97u, d6r3vkalhudms84f6fs415wid, 8bh749b5p635490hik1pj40yd, 464o8uslv6z2fdm269j97gt4a, bxudrqx99a3zv5gajdzxz38id, 6a0e28nxlyyw7ghe4wzumlzh1, bci3k14ed9oqcchpmtq37rnx1, eq5hfgqm32c7qmj6xwp7j9iqc, 3z1lfdoy92bq8airglbhx32tw",4072764217,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4072764213,59,"16, 13, 11, 34, 20, 6, 8, 14, 10, 22, 77, 9, 17, 21, 28, 30, 51, 61",4072764223,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4072764219,194,48f3zlksc3r230qb78c5emnyt,4072764215,130,13,4072764211,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",4072764221,197,16111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515404127,1,34,16,0,0,2nhn3ikl1ciq34w3hcp883d6p,1,0,0,2023-03-04T18:55:36.036Z,2023-03-05T20:55:36Z,4072783057,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4072783043,30,"2aemkadh3bhtgm5db8r89pvit, e2z19y8is5m24brpa3gzn02qx, bjhjz96omjukrg6tj3mny39t6, auqy1bigw2a1owxg441wojzyt, 5ujoracvgg00kzd0a8rh8oa1h, 6z1isgjrlx4gbcjp5ekawdi39, 1ezai0a0n3xem17lwhtxwaml1, 7xs1rx9jos4ls85u362y9hqeh, 12c7rhdjh6rja1d2j45n3exyi, 2j8y06wuinnx87eetadj55zo5, dd711ekg0nlaosmsy2lz13syy, 8hl43dvm1d57g011yacyoooa1, 5zpg8fnqc4luuhlonsn5nbw4q, 9kywhmzih4xhuz5d1rrxjcpd6, 918cc5b5jwrsquwpkoaiaoic5, 9qm1adecprlczxw7ldbpvoi51, 96xomdtz505yoaz35i5bb8f84, f03fccqnepjczr841h0zqdeui",4072783045,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",4072783049,130,8,4072783055,197,8173,4072783051,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4072783053,194,auqy1bigw2a1owxg441wojzyt,4072783047,59,"20, 22, 11, 7, 33, 2, 55, 8, 14, 5, 39, 4, 17, 24, 30, 32, 45, 79",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515453335,2,32,1,0,0,5z1b7fuvpqe6vnigvopomvecu,1,0,0,2023-03-04T19:48:12.668Z,2023-03-05T07:56:50Z,4073042129,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515453329,2,32,1,0,0,2nhn3ikl1ciq34w3hcp883d6p,1,0,0,2023-03-04T19:48:12.668Z,2023-03-04T19:48:12Z,4073042089,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515453367,3,1,1,0,0,2nhn3ikl1ciq34w3hcp883d6p,1,49.8,50.1,2023-03-04T19:48:12.736Z,2023-03-05T08:03:29Z,4073042251,212,24.1,4074520713,178,,4073042255,279,S,4073042253,213,2.6,4073042247,140,29.9,4073042249,141,67.8,4073042245,56,Back,,,,12c7rhdjh6rja1d2j45n3exyi,K. Vaesen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515453411,4,1,1,0,2,2nhn3ikl1ciq34w3hcp883d6p,1,36.9,64.1,2023-03-04T19:48:14.767Z,2023-03-05T17:11:00Z,4073042547,212,17.8,4073042551,213,1.3,4074521643,178,,4073042545,141,89.4,4073042541,56,Back,4073042543,140,41.4,,,,,,,auqy1bigw2a1owxg441wojzyt,L. Van Eenoo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515453453,5,1,1,0,4,2nhn3ikl1ciq34w3hcp883d6p,1,48,94.7,2023-03-04T19:48:16.993Z,2023-03-05T17:10:59Z,4073042757,56,Back,4073042761,141,89.7,4073042765,212,21.4,4073042769,213,3.3,4074521699,178,,4073042759,140,27.9,,,,,,,dd711ekg0nlaosmsy2lz13syy,T. Van den Keybus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515453475,6,1,1,0,5,2nhn3ikl1ciq34w3hcp883d6p,1,33.6,94.8,2023-03-04T19:48:18.650Z,2023-03-05T17:10:58Z,4073042877,56,Back,4073042893,213,3.8,4074521851,178,,4073042885,141,74.5,4073042889,212,23.6,4073042881,140,15.4,,,,,,,bjhjz96omjukrg6tj3mny39t6,M. De Cuyper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515453513,7,1,1,0,9,2nhn3ikl1ciq34w3hcp883d6p,1,17.7,70.1,2023-03-04T19:48:22.293Z,2023-03-05T17:10:57Z,4074521903,178,,4073043077,212,21.5,4073043069,56,Back,4073043073,141,42.4,4073043071,140,7.9,4073043079,213,4.2,,,,,,,6z1isgjrlx4gbcjp5ekawdi39,P. Perdichizzi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515453559,8,1,1,0,13,2nhn3ikl1ciq34w3hcp883d6p,1,7.5,39,2023-03-04T19:48:25.909Z,2023-03-05T17:10:56Z,4073043321,141,90.8,4073043315,155,,4073043325,213,0.9,4073043319,140,34.3,4073043323,212,45.1,4073043327,1,,4073043317,56,Back,4074522025,178,,2aemkadh3bhtgm5db8r89pvit,N. Gillekens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515453643,9,2,1,0,17,2nhn3ikl1ciq34w3hcp883d6p,1,37.4,95.2,2023-03-04T19:48:30.561Z,2023-03-05T17:10:55Z,4073043813,1,,4073043819,141,80.6,4073043815,56,Left,4073043811,7,2j8y06wuinnx87eetadj55zo5,4073043817,140,71.6,4074522061,178,,,,,,,,bjhjz96omjukrg6tj3mny39t6,M. De Cuyper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515453635,3,55,1,0,17,5z1b7fuvpqe6vnigvopomvecu,1,38.6,23.5,2023-03-04T19:48:30.562Z,2023-03-05T17:10:54Z,,,,,,,,,,,,,,,,,,,,,,,,,48f3zlksc3r230qb78c5emnyt,N. Dussenne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
