id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/9/value,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/12/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,assist
2509286671,1,34,16,0,0,547zzwqbiugzphhnrhj3z5k5i,1,0,0,2023-02-18T16:23:24.049Z,2023-02-19T14:16:22Z,4040483285,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4040483279,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",4040882001,194,59doy2i09c6fgoh7w9m3l5tcl,4040483283,130,18,4040483289,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4040483287,197,16304,4040483281,59,"1, 14, 7, 3, 4, 19, 20, 6, 12, 93, 9, 5, 11, 16, 22, 31, 35, 38",4040483277,30,"59doy2i09c6fgoh7w9m3l5tcl, 2s28r7f625hrj5fioyxn6apd5, 5f13ro5hgmago2bmqtzjw5ey, c3jbxepn3kto8fqtdewnghp05, 6w1hily3yj7vvidhhgi4fqdat, 4ju2soyxqa6hu0oo007ej8wdl, cg748vqllo7gdcz5id1gvqggl, 77wkqbxkqix367lc0ccnym86h, a375qgbjxnpucpz3hprf2fkr9, 5l6a4uxq1vzo91ugdcjq3jw7p, az21s916gcylcjy5riyia9239, 3ve1os3e9tjd2isgxt11vzaei, 8jn4wq3d1ro8f89lttw4b9rzd, 5i4hanhs1igx4grc5rt6cj4oa, 7u76uh9164fs8tx6zqw0icqtx, 9urqzncna9izqyoaysnjq52lm, ezud7bjx19v8omsscz0z8fywa, 7ojr3svfuiak6zm6pjrc18mhh",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509312343,1,34,16,0,0,jb4xejoxjfk5a0a50bo8hvst,1,0,0,2023-02-18T16:35:44.552Z,2023-02-18T17:35:15Z,4040621545,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",4040621543,30,"7nlpu8ocv423vqaooks0hifze, 5oa6glaxweluggb6odyxb4uz9, 187qa5icsve3oak3t90r6rhsl, 4e5jvz1t60a2l67c5a9r2qne, 6iu350lkyhy6tcll5gfo4vy3u, a52575bcqr3acuweauiyzsb56, 7sxsul4lzfxl1nzca1nq715re, apusqhva0hdbf7zqb3twgeoa2, 8058605f3gip7nglewe7svqzu, 7ruin2kz9zjzba57tdbec7n4l, 1acbm9228tfggjx7htxjtcvrp, e2ej1v66tqjgtpzdhjw7bghqt, e44sv1k4belucgkkem7qtkpd6, 3j1vhujla834m422svmrdh3pw, cahevdu5yhhnh8qlj969b6dw, 9bnvh1i6mu45yvkz257c0x1at, 6cztmz0yq3ifdkkz4hpe47krt, 20teoyeqpyu0ftatz045glfkk",4040621557,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4040621551,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4040621549,130,23,4040621547,59,"30, 40, 18, 6, 4, 99, 15, 5, 10, 7, 23, 8, 14, 16, 17, 21, 27, 52",4040621553,194,1acbm9228tfggjx7htxjtcvrp,4040621555,197,8175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509363341,2,32,1,0,0,jb4xejoxjfk5a0a50bo8hvst,1,0,0,2023-02-18T17:17:13.545Z,2023-02-19T05:11:29Z,4040898599,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509363355,2,32,1,0,0,547zzwqbiugzphhnrhj3z5k5i,1,0,0,2023-02-18T17:17:13.545Z,2023-02-18T17:17:16Z,4040898667,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509363401,3,1,1,0,0,jb4xejoxjfk5a0a50bo8hvst,1,50,50,2023-02-18T17:17:13.606Z,2023-02-19T05:45:21Z,4040898911,213,1.1,4040898909,212,22.5,4040898903,56,Left,4040898905,140,59.9,4042691179,178,,4040898907,141,79.3,4040898913,279,S,,,,7ruin2kz9zjzba57tdbec7n4l,Vagner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509363411,4,50,1,0,2,jb4xejoxjfk5a0a50bo8hvst,1,63,89.3,2023-02-18T17:17:16.488Z,2023-02-19T09:55:29Z,4040898987,233,3,4040898945,56,Left,4040898947,286,,,,,,,,,,,,,,,,,4e5jvz1t60a2l67c5a9r2qne,M. Cachbach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509363405,3,7,1,0,3,547zzwqbiugzphhnrhj3z5k5i,0,37,10.7,2023-02-18T17:17:16.630Z,2023-02-19T09:55:29Z,4040898969,233,4,4040898923,285,,4042691435,178,,4042028821,385,,4040898921,56,Back,,,,,,,,,,2s28r7f625hrj5fioyxn6apd5,A. Ciranni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509363419,5,61,1,0,3,jb4xejoxjfk5a0a50bo8hvst,1,62.8,90.7,2023-02-18T17:17:16.721Z,2023-02-19T09:55:28Z,4042691511,178,,4040898973,56,Left,,,,,,,,,,,,,,,,,,,4e5jvz1t60a2l67c5a9r2qne,M. Cachbach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509363533,4,5,1,0,3,547zzwqbiugzphhnrhj3z5k5i,1,34.5,-1.6,2023-02-18T17:17:17.184Z,2023-02-19T05:45:47Z,4040899615,56,Back,4040899617,347,,4040899639,233,6,,,,,,,,,,,,,,,,2s28r7f625hrj5fioyxn6apd5,A. Ciranni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509363427,6,5,1,0,3,jb4xejoxjfk5a0a50bo8hvst,0,65.5,101.6,2023-02-18T17:17:17.184Z,2023-02-19T05:45:47Z,4040899679,233,4,4040899011,347,,4040899009,56,Left,,,,,,,,,,,,,,,,4e5jvz1t60a2l67c5a9r2qne,M. Cachbach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509363549,5,1,1,0,20,547zzwqbiugzphhnrhj3z5k5i,1,45.5,0,2023-02-18T17:17:33.716Z,2023-02-19T09:55:28Z,4040899787,212,17.3,4040899781,56,Right,4040899779,107,,4040899785,141,4.9,4040899783,140,61.4,4040899789,213,0.3,,,,,,,4ju2soyxqa6hu0oo007ej8wdl,K. Fila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509363555,6,1,1,0,23,547zzwqbiugzphhnrhj3z5k5i,1,61.4,1.4,2023-02-18T17:17:36.598Z,2023-02-19T09:55:27Z,4040899827,56,Right,4040899831,141,3.7,4040899835,213,2.9,4042693119,178,,4040899829,140,54.7,4040899833,212,7.2,,,,,,,5l6a4uxq1vzo91ugdcjq3jw7p,Zinho Gano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509363563,7,1,1,0,23,547zzwqbiugzphhnrhj3z5k5i,0,53.9,2.9,2023-02-18T17:17:37.267Z,2023-02-19T09:55:27Z,4040899885,212,11.9,4042693181,178,,4040899873,56,Right,4040899887,213,0.3,4040899881,141,7.9,4040899877,140,64.8,,,,,,,4ju2soyxqa6hu0oo007ej8wdl,K. Fila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509363567,7,49,1,0,24,jb4xejoxjfk5a0a50bo8hvst,1,32.9,91,2023-02-18T17:17:38.166Z,2023-02-19T09:55:26Z,,,,,,,,,,,,,,,,,,,,,,,,,a52575bcqr3acuweauiyzsb56,M. Mbow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509363585,8,1,1,0,25,jb4xejoxjfk5a0a50bo8hvst,1,32.6,91.9,2023-02-18T17:17:38.976Z,2023-02-19T09:55:25Z,4040899995,140,13.6,4042693327,178,,4040899993,56,Back,4040899999,212,29.0,4040899997,141,60.9,4040900001,213,4.0,,,,,,,a52575bcqr3acuweauiyzsb56,M. Mbow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509363609,9,1,1,0,29,jb4xejoxjfk5a0a50bo8hvst,0,14.9,61.4,2023-02-18T17:17:42.952Z,2023-02-19T09:55:24Z,4040900159,213,5.4,4040900153,140,46.4,4040900147,155,,4040900155,141,0.0,4040900161,1,,4040900151,56,Back,4040900149,196,,4040900157,212,54.3,7nlpu8ocv423vqaooks0hifze,G. Dietsch,4042693369,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509363625,8,5,1,0,32,547zzwqbiugzphhnrhj3z5k5i,1,56.2,102,2023-02-18T17:17:46.129Z,2023-02-19T05:47:37Z,4040900235,347,,4040900233,56,Left,4040900257,233,10,,,,,,,,,,,,,,,,4ju2soyxqa6hu0oo007ej8wdl,K. Fila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509363613,10,5,1,0,32,jb4xejoxjfk5a0a50bo8hvst,0,43.8,-2,2023-02-18T17:17:46.129Z,2023-02-19T05:47:37Z,4040900263,233,8,4040900167,56,Back,4040900169,347,,,,,,,,,,,,,,,,,7nlpu8ocv423vqaooks0hifze,G. Dietsch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509363717,9,1,1,0,43,547zzwqbiugzphhnrhj3z5k5i,0,59.9,100,2023-02-18T17:17:56.866Z,2023-02-19T09:55:24Z,4040900689,141,96.8,4040900693,213,6.1,4040900683,107,,4040900691,212,20.8,4040900687,140,79.4,4040900685,56,Left,,,,,,,c3jbxepn3kto8fqtdewnghp05,Borja López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509363811,11,1,1,0,45,jb4xejoxjfk5a0a50bo8hvst,1,22.4,10.5,2023-02-18T17:17:58.920Z,2023-02-19T09:55:23Z,4040901221,157,,4040901227,141,17.7,4040901231,213,0.1,4040901225,140,57.8,4042693571,178,,4040901233,1,,4040901229,212,37.5,4040901223,56,Right,5oa6glaxweluggb6odyxb4uz9,D. Opare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509363817,12,4,1,0,48,jb4xejoxjfk5a0a50bo8hvst,1,53.8,13.3,2023-02-18T17:18:02.390Z,2023-02-19T09:55:22Z,4040901249,13,,4040901251,295,,4040901263,233,10,4040901255,152,,4040901257,286,,4040901253,56,Right,,,,,,,8058605f3gip7nglewe7svqzu,M. Mouandilmadji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509363795,10,4,1,0,48,547zzwqbiugzphhnrhj3z5k5i,0,46.2,86.7,2023-02-18T17:18:02.391Z,2023-02-19T09:55:21Z,4040901159,152,,4040901153,13,,4040901155,295,,4040901161,285,,4042693733,178,,4040901157,56,Back,4040901289,233,12,,,,6w1hily3yj7vvidhhgi4fqdat,T. Derijck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509363939,13,1,1,1,2,jb4xejoxjfk5a0a50bo8hvst,1,52.4,11.8,2023-02-18T17:18:16.130Z,2023-02-19T09:55:21Z,4040901877,5,,4042693833,178,,4040901879,155,,4040901883,152,,4040901893,213,1.4,4040901881,196,,4040901891,212,54.9,4040901887,140,62.4,5oa6glaxweluggb6odyxb4uz9,D. Opare,4040901885,56,Left,4040901895,1,4040901889,141,91.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
