id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,keyPass,qualifier/9/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,assist,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/15/value,qualifier/13/value,qualifier/17/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/18/value
2498489129,1,34,16,0,0,547zzwqbiugzphhnrhj3z5k5i,1,0,0,2023-01-18T18:53:25.729Z,2023-01-18T19:38:23Z,3983802593,130,12,3983802591,59,"1, 14, 7, 3, 4, 22, 20, 6, 12, 93, 25, 5, 9, 11, 16, 23, 38, 46",3983802595,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3983802587,30,"59doy2i09c6fgoh7w9m3l5tcl, 2s28r7f625hrj5fioyxn6apd5, 5f13ro5hgmago2bmqtzjw5ey, c3jbxepn3kto8fqtdewnghp05, 6w1hily3yj7vvidhhgi4fqdat, 7u76uh9164fs8tx6zqw0icqtx, cg748vqllo7gdcz5id1gvqggl, 77wkqbxkqix367lc0ccnym86h, a375qgbjxnpucpz3hprf2fkr9, 5l6a4uxq1vzo91ugdcjq3jw7p, bhn5mxfek9byb7m8sovpizzkl, 3ve1os3e9tjd2isgxt11vzaei, az21s916gcylcjy5riyia9239, 8jn4wq3d1ro8f89lttw4b9rzd, 5i4hanhs1igx4grc5rt6cj4oa, 9e6u0dxjpjoyfc0f87vtem85x, 7ojr3svfuiak6zm6pjrc18mhh, trfphpn8we6pjhp5dm8dp2j8",3983802597,194,59doy2i09c6fgoh7w9m3l5tcl,3983802601,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3983802589,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",3983802599,197,12041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498492947,1,34,16,0,0,6vyr13j6kbwdtxjwm1m4m8nu2,1,0,0,2023-01-18T19:05:06.807Z,2023-01-19T11:54:30Z,3983820901,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",3983820905,130,4,3983820913,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3983820909,194,78fx1xqqtcqm2g4h1dj8beml1,3983820907,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3983820911,197,3044,3983820903,59,"16, 62, 5, 25, 56, 14, 18, 10, 9, 29, 7, 21, 30, 32, 36, 54, 61, 76",3983820899,30,"3wwi5vf2l1qbz7e5zdjoy8yga, b3vvxolwxcukqk76hb4scvh79, 6rarodhofviwmh5jd0ly8lp4a, ev9ql3x07q7totbxl3gvlidat, 88nmn961vtb3bnt9v9rye1h0q, 78fx1xqqtcqm2g4h1dj8beml1, 8f77xyqg4womglj1o8udq77qh, bu7cw3305zs2u7uj2ed5t867e, 8q7c0yi5x7vh7032jgbeytal1, 8lj9hc8u1351oczzu81mryluc, 5don85s7097g5df42m429b8ix, 143brmwsfow8o0svtdq98tiw9, 3z37ancgteqhbhpygl0brzzdh, drjbms71w0kt1pidq8q17h05w, 3q2ibq6hhxyht8046ib49ye39, 8q8qxzmb9j1vntg5llyqa35uy, 7je01bs3a4q6c2gd02ee6da3u, rao8xq2rg3beoc418zv1gzro",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498506547,2,32,1,0,0,6vyr13j6kbwdtxjwm1m4m8nu2,1,0,0,2023-01-18T19:45:07.496Z,2023-01-19T06:40:34Z,3983887697,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498506545,2,32,1,0,0,547zzwqbiugzphhnrhj3z5k5i,1,0,0,2023-01-18T19:45:07.496Z,2023-01-18T19:45:07Z,3983887695,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498506565,3,1,1,0,0,547zzwqbiugzphhnrhj3z5k5i,1,50.1,49.6,2023-01-18T19:45:07.593Z,2023-01-19T07:09:32Z,3983887795,213,3.8,3983887791,141,35.1,3983887797,279,S,3983887787,56,Back,3983887793,212,16.3,3984333783,178,,3983887789,140,37.7,,,,5l6a4uxq1vzo91ugdcjq3jw7p,Zinho Gano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498506567,4,1,1,0,2,547zzwqbiugzphhnrhj3z5k5i,1,38.4,43.8,2023-01-18T19:45:09.579Z,2023-01-19T12:26:03Z,3984333797,178,,3983887809,213,4.4,3983887803,140,32.9,3983887801,56,Back,3983887805,141,12.6,3983887807,212,22.0,,,,,,,cg748vqllo7gdcz5id1gvqggl,N. Rommens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498506569,5,1,1,0,5,547zzwqbiugzphhnrhj3z5k5i,0,28.8,18.1,2023-01-18T19:45:13.077Z,2023-01-19T12:26:01Z,3984349513,178,,3983887819,141,29.8,3983887821,212,37.9,3983887825,1,,3983887813,155,,3983887817,140,64.1,3983887823,213,0.2,3983887815,56,Center,7u76uh9164fs8tx6zqw0icqtx,B. Sørmo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498506583,3,1,1,0,7,6vyr13j6kbwdtxjwm1m4m8nu2,1,43,68.3,2023-01-18T19:45:15.237Z,2023-01-19T12:26:01Z,3983887897,3,,3984349543,388,,3983887903,141,75.9,3983887899,56,Center,3983887907,213,0.5,3983887905,212,10.5,3983887901,140,51.7,,,,ev9ql3x07q7totbxl3gvlidat,A. Trébel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498506587,4,1,1,0,8,6vyr13j6kbwdtxjwm1m4m8nu2,0,48.3,66.1,2023-01-18T19:45:16.320Z,2023-01-19T12:26:00Z,3983887945,233,6,3983887921,213,0.7,3983887913,56,Center,3983887917,141,69.4,3983887943,236,,3984350281,178,,3983887915,140,50.9,3983887949,286,,bu7cw3305zs2u7uj2ed5t867e,Y. Verschaeren,3983887919,212,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498506591,6,74,1,0,8,547zzwqbiugzphhnrhj3z5k5i,1,50.9,33.1,2023-01-18T19:45:16.333Z,2023-01-19T12:26:00Z,3984350303,178,,3983887925,56,Center,3983887927,285,,3983887951,233,4,,,,,,,,,,,,,cg748vqllo7gdcz5id1gvqggl,N. Rommens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
