id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,assist,qualifier/8/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/9/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,keyPass,qualifier/16/value,qualifier/11/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId
2461168769,1,34,16,0,0,2989v3kho9h5jaboe1nr7lx21,1,0,0,2022-09-17T15:10:11.934Z,2022-09-17T16:21:44Z,3786429245,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3786989529,197,16140,3786429243,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3786429237,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",3786429235,30,"5q4wztjkk6nuwapm7qgey9w45, e5oet393vired282yco4i7gfd, 9qafk5ke1yzqggkcmf1zqevp, 12lkxylg8puzxow8ewpsd0b11, 4fc3xit5tx2o583prbwhkq8d1, 3krglbuxncb1fvl3p1sezhoq2, 7d57au4z5cuxc5k6tu6qgp94a, 9rwn5wckqcb5inw1dhhmpj1t5, 4rwvkp9xlyv314ceglbauou6t, 9mmwn9yt1olhyr54j45e28xcl, a375qgbjxnpucpz3hprf2fkr9, bk9fq3chnhmw3u36qz5vf1vjd, b24ytr3apnyp7z17c124tu1yi, 77487qauk9fkzlesgze21odsl, 3hbsrnnpcsjiocm57mcsf36xh, 7n75ohdnbi436je81n5f8f9m2, 5a2sf4o445ei5pqiinvmjmpcl, eakj3xa0pa88pajbvasbwqwdm",3786429239,59,"21, 4, 22, 20, 37, 3, 6, 27, 30, 91, 44, 7, 8, 10, 12, 19, 26, 77",3786989527,194,4fc3xit5tx2o583prbwhkq8d1,3786429241,130,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461177805,1,34,16,0,0,547zzwqbiugzphhnrhj3z5k5i,1,0,0,2022-09-17T15:14:12.898Z,2022-09-17T18:15:10Z,3786476681,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",3786476689,194,59doy2i09c6fgoh7w9m3l5tcl,3786476683,59,"1, 14, 5, 3, 18, 2, 6, 20, 23, 11, 7, 4, 8, 9, 10, 25, 26, 27",3786476687,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3786476679,30,"59doy2i09c6fgoh7w9m3l5tcl, 2s28r7f625hrj5fioyxn6apd5, 3ve1os3e9tjd2isgxt11vzaei, c3jbxepn3kto8fqtdewnghp05, 7yek1fu5x7yoqc4raxja0i5uc, 1ida40i5ob58takouu5a7r2l1, 77wkqbxkqix367lc0ccnym86h, cg748vqllo7gdcz5id1gvqggl, 9e6u0dxjpjoyfc0f87vtem85x, 8jn4wq3d1ro8f89lttw4b9rzd, 5f13ro5hgmago2bmqtzjw5ey, 6w1hily3yj7vvidhhgi4fqdat, 8k4wwchytdstpn0yhrxd5nbv9, az21s916gcylcjy5riyia9239, cngitl9unybpxpdle1nlc5qms, 7ojr3svfuiak6zm6pjrc18mhh, 8xr7cy8cy89qfxyi1n3egt82c, 55uupregn272wdtpnundb8z1m",3786476685,130,13,3786986507,197,12041,3786476691,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461276205,2,32,1,0,0,2989v3kho9h5jaboe1nr7lx21,1,0,0,2022-09-17T16:17:49.876Z,2022-09-17T16:17:50Z,3787009389,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461276195,2,32,1,0,0,547zzwqbiugzphhnrhj3z5k5i,1,0,0,2022-09-17T16:17:49.876Z,2022-09-17T23:21:37Z,3787009373,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461276261,3,1,1,0,0,2989v3kho9h5jaboe1nr7lx21,1,49.8,50,2022-09-17T16:17:50.056Z,2022-09-17T23:47:43Z,3787009623,213,3.1,3787009625,279,S,3787009619,141,49.9,3788466747,178,,3787009621,212,19.7,3787009617,140,31.0,3787009615,56,Back,,,,a375qgbjxnpucpz3hprf2fkr9,C. Brüls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461276285,4,1,1,0,3,2989v3kho9h5jaboe1nr7lx21,1,31.5,47.5,2022-09-17T16:17:53.297Z,2022-09-18T06:04:43Z,3787009753,155,,3787009757,140,72.3,3787009755,56,Right,3787009763,213,5.7,3788467615,178,,3787009765,1,,3787009761,212,50.0,3787009759,141,9.7,4fc3xit5tx2o583prbwhkq8d1,T. Leistner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461276291,5,44,1,0,5,2989v3kho9h5jaboe1nr7lx21,1,70.2,9.1,2022-09-17T16:17:55.708Z,2022-09-18T06:04:43Z,3787009791,56,Right,3787009799,233,3,3787009793,286,,,,,,,,,,,,,,,,,e5oet393vired282yco4i7gfd,D. Hashioka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461276277,3,44,1,0,5,547zzwqbiugzphhnrhj3z5k5i,0,29.8,90.9,2022-09-17T16:17:55.709Z,2022-09-18T06:04:42Z,3787009803,233,5,3787009705,56,Back,3787009707,285,,,,,,,,,,,,,,,,,3ve1os3e9tjd2isgxt11vzaei,O. Drambaev,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461276303,6,1,1,0,5,2989v3kho9h5jaboe1nr7lx21,0,69.5,7.8,2022-09-17T16:17:55.823Z,2022-09-18T06:04:42Z,3788468219,388,,3787009855,140,78.6,3787009857,141,21.2,3787009853,56,Center,3787009859,212,13.2,3787009851,3,,3787009861,213,0.8,,,,e5oet393vired282yco4i7gfd,D. Hashioka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461276319,4,12,1,0,7,547zzwqbiugzphhnrhj3z5k5i,1,20.6,70.5,2022-09-17T16:17:57.352Z,2022-09-18T06:04:41Z,3787009939,213,1.4,3787009931,56,Back,3788468707,178,,3787009935,141,100.0,3787009933,140,23.6,3787009937,212,21.7,3787009959,167,,,,,1ida40i5ob58takouu5a7r2l1,R. Tsouka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
